table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
10881,r001,1967,Total,,,1,4631
10881,r002,1967,Intramural,Federal agenciesa,,2,1461
10881,r003,1967,Intramural,FFRDCs,,2,472
10881,r004,1967,Extramural,United States and U.S. territories,Businesses,3,1039
10881,r005,1967,Extramural,United States and U.S. territories,Higher educationb,3,1312
10881,r006,1967,Extramural,United States and U.S. territories,Nonprofit organizations,3,249
10881,r007,1967,Extramural,United States and U.S. territories,State and local governments,3,53
10881,r008,1967,Extramural,Non-U.S. performers,,2,46
10881,r009,1968,Total,,,1,4781
10881,r010,1968,Intramural,Federal agenciesa,,2,1541
10881,r011,1968,Intramural,FFRDCs,,2,484
10881,r012,1968,Extramural,United States and U.S. territories,Businesses,3,1094
10881,r013,1968,Extramural,United States and U.S. territories,Higher educationb,3,1302
10881,r014,1968,Extramural,United States and U.S. territories,Nonprofit organizations,3,234
10881,r015,1968,Extramural,United States and U.S. territories,State and local governments,3,82
10881,r016,1968,Extramural,Non-U.S. performers,,2,45
10881,r017,1969,Total,,,1,4645
10881,r018,1969,Intramural,Federal agenciesa,,2,1645
10881,r019,1969,Intramural,FFRDCs,,2,453
10881,r020,1969,Extramural,United States and U.S. territories,Businesses,3,886
10881,r021,1969,Extramural,United States and U.S. territories,Higher educationb,3,1322
10881,r022,1969,Extramural,United States and U.S. territories,Nonprofit organizations,3,222
10881,r023,1969,Extramural,United States and U.S. territories,State and local governments,3,75
10881,r024,1969,Extramural,Non-U.S. performers,,2,42
10881,r025,1970,Total,,,1,4901
10881,r026,1970,Intramural,Federal agenciesa,,2,1904
10881,r027,1970,Intramural,FFRDCs,,2,500
10881,r028,1970,Extramural,United States and U.S. territories,Businesses,3,876
10881,r029,1970,Extramural,United States and U.S. territories,Higher educationb,3,1276
10881,r030,1970,Extramural,United States and U.S. territories,Nonprofit organizations,3,230
10881,r031,1970,Extramural,United States and U.S. territories,State and local governments,3,83
10881,r032,1970,Extramural,Non-U.S. performers,,2,30
10881,r033,1971,Total,,,1,5123
10881,r034,1971,Intramural,Federal agenciesa,,2,1888
10881,r035,1971,Intramural,FFRDCs,,2,487
10881,r036,1971,Extramural,United States and U.S. territories,Businesses,3,889
10881,r037,1971,Extramural,United States and U.S. territories,Higher educationb,3,1430
10881,r038,1971,Extramural,United States and U.S. territories,Nonprofit organizations,3,282
10881,r039,1971,Extramural,United States and U.S. territories,State and local governments,3,96
10881,r040,1971,Extramural,Non-U.S. performers,,2,52
10881,r041,1972,Total,,,1,5548
10881,r042,1972,Intramural,Federal agenciesa,,2,1984
10881,r043,1972,Intramural,FFRDCs,,2,534
10881,r044,1972,Extramural,United States and U.S. territories,Businesses,3,907
10881,r045,1972,Extramural,United States and U.S. territories,Higher educationb,3,1643
10881,r046,1972,Extramural,United States and U.S. territories,Nonprofit organizations,3,342
10881,r047,1972,Extramural,United States and U.S. territories,State and local governments,3,94
10881,r048,1972,Extramural,Non-U.S. performers,,2,45
10881,r049,1973,Total,,,1,5581
10881,r050,1973,Intramural,Federal agenciesa,,2,2088
10881,r051,1973,Intramural,FFRDCs,,2,474
10881,r052,1973,Extramural,United States and U.S. territories,Businesses,3,887
10881,r053,1973,Extramural,United States and U.S. territories,Higher educationb,3,1691
10881,r054,1973,Extramural,United States and U.S. territories,Nonprofit organizations,3,316
10881,r055,1973,Extramural,United States and U.S. territories,State and local governments,3,84
10881,r056,1973,Extramural,Non-U.S. performers,,2,40
10881,r057,1974,Total,,,1,6175
10881,r058,1974,Intramural,Federal agenciesa,,2,2270
10881,r059,1974,Intramural,FFRDCs,,2,523
10881,r060,1974,Extramural,United States and U.S. territories,Businesses,3,875
10881,r061,1974,Extramural,United States and U.S. territories,Higher educationb,3,1958
10881,r062,1974,Extramural,United States and U.S. territories,Nonprofit organizations,3,414
10881,r063,1974,Extramural,United States and U.S. territories,State and local governments,3,91
10881,r064,1974,Extramural,Non-U.S. performers,,2,44
10881,r065,1975,Total,,,1,6730
10881,r066,1975,Intramural,Federal agenciesa,,2,2464
10881,r067,1975,Intramural,FFRDCs,,2,626
10881,r068,1975,Extramural,United States and U.S. territories,Businesses,3,1010
10881,r069,1975,Extramural,United States and U.S. territories,Higher educationb,3,2079
10881,r070,1975,Extramural,United States and U.S. territories,Nonprofit organizations,3,395
10881,r071,1975,Extramural,United States and U.S. territories,State and local governments,3,112
10881,r072,1975,Extramural,Non-U.S. performers,,2,44
10881,r073,1976,Total,,,1,7619
10881,r074,1976,Intramural,Federal agenciesa,,2,2879
10881,r075,1976,Intramural,FFRDCs,,2,782
10881,r076,1976,Extramural,United States and U.S. territories,Businesses,3,1103
10881,r077,1976,Extramural,United States and U.S. territories,Higher educationb,3,2250
10881,r078,1976,Extramural,United States and U.S. territories,Nonprofit organizations,3,435
10881,r079,1976,Extramural,United States and U.S. territories,State and local governments,3,119
10881,r080,1976,Extramural,Non-U.S. performers,,2,50
10881,r081,1977,Total,,,1,8514
10881,r082,1977,Intramural,Federal agenciesa,,2,2958
10881,r083,1977,Intramural,FFRDCs,,2,918
10881,r084,1977,Extramural,United States and U.S. territories,Businesses,3,1367
10881,r085,1977,Extramural,United States and U.S. territories,Higher educationb,3,2584
10881,r086,1977,Extramural,United States and U.S. territories,Nonprofit organizations,3,512
10881,r087,1977,Extramural,United States and U.S. territories,State and local governments,3,115
10881,r088,1977,Extramural,Non-U.S. performers,,2,60
10881,r089,1978,Total,,,1,9607
10881,r090,1978,Intramural,Federal agenciesa,,2,3221
10881,r091,1978,Intramural,FFRDCs,,2,1017
10881,r092,1978,Extramural,United States and U.S. territories,Businesses,3,1651
10881,r093,1978,Extramural,United States and U.S. territories,Higher educationb,3,2928
10881,r094,1978,Extramural,United States and U.S. territories,Nonprofit organizations,3,591
10881,r095,1978,Extramural,United States and U.S. territories,State and local governments,3,129
10881,r096,1978,Extramural,Non-U.S. performers,,2,70
10881,r097,1979,Total,,,1,10535
10881,r098,1979,Intramural,Federal agenciesa,,2,3481
10881,r099,1979,Intramural,FFRDCs,,2,1119
10881,r100,1979,Extramural,United States and U.S. territories,Businesses,3,1762
10881,r101,1979,Extramural,United States and U.S. territories,Higher educationb,3,3333
10881,r102,1979,Extramural,United States and U.S. territories,Nonprofit organizations,3,623
10881,r103,1979,Extramural,United States and U.S. territories,State and local governments,3,139
10881,r104,1979,Extramural,Non-U.S. performers,,2,77
10881,r105,1980,Total,,,1,11597
10881,r106,1980,Intramural,Federal agenciesa,,2,3666
10881,r107,1980,Intramural,FFRDCs,,2,1234
10881,r108,1980,Extramural,United States and U.S. territories,Businesses,3,2078
10881,r109,1980,Extramural,United States and U.S. territories,Higher educationb,3,3699
10881,r110,1980,Extramural,United States and U.S. territories,Nonprofit organizations,3,678
10881,r111,1980,Extramural,United States and U.S. territories,State and local governments,3,151
10881,r112,1980,Extramural,Non-U.S. performers,,2,91
10881,r113,1981,Total,,,1,12213
10881,r114,1981,Intramural,Federal agenciesa,,2,4034
10881,r115,1981,Intramural,FFRDCs,,2,1360
10881,r116,1981,Extramural,United States and U.S. territories,Businesses,3,1958
10881,r117,1981,Extramural,United States and U.S. territories,Higher educationb,3,3920
10881,r118,1981,Extramural,United States and U.S. territories,Nonprofit organizations,3,705
10881,r119,1981,Extramural,United States and U.S. territories,State and local governments,3,129
10881,r120,1981,Extramural,Non-U.S. performers,,2,106
10881,r121,1982,Total,,,1,13022
10881,r122,1982,Intramural,Federal agenciesa,,2,4194
10881,r123,1982,Intramural,FFRDCs,,2,1648
10881,r124,1982,Extramural,United States and U.S. territories,Businesses,3,2157
10881,r125,1982,Extramural,United States and U.S. territories,Higher educationb,3,4045
10881,r126,1982,Extramural,United States and U.S. territories,Nonprofit organizations,3,744
10881,r127,1982,Extramural,United States and U.S. territories,State and local governments,3,126
10881,r128,1982,Extramural,Non-U.S. performers,,2,108
10881,r129,1983,Total,,,1,14254
10881,r130,1983,Intramural,Federal agenciesa,,2,4710
10881,r131,1983,Intramural,FFRDCs,,2,1858
10881,r132,1983,Extramural,United States and U.S. territories,Businesses,3,2114
10881,r133,1983,Extramural,United States and U.S. territories,Higher educationb,3,4468
10881,r134,1983,Extramural,United States and U.S. territories,Nonprofit organizations,3,837
10881,r135,1983,Extramural,United States and U.S. territories,State and local governments,3,137
10881,r136,1983,Extramural,Non-U.S. performers,,2,130
10881,r137,1984,Total,,,1,14979
10881,r138,1984,Intramural,Federal agenciesa,,2,4765
10881,r139,1984,Intramural,FFRDCs,,2,1920
10881,r140,1984,Extramural,United States and U.S. territories,Businesses,3,2137
10881,r141,1984,Extramural,United States and U.S. territories,Higher educationb,3,5030
10881,r142,1984,Extramural,United States and U.S. territories,Nonprofit organizations,3,923
10881,r143,1984,Extramural,United States and U.S. territories,State and local governments,3,88
10881,r144,1984,Extramural,Non-U.S. performers,,2,117
10881,r145,1985,Total,,,1,16133
10881,r146,1985,Intramural,Federal agenciesa,,2,5056
10881,r147,1985,Intramural,FFRDCs,,2,2004
10881,r148,1985,Extramural,United States and U.S. territories,Businesses,3,2074
10881,r149,1985,Extramural,United States and U.S. territories,Higher educationb,3,5726
10881,r150,1985,Extramural,United States and U.S. territories,Nonprofit organizations,3,1045
10881,r151,1985,Extramural,United States and U.S. territories,State and local governments,3,89
10881,r152,1985,Extramural,Non-U.S. performers,,2,138
10881,r153,1986,Total,,,1,16502
10881,r154,1986,Intramural,Federal agenciesa,,2,5160
10881,r155,1986,Intramural,FFRDCs,,2,1862
10881,r156,1986,Extramural,United States and U.S. territories,Businesses,3,2280
10881,r157,1986,Extramural,United States and U.S. territories,Higher educationb,3,5883
10881,r158,1986,Extramural,United States and U.S. territories,Nonprofit organizations,3,1063
10881,r159,1986,Extramural,United States and U.S. territories,State and local governments,3,91
10881,r160,1986,Extramural,Non-U.S. performers,,2,162
10881,r161,1987,Total,,,1,17941
10881,r162,1987,Intramural,Federal agenciesa,,2,5438
10881,r163,1987,Intramural,FFRDCs,,2,1994
10881,r164,1987,Extramural,United States and U.S. territories,Businesses,3,2449
10881,r165,1987,Extramural,United States and U.S. territories,Higher educationb,3,6640
10881,r166,1987,Extramural,United States and U.S. territories,Nonprofit organizations,3,1207
10881,r167,1987,Extramural,United States and U.S. territories,State and local governments,3,90
10881,r168,1987,Extramural,Non-U.S. performers,,2,122
10881,r169,1988,Total,,,1,18650
10881,r170,1988,Intramural,Federal agenciesa,,2,5338
10881,r171,1988,Intramural,FFRDCs,,2,2103
10881,r172,1988,Extramural,United States and U.S. territories,Businesses,3,2642
10881,r173,1988,Extramural,United States and U.S. territories,Higher educationb,3,7023
10881,r174,1988,Extramural,United States and U.S. territories,Nonprofit organizations,3,1300
10881,r175,1988,Extramural,United States and U.S. territories,State and local governments,3,103
10881,r176,1988,Extramural,Non-U.S. performers,,2,140
10881,r177,1989,Total,,,1,20766
10881,r178,1989,Intramural,Federal agenciesa,,2,5897
10881,r179,1989,Intramural,FFRDCs,,2,2417
10881,r180,1989,Extramural,United States and U.S. territories,Businesses,3,2875
10881,r181,1989,Extramural,United States and U.S. territories,Higher educationb,3,7793
10881,r182,1989,Extramural,United States and U.S. territories,Nonprofit organizations,3,1520
10881,r183,1989,Extramural,United States and U.S. territories,State and local governments,3,121
10881,r184,1989,Extramural,Non-U.S. performers,,2,142
10881,r185,1990,Total,,,1,21622
10881,r186,1990,Intramural,Federal agenciesa,,2,5810
10881,r187,1990,Intramural,FFRDCs,,2,2543
10881,r188,1990,Extramural,United States and U.S. territories,Businesses,3,3192
10881,r189,1990,Extramural,United States and U.S. territories,Higher educationb,3,8137
10881,r190,1990,Extramural,United States and U.S. territories,Nonprofit organizations,3,1660
10881,r191,1990,Extramural,United States and U.S. territories,State and local governments,3,126
10881,r192,1990,Extramural,Non-U.S. performers,,2,154
10881,r193,1991,Total,,,1,23968
10881,r194,1991,Intramural,Federal agenciesa,,2,6454
10881,r195,1991,Intramural,FFRDCs,,2,3041
10881,r196,1991,Extramural,United States and U.S. territories,Businesses,3,3407
10881,r197,1991,Extramural,United States and U.S. territories,Higher educationb,3,8868
10881,r198,1991,Extramural,United States and U.S. territories,Nonprofit organizations,3,1926
10881,r199,1991,Extramural,United States and U.S. territories,State and local governments,3,129
10881,r200,1991,Extramural,Non-U.S. performers,,2,143
10881,r201,1992,Total,,,1,24491
10881,r202,1992,Intramural,Federal agenciesa,,2,6523
10881,r203,1992,Intramural,FFRDCs,,2,3177
10881,r204,1992,Extramural,United States and U.S. territories,Businesses,3,3451
10881,r205,1992,Extramural,United States and U.S. territories,Higher educationb,3,9061
10881,r206,1992,Extramural,United States and U.S. territories,Nonprofit organizations,3,2050
10881,r207,1992,Extramural,United States and U.S. territories,State and local governments,3,109
10881,r208,1992,Extramural,Non-U.S. performers,,2,120
10881,r209,1993,Total,,,1,26890
10881,r210,1993,Intramural,Federal agenciesa,,2,7452
10881,r211,1993,Intramural,FFRDCs,,2,3272
10881,r212,1993,Extramural,United States and U.S. territories,Businesses,3,3924
10881,r213,1993,Extramural,United States and U.S. territories,Higher educationb,3,9892
10881,r214,1993,Extramural,United States and U.S. territories,Nonprofit organizations,3,2041
10881,r215,1993,Extramural,United States and U.S. territories,State and local governments,3,212
10881,r216,1993,Extramural,Non-U.S. performers,,2,97
10881,r217,1994,Total,,,1,27411
10881,r218,1994,Intramural,Federal agenciesa,,2,7481
10881,r219,1994,Intramural,FFRDCs,,2,3097
10881,r220,1994,Extramural,United States and U.S. territories,Businesses,3,4064
10881,r221,1994,Extramural,United States and U.S. territories,Higher educationb,3,10292
10881,r222,1994,Extramural,United States and U.S. territories,Nonprofit organizations,3,2102
10881,r223,1994,Extramural,United States and U.S. territories,State and local governments,3,231
10881,r224,1994,Extramural,Non-U.S. performers,,2,145
10881,r225,1995,Total,,,1,28434
10881,r226,1995,Intramural,Federal agenciesa,,2,7685
10881,r227,1995,Intramural,FFRDCs,,2,3252
10881,r228,1995,Extramural,United States and U.S. territories,Businesses,3,4699
10881,r229,1995,Extramural,United States and U.S. territories,Higher educationb,3,10354
10881,r230,1995,Extramural,United States and U.S. territories,Nonprofit organizations,3,2079
10881,r231,1995,Extramural,United States and U.S. territories,State and local governments,3,221
10881,r232,1995,Extramural,Non-U.S. performers,,2,145
10881,r233,1996,Total,,,1,28260
10881,r234,1996,Intramural,Federal agenciesa,,2,7513
10881,r235,1996,Intramural,FFRDCs,,2,3277
10881,r236,1996,Extramural,United States and U.S. territories,Businesses,3,4269
10881,r237,1996,Extramural,United States and U.S. territories,Higher educationb,3,10707
10881,r238,1996,Extramural,United States and U.S. territories,Nonprofit organizations,3,2179
10881,r239,1996,Extramural,United States and U.S. territories,State and local governments,3,187
10881,r240,1996,Extramural,Non-U.S. performers,,2,128
10881,r241,1997,Total,,,1,29365
10881,r242,1997,Intramural,Federal agenciesa,,2,7667
10881,r243,1997,Intramural,FFRDCs,,2,3576
10881,r244,1997,Extramural,United States and U.S. territories,Businesses,3,4392
10881,r245,1997,Extramural,United States and U.S. territories,Higher educationb,3,11173
10881,r246,1997,Extramural,United States and U.S. territories,Nonprofit organizations,3,2295
10881,r247,1997,Extramural,United States and U.S. territories,State and local governments,3,144
10881,r248,1997,Extramural,Non-U.S. performers,,2,118
10881,r249,1998,Total,,,1,30922
10881,r250,1998,Intramural,Federal agenciesa,,2,7969
10881,r251,1998,Intramural,FFRDCs,,2,3802
10881,r252,1998,Extramural,United States and U.S. territories,Businesses,3,4633
10881,r253,1998,Extramural,United States and U.S. territories,Higher educationb,3,11739
10881,r254,1998,Extramural,United States and U.S. territories,Nonprofit organizations,3,2425
10881,r255,1998,Extramural,United States and U.S. territories,State and local governments,3,240
10881,r256,1998,Extramural,Non-U.S. performers,,2,115
10881,r257,1999,Total,,,1,33528
10881,r258,1999,Intramural,Federal agenciesa,,2,8686
10881,r259,1999,Intramural,FFRDCs,,2,3903
10881,r260,1999,Extramural,United States and U.S. territories,Businesses,3,4580
10881,r261,1999,Extramural,United States and U.S. territories,Higher educationb,3,13204
10881,r262,1999,Extramural,United States and U.S. territories,Nonprofit organizations,3,2807
10881,r263,1999,Extramural,United States and U.S. territories,State and local governments,3,232
10881,r264,1999,Extramural,Non-U.S. performers,,2,116
10881,r265,2000,Total,,,1,38471
10881,r266,2000,Intramural,Federal agenciesa,,2,9450
10881,r267,2000,Intramural,FFRDCs,,2,4170
10881,r268,2000,Extramural,United States and U.S. territories,Businesses,3,4801
10881,r269,2000,Extramural,United States and U.S. territories,Higher educationb,3,16022
10881,r270,2000,Extramural,United States and U.S. territories,Nonprofit organizations,3,3714
10881,r271,2000,Extramural,United States and U.S. territories,State and local governments,3,163
10881,r272,2000,Extramural,Non-U.S. performers,,2,152
