table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1985,r001,World,World,,,,1,484528,546524,582904,605078,634688,699328,685228,558876,749205,826648,867877,893445,957659,942453,993958,1053001,1109702
1985,r002,World -> North America,World,North America,,,2,169132,175990,171877,170023,170069,162172,122828,70997,122845,142288,158524,167887,180863,194246,199696,207888,219402
1985,r003,World -> North America -> Canada,World,North America,Canada,,3,18393,18984,18079,18099,16973,17157,12557,9026,13095,13183,14301,13861,13975,12657,11441,11826,11808
1985,r004,World -> North America -> Mexico,World,North America,Mexico,,3,15505,13855,14662,15926,19034,20078,19947,14171,21055,24910,28910,31265,34759,35991,34637,37174,38442
1985,r005,World -> North America -> United States,World,North America,United States,,3,135235,143151,139136,135998,134062,124937,90324,47800,88695,104195,115313,122761,132130,145598,153619,158888,169153
1985,r006,World -> Central and South America,World,Central and South America,,,2,11812,13723,17354,22447,28007,37532,49543,44272,56112,65178,54240,53896,43048,29339,22684,29185,30132
1985,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,1033,1317,1712,2292,3126,4323,5606,4784,5096,5875,5312,5314,3182,2616,2511,2982,2612
1985,r008,World -> Central and South America -> Bolivia,World,Central and South America,Bolivia,,3,3,3,3,3,3,4,4,5,5,5,5,6,6,6,7,7,8
1985,r009,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,8707,10542,13324,17315,21537,28956,39110,33949,47090,54602,43660,43547,35429,20195,17974,23128,24586
1985,r010,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,78,78,97,107,115,121,93,97,115,135,130,138,24,22,26,30,27
1985,r011,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,396,340,391,511,618,905,695,526,760,902,984,839,863,701,767,737,819
1985,r012,World -> Central and South America -> Costa Rica,World,Central and South America,Costa Rica,,3,70,58,72,78,88,100,108,95,115,129,138,141,140,143,150,157,162
1985,r013,World -> Central and South America -> Ecuador,World,Central and South America,Ecuador,,3,120,73,46,61,75,92,130,151,154,213,113,158,159,135,117,120,115
1985,r014,World -> Central and South America -> Honduras,World,Central and South America,Honduras,,3,48,49,52,56,60,65,70,74,72,88,97,88,94,93,100,107,114
1985,r015,World -> Central and South America -> Jamaica,World,Central and South America,Jamaica,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
