table_id,row_id,_b_ffrdc_b_full_path,_b_ffrdc_b_level_1,_b_ffrdc_b_level_2,_b_ffrdc_b_level_3,_b_ffrdc_b_hierarchy_depth,field_total,field_dhs,field_doc,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_othera
6348,r019,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> National Solar Observatory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,National Solar Observatory,3,21790.8,0.0,0.0,0.0,0.0,0.0,0.0,21790.8,0.0
6348,r020,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Princeton Plasma Physics Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Princeton Plasma Physics Laboratory,3,118966.1,0.0,0.0,2992.5,115973.6,0.0,0.0,0.0,0.0
6348,r021,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> SLAC National Accelerator Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,SLAC National Accelerator Laboratory,3,336317.3,1680.2,0.0,4437.5,330199.6,0.0,0.0,0.0,0.0
6348,r022,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Software Engineering Institute,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Software Engineering Institute,3,34062.8,0.0,0.0,34062.8,0.0,0.0,0.0,0.0,0.0
6348,r023,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Thomas Jefferson National Accelerator Facility,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Thomas Jefferson National Accelerator Facility,3,136883.5,0.0,0.0,0.0,136883.5,0.0,0.0,0.0,0.0
6348,r024,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup>,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,,2,3675956.5,69540.3,19851.0,916816.1,2419883.5,48109.2,35046.7,4740.0,161969.9
6348,r025,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Aerospace FFRDC,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Aerospace FFRDC,3,252366.8,0.0,0.0,225665.4,0.0,0.0,26701.3,0.0,0.0
6348,r026,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Arroyo Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Arroyo Center,3,59189.6,0.0,0.0,59189.6,0.0,0.0,0.0,0.0,0.0
6348,r027,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Brookhaven National Laboratory,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Brookhaven National Laboratory,3,531554.4,0.0,0.0,3599.6,515506.4,3600.0,8068.4,0.0,780.0
6348,r028,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Advanced Aviation System Development,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Advanced Aviation System Development,3,200440.1,0.0,0.0,131168.4,0.0,0.0,0.0,0.0,69271.7
6348,r029,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Communications and Computing,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Communications and Computing,3,48438.4,0.0,0.0,48438.4,0.0,0.0,0.0,0.0,0.0
6348,r030,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Enterprise Modernization,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Enterprise Modernization,3,121255.0,0.0,0.0,37327.0,0.0,11856.9,0.0,0.0,72071.1
6348,r031,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Naval Analyses,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Naval Analyses,3,71228.0,0.0,0.0,71228.0,0.0,0.0,0.0,0.0,0.0
6348,r032,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Nuclear Waste Regulatory Analyses,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Nuclear Waste Regulatory Analyses,3,2723.9,0.0,0.0,272.2,0.0,0.0,0.0,0.0,2451.7
6348,r033,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> CMS Alliance to Modernize Healthcare,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,CMS Alliance to Modernize Healthcare,3,14420.5,0.0,0.0,0.0,0.0,14420.5,0.0,0.0,0.0
6348,r034,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Homeland Security Operational Analysis Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Homeland Security Operational Analysis Center,3,3561.6,3561.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6348,r035,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Homeland Security Systems Engineering and Development Institute,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Homeland Security Systems Engineering and Development Institute,3,31329.6,27259.9,0.0,4069.7,0.0,0.0,0.0,0.0,0.0
6348,r036,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Judiciary Engineering and Modernization Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Judiciary Engineering and Modernization Center,3,5045.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5045.5
6348,r037,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> National Biodefense Analysis and Countermeasures Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,National Biodefense Analysis and Countermeasures Center,3,37381.6,37104.7,0.0,0.0,0.0,0.0,276.9,0.0,0.0
6348,r038,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> National Cybersecurity Center of Excellence,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,National Cybersecurity Center of Excellence,3,21158.4,0.0,19558.0,1600.4,0.0,0.0,0.0,0.0,0.0
6348,r039,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> National Defense Research Institute,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,National Defense Research Institute,3,66337.2,0.0,0.0,66337.2,0.0,0.0,0.0,0.0,0.0
6348,r040,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> National Renewable Energy Laboratory,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,National Renewable Energy Laboratory,3,423632.9,0.0,0.0,1401.8,422231.1,0.0,0.0,0.0,0.0
6348,r041,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> National Security Engineering Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,National Security Engineering Center,3,143348.6,0.0,0.0,143348.6,0.0,0.0,0.0,0.0,0.0
6348,r042,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Oak Ridge National Laboratory,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Oak Ridge National Laboratory,3,1089869.2,279.9,0.0,11344.7,1069652.9,421.8,0.0,0.0,8170.0
6348,r043,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Pacific Northwest National Laboratory,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Pacific Northwest National Laboratory,3,466309.4,1334.2,293.0,30199.1,412493.1,17809.9,0.0,0.0,4180.0
6348,r044,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Project Air Force,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Project Air Force,3,46982.6,0.0,0.0,46982.6,0.0,0.0,0.0,0.0,0.0
6348,r045,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Science and Technology Policy Institute,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Science and Technology Policy Institute,3,9939.0,0.0,0.0,5199.0,0.0,0.0,0.0,4740.0,0.0
6348,r046,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Systems and Analyses Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Systems and Analyses Center,3,29444.5,0.0,0.0,29444.5,0.0,0.0,0.0,0.0,0.0
