table_id,row_id,_b_ffrdc_b_full_path,_b_ffrdc_b_level_1,_b_ffrdc_b_level_2,_b_ffrdc_b_level_3,_b_ffrdc_b_hierarchy_depth,field_total,field_dhs,field_doc,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_othera
6348,r001,All FFRDCs,All FFRDCs,,,1,13149898.4,91608.3,24018.5,1822049.2,7566095.5,930545.7,2265696.9,267164.9,182719.4
6348,r002,All FFRDCs -> Administered by industrial firms,All FFRDCs,Administered by industrial firms,,2,4118731.7,17280.1,0.0,442165.3,2771094.8,862133.3,10204.4,0.0,15853.8
6348,r003,All FFRDCs -> Administered by industrial firms -> Frederick National Laboratory for Cancer Research,All FFRDCs,Administered by industrial firms,Frederick National Laboratory for Cancer Research,3,856993.0,0.0,0.0,1641.8,0.0,855351.2,0.0,0.0,0.0
6348,r004,All FFRDCs -> Administered by industrial firms -> Idaho National Laboratory,All FFRDCs,Administered by industrial firms,Idaho National Laboratory,3,306498.7,5837.6,0.0,21440.1,273751.1,0.0,0.0,0.0,5469.8
6348,r005,All FFRDCs -> Administered by industrial firms -> Lawrence Livermore National Laboratory,All FFRDCs,Administered by industrial firms,Lawrence Livermore National Laboratory,3,1111769.5,9161.3,0.0,125631.9,972770.2,1406.0,0.0,0.0,2800.0
6348,r006,All FFRDCs -> Administered by industrial firms -> Los Alamos National Laboratory,All FFRDCs,Administered by industrial firms,Los Alamos National Laboratory,3,800178.4,1327.0,0.0,28032.2,755170.6,3944.2,10204.4,0.0,1500.0
6348,r007,All FFRDCs -> Administered by industrial firms -> Sandia National Laboratories,All FFRDCs,Administered by industrial firms,Sandia National Laboratories,3,1016903.2,440.0,0.0,264735.7,744211.7,1431.9,0.0,0.0,6084.0
6348,r008,All FFRDCs -> Administered by industrial firms -> Savannah River National Laboratory,All FFRDCs,Administered by industrial firms,Savannah River National Laboratory,3,26388.9,514.2,0.0,683.5,25191.2,0.0,0.0,0.0,0.0
6348,r009,All FFRDCs -> Administered by universities and colleges<sup>b</sup>,All FFRDCs,Administered by universities and colleges<sup>b</sup>,,2,5355210.2,4788.0,4167.5,463067.9,2375117.2,20303.2,2220445.9,262424.9,4895.7
6348,r010,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Ames Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Ames Laboratory,3,34595.1,0.0,0.0,199.1,34396.1,0.0,0.0,0.0,0.0
6348,r011,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Argonne National Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Argonne National Laboratory,3,696155.6,0.0,0.0,4694.8,682801.4,3876.8,0.0,0.0,4782.6
6348,r012,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Fermi National Accelerator Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Fermi National Accelerator Laboratory,3,301527.3,0.0,0.0,0.0,301527.3,0.0,0.0,0.0,0.0
6348,r013,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Jet Propulsion Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Jet Propulsion Laboratory,3,2207774.4,0.0,0.0,5853.5,0.0,0.0,2201920.9,0.0,0.0
6348,r014,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Lawrence Berkeley National Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Lawrence Berkeley National Laboratory,3,813185.1,0.0,0.0,23423.0,773335.7,16426.4,0.0,0.0,0.0
6348,r015,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Lincoln Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Lincoln Laboratory,3,390498.8,3107.8,0.0,387391.0,0.0,0.0,0.0,0.0,0.0
6348,r016,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> National Center for Atmospheric Research,All FFRDCs,Administered by universities and colleges<sup>b</sup>,National Center for Atmospheric Research,3,122519.3,0.0,4167.5,13.8,0.0,0.0,18524.9,99700.0,113.0
6348,r017,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> National Optical Astronomy Observatory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,National Optical Astronomy Observatory,3,45765.4,0.0,0.0,0.0,0.0,0.0,0.0,45765.4,0.0
6348,r018,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> National Radio Astronomy Observatory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,National Radio Astronomy Observatory,3,95168.7,0.0,0.0,0.0,0.0,0.0,0.0,95168.7,0.0
