table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_1996_top_1_,field_1996_top_5_,field_1996_top_10_,field_1997_top_1_,field_1997_top_5_,field_1997_top_10_,field_1998_top_1_,field_1998_top_5_,field_1998_top_10_,field_1999_top_1_,field_1999_top_5_,field_1999_top_10_,field_2000_top_1_,field_2000_top_5_,field_2000_top_10_,field_2001_top_1_,field_2001_top_5_,field_2001_top_10_,field_2002_top_1_,field_2002_top_5_,field_2002_top_10_,field_2003_top_1_,field_2003_top_5_,field_2003_top_10_,field_2004_top_1_,field_2004_top_5_,field_2004_top_10_,field_2005_top_1_,field_2005_top_5_,field_2005_top_10_,field_2006_top_1_,field_2006_top_5_,field_2006_top_10_,field_2007_top_1_,field_2007_top_5_,field_2007_top_10_,field_2008_top_1_,field_2008_top_5_,field_2008_top_10_,field_2009_top_1_,field_2009_top_5_,field_2009_top_10_,field_2010_top_1_,field_2010_top_5_,field_2010_top_10_,field_2011_top_1_,field_2011_top_5_,field_2011_top_10_,field_2012_top_1_,field_2012_top_5_,field_2012_top_10_,field_2013_top_1_,field_2013_top_5_,field_2013_top_10_,field_2014_top_1_,field_2014_top_5_,field_2014_top_10_,field_2015_top_1_,field_2015_top_5_,field_2015_top_10_,field_2016_top_1_,field_2016_top_5_,field_2016_top_10_
1853,r092,World -> Europe -> Other Europe -> Turkey,World,Europe,Other Europe,Turkey,4,0.36,2.18,5.42,0.32,2.4,5.62,0.31,2.11,5.56,0.31,2.43,5.68,0.38,2.87,6.26,0.4,2.55,6.13,0.42,2.81,6.03,0.51,2.79,6.26,0.66,3.34,7.05,0.52,3.36,7.31,0.51,3.42,7.64,0.69,4.12,8.25,0.65,3.96,8.09,0.85,3.9,7.99,0.64,3.39,7.22,0.74,3.72,7.48,0.72,3.57,7.33,0.78,3.3,6.76,0.84,3.64,7.03,0.82,3.63,7.1,0.9,3.89,7.47
1853,r093,World -> Europe -> Other Europe -> Ukraine,World,Europe,Other Europe,Ukraine,4,0.11,0.67,1.79,0.11,0.69,1.98,0.07,0.7,1.64,0.15,1.15,2.35,0.12,0.93,2.13,0.06,0.79,1.94,0.18,0.93,2.52,0.19,1.18,2.55,0.22,1.19,2.67,0.23,1.32,3.08,0.26,1.33,3.35,0.28,1.49,3.49,0.33,1.42,3.21,0.25,1.52,3.38,0.44,1.83,3.78,0.66,2.07,4.11,0.53,2.42,4.93,0.67,2.21,4.7,0.73,2.63,4.82,0.69,2.6,5.09,0.75,2.95,5.62
1853,r094,World -> Middle East,World,Middle East,,,2,0.89,4.55,9.99,0.91,4.99,10.04,0.91,4.98,10.36,0.91,4.94,10.07,0.84,4.59,9.36,0.92,5.06,10.23,0.83,4.63,9.54,0.93,4.7,9.36,0.9,4.67,9.66,0.89,4.72,9.66,0.96,4.72,9.68,0.91,4.75,9.89,0.95,4.83,9.85,1.01,4.91,10.05,1.05,5.15,10.22,0.99,5.13,10.47,1.0,5.07,10.18,1.14,5.53,10.88,1.31,5.92,11.4,1.47,6.45,12.05,1.63,6.59,12.27
1853,r095,World -> Middle East -> Armenia,World,Middle East,Armenia,,3,0.0,1.49,3.23,0.56,4.19,6.7,0.83,1.93,4.96,0.0,4.28,7.22,0.62,4.11,6.23,0.43,4.12,8.53,0.42,2.68,6.28,0.77,3.45,7.47,0.92,3.51,6.41,2.11,4.54,8.27,2.96,6.62,11.56,1.6,6.25,12.47,1.52,5.24,9.5,0.9,4.33,8.9,2.1,6.04,12.09,3.1,8.89,13.93,2.97,11.82,20.22,4.9,11.25,17.11,4.45,12.68,17.96,4.86,13.03,19.6,3.89,12.94,20.71
1853,r096,World -> Middle East -> Azerbaijan,World,Middle East,Azerbaijan,,3,0.0,0.0,0.38,0.0,1.22,2.04,0.0,0.49,1.46,0.0,1.02,2.55,0.0,1.03,2.05,0.0,0.51,1.03,0.67,1.33,2.81,0.0,0.57,1.7,0.0,0.23,1.0,0.23,1.14,2.05,0.27,1.34,3.25,0.2,1.32,2.19,0.68,1.19,2.21,0.39,1.15,2.67,0.52,2.09,2.62,1.15,4.32,6.25,1.25,5.25,10.04,2.28,7.26,10.83,3.18,8.41,12.99,4.16,10.69,15.19,2.73,7.87,12.52
1853,r097,World -> Middle East -> Bahrain,World,Middle East,Bahrain,,3,0.0,0.0,3.39,0.0,3.61,4.82,0.0,0.0,1.82,1.89,2.83,5.66,0.0,0.0,1.06,0.0,2.14,2.97,0.0,0.0,3.57,0.61,1.83,2.44,0.0,1.1,3.85,0.0,1.42,5.26,0.0,2.06,4.98,0.0,0.84,5.01,0.42,0.84,4.25,0.36,3.25,6.9,0.67,2.01,3.01,0.35,3.14,7.32,0.0,2.59,5.56,0.73,4.82,7.22,1.92,5.22,8.85,2.77,7.07,11.23,4.18,8.15,10.99
1853,r098,World -> Middle East -> Gaza Strip,World,Middle East,Gaza Strip,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,0.0,3.03,ne,ne,ne,ne,ne,ne,0.0,3.23,3.23,0.0,2.04,2.04,0.0,0.0,1.54,1.47,2.94,5.88,0.0,2.2,5.33,1.87,1.87,4.67,0.0,1.04,5.21,0.0,3.13,5.21,0.0,0.0,4.13,0.0,3.28,6.56,0.76,3.82,6.87,0.0,2.63,9.45,0.0,6.15,11.5,0.0,3.1,8.95,0.0,4.97,8.11
1853,r099,World -> Middle East -> Georgia,World,Middle East,Georgia,,3,1.05,1.75,5.59,0.68,2.37,4.69,0.0,0.81,3.24,0.0,1.76,4.69,0.28,2.25,4.18,0.29,2.65,5.0,0.55,3.55,4.92,0.0,2.65,5.24,0.79,2.37,5.86,0.0,2.43,5.82,0.49,1.62,4.37,0.38,3.02,5.66,0.69,2.43,4.8,0.64,1.92,4.54,1.69,6.25,11.93,1.77,7.89,13.68,3.68,12.01,21.3,3.4,10.43,17.08,5.08,13.8,19.28,5.2,13.66,20.33,3.93,11.98,19.2
1853,r100,World -> Middle East -> Iran,World,Middle East,Iran,,3,0.24,2.47,6.82,0.09,3.46,7.18,0.74,3.42,7.58,0.36,3.0,7.56,0.27,2.42,5.89,0.37,2.52,7.01,0.29,2.59,6.18,0.62,3.02,6.51,0.45,2.81,7.02,0.35,3.18,7.38,0.52,3.14,7.39,0.67,3.53,8.05,0.49,3.72,8.06,0.68,4.1,8.99,0.66,4.38,9.01,0.57,3.97,8.81,0.67,4.19,8.86,0.83,4.77,9.94,0.94,5.01,10.17,0.98,5.25,10.41,1.31,5.8,11.15
1853,r101,World -> Middle East -> Iraq,World,Middle East,Iraq,,3,0.0,1.05,5.26,0.0,0.99,0.99,0.0,1.16,3.49,0.0,1.35,4.05,0.98,0.98,6.86,0.0,1.94,5.83,0.0,0.85,3.38,0.71,2.14,5.62,0.0,2.07,5.26,0.0,1.65,2.2,0.0,2.22,4.75,0.65,2.27,4.43,0.0,1.72,3.89,0.2,1.21,3.34,0.43,1.44,2.9,0.36,1.83,4.4,0.53,2.23,4.81,0.84,3.94,7.06,1.25,3.83,7.82,0.71,4.32,9.22,1.18,5.64,10.6
1853,r102,World -> Middle East -> Israel,World,Middle East,Israel,,3,1.2,6.06,12.62,1.28,6.34,12.62,1.27,6.62,13.3,1.3,6.58,12.83,1.18,6.06,11.93,1.31,6.84,13.3,1.14,6.11,12.36,1.34,6.51,12.67,1.39,6.62,13.03,1.52,7.16,13.57,1.59,7.25,13.7,1.41,7.09,13.86,1.76,7.43,14.29,1.74,7.29,14.05,1.98,7.99,14.9,1.96,8.12,15.61,1.77,7.66,14.59,1.79,7.78,14.59,2.02,7.68,14.31,1.96,8.28,14.94,2.1,8.16,14.87
1853,r103,World -> Middle East -> Jordan,World,Middle East,Jordan,,3,0.46,2.07,5.69,0.39,2.67,6.61,0.0,3.08,6.92,0.0,2.04,6.47,0.64,3.06,6.56,0.3,2.43,5.93,0.14,2.5,5.3,0.36,3.43,6.97,0.75,4.03,7.74,0.15,2.65,6.78,0.58,3.84,7.5,0.56,3.19,6.76,0.91,3.82,8.01,0.58,3.07,6.97,0.46,3.52,8.02,0.73,3.51,8.39,0.41,3.82,7.25,0.54,3.24,6.97,0.76,4.74,8.68,1.29,5.36,10.1,1.13,4.71,8.43
1853,r104,World -> Middle East -> Kuwait,World,Middle East,Kuwait,,3,0.17,2.35,7.52,0.0,3.69,7.79,0.15,2.95,6.17,0.71,2.27,5.61,0.16,2.88,6.08,0.16,2.07,5.37,0.29,3.19,6.22,0.28,2.89,5.9,0.44,3.39,7.01,0.36,3.14,6.72,0.12,3.3,5.78,0.95,3.28,6.38,0.77,2.8,5.68,0.82,3.22,7.21,0.95,3.07,6.31,0.63,4.48,8.12,1.22,3.41,6.37,0.56,2.41,7.36,1.13,5.56,10.49,0.91,4.02,7.86,0.75,3.54,7.61
1853,r105,World -> Middle East -> Lebanon,World,Middle East,Lebanon,,3,1.63,3.67,5.31,1.58,4.42,7.01,0.3,2.42,5.69,0.25,2.29,6.55,0.82,2.87,6.37,0.38,3.97,7.46,0.67,2.6,6.64,0.48,3.25,5.79,0.44,2.99,6.73,0.63,2.9,6.49,0.75,3.69,8.02,0.81,3.88,7.8,0.83,4.2,8.41,1.38,5.18,9.09,1.59,5.51,9.88,0.94,4.88,9.64,0.86,3.83,9.05,0.69,4.15,8.77,0.94,4.77,9.74,1.62,5.7,10.17,1.83,6.11,10.92
1853,r106,World -> Middle East -> Oman,World,Middle East,Oman,,3,0.0,2.97,5.86,0.0,3.55,7.69,0.0,1.94,3.4,0.0,0.92,3.67,0.0,2.05,3.42,0.64,1.93,4.98,0.0,4.19,9.0,0.73,2.48,5.12,0.92,2.99,6.48,1.07,4.08,8.1,0.39,2.72,6.61,0.0,3.03,7.22,1.6,3.37,7.06,0.54,2.99,6.78,0.97,3.84,8.63,0.42,4.55,7.07,0.3,3.33,8.1,0.83,3.74,7.52,0.85,4.67,7.94,1.35,5.32,10.06,1.48,4.99,9.42
1853,r107,World -> Middle East -> Qatar,World,Middle East,Qatar,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,1.61,6.14,0.0,0.0,1.69,0.0,1.94,4.85,0.0,2.48,3.31,0.65,1.96,4.58,1.06,4.23,6.88,0.0,2.45,5.31,0.36,3.99,7.25,1.01,3.94,7.56,0.4,6.17,9.82,1.4,5.44,11.07,2.01,6.17,11.52,0.91,6.16,10.92,1.08,5.51,10.59,1.54,8.21,15.09,2.23,7.94,14.87,2.75,11.28,18.84,2.91,11.03,18.96
1853,r108,World -> Middle East -> Saudi Arabia,World,Middle East,Saudi Arabia,,3,0.21,1.52,5.27,0.2,1.87,4.89,0.4,2.35,5.3,0.44,2.08,4.43,0.37,2.11,5.28,0.32,1.96,4.73,0.63,2.78,5.97,0.54,2.49,5.12,0.27,2.41,5.81,0.31,2.33,5.56,0.37,1.81,5.55,0.4,3.22,7.05,0.52,3.11,7.41,0.85,4.23,8.38,1.13,5.08,10.36,1.45,6.51,12.24,1.58,6.3,11.81,1.63,6.77,12.47,1.99,8.03,14.18,2.71,9.29,15.8,2.96,9.59,16.21
1853,r109,World -> Middle East -> Syria,World,Middle East,Syria,,3,0.87,4.35,8.7,0.0,0.78,3.91,0.0,3.91,9.38,0.76,4.55,6.82,0.67,2.0,5.48,1.55,3.88,6.2,0.74,4.63,7.44,0.0,1.76,6.4,0.97,6.31,10.19,0.0,2.15,7.25,0.87,3.46,9.09,1.19,3.16,8.7,0.92,4.59,8.18,0.7,5.61,9.55,1.23,4.67,8.4,0.0,2.62,8.07,0.39,3.88,6.8,1.13,3.82,8.27,0.25,2.48,5.6,1.72,3.2,6.16,0.28,2.53,7.03
1853,r110,World -> Middle East -> United Arab Emirates,World,Middle East,United Arab Emirates,,3,1.04,2.34,4.94,0.52,2.07,3.38,0.0,1.17,4.91,0.0,1.68,4.58,0.0,1.72,5.25,0.39,2.91,4.45,0.54,2.52,4.71,0.37,2.54,5.05,0.35,3.15,6.39,0.28,1.48,4.98,0.9,2.82,6.69,0.69,3.74,7.89,0.81,3.99,9.5,1.41,4.75,9.38,0.89,3.84,8.57,1.44,5.65,10.66,0.74,4.59,9.21,1.38,5.85,10.78,1.43,6.34,12.18,1.65,6.53,12.6,1.29,5.83,11.68
1853,r111,World -> Middle East -> West Bank,World,Middle East,West Bank,,3,0.0,4.76,11.9,0.0,2.04,4.08,0.0,1.85,5.56,0.0,5.08,9.75,0.0,2.99,7.46,1.69,3.39,5.08,1.39,2.78,9.72,0.0,1.18,7.01,1.2,3.61,13.62,0.0,6.12,6.42,1.67,7.5,12.12,0.0,4.7,6.92,0.69,5.56,7.72,0.58,2.89,9.83,0.0,3.32,6.64,0.0,3.02,6.35,0.0,4.27,7.69,0.0,2.28,5.32,1.6,4.61,8.5,2.03,4.91,10.26,4.17,8.17,13.56
1853,r112,World -> Middle East -> Yemen,World,Middle East,Yemen,,3,0.0,0.0,9.09,0.0,2.27,4.55,0.0,2.08,10.42,0.0,0.0,2.22,0.0,2.38,10.31,0.0,4.76,7.94,2.63,5.26,7.89,0.0,4.0,4.0,0.0,1.54,4.62,0.0,2.6,7.79,1.01,1.01,8.08,1.08,8.6,15.05,0.0,0.0,7.46,0.6,3.57,7.14,0.0,2.61,6.12,0.0,4.62,11.57,0.0,2.65,7.89,1.69,4.73,9.8,0.31,3.73,7.71,1.75,4.91,7.23,0.65,4.28,9.47
1853,r113,World -> Africa,World,Africa,,,2,0.42,2.8,6.4,0.49,2.84,6.37,0.5,2.92,6.35,0.4,2.69,5.98,0.37,2.74,6.51,0.48,2.84,6.3,0.48,2.66,6.18,0.35,2.87,6.58,0.62,3.29,7.25,0.6,3.56,7.78,0.62,3.77,7.95,0.66,3.81,7.91,0.69,3.97,8.16,0.66,3.77,7.91,0.77,3.95,8.18,0.73,3.93,8.17,0.73,3.8,8.04,0.84,3.89,8.07,0.83,4.22,8.62,0.94,4.41,8.63,0.94,4.42,8.77
1853,r114,World -> Africa -> Algeria,World,Africa,Algeria,,3,0.26,2.87,6.14,0.25,3.0,4.75,1.31,3.28,5.87,0.0,0.8,3.67,0.36,1.75,3.83,0.31,2.34,5.85,0.9,2.8,5.36,0.11,1.39,5.09,0.51,2.42,6.05,0.4,3.26,7.76,0.52,3.02,6.68,0.51,2.98,6.55,0.68,3.67,7.46,0.65,3.6,7.31,0.54,3.37,7.99,0.37,2.75,6.14,0.52,2.81,5.73,0.53,2.49,5.82,0.61,3.56,6.94,0.78,3.09,6.51,0.8,3.45,7.07
1853,r115,World -> Africa -> Angola,World,Africa,Angola,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,3.23,3.23,3.23,0.0,3.13,6.25,3.33,3.33,6.67,0.0,0.0,6.25,2.7,10.81,13.51,0.0,2.44,6.96,0.0,4.0,4.0,0.0,1.52,7.58,1.56,3.13,7.11,0.0,2.2,4.4,0.0,1.14,3.41,3.67,8.89,13.18
1853,r116,World -> Africa -> Benin,World,Africa,Benin,,3,0.0,0.0,4.23,0.0,2.47,6.17,0.0,1.23,2.56,1.28,1.28,7.38,0.0,3.85,7.69,1.3,1.3,3.9,2.3,3.45,5.75,0.0,4.96,9.78,0.82,2.77,8.2,0.0,2.5,6.99,0.0,3.16,5.06,1.08,3.76,7.91,0.0,4.69,7.96,0.41,1.66,7.05,0.0,2.63,9.15,0.77,4.6,8.38,0.96,4.15,8.63,0.53,2.65,6.09,1.03,5.14,8.01,1.73,4.88,10.82,3.11,6.29,10.55
1853,r117,World -> Africa -> Botswana,World,Africa,Botswana,,3,0.0,3.09,13.4,1.02,2.04,7.14,0.0,0.0,2.7,1.67,3.33,5.83,0.0,0.7,2.62,0.0,0.31,1.56,0.0,0.64,3.85,0.0,2.92,8.19,0.0,1.05,6.22,2.08,8.85,12.5,0.35,5.63,10.95,0.84,3.84,6.75,0.0,0.39,5.01,0.81,2.03,5.02,0.8,5.2,8.4,1.68,4.7,8.94,1.06,3.9,6.8,0.31,2.81,6.8,1.81,2.85,5.53,1.21,3.62,7.36,0.54,3.74,8.02
1853,r118,World -> Africa -> Burkina Faso,World,Africa,Burkina Faso,,3,1.59,9.52,11.11,1.09,3.26,6.97,0.0,3.01,6.77,0.0,3.67,10.74,0.0,2.35,8.73,0.92,5.5,11.01,0.93,7.41,13.89,0.59,5.07,9.73,0.0,3.16,6.96,1.19,4.76,8.68,0.84,5.06,11.17,0.43,4.36,12.61,0.75,3.85,10.23,1.05,5.92,13.45,0.34,5.17,9.77,0.85,5.1,10.82,1.2,5.25,10.35,0.0,2.99,7.5,1.39,5.54,10.01,0.95,5.85,10.88,0.79,5.75,12.0
1853,r119,World -> Africa -> Burundi,World,Africa,Burundi,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,6.06,9.09,ne,ne,ne,0.0,3.03,18.18,0.0,0.0,2.86,2.44,12.2,14.63,0.0,6.12,10.2,2.04,8.16,9.36
1853,r120,World -> Africa -> Cabo Verde,World,Africa,Cabo Verde,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,0.28,11.76,0.0,5.88,12.54,0.0,0.0,5.74
1853,r121,World -> Africa -> Cameroon,World,Africa,Cameroon,,3,0.0,2.76,6.18,0.93,3.81,7.62,0.0,4.67,7.48,0.49,1.46,4.39,0.0,2.8,7.23,0.0,1.9,7.52,0.34,1.72,6.08,0.0,1.72,7.61,0.26,2.59,8.83,0.22,2.64,6.15,0.37,2.56,6.64,0.18,2.83,7.22,0.34,2.83,7.39,0.61,2.9,7.1,1.46,4.39,9.12,1.17,3.51,7.51,0.5,3.39,7.86,0.74,3.89,8.3,0.85,3.33,7.83,1.27,4.15,8.97,2.13,5.37,9.33
1853,r122,World -> Africa -> Central African Republic,World,Africa,Central African Republic,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,3.33,6.67,16.67,ne,ne,ne,0.0,2.94,2.94,5.41,5.41,10.81,0.0,5.88,23.53,4.35,4.35,8.62,0.0,7.5,14.53,1.54,4.62,14.07
1853,r123,World -> Africa -> Chad,World,Africa,Chad,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,8.14,11.11,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,3.33,14.77,0.0,0.0,0.0,0.0,2.28,6.67
1853,r124,World -> Africa -> Comoros,World,Africa,Comoros,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r125,"World -> Africa -> Congo, Democratic Republic of the",World,Africa,"Congo, Democratic Republic of the",,3,0.0,9.38,18.75,0.0,2.5,8.61,5.56,11.11,13.89,0.0,15.56,20.0,0.0,0.0,9.38,ne,ne,ne,ne,ne,ne,2.63,7.89,10.53,0.0,8.33,16.33,0.0,3.57,3.57,2.99,10.45,16.42,1.3,4.42,10.39,1.12,5.62,13.48,2.63,8.77,14.04,2.9,7.97,13.11,0.0,4.67,13.33,2.51,6.53,13.6,0.88,3.54,7.96,1.14,3.41,9.85,2.95,6.31,10.41,3.57,6.14,13.62
1853,r126,"World -> Africa -> Congo, Republic of the",World,Africa,"Congo, Republic of the",,3,0.0,5.13,5.13,ne,ne,ne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,10.0,ne,ne,ne,0.0,2.44,7.32,0.0,0.0,7.66,0.0,4.41,11.76,4.35,9.88,11.11,0.0,2.02,8.08,0.0,2.06,5.15,0.0,1.11,8.02,0.97,6.8,14.56,3.54,5.31,10.86,0.83,4.96,9.09,1.37,5.48,9.1,1.39,5.56,7.84,0.99,4.95,8.42,1.02,3.65,7.32,0.0,5.45,9.05
1853,r127,World -> Africa -> C&#244;te d&#8217;Ivoire,World,Africa,C&#244;te d&#8217;Ivoire,,3,0.0,2.2,5.74,0.0,2.2,5.14,0.0,2.62,7.33,0.56,6.15,9.14,0.0,3.27,9.8,0.81,5.65,8.06,2.13,5.67,8.47,0.56,3.95,9.71,0.0,2.24,7.97,0.0,5.68,7.95,0.0,2.63,4.21,0.47,6.08,9.95,0.78,3.89,6.61,1.13,4.91,8.55,0.78,3.89,8.5,0.34,3.02,5.7,0.61,3.03,7.88,0.34,4.41,7.83,0.9,4.11,7.23,2.45,5.51,11.25,3.79,7.1,9.2
1853,r128,World -> Africa -> Djibouti,World,Africa,Djibouti,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r129,World -> Africa -> Egypt,World,Africa,Egypt,,3,0.38,2.22,4.93,0.26,2.27,5.05,0.51,2.37,5.45,0.34,1.95,4.82,0.25,2.23,5.62,0.2,2.21,5.02,0.41,2.76,6.22,0.24,2.33,5.82,0.56,2.71,6.3,0.59,3.38,7.17,0.52,3.56,7.39,0.66,3.42,7.34,0.63,3.64,7.81,0.5,3.55,7.64,0.5,3.84,8.56,0.63,4.22,9.0,0.69,3.57,7.72,0.8,3.98,8.36,0.57,4.26,8.77,1.04,4.69,9.34,1.01,4.76,9.34
1853,r130,World -> Africa -> Equatorial Guinea,World,Africa,Equatorial Guinea,,3,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r131,World -> Africa -> Eritrea,World,Africa,Eritrea,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,2.63,5.26,7.89,3.23,3.23,3.23,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r132,World -> Africa -> Eswatini,World,Africa,Eswatini,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,2.78,8.33,14.15,0.0,7.55,16.12,0.0,5.45,10.91,0.0,4.17,12.5,0.0,3.77,9.43,0.0,2.22,7.5,0.0,3.23,9.68,1.41,1.41,8.45
1853,r133,World -> Africa -> Ethiopia,World,Africa,Ethiopia,,3,0.4,4.33,7.78,0.81,3.18,6.14,0.0,4.12,8.45,0.37,2.95,7.5,0.0,3.4,8.47,0.0,3.61,7.29,0.0,2.44,6.21,0.58,3.75,7.86,0.63,2.73,8.08,0.49,4.93,10.59,0.61,5.09,10.42,0.87,5.76,11.91,0.17,2.81,8.8,0.64,5.06,11.52,0.27,3.64,8.77,0.45,3.6,9.06,0.47,4.44,10.17,1.08,4.03,9.18,0.79,4.42,10.36,1.17,4.83,9.9,1.19,4.94,9.83
1853,r134,World -> Africa -> Gabon,World,Africa,Gabon,,3,0.0,6.67,8.89,1.82,9.09,12.73,0.0,4.73,7.25,1.54,7.69,9.23,0.0,8.51,21.28,0.0,1.89,7.55,0.0,4.92,6.56,0.0,3.7,13.8,1.22,4.88,7.32,0.94,2.83,7.55,0.9,4.5,12.61,0.0,4.43,12.79,0.0,2.97,11.11,2.61,7.83,11.3,1.88,3.7,7.41,3.29,7.24,12.92,3.2,8.8,17.6,0.63,5.75,14.18,2.19,6.56,12.57,2.76,9.02,17.32,2.92,5.85,11.25
1853,r135,"World -> Africa -> Gambia, The",World,Africa,"Gambia, The",,3,0.0,8.57,14.29,3.08,10.77,29.23,4.48,13.43,29.85,2.74,10.96,26.03,1.67,11.67,32.22,0.0,7.46,20.9,0.0,3.39,16.95,1.28,12.82,25.64,0.0,9.31,16.25,2.41,10.84,18.07,2.8,6.68,18.69,3.13,9.38,16.26,0.91,8.36,24.55,0.93,6.45,14.31,0.89,9.82,16.07,1.09,10.87,18.56,3.28,12.66,23.23,4.93,11.97,23.24,1.28,7.69,19.23,4.88,12.43,26.14,4.03,15.24,21.43
1853,r136,World -> Africa -> Ghana,World,Africa,Ghana,,3,0.57,2.27,5.71,0.97,4.83,7.25,0.97,4.85,6.8,0.0,3.29,10.8,0.48,1.44,6.38,0.0,3.32,10.34,0.95,3.81,5.24,0.0,2.06,8.99,0.68,6.12,11.94,0.3,6.28,10.61,0.28,4.27,12.22,0.23,3.46,10.24,0.85,4.47,10.06,0.53,5.17,8.78,1.94,6.62,11.48,1.22,4.07,7.92,1.64,5.8,13.2,0.78,4.37,9.63,0.93,4.17,10.71,0.91,5.25,11.06,1.62,5.45,9.8
1853,r137,World -> Africa -> Guinea,World,Africa,Guinea,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,2.7,5.41,0.0,10.0,20.0,0.0,8.11,10.81,2.94,11.76,11.76,2.94,5.88,8.07,0.0,0.0,0.0,0.0,2.56,10.26,0.0,5.26,13.16,6.35,14.29,20.63,4.08,11.06,20.17,2.84,11.67,16.91
1853,r138,World -> Africa -> Guinea-Bissau,World,Africa,Guinea-Bissau,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,2.86,5.71,17.14,0.0,2.7,8.11,1.75,3.84,12.53,0.0,5.71,14.29,0.0,6.0,14.0
1853,r139,World -> Africa -> Kenya,World,Africa,Kenya,,3,0.32,5.88,11.36,2.2,6.3,12.21,0.85,5.37,11.93,1.61,7.31,11.68,1.46,6.59,14.04,1.09,4.81,10.81,1.87,4.88,12.21,1.13,5.22,11.14,0.98,6.3,12.27,0.95,5.39,12.04,1.0,7.84,13.79,1.11,7.61,15.26,1.34,7.83,15.27,1.66,7.6,13.49,2.69,7.77,12.86,1.68,8.69,14.47,1.62,8.18,15.03,1.99,6.36,13.12,1.95,8.75,15.86,2.42,8.59,15.87,2.01,8.13,14.87
