table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_u_s_totala_number_,field_united_states,field_alabama,field_alaska,field_arizona,field_arkansas,field_california,field_colorado,field_connecticut,field_delaware,field_district_of_columbia,field_florida,field_georgia,field_hawaii,field_idaho,field_illinois,field_indiana,field_iowa,field_kansas,field_kentucky,field_louisiana,field_maine,field_maryland,field_massachusetts,field_michigan,field_minnesota,field_mississippi,field_missouri,field_montana
1396,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['29,999', '  ']","['317,731', '  ']","['868', '  ']","['27', 'e ']","['4,743', '  ']","['340', '  ']","['105,769', ' ']","['3,542', '  ']","['6,101', '  ']","['1,463', '  ']","['230', '  ']","['4,441', '  ']","['4,273', '  ']","['114', 'i']","['1,398', '  ']","['11,822', '  ']","['4,988', '  ']","['2,225', '  ']","['1,469', '  ']","['752', '  ']","['228', ' ']","['261', '  ']","['3,335', '  ']","['18,084', '  ']","['17,454', '  ']","['6,601', '  ']","['198', '  ']","['3,466', ' ']","['121', '  ']"
1396,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['18,634', '  ']","['211,660', '  ']","['563', '  ']","['12', '  ']","['3,799', '  ']","['224', '  ']","['60,439', ' ']","['2,311', '  ']","['5,712', '  ']","['1,304', '  ']","['37', '  ']","['2,426', '  ']","['2,336', '  ']","['80', 'i']","['1,346', '  ']","['9,589', '  ']","['4,818', '  ']","['2,103', '  ']","['1,047', '  ']","['664', '  ']","['132', ' ']","['202', '  ']","['2,351', '  ']","['12,949', '  ']","['16,823', '  ']","['5,692', '  ']","['155', '  ']","['2,679', ' ']","['61', '  ']"
1396,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['1,153', '  ']","['4,611', '  ']","['6', 'e ']","['5', 'e ']","['4', 'e ']","['46', '  ']","['130', ' ']","['40', '  ']","['22', '  ']","['804', '  ']","['*', 'e ']","['17', '  ']","['24', '  ']","['1', 'e']","['56', '  ']","['810', 'i ']","['93', '  ']","['840', '  ']","['21', '  ']","['15', '  ']","['5', 'e']","['1', 'e ']","['48', '  ']","['17', '  ']","['163', '  ']","['360', '  ']","['6', '  ']","['28', ' ']","['1', 'e ']"
1396,r004,All industries -> Manufacturing industries -> Beverages and tobacco products,All industries,Manufacturing industries,Beverages and tobacco products,,,3,312,"['88', '  ']","['987', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['38', ' ']","['22', '  ']","['3', '  ']","['*', 'e ']","['*', 'e ']","['14', '  ']","['D', '  ']","['*', 'e']","['*', 'e ']","['101', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['25', '  ']","['*', 'e']","['1', 'i ']","['*', 'e ']","['3', '  ']","['1', 'e ']","['*', 'e ']","['*', 'e ']","['21', ' ']","['*', 'e ']"
1396,r005,"All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,3,313–16,"['419', '  ']","['1,156', 'i ']","['13', 'e ']","['*', 'e ']","['2', 'e ']","['1', 'e ']","['155', 'i']","['12', '  ']","['4', 'e ']","['*', 'e ']","['*', 'e ']","['23', '  ']","['118', '  ']","['1', 'e']","['1', 'e ']","['15', 'e ']","['7', 'e ']","['2', 'e ']","['2', 'e ']","['2', 'e ']","['2', 'e']","['4', 'e ']","['3', 'e ']","['74', '  ']","['15', '  ']","['4', 'e ']","['3', 'e ']","['5', 'e']","['1', 'e ']"
1396,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['153', '  ']","['181', '  ']","['1', '  ']","['*', 'e ']","['*', 'e ']","['2', '  ']","['14', ' ']","['1', '  ']","['*', 'e ']","['*', 'e ']","['0', '  ']","['2', '  ']","['6', '  ']","['*', 'e']","['*', 'e ']","['3', 'i ']","['1', 'e ']","['8', '  ']","['*', 'e ']","['6', '  ']","['1', ' ']","['*', 'e ']","['*', 'e ']","['3', '  ']","['1', 'i ']","['42', '  ']","['1', '  ']","['*', 'e']","['*', '  ']"
1396,r007,All industries -> Manufacturing industries -> Paper ,All industries,Manufacturing industries,Paper ,,,3,322,"['242', '  ']","['851', '  ']","['1', 'i ']","['*', 'e ']","['*', 'e ']","['64', '  ']","['10', ' ']","['*', '  ']","['1', 'i ']","['0', '  ']","['0', '  ']","['2', '  ']","['49', '  ']","['*', 'e']","['*', 'e ']","['8', 'i ']","['2', 'i ']","['1', '  ']","['4', '  ']","['25', '  ']","['*', ' ']","['13', '  ']","['8', '  ']","['19', '  ']","['13', '  ']","['7', '  ']","['*', 'e ']","['1', 'e']","['*', 'e ']"
1396,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['309', '  ']","['219', 'i ']","['*', 'e ']","['*', 'e ']","['2', 'i ']","['1', '  ']","['63', 'i']","['6', '  ']","['1', 'e ']","['*', 'e ']","['*', 'e ']","['2', 'e ']","['3', '  ']","['*', 'e']","['*', 'i ']","['6', 'i ']","['2', 'i ']","['2', 'i ']","['1', 'e ']","['*', 'e ']","['1', 'i']","['*', 'e ']","['1', 'e ']","['3', '  ']","['9', 'i ']","['8', 'i ']","['*', 'e ']","['7', ' ']","['*', 'e ']"
1396,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['126', '  ']","['367', '  ']","['7', 'e ']","['*', 'e ']","['1', 'e ']","['3', 'e ']","['25', ' ']","['8', '  ']","['1', 'e ']","['*', 'i ']","['*', 'e ']","['3', 'e ']","['3', 'e ']","['*', 'e']","['*', 'e ']","['51', '  ']","['15', '  ']","['*', 'e ']","['3', '  ']","['*', 'e ']","['5', 'e']","['*', 'e ']","['8', '  ']","['3', 'e ']","['12', '  ']","['1', 'e ']","['2', 'e ']","['6', 'e']","['*', 'e ']"
1396,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['2,640', '  ']","['64,165', '  ']","['114', '  ']","['*', 'e ']","['305', 'i ']","['23', '  ']","['13,219', ' ']","['222', '  ']","['4,098', '  ']","['349', 'i ']","['26', '  ']","['483', '  ']","['365', '  ']","['51', 'i']","['25', '  ']","['4,247', 'i ']","['2,442', '  ']","['146', '  ']","['141', 'i ']","['314', '  ']","['16', 'e']","['15', 'e ']","['1,021', '  ']","['7,881', '  ']","['375', '  ']","['407', '  ']","['32', 'i ']","['1,562', ' ']","['26', '  ']"
1396,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['284', '  ']","['2,284', '  ']","['2', '  ']","['0', '  ']","['9', '  ']","['6', '  ']","['112', ' ']","['16', '  ']","['15', '  ']","['66', '  ']","['*', 'e ']","['19', '  ']","['21', '  ']","['0', ' ']","['*', 'e ']","['37', '  ']","['11', '  ']","['18', '  ']","['3', '  ']","['23', '  ']","['3', 'e']","['*', 'e ']","['49', '  ']","['73', '  ']","['38', '  ']","['2', 'e ']","['4', '  ']","['12', ' ']","['2', '  ']"
1396,r012,"All industries -> Manufacturing industries -> Chemicals -> Resins, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resins, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['213', '  ']","['693', '  ']","['1', 'e ']","['0', '  ']","['*', 'e ']","['*', 'e ']","['15', ' ']","['*', 'e ']","['2', 'i ']","['2', '  ']","['0', '  ']","['1', 'e ']","['15', '  ']","['*', 'e']","['*', 'e ']","['D', '  ']","['4', 'i ']","['1', 'i ']","['*', 'e ']","['18', '  ']","['1', 'i']","['*', 'e ']","['*', 'e ']","['11', 'i ']","['4', 'i ']","['6', '  ']","['*', 'e ']","['*', ' ']","['0', '  ']"
1396,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticides, fertilizers, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticides, fertilizers, and other agricultural chemicals",,4,3253,"['57', '  ']","['1,061', 'i ']","['1', 'e ']","['0', '  ']","['5', 'i ']","['3', 'i ']","['33', 'i']","['10', 'i ']","['*', 'e ']","['*', 'e ']","['1', 'i ']","['8', 'e ']","['6', '  ']","['D', '&nbsp;']","['2', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['47', 'i ']","['6', 'i ']","['*', '  ']","['3', 'e']","['*', 'e ']","['3', 'i ']","['8', 'i ']","['4', '  ']","['7', 'i ']","['16', 'i ']","['D', '&nbsp;']","['2', 'i ']"
1396,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['960', '  ']","['55,983', '  ']","['102', '  ']","['0', '  ']","['265', 'i ']","['12', '  ']","['12,793', ' ']","['187', '  ']","['3,979', '  ']","['276', 'i ']","['25', '  ']","['437', '  ']","['297', '  ']","['D', '&nbsp;']","['21', '  ']","['3,994', 'i ']","['D', '  ']","['69', '  ']","['61', '  ']","['44', '  ']","['6', ' ']","['14', 'e ']","['966', '  ']","['7,679', '  ']","['206', '  ']","['240', '  ']","['9', '  ']","['D', ' ']","['22', '  ']"
1396,r015,"All industries -> Manufacturing industries -> Chemicals -> Soaps, cleaning compounds, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soaps, cleaning compounds, and toilet preparations",,4,3256,"['432', '  ']","['2,660', '  ']","['1', 'e ']","['*', 'e ']","['3', 'i ']","['2', '  ']","['186', ' ']","['3', 'e ']","['60', '  ']","['4', '  ']","['*', 'e ']","['10', '  ']","['15', '  ']","['*', 'e']","['*', 'e ']","['91', '  ']","['3', 'e ']","['2', 'e ']","['65', 'i ']","['1', 'e ']","['1', 'e']","['*', 'e ']","['2', 'e ']","['83', '  ']","['74', '  ']","['96', '  ']","['1', 'e ']","['10', 'i']","['*', 'e ']"
1396,r016,"All industries -> Manufacturing industries -> Chemicals -> Paints, coatings, adhesives, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paints, coatings, adhesives, and other chemicals",,4,"3255, 3259","['696', '  ']","['1,484', '  ']","['7', '  ']","['0', '  ']","['23', '  ']","['1', 'e ']","['78', ' ']","['6', '  ']","['42', '  ']","['*', 'e ']","['*', 'e ']","['9', 'i ']","['10', 'i ']","['0', ' ']","['1', 'i ']","['66', 'i ']","['21', '  ']","['9', '  ']","['6', 'i ']","['227', '  ']","['2', 'e']","['*', 'e ']","['2', 'e ']","['26', 'i ']","['50', '  ']","['56', '  ']","['2', 'i ']","['37', ' ']","['*', 'e ']"
1396,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['1,201', '  ']","['3,584', '  ']","['11', '  ']","['*', 'e ']","['258', '  ']","['10', '  ']","['111', ' ']","['25', '  ']","['29', '  ']","['33', '  ']","['0', '  ']","['44', '  ']","['105', '  ']","['13', ' ']","['2', 'i ']","['76', '  ']","['328', '  ']","['24', '  ']","['12', '  ']","['61', 'i ']","['27', ' ']","['1', 'e ']","['121', '  ']","['81', '  ']","['511', '  ']","['77', '  ']","['12', '  ']","['12', 'i']","['1', 'i ']"
1396,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['409', '  ']","['1,274', '  ']","['2', '  ']","['*', 'e ']","['3', '  ']","['1', 'e ']","['71', ' ']","['36', '  ']","['D', '&nbsp;']","['*', 'e ']","['1', '  ']","['29', '  ']","['11', '  ']","['*', 'e']","['*', 'e ']","['30', '  ']","['6', '  ']","['1', 'e ']","['1', 'e ']","['2', 'e ']","['1', 'e']","['D', '  ']","['1', 'e ']","['81', '  ']","['11', '  ']","['9', '  ']","['2', '  ']","['3', ' ']","['*', 'e ']"
1396,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['337', '  ']","['583', '  ']","['10', '  ']","['*', 'e ']","['1', 'e ']","['3', 'i ']","['13', 'i']","['2', '  ']","['4', '  ']","['3', 'i ']","['0', '  ']","['1', 'e ']","['D', '  ']","['*', 'e']","['*', 'e ']","['26', '  ']","['38', '  ']","['16', 'i ']","['1', '  ']","['7', '  ']","['*', 'e']","['*', 'e ']","['13', '  ']","['5', 'i ']","['34', '  ']","['9', '  ']","['8', '  ']","['5', ' ']","['*', 'e ']"
