table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_level_6,industry_hierarchy_depth,field_naics_code,field_active_reporting_unitsa,field_reporting_units_that_met_the_response_criteriab,field_reporting_units_that_met_the_response_criteria_
1462,r001,All companies,All companies,,,,,,1,,,,
1462,r002,All companies -> All industries,All companies,All industries,,,,,2,"21–23, 31–33, 42–81",42122,33800,80.2
1462,r003,All companies -> All industries -> Manufacturing industries,All companies,All industries,Manufacturing industries,,,,3,31–33,17779,14250,80.2
1462,r004,All companies -> All industries -> Manufacturing industries -> Food,All companies,All industries,Manufacturing industries,Food,,,4,311,903,693,76.7
1462,r005,All companies -> All industries -> Manufacturing industries -> Beverages and tobacco products,All companies,All industries,Manufacturing industries,Beverages and tobacco products,,,4,312,275,227,82.5
1462,r006,"All companies -> All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All companies,All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,4,313–16,645,496,76.9
1462,r007,All companies -> All industries -> Manufacturing industries -> Wood products,All companies,All industries,Manufacturing industries,Wood products,,,4,321,577,471,81.6
1462,r008,All companies -> All industries -> Manufacturing industries -> Paper,All companies,All industries,Manufacturing industries,Paper,,,4,322,402,344,85.6
1462,r009,All companies -> All industries -> Manufacturing industries -> Printing and related support activities,All companies,All industries,Manufacturing industries,Printing and related support activities,,,4,323,923,748,81.0
1462,r010,All companies -> All industries -> Manufacturing industries -> Petroleum and coal products,All companies,All industries,Manufacturing industries,Petroleum and coal products,,,4,324,187,152,81.3
1462,r011,All companies -> All industries -> Manufacturing industries -> Chemicals,All companies,All industries,Manufacturing industries,Chemicals,,,4,325,2291,1871,81.7
1462,r012,All companies -> All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All companies,All industries,Manufacturing industries,Chemicals,Basic chemicals,,5,3251,266,217,81.6
1462,r013,"All companies -> All industries -> Manufacturing industries -> Chemicals -> Resins, synthetic rubber, and artificial synthetic fibers and filaments",All companies,All industries,Manufacturing industries,Chemicals,"Resins, synthetic rubber, and artificial synthetic fibers and filaments",,5,3252,283,229,80.9
1462,r014,"All companies -> All industries -> Manufacturing industries -> Chemicals -> Pesticides, fertilizers, and other agricultural chemicals",All companies,All industries,Manufacturing industries,Chemicals,"Pesticides, fertilizers, and other agricultural chemicals",,5,3253,135,110,81.5
1462,r015,All companies -> All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All companies,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,5,3254,781,665,85.1
1462,r016,"All companies -> All industries -> Manufacturing industries -> Chemicals -> Soaps, cleaning compounds, and toilet preparations",All companies,All industries,Manufacturing industries,Chemicals,"Soaps, cleaning compounds, and toilet preparations",,5,3256,348,275,79.0
1462,r017,"All companies -> All industries -> Manufacturing industries -> Chemicals -> Paints, coatings, adhesives, and other chemicals",All companies,All industries,Manufacturing industries,Chemicals,"Paints, coatings, adhesives, and other chemicals",,5,"3255, 3259",478,375,78.5
1462,r018,All companies -> All industries -> Manufacturing industries -> Plastics and rubber products,All companies,All industries,Manufacturing industries,Plastics and rubber products,,,4,326,1024,803,78.4
1462,r019,All companies -> All industries -> Manufacturing industries -> Nonmetallic mineral products,All companies,All industries,Manufacturing industries,Nonmetallic mineral products,,,4,327,460,381,82.8
1462,r020,All companies -> All industries -> Manufacturing industries -> Primary metals,All companies,All industries,Manufacturing industries,Primary metals,,,4,331,443,352,79.5
1462,r021,All companies -> All industries -> Manufacturing industries -> Fabricated metal products,All companies,All industries,Manufacturing industries,Fabricated metal products,,,4,332,1921,1567,81.6
1462,r022,All companies -> All industries -> Manufacturing industries -> Machinery,All companies,All industries,Manufacturing industries,Machinery,,,4,333,2067,1671,80.8
1462,r023,All companies -> All industries -> Manufacturing industries -> Machinery -> Agricultural implements,All companies,All industries,Manufacturing industries,Machinery,Agricultural implements,,5,33311,233,186,79.8
1462,r024,All companies -> All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All companies,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,5,333242,96,78,81.3
