table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_companies_in_the_united_states,field_companies_outside_the_united_states_company_s_parent,field_companies_outside_the_united_states_unaffiliated_companies,field_u_s_federal_government_agencies,field_u_s_state_government_agencies,field_foreign_government_agencies,field_u_s_universities_colleges_and_academic_researchers,field_foreign_universities_colleges_and_academic_researchers,field_all_other_in_the_united_states,field_all_other_outside_the_united_states
2066,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['909', '  ']","['0 - 286', 'i ']","['59', '  ']","['0 - 54', '  ']","['485', '  ']","['25', '  ']","['2', '  ']","['3', '  ']","['*', 'i ']","['0 - 286', '  ']","['0 - 54', '  ']"
2066,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['1,842', '  ']","['632', '  ']","['434', '  ']","['97', '  ']","['605', '  ']","['15', '  ']","['1', '  ']","['3', '  ']","['21', 'i ']","['30', '  ']","['5', '  ']"
2066,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2066,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['2,071', '  ']","['668', '  ']","['494', '  ']","['105', '  ']","['659', '  ']","['6', '  ']","['1', 'i ']","['2', '  ']","['1', '  ']","['89', '  ']","['47', '  ']"
2066,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['3,703', '  ']","['866', '  ']","['1,426', '  ']","['98', '  ']","['1,241', '  ']","['14', '  ']","['*', 'i ']","['15', '  ']","['1', '  ']","['28', '  ']","['15', 'i ']"
2066,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2066,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['2,331', '  ']","['834', '  ']","['668', '  ']","['195', '  ']","['592', '  ']","['20', '  ']","['1', '  ']","['0 - 21', '  ']","['*', '  ']","['0 - 21', '  ']","['3', '  ']"
2066,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['1,576', '  ']","['311', '  ']","['795', '  ']","['243', '  ']","['221', '  ']","['1', '  ']","['*', '  ']","['2', '  ']","['1', '  ']","['1', 'i ']","['1', 'i ']"
2066,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['12,771', '  ']","['2,724', '  ']","['7,446', '  ']","['1,085', '  ']","['1,461', '  ']","['30', '  ']","['2', '  ']","['*', 'i ']","['*', '  ']","['18', '  ']","['6', '  ']"
2066,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['7,497', '  ']","['4,938', 'i ']","['909', '  ']","['102', 'i ']","['1,525', '  ']","['8', '  ']","['0', '  ']","['0 - 17', '  ']","['*', '  ']","['0 - 17', '  ']","['*', 'i ']"
2066,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['10,070', '  ']","['2,627', 'i ']","['2,987', '  ']","['930', '  ']","['3,514', '  ']","['*', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['9', '  ']","['0', '  ']"
2066,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['18,295', 'i ']","['3,603 - 3,899', '  ']","['209', '  ']","['64 - 127', '  ']","['13,976', 'i ']","['3', '  ']","['1', 'i ']","['1 - 46', 'i ']","['0', '  ']","['21 - 350', 'i ']","['12 - 74', '  ']"
