table_id,row_id,type_of_nonprofit_organization_sup_b_a_b_sup_b_b_full_path,type_of_nonprofit_organization_sup_b_a_b_sup_b_b_level_1,type_of_nonprofit_organization_sup_b_a_b_sup_b_b_level_2,type_of_nonprofit_organization_sup_b_a_b_sup_b_b_hierarchy_depth,field_all_organizations,field_organizations_with_r_d_activity,field_organizations_without_r_d_activity
9815,r001,All organizations ,All organizations ,,1,"['40,703', '&nbsp;']","['2,835', '&nbsp;']","['37,869', '&nbsp;']"
9815,r002,All organizations  -> Healthcare,All organizations ,Healthcare,2,"['22,568', '&nbsp;']","['658', '&nbsp;']","['21,908', '&nbsp;']"
9815,r003,All organizations  -> Science and technology,All organizations ,Science and technology,2,"['650', '&nbsp;']","['514', '&nbsp;']","['136', '&nbsp;']"
9815,r004,All organizations  -> Other nonprofit organizations ,All organizations ,Other nonprofit organizations ,2,"['17,487', '&nbsp;']","['1,660', '&nbsp;']","['15,826', '&nbsp;']"
