table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_companiesa_number_,field_domestic_r_d_amount,field_nanotechnology_r_d_total_companiesb_number_,field_nanotechnology_r_d_total_amount,field_nanotechnology_r_d_paid_for_by_the_company_companiesb_number_,field_nanotechnology_r_d_paid_for_by_the_company_amount,field_nanotechnology_r_d_paid_for_by_others_companiesb_number_,field_nanotechnology_r_d_paid_for_by_others_amount
1387,r011,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,2780,"['12,585', '  ']","['95', 'i ']","['1,877', '  ']","['94', 'i ']","['1,824', '  ']","['6', '  ']","['54', '  ']"
1387,r012,All industries -> Manufacturing industries -> Machinery -> Agricultural implements ,All industries,Manufacturing industries,Machinery,Agricultural implements ,,4,33311,198,"['1,565', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
1387,r013,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery ,All industries,Manufacturing industries,Machinery,Semiconductor machinery ,,4,333242,50,"['3,411', '  ']","['19', 'i ']","['1,802', '  ']","['18', 'i ']","['1,791', '  ']","['D', '  ']","['11', '  ']"
1387,r014,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment ",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment ",,4,3336,128,"['1,959', '  ']","['D', '  ']","['*', '  ']","['D', '  ']","['*', '  ']","['0', '  ']","['0', '  ']"
1387,r015,All industries -> Manufacturing industries -> Machinery -> Other machinery ,All industries,Manufacturing industries,Machinery,Other machinery ,,4,other 333,2405,"['5,650', '  ']","['D', '&nbsp;']","['75', '  ']","['D', '&nbsp;']","['32', 'i ']","['D', '  ']","['43', '  ']"
1387,r016,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,3090,"['77,385', '  ']","['341', 'i ']","['19,363', 'i ']","['326', 'i ']","['18,473', 'i ']","['63', 'i ']","['890', 'i ']"
1387,r017,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,858,"['31,391', '  ']","['162', 'i ']","['18,816', 'i ']","['157', 'i ']","['17,958', 'i ']","['30', 'i ']","['858', 'i ']"
1387,r018,All industries -> Manufacturing industries -> Computer and electronic products -> Other electronic products,All industries,Manufacturing industries,Computer and electronic products,Other electronic products,,4,other 334,2232,"['45,993', '  ']","['180', 'i ']","['547', '  ']","['169', 'i ']","['515', '  ']","['32', 'i ']","['32', '  ']"
1387,r019,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,727,"['4,771', '  ']","['51', 'i ']","['115', 'i ']","['48', 'i ']","['110', 'i ']","['6', 'i ']","['5', 'i ']"
1387,r020,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,1154,"['51,275', '  ']","['17', '  ']","['148', '  ']","['15', '  ']","['138', '  ']","['4', '  ']","['10', '  ']"
1387,r021,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,768,"['22,042', '  ']","['5', '  ']","['11', '  ']","['5', '  ']","['11', '  ']","['0', '  ']","['0', '  ']"
1387,r022,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,386,"['29,234', '  ']","['12', 'i ']","['137', '  ']","['10', 'i ']","['127', '  ']","['4', '  ']","['10', '  ']"
1387,r023,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,,"['D', '  ']","['68', 'i ']","['214', 'i ']","['68', 'i ']","['213', 'i ']","['D', '  ']","['*', 'i ']"
1387,r024,All industries -> Manufacturing industries -> Other manufacturing,All industries,Manufacturing industries,Other manufacturing,,,3,"312–16, 321–24, 331, 337",,"['D', '  ']","['29', 'i ']","['18', '  ']","['29', 'i ']","['18', '  ']","['D', '  ']","['*', '  ']"
1387,r025,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81",12263,"['124,132', '  ']","['817', 'i ']","['2,087', '  ']","['755', 'i ']","['1,710', '  ']","['112', 'i ']","['377', 'i ']"
1387,r026,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,69,"['3,296', '  ']","['11', '  ']","['57', '  ']","['11', '  ']","['54', '  ']","['D', '  ']","['3', '  ']"
1387,r027,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,34,"['351', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
1387,r028,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,1652,"['452', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
1387,r029,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,2362,"['70,748', '  ']","['35', 'i ']","['620', '  ']","['34', 'i ']","['615', '  ']","['D', '  ']","['5', '  ']"
1387,r030,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,1349,"['33,574', '  ']","['D', '&nbsp;']","['617', '  ']","['D', '&nbsp;']","['612', '  ']","['D', '  ']","['5', '  ']"
1387,r031,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,,"['D', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
1387,r032,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,765,"['11,914', '  ']","['D', '&nbsp;']","['3', 'i ']","['D', '&nbsp;']","['3', 'i ']","['0', '  ']","['0', '  ']"
1387,r033,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,,"['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
1387,r034,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,7181,"['37,595', '  ']","['766', 'i ']","['1,408', 'i ']","['705', 'i ']","['1,039', 'i ']","['109', 'i ']","['369', 'i ']"
1387,r035,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,1544,"['3,412', '  ']","['4', '  ']","['6', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']"
1387,r036,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,1940,"['14,842', '  ']","['181', 'i ']","['434', 'i ']","['129', 'i ']","['115', 'i ']","['92', 'i ']","['319', 'i ']"
1387,r037,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,411,"['4,464', '  ']","['25', 'i ']","['29', '  ']","['21', 'i ']","['20', 'i ']","['7', '  ']","['10', '  ']"
1387,r038,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Other scientific research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Other scientific research and development,5,other 5417,1529,"['10,378', '  ']","['156', 'i ']","['404', 'i ']","['108', 'i ']","['95', 'i ']","['85', 'i ']","['309', 'i ']"
1387,r039,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,3697,"['19,341', '  ']","['580', 'i ']","['968', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
1387,r040,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,284,"['848', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
1387,r041,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45, 48–49, 52–53, 55–56, 624, 71–72, 81",682,"['10,841', '  ']","['6', 'i ']","['3', 'i ']","['6', 'i ']","['3', 'i ']","['0', '  ']","['0', '  ']"
1387,r042,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,31784,"['374,685', '  ']","['1,804', 'i ']","['25,305', 'i ']","['1,677', 'i ']","['23,823', 'i ']","['267', 'i ']","['1,482', 'i ']"
1387,r043,All companies (number of domestic employees) -> Micro companies<sup>c</sup>,All companies (number of domestic employees),Micro companies<sup>c</sup>,,,,2,,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1387,r044,All companies (number of domestic employees) -> Micro companies<sup>c</sup> -> 5 &#8211; 9,All companies (number of domestic employees),Micro companies<sup>c</sup>,5 &#8211; 9,,,3,–,3921,"['1,581', 'i ']","['330', 'i ']","['57', 'i ']","['303', 'i ']","['35', 'i ']","['45', 'i ']","['22', 'i ']"
1387,r045,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1387,r046,All companies (number of domestic employees) -> Small companies -> 10 &#8211; 19,All companies (number of domestic employees),Small companies,10 &#8211; 19,,,3,–,6757,"['4,958', 'i ']","['439', 'i ']","['175', 'i ']","['394', 'i ']","['128', 'i ']","['65', 'i ']","['47', 'i ']"
1387,r047,All companies (number of domestic employees) -> Small companies -> 20 &#8211; 49,All companies (number of domestic employees),Small companies,20 &#8211; 49,,,3,–,8397,"['9,662', 'i ']","['455', 'i ']","['611', '  ']","['439', 'i ']","['514', '  ']","['64', 'i ']","['96', '  ']"
1387,r048,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1387,r049,All companies (number of domestic employees) -> Medium companies -> 50 &#8211; 99,All companies (number of domestic employees),Medium companies,50 &#8211; 99,,,3,–,4712,"['9,298', '  ']","['208', 'i ']","['300', 'i ']","['196', 'i ']","['214', 'i ']","['27', '  ']","['86', '  ']"
1387,r050,All companies (number of domestic employees) -> Medium companies -> 100 &#8211; 249,All companies (number of domestic employees),Medium companies,100 &#8211; 249,,,3,–,4062,"['14,875', '  ']","['154', 'i ']","['438', 'i ']","['143', 'i ']","['260', 'i ']","['23', 'i ']","['178', 'i ']"
1387,r051,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1387,r052,All companies (number of domestic employees) -> Large companies -> 250 &#8211; 499,All companies (number of domestic employees),Large companies,250 &#8211; 499,,,3,–,1623,"['13,092', '  ']","['63', '  ']","['878', 'i ']","['54', '  ']","['802', 'i ']","['15', '  ']","['76', '  ']"
1387,r053,All companies (number of domestic employees) -> Large companies -> 500 &#8211; 999,All companies (number of domestic employees),Large companies,500 &#8211; 999,,,3,–,868,"['14,450', '  ']","['41', '  ']","['760', 'i ']","['40', '  ']","['692', 'i ']","['5', '  ']","['68', '  ']"
1387,r054,"All companies (number of domestic employees) -> Large companies -> 1,000 &#8211; 4,999",All companies (number of domestic employees),Large companies,"1,000 &#8211; 4,999",,,3,–,959,"['63,971', '  ']","['71', '  ']","['5,207', 'i ']","['68', '  ']","['4,900', 'i ']","['9', '  ']","['307', 'i ']"
1387,r055,"All companies (number of domestic employees) -> Large companies -> 5,000 &#8211; 9,999",All companies (number of domestic employees),Large companies,"5,000 &#8211; 9,999",,,3,–,235,"['40,633', '  ']","['17', '  ']","['4,272', 'i ']","['15', '  ']","['3,932', 'i ']","['4', '  ']","['340', 'i ']"
1387,r056,"All companies (number of domestic employees) -> Large companies -> 10,000 &#8211; 24,999",All companies (number of domestic employees),Large companies,"10,000 &#8211; 24,999",,,3,–,153,"['65,594', '  ']","['18', '  ']","['6,019', 'i ']","['17', '  ']","['5,804', 'i ']","['5', '  ']","['215', '  ']"
1387,r057,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,98,"['136,571', '  ']","['9', '  ']","['6,587', 'i ']","['8', '  ']","['6,541', 'i ']","['4', '  ']","['46', '  ']"
