table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_level_3,_b_institution_b_hierarchy_depth,field_rank,field_doctorate_recipients
7573,r001,All institutions (448 institutions),All institutions (448 institutions),,,1,-,17638
7573,r002,All institutions (448 institutions) -> From top 20 institutions,All institutions (448 institutions),From top 20 institutions,,2,-,5136
7573,r003,"All institutions (448 institutions) -> From top 20 institutions -> Purdue U., West Lafayette",All institutions (448 institutions),From top 20 institutions,"Purdue U., West Lafayette",3,1,443
7573,r004,"All institutions (448 institutions) -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center",All institutions (448 institutions),From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,2,393
7573,r005,"All institutions (448 institutions) -> From top 20 institutions -> U. Illinois, Urbana-Champaign",All institutions (448 institutions),From top 20 institutions,"U. Illinois, Urbana-Champaign",3,3,313
7573,r006,All institutions (448 institutions) -> From top 20 institutions -> Georgia Institute of Technology,All institutions (448 institutions),From top 20 institutions,Georgia Institute of Technology,3,4,311
7573,r007,All institutions (448 institutions) -> From top 20 institutions -> U. Florida,All institutions (448 institutions),From top 20 institutions,U. Florida,3,5,293
7573,r008,All institutions (448 institutions) -> From top 20 institutions -> Pennsylvania State U.,All institutions (448 institutions),From top 20 institutions,Pennsylvania State U.,3,6,275
7573,r009,"All institutions (448 institutions) -> From top 20 institutions -> U. Michigan, Ann Arbor",All institutions (448 institutions),From top 20 institutions,"U. Michigan, Ann Arbor",3,7,269
7573,r010,"All institutions (448 institutions) -> From top 20 institutions -> Ohio State U., Columbus",All institutions (448 institutions),From top 20 institutions,"Ohio State U., Columbus",3,8,265
7573,r011,"All institutions (448 institutions) -> From top 20 institutions -> U. California, Los Angeles",All institutions (448 institutions),From top 20 institutions,"U. California, Los Angeles",3,9,233
7573,r012,"All institutions (448 institutions) -> From top 20 institutions -> U. Minnesota, Twin Cities",All institutions (448 institutions),From top 20 institutions,"U. Minnesota, Twin Cities",3,10,229
7573,r013,"All institutions (448 institutions) -> From top 20 institutions -> U. California, Berkeley",All institutions (448 institutions),From top 20 institutions,"U. California, Berkeley",3,11,227
7573,r014,All institutions (448 institutions) -> From top 20 institutions -> Massachusetts Institute of Technology,All institutions (448 institutions),From top 20 institutions,Massachusetts Institute of Technology,3,12,226
7573,r015,All institutions (448 institutions) -> From top 20 institutions -> Columbia U. in the City of New York,All institutions (448 institutions),From top 20 institutions,Columbia U. in the City of New York,3,13,223
7573,r016,All institutions (448 institutions) -> From top 20 institutions -> U. Wisconsin-Madison,All institutions (448 institutions),From top 20 institutions,U. Wisconsin-Madison,3,13,223
7573,r017,"All institutions (448 institutions) -> From top 20 institutions -> U. Texas, Austin",All institutions (448 institutions),From top 20 institutions,"U. Texas, Austin",3,15,219
7573,r018,All institutions (448 institutions) -> From top 20 institutions -> U. Southern California,All institutions (448 institutions),From top 20 institutions,U. Southern California,3,16,204
7573,r019,All institutions (448 institutions) -> From top 20 institutions -> Cornell U.,All institutions (448 institutions),From top 20 institutions,Cornell U.,3,17,201
7573,r020,All institutions (448 institutions) -> From top 20 institutions -> North Carolina State U.,All institutions (448 institutions),From top 20 institutions,North Carolina State U.,3,17,201
7573,r021,All institutions (448 institutions) -> From top 20 institutions -> Arizona State U.,All institutions (448 institutions),From top 20 institutions,Arizona State U.,3,19,196
7573,r022,"All institutions (448 institutions) -> From top 20 institutions -> U. California, San Diego",All institutions (448 institutions),From top 20 institutions,"U. California, San Diego",3,20,192
