table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012
10304,r001,All agencies,All agencies,,,,,1,48007,51072,53358,53738,53536,54094,53894,63692,63728,58065,61986
10304,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
10304,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1810,1869,1919,2003,2031,2068,2020,2076,2141,2125,1964
10304,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,4,4,8,8,6,6,3,2,2,2,2
10304,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,964,966,988,997,1021,1028,1010,1027,1060,1020,981
10304,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,67,68,71,74,75,92,78,79,86,81,77
10304,r007,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,1,2,2,2,1,1,0.05,0.05,0.05,1,1
10304,r008,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,218,251,255,255,264,280,256,298,283,282,272
10304,r009,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,0,0,0,7,7,7,7,7,6,7,5
10304,r010,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5,6,6,6,7,7,7,7,7,7,7
10304,r011,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,547,568,586,652,645,627,655,652,690,724,614
10304,r012,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,4,4,4,4,4,21,4,4,5,2,4
10304,r013,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,994,1054,888,889,840,929,964,959,1135,941,989
10304,r014,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,6,1,2,4,6,5,5,6,9,11,77
10304,r015,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,0.05,1,0.05,0.05,0.05,1,2,3,7,1,NA
10304,r016,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,355,381,360,358,355,415,407,479,653,473,507
10304,r017,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,629,666,520,520,472,500,543,464,458,449,396
10304,r018,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,4,6,6,7,7,7,7,7,8,8,8
10304,r019,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,6265,5816,5698,5931,5752,6394,6581,6792,7065,6596,6662
10304,r020,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,na,na,na,na,na,na,na,na,na,1384,1496
10304,r021,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,2653,2212,1879,1752,1741,1867,2031,2207,2444,na,na
10304,r022,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,1357,1329,1211,1246,1351,1540,1592,1604,1678,1674,1726
10304,r023,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,1112,1118,1471,1700,1453,1721,1631,1667,1675,1478,1333
10304,r024,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,1143,1157,1138,1233,1208,1266,1327,1314,1268,1295,1414
10304,r025,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,na,na,na,na,na,na,na,na,na,764,693
10304,r026,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,184,202,211,214,216,212,204,203,225,213,208
10304,r027,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,5062,5261,5498,5704,5720,5857,6100,7188,7598,7350,7361
10304,r028,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,NA,NA,NA,NA,NA,NA,0,0,205,128,56
10304,r029,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,14,15,15,9,10,9,11,7,12,5,5
10304,r030,All agencies -> Departments -> Department of Energy -> Civilian Radioactive Waste Management,All agencies,Departments,Department of Energy,Civilian Radioactive Waste Management,,4,63,76,79,54,53,11,1,0.05,0,0,0
10304,r031,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,na,na,na,66,93,57,27,62,73,62,64
10304,r032,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,294,310,267,272,211,343,429,653,912,468,441
10304,r033,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,87,21,13,15,10,2,2,11,31,22,15
10304,r034,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,145,256,231,216,218,217,183,246,218,185,165
10304,r035,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,2073,2158,2200,2277,2219,2154,2178,2061,1951,2250,2339
10304,r036,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,1894,2010,2106,2193,2076,2028,1967,1796,1710,1975,2143
10304,r037,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,179,148,95,84,143,126,211,266,241,276,195
10304,r038,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,43,29,69,83,87,71,130,116,301,327,336
10304,r039,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,2345,2395,2623,2712,2818,2993,3137,4031,3895,3904,3940
10304,r040,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,23231,26288,27991,28617,28680,29211,29459,35490,35797,30771,31124
10304,r041,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,23,21,20,39,14,12,19,14,7,10,8
10304,r042,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,4,0,3,3,3,0,0,0,0,0,0
10304,r043,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,275,284,279,293,293,293,308,348,789,341,337
10304,r044,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,12,14,11,9,9,4,4,5,3,5,1
10304,r045,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,521,564,540,511,545,527,511,389,410,348,481
10304,r046,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,117,74,78,77,62,57,31,30,82,35,21
10304,r047,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,136,138,132,142,143,129,138,166,211,225,353
10304,r048,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,17,16,17,18,17,17,22,23,30,27,27
10304,r049,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,22110,25156,26890,27500,27566,28146,28404,34494,34213,29760,29877
10304,r050,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,15,20,21,25,27,24,22,20,54,20,19
10304,r051,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,15,20,21,25,27,24,22,20,54,20,19
10304,r052,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,na,NA,413,597,606,542,325,347,322,248,307
10304,r053,All agencies -> Departments -> Department of Homeland Security -> Coast Guard,All agencies,Departments,Department of Homeland Security,Coast Guard,,4,na,NA,5,5,7,5,7,7,8,7,12
10304,r054,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,na,NA,284,411,596,536,318,340,314,241,294
10304,r055,All agencies -> Departments -> Department of Homeland Security -> Secret Service,All agencies,Departments,Department of Homeland Security,Secret Service,,4,na,NA,1,1,1,1,1,NA,NA,NA,NA
10304,r056,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,na,NA,123,180,3,0,0,NA,NA,NA,NA
10304,r057,All agencies -> Departments -> Department of Housing and Urban Development,All agencies,Departments,Department of Housing and Urban Development,,,3,16,14,17,16,12,14,10,12,39,49,63
10304,r058,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,557,533,547,531,551,554,566,658,644,629,624
10304,r059,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,31,27,27,27,29,25,32,36,43,45,39
10304,r060,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,4,3,4,4,3,3,3,3,7,9,7
10304,r061,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
10304,r062,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,505,497,504,497,515,519,524,608,587,567,565
10304,r063,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,18,6,11,3,4,7,7,11,6,8,5
10304,r064,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,49,57,47,58,53,62,78,81,87,84,75
10304,r065,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,4,5,5,4,3,4,3,3,3,3,2
10304,r066,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,0,0,0,0,0,0,0,0,0,8,7
10304,r067,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,46,52,42,53,50,58,74,78,85,73,67
10304,r068,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,46,36,37,36,30,48,41,29,12,53,19
10304,r069,All agencies -> Departments -> Department of Labor -> Bureau of Labor Statistics,All agencies,Departments,Department of Labor,Bureau of Labor Statistics,,4,21,21,22,23,23,24,24,0,NA,NA,NA
10304,r070,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,3,3,3,3,3,2,2,2,6,49,13
10304,r071,All agencies -> Departments -> Department of Labor -> Employment and Training Administration,All agencies,Departments,Department of Labor,Employment and Training Administration,,4,18,9,9,7,1,19,11,22,NA,NA,NA
10304,r072,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,4,3,3,3,4,3,4,4,6,4,6
10304,r073,All agencies -> Departments -> Department of Labor -> Office of the Secretary of Labor,All agencies,Departments,Department of Labor,Office of the Secretary of Labor,,4,0.05,1,0.05,1,0.05,0.05,0,NA,0,0,NA
10304,r074,All agencies -> Departments -> Department of Labor -> Pension Benefit Guaranty Corp.,All agencies,Departments,Department of Labor,Pension Benefit Guaranty Corp.,,4,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
10304,r075,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,2,2,3,3,4,4,4,4,3,3,2
10304,r076,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,531,433,360,255,535,590,634,587,646,637,698
10304,r077,All agencies -> Departments -> Department of Transportation -> Coast Guard,All agencies,Departments,Department of Transportation,Coast Guard,,4,6,na,na,na,na,na,na,na,na,na,na
10304,r078,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,245,136,118,128,137,128,140,163,237,210,216
10304,r079,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,139,193,202,52,288,348,347,317,296,300,349
10304,r080,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,0.05,7,6,7,5,9,8,7,7,6,7
10304,r081,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,30,29,24,26,41,31,38,8,10,20,28
10304,r082,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,1,0,0.05,0.05,4,3,4,4,20,23,25
10304,r083,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,60,65,7,40,58,64,83,82,71,71,69
10304,r084,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,na,na,3,2,2,4,3,2,2,3,2
10304,r085,All agencies -> Departments -> Department of Transportation -> Research and Innovative Technology Administration,All agencies,Departments,Department of Transportation,Research and Innovative Technology Administration,,4,na,na,0,0.05,1,2,11,4,4,3,3
10304,r086,All agencies -> Departments -> Department of Transportation -> Research and Special Programs Administration,All agencies,Departments,Department of Transportation,Research and Special Programs Administration,,4,4,3,na,na,na,na,na,na,na,na,na
10304,r087,All agencies -> Departments -> Department of Transportation -> Transportation Security Administration,All agencies,Departments,Department of Transportation,Transportation Security Administration,,4,47,na,na,na,na,na,na,na,na,na,na
10304,r088,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,62,59,61,63,61,59,65,67,68,77,75
10304,r089,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,5,4,4,6,5,4,5,2,1,5,5
10304,r090,All agencies -> Departments -> Department of the Treasury -> Customs Service,All agencies,Departments,Department of the Treasury,Customs Service,,4,0.05,na,na,na,na,na,na,na,na,na,na
10304,r091,All agencies -> Departments -> Department of the Treasury -> Internal Revenue Service,All agencies,Departments,Department of the Treasury,Internal Revenue Service,,4,56,54,57,58,55,55,60,65,66,71,69
10304,r092,All agencies -> Departments -> Department of the Treasury -> Mint,All agencies,Departments,Department of the Treasury,Mint,,4,0,0,0,0,0,0,0,0,1,1,2
10304,r093,All agencies -> Departments -> Department of the Treasury -> Office of Thrift Supervision,All agencies,Departments,Department of the Treasury,Office of Thrift Supervision,,4,0.05,NA,NA,NA,NA,NA,NA,NA,NA,na,na
10304,r094,All agencies -> Departments -> Department of the Treasury -> Secret Service,All agencies,Departments,Department of the Treasury,Secret Service,,4,1,na,na,na,na,na,na,na,na,na,na
10304,r095,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,314,350,384,383,392,425,457,477,529,575,577
10304,r096,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,,
10304,r097,All agencies -> Other agencies -> Agency for Global Media,All agencies,Other agencies,Agency for Global Media,,,3,0.05,0,1,0.05,0.05,NA,NA,NA,NA,NA,NA
10304,r098,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,248,262,241,217,215,234,124,160,84,119,77
10304,r099,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,1,1,1,1,1,1,1,1,1,0.05,1
10304,r100,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
10304,r101,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,324,462,537,525,505,492,450,468,485,491,491
10304,r102,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,4,4,4,5,7,6,7,7,4,4,4
10304,r103,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,3,2,2,2,1,2,2,3,2,3,3,3
10304,r104,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,2,1,16,2,3,0.05,0.05,0.05,1,1,1
10304,r105,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,4839,4553,4499,3729,3272,2132,1406,1703,1503,1575,5100
10304,r106,All agencies -> Other agencies -> National Archives and Records Administration,All agencies,Other agencies,National Archives and Records Administration,,,3,0.05,0.05,0.05,0.05,0.05,0.05,5,5,5,3,2
10304,r107,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,3260,3609,3771,3743,3791,3970,4135,6095,5016,5146,5170
10304,r108,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,74,64,72,70,71,77,61,61,85,84,83
10304,r109,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,na,na,na,na,na,na,na,na,na,41,41
10304,r110,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,106,104,108,109,119,145,142,152,167,193,197
10304,r111,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,23,37,30,35,68,68,54,68,63,53,65
