table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2020,field_total_2021,field_total_2022,field_total_2023,field_federally_financed_2020,field_federally_financed_2021,field_federally_financed_2022,field_federally_financed_2023
12697,r001,All institutions,All institutions,,1,-,"['1,928,978', '']","['1,995,252', '']","['2,127,016', '']","['2,301,102', '']","['1,167,364', '']","['1,234,985', '']","['1,321,823', '']","['1,413,489', '']"
12697,r002,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,1,"['68,745', '']","['68,492', '']","['70,707', '']","['66,457', '']","['41,413', '']","['37,311', '']","['42,570', '']","['41,585', '']"
12697,r003,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,2,"['36,326', '']","['41,402', '']","['49,390', '']","['55,719', '']","['17,414', '']","['21,494', '']","['28,472', '']","['27,813', '']"
12697,r004,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,3,"['35,130', '']","['36,484', '']","['40,697', '']","['42,247', '']","['22,766', '']","['25,004', '']","['22,536', '']","['23,314', '']"
12697,r005,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,4,"['27,429', '']","['27,339', '']","['33,116', '']","['39,537', '']","['16,704', '']","['21,719', '']","['27,997', '']","['30,706', '']"
12697,r006,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,5,"['31,441', '']","['33,896', '']","['36,183', '']","['39,292', '']","['19,249', '']","['22,131', '']","['23,999', '']","['23,545', '']"
12697,r007,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,6,"['22,953', '']","['26,272', '']","['30,984', '']","['36,491', '']","['12,344', '']","['14,122', '']","['16,510', '']","['18,651', '']"
12697,r008,All institutions -> U. Chicago,All institutions,U. Chicago,2,7,"['24,631', '']","['24,034', '']","['31,158', '']","['36,407', '']","['20,747', '']","['20,993', '']","['26,860', '']","['29,008', '']"
12697,r009,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,8,"['40,638', '']","['37,366', 'i']","['36,223', '']","['36,142', 'i']","['26,664', '']","['22,573', '']","['21,863', '']","['22,744', '']"
12697,r010,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,9,"['32,375', '']","['37,408', '']","['35,819', '']","['35,918', '']","['19,258', '']","['22,959', '']","['22,375', '']","['23,384', '']"
12697,r011,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,10,"['31,361', '']","['33,006', '']","['32,418', '']","['35,089', '']","['18,164', '']","['19,179', '']","['20,011', '']","['20,730', '']"
12697,r012,All institutions -> Harvard U.,All institutions,Harvard U.,2,11,"['33,675', '']","['37,078', '']","['37,601', '']","['34,728', '']","['19,149', '']","['22,149', '']","['20,608', '']","['19,797', '']"
12697,r013,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,12,"['34,642', '']","['35,360', '']","['30,955', '']","['34,685', '']","['21,367', '']","['20,905', '']","['18,398', '']","['21,096', '']"
12697,r014,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,13,"['29,216', '']","['30,859', '']","['29,610', '']","['34,516', '']","['18,246', '']","['19,720', '']","['18,107', '']","['22,306', '']"
12697,r015,All institutions -> Cornell U.,All institutions,Cornell U.,2,14,"['27,423', '']","['27,978', '']","['30,250', '']","['32,543', '']","['21,016', '']","['19,666', '']","['22,442', '']","['21,632', '']"
12697,r016,All institutions -> Princeton U.,All institutions,Princeton U.,2,15,"['25,095', '']","['29,163', '']","['28,604', '']","['32,016', '']","['13,611', '']","['13,984', '']","['13,432', '']","['13,834', '']"
12697,r017,All institutions -> Stanford U.,All institutions,Stanford U.,2,16,"['25,478', '']","['27,849', '']","['29,681', '']","['31,848', '']","['22,802', '']","['25,419', '']","['26,211', '']","['26,366', '']"
12697,r018,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,17,"['22,546', '']","['23,102', '']","['31,221', '']","['30,227', '']","['15,780', '']","['16,230', '']","['22,796', '']","['20,298', '']"
12697,r019,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,18,"['24,008', '']","['23,508', '']","['25,922', '']","['29,048', '']","['21,802', '']","['21,211', '']","['23,761', '']","['26,560', '']"
12697,r020,All institutions -> Yale U.,All institutions,Yale U.,2,19,"['21,309', '']","['21,464', '']","['23,376', '']","['28,905', '']","['10,663', '']","['12,340', '']","['16,105', '']","['19,638', '']"
12697,r021,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,20,"['24,507', '']","['23,182', '']","['25,693', '']","['27,800', '']","['8,781', '']","['8,988', '']","['11,112', '']","['11,935', '']"
12697,r022,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,21,"['25,946', 'i']","['24,078', 'i']","['25,673', 'i']","['26,888', 'i']","['24,462', '']","['22,938', '']","['22,992', '']","['25,138', '']"
12697,r023,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,22,"['21,246', '']","['23,124', '']","['25,511', '']","['26,793', '']","['13,345', '']","['15,115', '']","['17,415', '']","['18,079', '']"
12697,r024,All institutions -> U. Florida,All institutions,U. Florida,2,23,"['10,773', '']","['12,984', '']","['22,973', '']","['26,640', '']","['6,769', '']","['7,415', '']","['9,638', '']","['16,093', '']"
12697,r025,All institutions -> Emory U.,All institutions,Emory U.,2,24,"['19,048', '']","['20,841', '']","['24,772', '']","['26,564', '']","['12,627', '']","['15,197', '']","['14,402', '']","['12,978', '']"
12697,r026,All institutions -> Florida International U.,All institutions,Florida International U.,2,25,"['18,412', '']","['22,439', '']","['28,705', '']","['25,467', '']","['7,623', '']","['12,085', '']","['16,674', '']","['16,789', '']"
12697,r027,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,26,"['19,842', '']","['24,038', '']","['21,680', '']","['25,424', '']","['14,839', '']","['16,178', '']","['17,355', '']","['19,114', '']"
12697,r028,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,27,"['22,323', '']","['22,555', '']","['22,397', '']","['24,325', '']","['15,235', '']","['15,425', '']","['15,762', '']","['16,390', '']"
12697,r029,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,28,"['16,470', '']","['18,584', '']","['20,895', '']","['24,211', '']","['8,614', '']","['7,913', '']","['8,569', '']","['9,496', '']"
12697,r030,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,29,"['21,988', '']","['18,924', '']","['21,156', '']","['24,009', '']","['15,738', '']","['12,676', '']","['15,716', '']","['17,070', '']"
