table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences_and_mathematics,field_engineering,field_environmental_sciences,field_life_sciences,field_physical_sciences,field_psychology,field_social_sciences,field_other_sciences_nec
6393,r001,All agencies surveyed,All agencies surveyed,,,,,1,33453041.8,1880338.0,3301000.6,1319992.2,21214977.9,1734666.7,1917826.9,447985.4,1636254.1
6393,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,,2,,,,,,,,,
6393,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,,3,826908.9,905.5,92775.5,8554.0,670049.2,19402.6,0.0,35222.2,0.0
6393,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,,4,105701.3,137.4,951.3,465.1,97107.8,6786.0,0.0,253.7,0.0
6393,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies surveyed,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,6242.9,0.0,0.0,0.0,6242.9,0.0,0.0,0.0,0.0
6393,r006,All agencies surveyed -> Departments -> Department of Agriculture -> Economic Research Service,All agencies surveyed,Departments,Department of Agriculture,Economic Research Service,,4,4095.9,0.0,0.0,0.0,0.0,0.0,0.0,4095.9,0.0
6393,r007,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,,4,24950.8,689.6,1522.0,4312.3,13515.5,403.4,0.0,4507.9,0.0
6393,r008,All agencies surveyed -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies surveyed,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,78.5,78.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6393,r009,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,683039.5,0.0,90302.1,3776.6,550383.0,12213.1,0.0,26364.6,0.0
6393,r010,All agencies surveyed -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies surveyed,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,2800.0,0.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0
6393,r011,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,,3,2535707.3,499317.0,624954.1,135849.8,335893.7,199090.4,41630.9,87859.2,611112.2
