table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_r_d_total,field_r_d_industry_administered_ffrdcs,field_r_d_university_administered_ffrdcs,field_r_d_nonprofit_administered_ffrdcs,field_r_d_plant_total,field_r_d_plant_industry_administered_ffrdcs,field_r_d_plant_university_administered_ffrdcs,field_r_d_plant_nonprofit_administered_ffrdcs
3855,r015,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,875322.2,127590.3,179732.5,567999.4,305460.0,0.0,0.0,305460.0
3855,r016,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,5455.0,5230.0,225.0,0.0,0.0,0.0,0.0,0.0
3855,r017,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,25000.0,13000.0,10000.0,2000.0,0.0,0.0,0.0,0.0
3855,r018,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,4527266.7,4442223.2,16931.0,68112.5,337342.0,337342.0,0.0,0.0
3855,r019,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2489717.7,2483096.0,950.0,5671.7,337342.0,337342.0,0.0,0.0
3855,r020,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,1788618.0,1788618.0,0.0,0.0,0.0,0.0,0.0,0.0
3855,r021,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,248931.0,170509.2,15981.0,62440.8,0.0,0.0,0.0,0.0
3855,r022,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,439148.6,294282.1,30135.7,114730.9,0.0,0.0,0.0,0.0
3855,r023,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,18146.9,11287.7,0.0,6859.2,0.0,0.0,0.0,0.0
3855,r024,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,3586273.9,223681.6,1978451.6,1384140.6,1501651.3,13703.3,837359.0,650589.0
3855,r025,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,548509.3,495720.0,20551.4,32237.8,0.0,0.0,0.0,0.0
3855,r026,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,340.8,0.0,0.0,340.8,0.0,0.0,0.0,0.0
3855,r027,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0
3855,r028,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,548168.5,495720.0,20551.4,31897.0,0.0,0.0,0.0,0.0
3855,r029,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,69443.0,13427.5,6321.3,49694.2,0.0,0.0,0.0,0.0
3855,r030,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,23580.9,10778.0,4823.2,7979.7,0.0,0.0,0.0,0.0
3855,r031,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,7530.9,2649.6,333.3,4548.0,0.0,0.0,0.0,0.0
3855,r032,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,37611.2,0.0,914.7,36696.5,0.0,0.0,0.0,0.0
3855,r033,All agencies -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies,Departments,Department of Homeland Security,U.S. Coast Guard,,4,470.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0
3855,r034,All agencies -> Departments -> Department of Homeland Security -> U.S. Secret Service,All agencies,Departments,Department of Homeland Security,U.S. Secret Service,,4,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0
3855,r035,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,619.0,0.0,320.0,299.0,0.0,0.0,0.0,0.0
3855,r036,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,619.0,0.0,320.0,299.0,0.0,0.0,0.0,0.0
3855,r037,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,81811.7,0.0,265.0,81546.7,0.0,0.0,0.0,0.0
3855,r038,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,79284.6,0.0,0.0,79284.6,0.0,0.0,0.0,0.0
3855,r039,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0
3855,r040,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,1314.2,0.0,265.0,1049.2,0.0,0.0,0.0,0.0
3855,r041,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,713.0,0.0,0.0,713.0,0.0,0.0,0.0,0.0
3855,r042,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,71051.9,0.0,0.0,71051.9,0.0,0.0,0.0,0.0
3855,r043,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,
3855,r044,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,6448.3,0.0,0.0,6448.3,0.0,0.0,0.0,0.0
3855,r045,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,1366.1,472.3,679.1,214.7,0.0,0.0,0.0,0.0
3855,r046,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,2358911.8,4989.8,2315936.7,37985.2,9700.0,0.0,9700.0,0.0
3855,r047,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,308907.7,0.0,303201.7,5706.0,0.0,0.0,0.0,0.0
3855,r048,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,30977.0,12406.3,3994.3,14576.5,0.0,0.0,0.0,0.0
