table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010
3987,r001,All fields,All fields,,,1,18900.8,22755.6,24338.4,26320.4,27237.1,26597.9,26951.1,27227.8,26739.7,30812.5,31932.6
3987,r002,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,1407.3,1652.8,1632.0,1552.2,1710.3,1754.9,1606.7,1652.1,1639.8,1750.3,1748.6
3987,r003,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,1196.6,1437.2,1406.3,1322.3,1432.7,1499.0,1316.9,1369.4,1319.2,1444.1,1488.4
3987,r004,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,124.3,108.0,76.4,93.2,138.7,144.1,150.5,147.5,137.8,123.6,118.9
3987,r005,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,86.5,107.6,149.3,136.7,138.9,111.9,139.3,135.2,182.8,182.7,141.4
3987,r006,All fields -> Engineering,All fields,Engineering,,2,4582.2,6285.5,6410.0,6492.0,6594.7,6252.5,6314.2,6359.8,6239.5,6878.8,7590.0
3987,r007,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,1141.1,2060.3,1827.0,1476.5,1336.6,958.6,986.5,734.0,660.8,722.5,678.8
3987,r008,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,426.3,718.9,692.6,643.0,597.8,421.2,418.6,297.2,256.1,334.9,358.3
3987,r009,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,143.9,138.9,139.2,256.4,250.2,217.0,227.0,244.8,234.0,279.4,366.9
3987,r010,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,179.5,240.5,256.1,288.5,274.7,217.1,285.2,337.9,361.8,493.4,544.6
3987,r011,All fields -> Engineering -> Electrical engineering,All fields,Engineering,Electrical engineering,3,567.7,642.8,595.6,723.7,691.3,820.9,830.3,781.1,825.1,956.6,1065.9
3987,r012,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,195.9,190.4,176.7,202.2,212.3,247.0,227.7,259.5,226.6,230.1,283.3
3987,r013,All fields -> Engineering -> Metallurgy and materials engineering,All fields,Engineering,Metallurgy and materials engineering,3,400.3,489.7,492.8,502.7,445.2,518.2,438.6,519.9,630.7,609.0,667.4
3987,r014,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,1527.4,1803.9,2229.9,2399.1,2786.6,2852.5,2900.2,3185.3,3044.6,3252.9,3624.7
3987,r015,All fields -> Environmental sciences,All fields,Environmental sciences,,2,1490.3,1588.6,1585.0,1841.4,1718.7,1536.5,1581.1,1442.7,1391.5,1608.2,1551.5
3987,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,387.3,516.4,479.4,591.3,532.9,441.5,500.7,380.9,361.3,367.6,356.9
3987,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,209.6,273.2,248.9,263.1,222.5,203.2,209.3,211.2,214.5,324.3,197.7
3987,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,308.1,278.7,357.6,403.9,356.5,340.4,329.4,350.9,355.1,285.0,272.1
3987,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,585.3,520.4,499.1,583.0,606.9,551.4,541.8,499.6,460.6,631.3,724.8
3987,r020,All fields -> Life sciences,All fields,Life sciences,,2,7915.7,10221.8,11452.7,13007.0,13238.5,12880.2,12993.3,13820.1,13361.5,15679.9,16160.8
3987,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,449.2,496.0,517.1,517.7,583.1,583.0,593.9,606.5,525.6,589.0,560.4
3987,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,3888.9,4427.7,6118.8,8172.0,5869.1,5743.6,5991.1,6354.2,6184.4,7776.7,7796.5
3987,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,426.4,419.0,444.4,393.8,340.8,360.0,342.3,406.4,489.9,497.0,380.9
3987,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,2540.0,3776.6,3066.4,3241.2,5421.5,5159.4,5137.8,5286.7,5073.0,5645.1,5890.1
3987,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,611.2,1102.6,1306.0,682.3,1023.9,1034.2,928.2,1166.3,1088.6,1172.1,1532.9
3987,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,1317.3,1273.6,1577.4,1567.6,1548.6,1755.0,1835.6,1591.6,1669.5,1700.1,1886.7
3987,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,86.3,109.0,148.2,175.8,155.4,106.5,105.5,63.3,45.4,53.8,55.7
3987,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,459.8,288.1,432.9,389.3,415.0,433.5,405.7,417.1,422.6,438.6,482.9
3987,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,641.0,699.5,759.6,679.6,694.0,1045.4,1091.0,926.9,982.4,985.7,1093.0
3987,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,130.3,177.0,236.6,322.9,284.1,169.6,233.4,184.3,219.2,222.0,255.1
3987,r031,All fields -> Psychology,All fields,Psychology,,2,808.9,449.0,441.3,560.6,875.6,851.6,802.4,859.1,804.8,985.9,1026.4
3987,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,2.5,3.2,2.8,12.7,5.0,2.0,2.3,2.3,21.2,0.2,3.5
3987,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,41.7,54.3,47.7,46.5,46.6,42.3,36.0,31.4,12.2,32.3,56.2
3987,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,764.7,391.5,390.8,501.5,824.0,807.3,764.1,825.3,771.4,953.3,966.6
3987,r035,All fields -> Social sciences,All fields,Social sciences,,2,742.4,730.2,621.3,673.0,670.3,705.8,742.9,785.9,647.0,724.5,838.4
3987,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,1.9,1.5,1.2,1.8,2.1,2.8,1.0,0.8,2.2,1.6,0.4
3987,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,197.7,191.5,182.1,186.2,156.7,164.6,156.3,197.7,168.6,178.1,229.6
3987,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,17.5,13.6,12.7,12.5,12.0,22.2,33.6,32.7,12.7,11.6,4.7
3987,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,78.8,77.6,76.6,76.0,71.5,52.2,124.9,176.8,81.2,105.5,102.8
3987,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,446.5,446.0,348.7,396.5,428.0,463.9,427.1,377.9,382.2,427.7,500.9
3987,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,636.6,554.1,618.8,626.6,880.5,861.4,1074.9,716.7,986.2,1484.8,1130.2
