table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
7942,r001,1953<sup>c</sup>,All R&D expendituresa,,1,255
7942,r002,1953<sup>c</sup>,Source of funds,Federal government,2,138
7942,r003,1953<sup>c</sup>,Source of funds,State and local government,2,37
7942,r004,1953<sup>c</sup>,Source of funds,Institution funds,2,35
7942,r005,1953<sup>c</sup>,Source of funds,Business,2,19
7942,r006,1953<sup>c</sup>,Source of funds,All other sourcesb,2,26
7942,r007,1954,All R&D expendituresa,,1,290
7942,r008,1954,Source of funds,Federal government,2,160
7942,r009,1954,Source of funds,State and local government,2,42
7942,r010,1954,Source of funds,Institution funds,2,38
7942,r011,1954,Source of funds,Business,2,22
7942,r012,1954,Source of funds,All other sourcesb,2,28
7942,r013,1955<sup>c</sup>,All R&D expendituresa,,1,312
7942,r014,1955<sup>c</sup>,Source of funds,Federal government,2,169
7942,r015,1955<sup>c</sup>,Source of funds,State and local government,2,47
7942,r016,1955<sup>c</sup>,Source of funds,Institution funds,2,41
7942,r017,1955<sup>c</sup>,Source of funds,Business,2,25
7942,r018,1955<sup>c</sup>,Source of funds,All other sourcesb,2,30
7942,r019,1956<sup>c</sup>,All R&D expendituresa,,1,372
7942,r020,1956<sup>c</sup>,Source of funds,Federal government,2,213
7942,r021,1956<sup>c</sup>,Source of funds,State and local government,2,53
7942,r022,1956<sup>c</sup>,Source of funds,Institution funds,2,43
7942,r023,1956<sup>c</sup>,Source of funds,Business,2,29
7942,r024,1956<sup>c</sup>,Source of funds,All other sourcesb,2,34
7942,r025,1957<sup>c</sup>,All R&D expendituresa,,1,410
7942,r026,1957<sup>c</sup>,Source of funds,Federal government,2,229
7942,r027,1957<sup>c</sup>,Source of funds,State and local government,2,60
7942,r028,1957<sup>c</sup>,Source of funds,Institution funds,2,49
7942,r029,1957<sup>c</sup>,Source of funds,Business,2,34
7942,r030,1957<sup>c</sup>,Source of funds,All other sourcesb,2,38
7942,r031,1958,All R&D expendituresa,,1,456
7942,r032,1958,Source of funds,Federal government,2,254
7942,r033,1958,Source of funds,State and local government,2,68
7942,r034,1958,Source of funds,Institution funds,2,53
7942,r035,1958,Source of funds,Business,2,39
7942,r036,1958,Source of funds,All other sourcesb,2,42
7942,r037,1959<sup>c</sup>,All R&D expendituresa,,1,526
7942,r038,1959<sup>c</sup>,Source of funds,Federal government,2,306
7942,r039,1959<sup>c</sup>,Source of funds,State and local government,2,76
7942,r040,1959<sup>c</sup>,Source of funds,Institution funds,2,58
7942,r041,1959<sup>c</sup>,Source of funds,Business,2,39
7942,r042,1959<sup>c</sup>,Source of funds,All other sourcesb,2,47
7942,r043,1960<sup>c</sup>,All R&D expendituresa,,1,646
7942,r044,1960<sup>c</sup>,Source of funds,Federal government,2,405
7942,r045,1960<sup>c</sup>,Source of funds,State and local government,2,85
7942,r046,1960<sup>c</sup>,Source of funds,Institution funds,2,64
7942,r047,1960<sup>c</sup>,Source of funds,Business,2,40
7942,r048,1960<sup>c</sup>,Source of funds,All other sourcesb,2,52
7942,r049,1961<sup>c</sup>,All R&D expendituresa,,1,763
7942,r050,1961<sup>c</sup>,Source of funds,Federal government,2,500
7942,r051,1961<sup>c</sup>,Source of funds,State and local government,2,95
7942,r052,1961<sup>c</sup>,Source of funds,Institution funds,2,70
7942,r053,1961<sup>c</sup>,Source of funds,Business,2,40
7942,r054,1961<sup>c</sup>,Source of funds,All other sourcesb,2,58
7942,r055,1962<sup>c</sup>,All R&D expendituresa,,1,904
7942,r056,1962<sup>c</sup>,Source of funds,Federal government,2,613
7942,r057,1962<sup>c</sup>,Source of funds,State and local government,2,106
7942,r058,1962<sup>c</sup>,Source of funds,Institution funds,2,79
7942,r059,1962<sup>c</sup>,Source of funds,Business,2,40
7942,r060,1962<sup>c</sup>,Source of funds,All other sourcesb,2,66
7942,r061,1963<sup>c</sup>,All R&D expendituresa,,1,1081
7942,r062,1963<sup>c</sup>,Source of funds,Federal government,2,760
7942,r063,1963<sup>c</sup>,Source of funds,State and local government,2,118
7942,r064,1963<sup>c</sup>,Source of funds,Institution funds,2,89
7942,r065,1963<sup>c</sup>,Source of funds,Business,2,41
7942,r066,1963<sup>c</sup>,Source of funds,All other sourcesb,2,73
7942,r067,1964,All R&D expendituresa,,1,1275
7942,r068,1964,Source of funds,Federal government,2,917
7942,r069,1964,Source of funds,State and local government,2,132
7942,r070,1964,Source of funds,Institution funds,2,103
7942,r071,1964,Source of funds,Business,2,40
7942,r072,1964,Source of funds,All other sourcesb,2,83
7942,r073,1965<sup>c</sup>,All R&D expendituresa,,1,1474
7942,r074,1965<sup>c</sup>,Source of funds,Federal government,2,1073
7942,r075,1965<sup>c</sup>,Source of funds,State and local government,2,143
7942,r076,1965<sup>c</sup>,Source of funds,Institution funds,2,124
7942,r077,1965<sup>c</sup>,Source of funds,Business,2,41
7942,r078,1965<sup>c</sup>,Source of funds,All other sourcesb,2,93
7942,r079,1966,All R&D expendituresa,,1,1715
7942,r080,1966,Source of funds,Federal government,2,1261
7942,r081,1966,Source of funds,State and local government,2,156
7942,r082,1966,Source of funds,Institution funds,2,148
7942,r083,1966,Source of funds,Business,2,42
7942,r084,1966,Source of funds,All other sourcesb,2,108
7942,r085,1967<sup>c</sup>,All R&D expendituresa,,1,1921
7942,r086,1967<sup>c</sup>,Source of funds,Federal government,2,1409
7942,r087,1967<sup>c</sup>,Source of funds,State and local government,2,164
7942,r088,1967<sup>c</sup>,Source of funds,Institution funds,2,181
7942,r089,1967<sup>c</sup>,Source of funds,Business,2,48
7942,r090,1967<sup>c</sup>,Source of funds,All other sourcesb,2,119
7942,r091,1968,All R&D expendituresa,,1,2149
7942,r092,1968,Source of funds,Federal government,2,1572
7942,r093,1968,Source of funds,State and local government,2,172
7942,r094,1968,Source of funds,Institution funds,2,218
7942,r095,1968,Source of funds,Business,2,55
7942,r096,1968,Source of funds,All other sourcesb,2,132
7942,r097,1969<sup>c</sup>,All R&D expendituresa,,1,2225
7942,r098,1969<sup>c</sup>,Source of funds,Federal government,2,1600
7942,r099,1969<sup>c</sup>,Source of funds,State and local government,2,197
7942,r100,1969<sup>c</sup>,Source of funds,Institution funds,2,223
7942,r101,1969<sup>c</sup>,Source of funds,Business,2,60
7942,r102,1969<sup>c</sup>,Source of funds,All other sourcesb,2,145
7942,r103,1970,All R&D expendituresa,,1,2335
7942,r104,1970,Source of funds,Federal government,2,1647
7942,r105,1970,Source of funds,State and local government,2,219
7942,r106,1970,Source of funds,Institution funds,2,243
7942,r107,1970,Source of funds,Business,2,61
7942,r108,1970,Source of funds,All other sourcesb,2,165
7942,r109,1971<sup>c</sup>,All R&D expendituresa,,1,2500
7942,r110,1971<sup>c</sup>,Source of funds,Federal government,2,1724
7942,r111,1971<sup>c</sup>,Source of funds,State and local government,2,255
7942,r112,1971<sup>c</sup>,Source of funds,Institution funds,2,274
7942,r113,1971<sup>c</sup>,Source of funds,Business,2,70
7942,r114,1971<sup>c</sup>,Source of funds,All other sourcesb,2,177
7942,r115,1972,All R&D expendituresa,,1,2630
7942,r116,1972,Source of funds,Federal government,2,1795
7942,r117,1972,Source of funds,State and local government,2,270
7942,r118,1972,Source of funds,Institution funds,2,305
7942,r119,1972,Source of funds,Business,2,74
7942,r120,1972,Source of funds,All other sourcesb,2,187
7942,r121,1973,All R&D expendituresa,,1,2884
7942,r122,1973,Source of funds,Federal government,2,1985
7942,r123,1973,Source of funds,State and local government,2,295
