table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_dot,field_hhs,field_nsf,field_usda
11231,r056,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,55,8804,0,0,0,615,7389,800
11231,r057,All institutions -> Baylor C. Medicine,All institutions,Baylor C. Medicine,2,56,8650,0,0,0,8151,354,146
11231,r058,All institutions -> Tufts U.,All institutions,Tufts U.,2,57,8351,0,0,0,5279,766,2306
11231,r059,"All institutions -> U. Alabama, The, Birmingham",All institutions,"U. Alabama, The, Birmingham",2,58,8217,0,0,0,8024,192,0
11231,r060,All institutions -> Clemson U.,All institutions,Clemson U.,2,59,8061,0,0,0,2245,5069,746
11231,r061,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,60,7977,0,0,0,146,6282,1549
11231,r062,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,61,7927,0,0,0,6685,1242,0
11231,r063,"All institutions -> U. Texas, The, Austin",All institutions,"U. Texas, The, Austin",2,62,7914,0,0,0,3673,4241,0
11231,r064,"All institutions -> U. Oregon, Eugene",All institutions,"U. Oregon, Eugene",2,63,7767,0,0,0,1112,6655,0
11231,r065,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,64,7204,0,0,0,2803,3149,1252
11231,r066,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,65,7067,0,0,0,0,3278,3789
11231,r067,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,66,7066,0,0,0,0,3403,3663
11231,r068,All institutions -> U. South Carolina,All institutions,U. South Carolina,2,67,6996,0,0,0,3948,3047,0
11231,r069,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,68,6980,0,0,0,1520,5218,242
11231,r070,"All institutions -> Louisiana State U., system office",All institutions,"Louisiana State U., system office",2,69,6932,0,0,0,4221,2641,70
11231,r071,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,70,6739,0,0,0,1857,4882,0
11231,r072,"All institutions -> New Mexico State U., Las Cruces",All institutions,"New Mexico State U., Las Cruces",2,71,6686,0,0,0,1984,1943,2759
11231,r073,"All institutions -> George Washington U., The",All institutions,"George Washington U., The",2,72,6584,0,0,0,4994,1591,0
11231,r074,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,73,6428,0,0,0,6042,141,245
11231,r075,All institutions -> Brown U.,All institutions,Brown U.,2,74,6353,393,0,0,5517,442,0
11231,r076,All institutions -> Florida International U.,All institutions,Florida International U.,2,75,6308,0,0,0,811,4738,759
11231,r077,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,76,6281,0,0,0,4913,1270,97
11231,r078,"All institutions -> U. Maryland, Baltimore",All institutions,"U. Maryland, Baltimore",2,77,6244,0,0,0,6244,0,0
11231,r079,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,78,6157,0,0,0,6157,0,0
11231,r080,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,79,6154,0,0,0,1343,3219,1593
11231,r081,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,80,6097,0,0,0,4482,1615,0
11231,r082,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,81,6042,0,0,0,5800,242,0
11231,r083,All institutions -> Madison Area Technical C.,All institutions,Madison Area Technical C.,2,82,5990,0,0,0,0,5990,0
11231,r084,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,83,5984,0,0,0,1138,4845,0
11231,r085,All institutions -> Alabama A&M U.,All institutions,Alabama A&M U.,2,84,5961,0,0,0,807,2881,2273
11231,r086,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,85,5922,0,0,0,4692,1229,0
11231,r087,All institutions -> Drexel U.,All institutions,Drexel U.,2,86,5730,0,0,0,1257,4473,0
11231,r088,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,87,5544,0,0,0,353,5190,0
11231,r089,All institutions -> Albert Einstein C. Medicine,All institutions,Albert Einstein C. Medicine,2,88,5536,0,0,0,5536,0,0
11231,r090,All institutions -> U. Georgia,All institutions,U. Georgia,2,89,5506,0,0,0,1123,3830,553
11231,r091,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,90,5459,0,0,0,5459,0,0
11231,r092,"All institutions -> U. Texas, The, San Antonio",All institutions,"U. Texas, The, San Antonio",2,91,5434,0,0,0,720,3996,718
11231,r093,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,92,5351,0,0,0,1044,3077,1230
11231,r094,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,93,5309,0,0,0,1562,2276,1472
11231,r095,"All institutions -> U. Houston, System Administration",All institutions,"U. Houston, System Administration",2,94,5201,0,0,0,0,5142,59
11231,r096,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,95,5184,0,0,0,3912,1272,0
11231,r097,"All institutions -> U. Alabama, The, Tuscaloosa",All institutions,"U. Alabama, The, Tuscaloosa",2,96,5072,0,0,0,0,5072,0
11231,r098,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,97,5060,0,0,0,5060,0,0
11231,r099,All institutions -> Touro C. and U. System,All institutions,Touro C. and U. System,2,98,5057,0,0,0,5057,0,0
11231,r100,All institutions -> Sacred Heart U.,All institutions,Sacred Heart U.,2,99,4874,0,0,0,2519,2355,0
11231,r101,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,100,4868,0,0,0,4530,339,0
11231,r102,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,101,4841,0,0,0,3429,1412,0
11231,r103,All institutions -> U. Delaware,All institutions,U. Delaware,2,102,4812,0,0,0,698,3850,264
11231,r104,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,103,4796,0,116,0,804,2526,1349
11231,r105,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,104,4762,0,0,0,3366,1396,0
11231,r106,"All institutions -> U. Texas Southwestern Medical Center, The",All institutions,"U. Texas Southwestern Medical Center, The",2,105,4732,0,0,0,4732,0,0
11231,r107,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,106,4713,0,0,0,4704,0,9
11231,r108,"All institutions -> U. North Carolina, The, Greensboro",All institutions,"U. North Carolina, The, Greensboro",2,107,4706,0,0,0,3199,1370,137
11231,r109,"All institutions -> State U. New York, System Office",All institutions,"State U. New York, System Office",2,108,4657,0,0,0,3578,0,1079
11231,r110,"All institutions -> State U. New York, The, U. at Buffalo",All institutions,"State U. New York, The, U. at Buffalo",2,109,4651,0,0,0,1793,2857,0
11231,r111,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,110,4628,0,0,0,3429,1198,0
11231,r112,"All institutions -> U. Kansas, Lawrence",All institutions,"U. Kansas, Lawrence",2,111,4596,0,0,0,2306,2140,150
11231,r113,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,112,4576,0,0,0,3000,0,1576
11231,r114,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,113,4493,0,0,0,2042,1733,718
11231,r115,All institutions -> Warren Wilson C.,All institutions,Warren Wilson C.,2,114,4431,0,0,0,4431,0,0
11231,r116,All institutions -> Florida State U.,All institutions,Florida State U.,2,115,4414,0,0,0,1700,2315,399
11231,r117,All institutions -> U. Miami,All institutions,U. Miami,2,116,4331,0,0,0,4252,24,55
11231,r118,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,117,4315,0,0,0,376,3939,0
11231,r119,All institutions -> Temple U.,All institutions,Temple U.,2,118,4305,0,0,0,1917,2389,0
11231,r120,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,119,4097,0,0,0,131,2114,1853
11231,r121,All institutions -> Washington State U.,All institutions,Washington State U.,2,120,4092,0,0,0,1132,599,2361
11231,r122,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,121,3970,0,0,0,1897,1312,761
11231,r123,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,122,3938,0,0,0,3938,0,0
11231,r124,All institutions -> Boise State U.,All institutions,Boise State U.,2,123,3902,0,0,0,66,3821,15
11231,r125,All institutions -> Texas A&M U.-Commerce,All institutions,Texas A&M U.-Commerce,2,124,3867,0,0,0,0,3705,162
11231,r126,All institutions -> Howard U.,All institutions,Howard U.,2,125,3867,0,0,0,3774,92,0
11231,r127,"All institutions -> U. Tennessee, The, Knoxville",All institutions,"U. Tennessee, The, Knoxville",2,126,3838,0,0,0,1662,0,2176
11231,r128,All institutions -> Florence-Darlington Technical C.,All institutions,Florence-Darlington Technical C.,2,127,3837,0,0,0,0,3837,0
11231,r129,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,128,3834,0,0,0,2306,1528,0
11231,r130,"All institutions -> San Diego State U., San Diego",All institutions,"San Diego State U., San Diego",2,129,3819,0,0,0,2201,919,700
11231,r131,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,130,3797,0,0,0,1006,2791,0
11231,r132,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,131,3737,0,0,0,0,2404,1333
11231,r133,All institutions -> East Stroudsburg U. Pennsylvania,All institutions,East Stroudsburg U. Pennsylvania,2,132,3737,0,0,0,0,3737,0
11231,r134,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,133,3687,0,0,0,558,3128,0
11231,r135,"All institutions -> U. Memphis, The",All institutions,"U. Memphis, The",2,134,3672,0,0,0,2639,1033,0
11231,r136,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,135,3663,0,0,0,2195,0,1468
11231,r137,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,136,3654,0,0,0,144,1358,2152
11231,r138,"All institutions -> U. Texas Rio Grande Valley, The",All institutions,"U. Texas Rio Grande Valley, The",2,137,3647,0,0,0,2472,919,256
11231,r139,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,138,3631,0,0,0,3590,41,0
11231,r140,All institutions -> Sisseton Wahpeton C.,All institutions,Sisseton Wahpeton C.,2,139,3624,0,0,0,0,3467,157
11231,r141,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,140,3623,0,0,0,89,723,2812
11231,r142,All institutions -> Princeton U.,All institutions,Princeton U.,2,141,3600,0,0,0,2454,1146,0
11231,r143,"All institutions -> U. Texas Health Science Center, The, Houston",All institutions,"U. Texas Health Science Center, The, Houston",2,142,3597,0,0,0,3395,0,203
11231,r144,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,143,3567,0,0,0,3282,286,0
11231,r145,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,144,3507,0,0,0,0,3507,0
11231,r146,"All institutions -> Southern U. and A&M C., Baton Rouge",All institutions,"Southern U. and A&M C., Baton Rouge",2,145,3463,0,0,0,0,300,3163
11231,r147,"All institutions -> U. Wisconsin, System Office",All institutions,"U. Wisconsin, System Office",2,146,3449,0,0,0,1486,0,1963
11231,r148,"All institutions -> U. Hawaii, System Office",All institutions,"U. Hawaii, System Office",2,147,3435,0,0,0,1280,0,2155
11231,r149,All institutions -> U. Louisville,All institutions,U. Louisville,2,148,3365,0,0,0,3365,0,0
11231,r150,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,149,3267,0,0,0,1819,1448,0
11231,r151,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,150,3249,0,0,0,239,3010,0
11231,r152,All institutions -> Kentucky Community and Technical C. System,All institutions,Kentucky Community and Technical C. System,2,151,3167,0,0,0,0,3167,0
11231,r153,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,152,3122,0,0,0,768,1275,1079
11231,r154,"All institutions -> U. North Carolina, The, Charlotte",All institutions,"U. North Carolina, The, Charlotte",2,153,3111,56,0,0,469,2586,0
11231,r155,All institutions -> Texas State U.,All institutions,Texas State U.,2,154,3111,0,0,0,1843,889,379
11231,r156,All institutions -> Central State U.,All institutions,Central State U.,2,155,3110,0,0,0,0,0,3110
11231,r157,"All institutions -> CUNY, Graduate Center",All institutions,"CUNY, Graduate Center",2,156,3104,0,0,0,104,3000,0
11231,r158,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,157,3059,0,0,0,256,1773,1030
11231,r159,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,158,3052,0,15,0,1080,1957,0
11231,r160,"All institutions -> U. Texas M. D. Anderson Cancer Center, The",All institutions,"U. Texas M. D. Anderson Cancer Center, The",2,159,3047,0,0,0,3047,0,0
11231,r161,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,160,3041,0,0,0,3041,0,0
11231,r162,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,161,3024,0,0,0,2240,784,0
11231,r163,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,162,3021,0,0,0,296,1176,1548
11231,r164,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,163,2985,0,0,0,2942,44,0
11231,r165,All institutions -> U. Vermont,All institutions,U. Vermont,2,164,2947,0,0,0,1866,750,332
11231,r166,All institutions -> Grand Rapids Community C.,All institutions,Grand Rapids Community C.,2,165,2944,0,0,0,2944,0,0
11231,r167,All institutions -> Dartmouth C.,All institutions,Dartmouth C.,2,166,2911,0,0,0,2252,659,0
11231,r168,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,167,2893,0,0,0,808,0,2086
11231,r169,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,168,2869,0,0,0,520,24,2326
11231,r170,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,169,2869,0,0,0,0,2869,0
11231,r171,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,170,2812,0,0,0,804,1978,30
11231,r172,All institutions -> Oakwood U.,All institutions,Oakwood U.,2,171,2804,0,0,0,2804,0,0
11231,r173,"All institutions -> U. Tennessee, System Office",All institutions,"U. Tennessee, System Office",2,172,2772,0,0,0,0,2772,0
11231,r174,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,173,2770,0,0,0,1983,289,497
11231,r175,All institutions -> Salish Kootenai C.,All institutions,Salish Kootenai C.,2,174,2688,0,0,0,0,2531,157
11231,r176,All institutions -> Augusta U.,All institutions,Augusta U.,2,175,2684,0,0,0,2660,24,0
11231,r177,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,176,2678,0,0,0,1300,1378,0
11231,r178,All institutions -> Oakland U.,All institutions,Oakland U.,2,177,2672,0,0,0,1827,845,0
11231,r179,All institutions -> U. Idaho,All institutions,U. Idaho,2,178,2611,0,0,0,26,1489,1096
11231,r180,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,179,2610,0,0,0,696,750,1164
11231,r181,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,180,2604,0,0,0,0,2604,0
11231,r182,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,181,2595,0,0,0,0,50,2545
11231,r183,All institutions -> U. New England,All institutions,U. New England,2,182,2588,0,0,0,2481,107,0
11231,r184,All institutions -> St. Louis Community C.,All institutions,St. Louis Community C.,2,183,2584,0,0,0,2584,0,0
11231,r185,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,184,2563,0,0,0,1472,341,750
11231,r186,All institutions -> Rowan U.,All institutions,Rowan U.,2,185,2555,0,0,0,742,1813,0
11231,r187,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,186,2551,0,0,0,418,2133,0
11231,r188,All institutions -> Marquette U.,All institutions,Marquette U.,2,187,2480,0,0,0,1352,1128,0
11231,r189,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,188,2477,0,0,0,2196,280,0
11231,r190,All institutions -> A.T. Still U.,All institutions,A.T. Still U.,2,189,2459,0,0,0,2459,0,0
11231,r191,All institutions -> Lake Erie C. of Osteopathic Medicine,All institutions,Lake Erie C. of Osteopathic Medicine,2,190,2343,0,0,0,2343,0,0
11231,r192,All institutions -> Marymount U.,All institutions,Marymount U.,2,191,2340,0,0,0,293,2047,0
11231,r193,"All institutions -> North Dakota State U., Main Campus",All institutions,"North Dakota State U., Main Campus",2,192,2292,0,0,0,352,1440,500
11231,r194,All institutions -> Hofstra U.,All institutions,Hofstra U.,2,193,2282,0,0,0,0,2282,0
11231,r195,All institutions -> Western Carolina U.,All institutions,Western Carolina U.,2,194,2274,0,0,0,1030,1244,0
11231,r196,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,195,2269,0,0,0,11,2258,0
11231,r197,"All institutions -> Minnesota State U., Mankato",All institutions,"Minnesota State U., Mankato",2,196,2250,0,0,0,0,2250,0
11231,r198,"All institutions -> U. Texas Medical Branch at Galveston, The",All institutions,"U. Texas Medical Branch at Galveston, The",2,197,2234,0,0,0,2234,0,0
11231,r199,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,198,2229,0,0,0,229,2000,0
11231,r200,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,199,2215,0,0,0,0,2215,0
11231,r201,"All institutions -> Arkansas State U., Jonesboro",All institutions,"Arkansas State U., Jonesboro",2,200,2208,0,0,0,0,1999,209
11231,r202,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,201,2204,0,0,0,905,1298,0
11231,r203,All institutions -> Indian River State C.,All institutions,Indian River State C.,2,202,2189,0,0,0,0,2189,0
11231,r204,All institutions -> Fordham U.,All institutions,Fordham U.,2,203,2175,0,0,0,470,1705,0
11231,r205,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,204,2168,0,0,0,460,1708,0
11231,r206,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,205,2167,0,0,0,0,1750,417
11231,r207,"All institutions -> Virginia Community C., System Office",All institutions,"Virginia Community C., System Office",2,206,2150,0,0,0,0,2150,0
11231,r208,All institutions -> Pittsburg State U.,All institutions,Pittsburg State U.,2,207,2110,0,0,0,2110,0,0
11231,r209,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,208,2094,0,0,0,2094,0,0
11231,r210,All institutions -> Georgia Southern U.,All institutions,Georgia Southern U.,2,209,2064,0,0,0,1198,867,0
11231,r211,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,210,2061,0,0,0,105,552,1404
11231,r212,All institutions -> Lewis U.,All institutions,Lewis U.,2,211,2041,0,0,0,923,1118,0
11231,r213,"All institutions -> Scripps Research Institute, The",All institutions,"Scripps Research Institute, The",2,212,2040,0,0,0,2040,0,0
11231,r214,All institutions -> U. Maine,All institutions,U. Maine,2,213,2024,0,0,0,0,2024,0
11231,r215,All institutions -> U. System New Hampshire,All institutions,U. System New Hampshire,2,214,2019,0,0,0,1970,0,50
11231,r216,"All institutions -> CUNY, New York City C. Technology",All institutions,"CUNY, New York City C. Technology",2,215,2015,0,0,0,0,2015,0
11231,r217,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,216,1989,0,0,0,1689,300,0
11231,r218,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,217,1980,0,0,0,54,1000,927
11231,r219,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,218,1959,0,0,0,0,1959,0
11231,r220,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,219,1922,0,0,0,0,1922,0
11231,r221,All institutions -> U. Detroit Mercy,All institutions,U. Detroit Mercy,2,220,1915,0,0,0,1915,0,0
11231,r222,All institutions -> Rush U.,All institutions,Rush U.,2,221,1905,0,0,0,1905,0,0
11231,r223,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,222,1892,0,0,0,1174,718,0
11231,r224,All institutions -> Stony Brook U.,All institutions,Stony Brook U.,2,223,1889,0,0,0,1156,733,0
11231,r225,All institutions -> Lincoln U.,All institutions,Lincoln U.,2,224,1865,0,0,0,0,15,1850
11231,r226,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,225,1846,0,0,0,1205,0,640
11231,r227,"All institutions -> U. Texas, The, Dallas",All institutions,"U. Texas, The, Dallas",2,226,1832,0,0,0,224,1608,0
11231,r228,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,227,1827,0,0,0,1249,578,0
11231,r229,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,228,1827,0,0,0,0,1827,0
11231,r230,All institutions -> West Chester U. Pennsylvania,All institutions,West Chester U. Pennsylvania,2,229,1825,0,0,0,756,1070,0
