table_id,row_id,time_period,value
977,r001,1987,36.4
977,r002,1987,14.5
977,r003,1987,22.6
977,r004,1987,26.6
977,r005,1992,31.4
977,r006,1992,15.4
977,r007,1992,20.9
977,r008,1992,32.3
977,r009,1997,26.5
977,r010,1997,13.9
977,r011,1997,22.6
977,r012,1997,37.0
977,r013,2002,23.6
977,r014,2002,13.5
977,r015,2002,22.9
977,r016,2002,40.1
977,r017,2007,21.2
977,r018,2007,13.4
977,r019,2007,25.9
977,r020,2007,39.1
977,r021,2012,18.9
977,r022,2012,12.4
977,r023,2012,25.6
977,r024,2012,42.5
977,r025,2017,17.4
977,r026,2017,13.3
977,r027,2017,26.1
977,r028,2017,42.7
