table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_paid_for_by_the_company_and_others,field_depreciation,field_capital_expenditures_related_to_r_d,field_adjusted_domestic_r_d_paid_for_by_the_company_and_others,field_change_amount,field_change_percent
9702,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,389', 'i ']","['99', '  ']","['62', '  ']","['1,352', 'i ']","['-37', 'i ']","['-2.7', '  ']"
9702,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,157', '  ']","['79', 'i ']","['170', 'i ']","['1,248', 'i ']","['91', 'i ']","['7.9', '  ']"
9702,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['100,220', '  ']","['3,825', '  ']","['7,504', '  ']","['103,899', '  ']","['3,679', '&nbsp;']","['3.7', '  ']"
9702,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['2,740', '  ']","['121', '  ']","['174', '  ']","['2,793', '  ']","['53', '  ']","['1.9', '  ']"
9702,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,271', '  ']","['48', '  ']","['64', '  ']","['1,287', '  ']","['16', '  ']","['1.3', '  ']"
9702,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,144', '  ']","['117', '  ']","['353', 'i ']","['3,380', '  ']","['235', 'i ']","['7.5', '  ']"
9702,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,533', '  ']","['89', '  ']","['193', '  ']","['1,637', 'i ']","['104', '  ']","['6.8', '  ']"
9702,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['912', '  ']","['21', '  ']","['172', '  ']","['1,063', 'i ']","['151', '  ']","['16.6', '  ']"
9702,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['4,291', '  ']","['92', '  ']","['397', '  ']","['4,595', '  ']","['305', '  ']","['7.1', '  ']"
9702,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['17,730', '  ']","['714', '  ']","['1,295', '  ']","['18,311', '  ']","['582', '&nbsp;']","['3.3', '  ']"
9702,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,867', '  ']","['59', '  ']","['216', '  ']","['2,024', '  ']","['157', '  ']","['8.4', '  ']"
9702,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['5,349', '  ']","['390', '  ']","['314', '  ']","['5,273', 'i ']","['-77', 'i ']","['-1.4', '  ']"
9702,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,374', '  ']","['46', '  ']","['115', '  ']","['1,443', '  ']","['69', '  ']","['5.0', '  ']"
9702,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['9,140', '  ']","['219', '  ']","['651', '  ']","['9,572', '  ']","['432', '&nbsp;']","['4.7', '  ']"
9702,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['101,063', '  ']","['5,582', '  ']","['9,468', '  ']","['104,948', '  ']","['3,885', '&nbsp;']","['3.8', '  ']"
9702,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['12,557', '  ']","['502', '  ']","['731', '  ']","['12,787', '  ']","['229', 'i ']","['1.8', '  ']"
9702,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['47,396', '  ']","['2,477', '  ']","['5,014', 'i ']","['49,934', 'i ']","['2,537', 'i ']","['5.4', '  ']"
9702,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['13,644', '  ']","['467', '  ']","['952', '  ']","['14,130', 'i ']","['486', '  ']","['3.6', '  ']"
9702,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['3,087', '  ']","['67', '  ']","['78', 'i ']","['3,098', 'i ']","['11', '  ']","['0.4', '  ']"
9702,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['5,301', '  ']","['224', '  ']","['357', '  ']","['5,435', 'i ']","['134', 'i ']","['2.5', '  ']"
9702,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['5,256', '  ']","['176', '  ']","['517', '  ']","['5,597', '  ']","['341', '  ']","['6.5', '  ']"
9702,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['27,465', '  ']","['2,137', '  ']","['2,770', '  ']","['28,098', '  ']","['633', '  ']","['2.3', '  ']"
9702,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['5,494', '  ']","['134', '  ']","['389', '  ']","['5,749', '  ']","['255', '  ']","['4.6', '  ']"
9702,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['50,760', '  ']","['1,534', '  ']","['3,652', '  ']","['52,878', 'i ']","['2,118', 'i ']","['4.2', '  ']"
9702,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['26,391', '  ']","['1,085', '  ']","['2,813', 'i ']","['28,119', 'i ']","['1,728', 'i ']","['6.5', '  ']"
9702,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['21,468', 'i ']","['385', 'i ']","['704', '  ']","['21,787', 'i ']","['318', 'i ']","['1.5', '  ']"
9702,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['19,845', 'i ']","['380', 'i ']","['603', '  ']","['20,069', 'i ']","['224', 'i ']","['1.1', '  ']"
9702,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,623', '  ']","['6', '  ']","['101', '  ']","['1,718', '  ']","['95', '  ']","['5.8', '  ']"
9702,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['21 - 25', '  ']","['2', 'r ']","['0 - 3', '  ']","['19 - 26', 'i ']","['-2 - 1', '  ']","['D', '  ']"
9702,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['2,875 - 2,880', '  ']","['61', 'i ']","['133 - 137', '  ']","['2,947 - 2,956', 'i ']","['72 - 76', 'i ']","['D', '  ']"
9702,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['426', '  ']","['10', '  ']","['29', '  ']","['445', '  ']","['19', '  ']","['4.4', '  ']"
9702,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['21,133', '  ']","['647', '  ']","['2,164', '  ']","['22,650', '  ']","['1,517', '&nbsp;']","['7.2', '  ']"
9702,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['18,438', '  ']","['599', '  ']","['1,936', '  ']","['19,775', '  ']","['1,337', '&nbsp;']","['7.3', '  ']"
9702,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,695', '  ']","['48', '  ']","['228', '  ']","['2,876', '  ']","['180', '  ']","['6.7', '  ']"
9702,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['276,439', '  ']","['7,494', 'i ']","['24,394', 'i ']","['293,338', 'i ']","['16,900', 'i ']","['6.1', '  ']"
9702,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,260 - 1,334', '  ']","['20', 'i ']","['263 - 344', '  ']","['1,503 - 1,658', 'i ']","['243 - 324', '  ']","['D', '  ']"
9702,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['168 - 17,997', '  ']","['9', '  ']","['1,003', 'i ']","['1,161 - 18,991', 'i ']","['994', 'i ']","['D', '  ']"
9702,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,745 - 1,855', 'i ']","['33', '  ']","['693 - 816', 'i ']","['2,405 - 2,638', 'i ']","['660 - 783', 'i ']","['D', '  ']"
9702,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['5,936 - 24,040', 'i ']","['1,224', 'i ']","['1,087', 'i ']","['5,799 - 23,904', 'i ']","['-137', 'i ']","['D', '  ']"
9702,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['7,208', '  ']","['223', '  ']","['261', '  ']","['7,247', '  ']","['38', '  ']","['0.5', '  ']"
9702,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['147,855', '  ']","['2,924', '  ']","['10,768', '  ']","['155,699', 'i ']","['7,844', 'i ']","['5.3', '  ']"
9702,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['39,152', '  ']","['486', '  ']","['2,887', '  ']","['41,553', '  ']","['2,401', '&nbsp;']","['6.1', '  ']"
9702,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['103', '  ']","['*', '  ']","['11', 'i ']","['114', 'i ']","['10', 'i ']","['9.9', '  ']"
9702,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['39,049', '  ']","['486', '  ']","['2,877', '  ']","['41,439', '  ']","['2,391', '&nbsp;']","['6.1', '  ']"
9702,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,835', '  ']","['9', '  ']","['239', 'i ']","['4,065', 'i ']","['231', 'i ']","['6.0', '  ']"
9702,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['45,192', '  ']","['551', '  ']","['3,821', '  ']","['48,462', '  ']","['3,270', '  ']","['7.2', '  ']"
9702,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['59,676', '  ']","['1,878', 'i ']","['3,820', 'i ']","['61,618', 'i ']","['1,942', 'i ']","['3.3', '  ']"
9702,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['20,947', '  ']","['643', '  ']","['3,491', '  ']","['23,796', 'i ']","['2,849', '  ']","['13.6', '  ']"
9702,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2,096', '  ']","['20', '  ']","['243', '  ']","['2,319', '  ']","['223', '  ']","['10.6', '  ']"
9702,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['5 - 8', '  ']","['0', '  ']","['4 - 11', '  ']","['10 - 19', '  ']","['4 - 11', '  ']","['D', '  ']"
9702,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['2,088 - 2,091', '  ']","['20', '  ']","['231 - 239', '  ']","['2,300 - 2,310', '  ']","['211 - 219', '  ']","['D', '  ']"
9702,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['66,496', '  ']","['2,349', 'i ']","['5,028', '  ']","['69,175', '  ']","['2,680', 'i ']","['4.0', '  ']"
9702,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['4,560', '  ']","['14', '  ']","['249', '  ']","['4,795', '  ']","['235', '  ']","['5.2', '  ']"
9702,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['20,409', '  ']","['660', '  ']","['2,367', '  ']","['22,115', '  ']","['1,706', 'i ']","['8.4', '  ']"
9702,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['34,142', 'i ']","['1,388', 'i ']","['1,467', '  ']","['34,222', 'i ']","['79', 'i ']","['0.2', '  ']"
9702,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['228', '  ']","['6', '  ']","['18', '  ']","['240', 'i ']","['12', '  ']","['5.2', '  ']"
9702,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['9,039', '  ']","['236', '  ']","['535', '  ']","['9,337', '  ']","['299', '  ']","['3.3', '  ']"
9702,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['24,312', 'i ']","['1,141', 'i ']","['904', '  ']","['24,076', 'i ']","['-237', 'i ']","['-1.0', '  ']"
9702,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['563', '  ']","['5', '  ']","['10', '  ']","['569', '  ']","['6', '  ']","['1.0', '  ']"
9702,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['7,385', '  ']","['286', '  ']","['945', 'i ']","['8,043', '  ']","['659', 'i ']","['8.9', '  ']"
9702,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['2,060 - 2,138', '  ']","['40', '  ']","['345 - 436', 'i ']","['2,365 - 2,534', '  ']","['305 - 396', 'i ']","['D', '  ']"
9702,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2,564 - 3,199', '  ']","['10', '  ']","['914 - 1,215', '  ']","['3,468 - 4,404', '  ']","['904 - 1,205', '  ']","['D', '  ']"
9702,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['602,499', '  ']","['21,180', '  ']","['52,844', '  ']","['634,163', 'i ']","['31,664', 'i ']","['5.3', '  ']"
9702,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9702,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['5,477', '  ']","['99', '  ']","['474', '  ']","['5,852', '  ']","['375', 'i ']","['6.9', '  ']"
9702,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['15,061', '  ']","['255', '  ']","['1,719', '  ']","['16,525', '  ']","['1,464', 'i ']","['9.7', '  ']"
9702,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9702,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['14,540', '  ']","['295', '  ']","['1,733', '  ']","['15,978', '  ']","['1,438', '&nbsp;']","['9.9', '  ']"
9702,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['24,023', '  ']","['530', '  ']","['3,102', '  ']","['26,595', '  ']","['2,572', '&nbsp;']","['10.7', '  ']"
9702,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9702,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['23,932', '  ']","['512', '  ']","['2,835', '  ']","['26,255', '  ']","['2,323', '  ']","['9.7', '  ']"
9702,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['27,432', '  ']","['903', '  ']","['3,012', '  ']","['29,541', '  ']","['2,109', '  ']","['7.7', '  ']"
9702,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['94,615', '  ']","['2,911', '  ']","['8,427', '  ']","['100,131', '  ']","['5,516', '  ']","['5.8', '  ']"
9702,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['62,817', '  ']","['2,629', '  ']","['5,864', '  ']","['66,053', '  ']","['3,236', '&nbsp;']","['5.2', '  ']"
9702,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['104,607', '  ']","['4,680', '  ']","['7,891', '  ']","['107,818', 'i ']","['3,211', 'i ']","['3.1', '  ']"
9702,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['229,995', '  ']","['8,367', '  ']","['17,787', 'i ']","['239,414', 'i ']","['9,419', 'i ']","['4.1', '  ']"
