table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
7384,r011,"All selected industries -> Manufacturing industries -> Chemicals -> Chemicals, excluding pharmaceuticals",All selected industries,Manufacturing industries,Chemicals,"Chemicals, excluding pharmaceuticals",4,other 325,"['210', '&nbsp;']","['10,959', 'r']","['155', '&nbsp;']","['1,274', '&nbsp;']","['55', '&nbsp;']","['9,685', 'r']"
7384,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['21', '&nbsp;']","['69', '&nbsp;']","['12', '&nbsp;']","['69', '&nbsp;']","['10', '&nbsp;']","['0', '&nbsp;']"
7384,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['4', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['4', 'r']","['0', '&nbsp;']"
7384,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['4', 'r']","['0', '&nbsp;']","['4', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7384,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['57', 'r']","['0', '&nbsp;']","['13', '&nbsp;']","['0', '&nbsp;']","['44', 'r']","['0', '&nbsp;']"
7384,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['129', '&nbsp;']","['4,379', '&nbsp;']","['74', '&nbsp;']","['2,879', '&nbsp;']","['55', '&nbsp;']","['1,500', '&nbsp;']"
7384,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['710', '&nbsp;']","['17,494', '&nbsp;']","['401', '&nbsp;']","['7,892', '&nbsp;']","['308', '&nbsp;']","['9,603', '&nbsp;']"
7384,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['130', '&nbsp;']","['3,920', '&nbsp;']","['78', '&nbsp;']","['2,439', '&nbsp;']","['51', '&nbsp;']","['1,481', 'r']"
7384,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['502', '&nbsp;']","['12,043', '&nbsp;']","['296', '&nbsp;']","['4,644', '&nbsp;']","['207', '&nbsp;']","['7,399', '&nbsp;']"
7384,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['78', '&nbsp;']","['1,531', '&nbsp;']","['29', '&nbsp;']","['808', '&nbsp;']","['50', '&nbsp;']","['723', '&nbsp;']"
7384,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['50', '&nbsp;']","['2,622', '&nbsp;']","['26', 'r']","['1,958', 'r']","['25', '&nbsp;']","['664', 'r']"
7384,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['70', '&nbsp;']","['1,520', '&nbsp;']","['43', '&nbsp;']","['965', 'r']","['27', '&nbsp;']","['555', '&nbsp;']"
7384,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['53', '&nbsp;']","['1,236', 'r']","['29', '&nbsp;']","['965', 'r']","['23', '&nbsp;']","['271', '&nbsp;']"
7384,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['16', '&nbsp;']","['285', 'r']","['14', '&nbsp;']","['0', '&nbsp;']","['2', 'r']","['285', 'r']"
7384,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7384,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['203', '&nbsp;']","['1,900', 'r']","['90', '&nbsp;']","['1,900', 'r']","['113', '&nbsp;']","['0', '&nbsp;']"
7384,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['13,744', '&nbsp;']","['658,546', '&nbsp;']","['8,829', '&nbsp;']","['252,972', '&nbsp;']","['4,914', '&nbsp;']","['405,575', '&nbsp;']"
7384,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['525', '&nbsp;']","['524', 'r']","['281', '&nbsp;']","['0', '&nbsp;']","['243', '&nbsp;']","['524', 'r']"
7384,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['2,252', '&nbsp;']","['10,136', '&nbsp;']","['1,239', '&nbsp;']","['5,541', '&nbsp;']","['1,013', '&nbsp;']","['4,595', '&nbsp;']"
7384,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['1,459', '&nbsp;']","['8,610', '&nbsp;']","['856', '&nbsp;']","['4,680', '&nbsp;']","['604', '&nbsp;']","['3,931', '&nbsp;']"
7384,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['794', '&nbsp;']","['1,526', '&nbsp;']","['382', '&nbsp;']","['861', 'r']","['411', '&nbsp;']","['664', 'r']"
7384,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['1,711', '&nbsp;']","['70,383', '&nbsp;']","['1,297', '&nbsp;']","['33,473', '&nbsp;']","['414', '&nbsp;']","['36,909', '&nbsp;']"
7384,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['5,918', '&nbsp;']","['52,124', '&nbsp;']","['3,987', '&nbsp;']","['26,736', 'r']","['1,931', '&nbsp;']","['25,388', 'r']"
7384,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['3,338', '&nbsp;']","['525,380', '&nbsp;']","['2,027', '&nbsp;']","['187,222', '&nbsp;']","['1,312', '&nbsp;']","['338,158', '&nbsp;']"
7384,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['326', '&nbsp;']","['26,345', '&nbsp;']","['220', '&nbsp;']","['17,180', '&nbsp;']","['107', '&nbsp;']","['9,165', '&nbsp;']"
7384,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['1,060', '&nbsp;']","['120,789', '&nbsp;']","['669', '&nbsp;']","['50,382', '&nbsp;']","['392', '&nbsp;']","['70,406', '&nbsp;']"
7384,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['1,867', '&nbsp;']","['369,150', '&nbsp;']","['1,081', '&nbsp;']","['112,856', '&nbsp;']","['786', '&nbsp;']","['256,294', '&nbsp;']"
7384,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['73', '&nbsp;']","['9,096', '&nbsp;']","['45', '&nbsp;']","['6,803', 'r']","['27', '&nbsp;']","['2,293', '&nbsp;']"
