table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
10415,r043,All systems -> Texas Tech U. System,All systems,Texas Tech U. System,2,42,45341,1575,5236,5851,0,0,14479,1488,8878,7204,629
10415,r044,All systems -> South Dakota U. System,All systems,South Dakota U. System,2,43,41931,0,190,417,0,0,11229,1179,11378,17290,249
10415,r045,All systems -> U. Louisiana System,All systems,U. Louisiana System,2,44,31246,354,1922,5284,0,0,11359,1136,10252,273,667
10415,r046,All systems -> Washington State Community and Technical Colleges,All systems,Washington State Community and Technical Colleges,2,45,15632,0,0,0,0,0,0,0,15482,0,150
10415,r047,All systems -> Texas State U. System,All systems,Texas State U. System,2,46,14789,128,906,598,561,0,1505,342,7523,1637,1587
10415,r048,All systems -> California Community Colleges,All systems,California Community Colleges,2,47,13794,0,500,579,0,0,0,0,12716,0,0
10415,r049,All systems -> Connecticut Board of Regents for Higher Education,All systems,Connecticut Board of Regents for Higher Education,2,48,12797,926,0,138,0,0,856,0,8983,1893,0
10415,r050,All systems -> Southern U. System,All systems,Southern U. System,2,49,12045,0,0,0,216,0,102,0,2109,9618,0
10415,r051,All systems -> Touro C. and U. System,All systems,Touro C. and U. System,2,50,9685,0,3374,0,0,0,6311,0,0,0,0
10415,r052,All systems -> Claremont Colleges System,All systems,Claremont Colleges System,2,51,8304,0,329,0,0,0,2491,0,4277,1207,0
10415,r053,All systems -> Southern Illinois U. System,All systems,Southern Illinois U. System,2,52,7982,0,94,0,0,0,6358,10,1197,268,55
10415,r054,All systems -> Florida C. System,All systems,Florida C. System,2,53,6125,0,0,0,485,0,0,0,5614,26,0
10415,r055,All systems -> Pennsylvania State System of Higher Education,All systems,Pennsylvania State System of Higher Education,2,54,4260,0,0,0,0,0,998,0,3262,0,0
10415,r056,All systems -> Minnesota State Colleges and Universities System,All systems,Minnesota State Colleges and Universities System,2,55,3360,0,0,0,0,0,266,65,1472,1558,0
10415,r057,All systems -> Virginia Community C. System,All systems,Virginia Community C. System,2,56,3302,2040,0,0,0,0,0,0,1262,0,0
10415,r058,All systems -> North Carolina Community C. System,All systems,North Carolina Community C. System,2,57,2977,0,0,0,0,0,0,0,2977,0,0
10415,r059,All systems -> Kentucky Community and Technical C. System,All systems,Kentucky Community and Technical C. System,2,58,2147,0,0,0,0,0,0,0,2147,0,0
10415,r060,All systems -> Illinois Community C. System,All systems,Illinois Community C. System,2,59,2066,0,0,0,0,0,0,0,2066,0,0
10415,r061,All systems -> Inter American U. Puerto Rico System,All systems,Inter American U. Puerto Rico System,2,60,1962,0,0,0,181,0,532,0,300,949,0
10415,r062,All systems -> Mississippi Community C. Board,All systems,Mississippi Community C. Board,2,61,1814,0,0,0,0,0,0,0,1814,0,0
10415,r063,All systems -> Arkansas State U. System,All systems,Arkansas State U. System,2,62,1729,0,0,0,0,0,395,0,706,628,0
10415,r064,All systems -> Maricopa Community Colleges,All systems,Maricopa Community Colleges,2,63,1423,0,0,0,0,0,0,0,1423,0,0
10415,r065,All systems -> Regional U. System of Oklahoma,All systems,Regional U. System of Oklahoma,2,64,1175,0,0,0,0,69,750,0,270,86,0
10415,r066,All systems -> Colorado Community C. System,All systems,Colorado Community C. System,2,65,1085,0,0,0,0,0,0,0,1085,0,0
10415,r067,All systems -> Ana G. Mendez U. System,All systems,Ana G. Mendez U. System,2,66,782,0,0,0,500,0,203,0,79,0,0
10415,r068,All systems -> Vermont State Colleges System,All systems,Vermont State Colleges System,2,67,770,712,0,0,0,0,58,0,0,0,0
10415,r069,All systems -> Alabama Community C. System,All systems,Alabama Community C. System,2,68,673,0,0,0,0,0,0,0,673,0,0
10415,r070,All systems -> South Carolina Technical C. System,All systems,South Carolina Technical C. System,2,69,593,0,0,0,0,0,0,0,593,0,0
10415,r071,All systems -> Nebraska State C. System,All systems,Nebraska State C. System,2,70,150,0,0,0,0,0,150,0,0,0,0
10415,r072,All systems -> Tennessee Board of Regents System,All systems,Tennessee Board of Regents System,2,71,91,0,0,0,91,0,0,0,0,0,0
10415,r073,All systems -> Nebraska Community C. System,All systems,Nebraska Community C. System,2,72,49,0,0,0,0,0,0,0,49,0,0
