table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_totala,field_basic_researchb,field_applied_researchb,field_developmentb
9682,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['32,055', '  ']","['760', '  ']","['3,534', '  ']","['27,760', '  ']"
9682,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['22,293', '  ']","['677', '  ']","['2,944', '  ']","['18,672', '  ']"
9682,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['508 - 544', 'i ']","['0 - 37', 'i ']","['0 - 134', 'i ']","['337 - 489', 'i ']"
9682,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['38', '  ']","['*', '  ']","['4', '  ']","['34', '  ']"
9682,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['1', '  ']","['0', '  ']","['0', '  ']","['1', '  ']"
9682,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9682,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['25', '  ']","['0', '  ']","['1', '  ']","['24', '  ']"
9682,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9682,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['117', '  ']","['28', '  ']","['44', '  ']","['44', '  ']"
9682,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['3,842', '  ']","['301', '  ']","['587', '  ']","['2,954', '  ']"
9682,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['11', '  ']","['6', '  ']","['1', '  ']","['3', '  ']"
9682,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9682,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9682,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['3,815', '  ']","['292', '  ']","['584', '  ']","['2,939', '  ']"
9682,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['12', '  ']","['0 - 3', '  ']","['0 - 3', '  ']","['10', '  ']"
9682,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['4', '  ']","['0 - 3', 'i ']","['0 - 3', 'i ']","['2', 'i ']"
9682,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['72', '  ']","['8', 'i ']","['9', 'i ']","['56', 'i ']"
9682,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1', 'r ']","['0', '  ']","['*', 'r ']","['1', 'r ']"
9682,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['0 - 141', '  ']","['*', '  ']","['*', '  ']","['0 - 141', '  ']"
9682,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['4', '  ']","['*', '  ']","['*', '  ']","['3', '  ']"
9682,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['37', '  ']","['3', '  ']","['4', '  ']","['30', '  ']"
9682,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['3 - 35', '  ']","['2', '  ']","['2', '  ']","['0 - 31', '  ']"
9682,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9682,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
9682,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['2 - 34', '  ']","['2', 'i ']","['1', 'i ']","['0 - 31', '  ']"
9682,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['16,526', '  ']","['273', '  ']","['2,028', '  ']","['14,225', '  ']"
9682,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['9 - 10,334', 'i ']","['0 - 229', '  ']","['10', '  ']","['0 - 10,094', 'i ']"
9682,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['2,177', '  ']","['0 - 229', '  ']","['107 - 338', '  ']","['1,840', 'i ']"
9682,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['184 - 4,093', '  ']","['45', '  ']","['40', '  ']","['100 - 4,008', '  ']"
9682,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['99', '  ']","['*', '  ']","['*', '  ']","['99', '  ']"
9682,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['2', '  ']","['*', '  ']","['*', '  ']","['2', 'i ']"
9682,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['83 - 3,991', '  ']","['45', '  ']","['39', '  ']","['0 - 3,906', '  ']"
9682,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['1,638 - 14,157', '  ']","['0 - 229', '  ']","['1,638 - 1,873', '  ']","['0 - 12,286', '  ']"
9682,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['24', '  ']","['*', '  ']","['1', '  ']","['22', '  ']"
9682,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['151', '  ']","['13', '  ']","['13', '  ']","['125', '  ']"
9682,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['143', '  ']","['13', '  ']","['12', '  ']","['119', '  ']"
9682,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['8', '  ']","['*', '  ']","['1', '  ']","['6', '  ']"
9682,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['8', '  ']","['*', '  ']","['1', '  ']","['6', '  ']"
9682,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
