table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3993,r019,All locations -> Kentucky,All locations,Kentucky,,2,4.6,8.5,0.8,0.7,1.2,3.2,0.05,2.3,6.8
3993,r020,All locations -> Louisiana,All locations,Louisiana,,2,14.9,1.2,12.2,1.9,0.7,2.7,17.3,21.1,25.9
3993,r021,All locations -> Maine,All locations,Maine,,2,1.5,0.1,1.7,0.8,1.1,0.9,0.9,0.5,0.4
3993,r022,All locations -> Maryland,All locations,Maryland,,2,404.9,235.3,263.7,202.7,208.3,328.5,258.9,478.5,648.4
3993,r023,All locations -> Massachusetts,All locations,Massachusetts,,2,30.8,28.0,13.9,26.8,24.9,29.9,30.4,18.4,39.8
3993,r024,All locations -> Michigan,All locations,Michigan,,2,3.5,23.8,24.5,59.6,95.7,107.5,103.9,98.9,84.6
3993,r025,All locations -> Minnesota,All locations,Minnesota,,2,24.0,2.1,2.2,3.1,3.1,2.7,1.6,1.1,3.0
3993,r026,All locations -> Mississippi,All locations,Mississippi,,2,22.0,13.6,14.5,14.1,17.6,18.6,16.3,15.4,13.6
3993,r027,All locations -> Missouri,All locations,Missouri,,2,4.2,7.1,2.9,9.8,5.1,12.2,6.0,5.0,11.1
3993,r028,All locations -> Montana,All locations,Montana,,2,0.4,0.0,1.0,0.4,0.8,3.7,0.4,2.8,0.05
3993,r029,All locations -> Nebraska,All locations,Nebraska,,2,0.8,0.5,0.5,1.2,2.7,0.2,0.05,0.3,0.8
3993,r030,All locations -> Nevada,All locations,Nevada,,2,4.1,1.1,0.3,0.6,0.2,0.3,14.0,27.5,1.0
3993,r031,All locations -> New Hampshire,All locations,New Hampshire,,2,1.6,2.0,1.3,0.5,0.6,2.0,0.3,2.3,1.3
3993,r032,All locations -> New Jersey,All locations,New Jersey,,2,40.0,52.1,55.5,71.5,44.8,46.2,47.4,49.1,80.8
3993,r033,All locations -> New Mexico,All locations,New Mexico,,2,96.8,54.2,82.9,90.4,86.0,66.3,39.6,87.1,256.8
3993,r034,All locations -> New York,All locations,New York,,2,210.5,186.2,94.1,172.9,204.3,153.8,148.3,98.7,129.7
3993,r035,All locations -> North Carolina,All locations,North Carolina,,2,8.8,10.7,7.4,8.0,6.4,7.7,12.1,8.7,22.9
3993,r036,All locations -> North Dakota,All locations,North Dakota,,2,0.4,0.7,0.0,0.05,0.2,0.3,0.5,0.7,0.2
3993,r037,All locations -> Ohio,All locations,Ohio,,2,55.2,61.6,4.7,4.2,7.7,120.9,76.2,82.9,94.5
3993,r038,All locations -> Oklahoma,All locations,Oklahoma,,2,13.1,10.6,8.2,7.4,9.8,1.1,3.9,3.2,10.8
3993,r039,All locations -> Oregon,All locations,Oregon,,2,18.1,9.6,9.6,12.2,14.2,17.6,144.8,103.9,144.4
3993,r040,All locations -> Pennsylvania,All locations,Pennsylvania,,2,15.2,23.3,13.0,10.4,34.8,24.7,25.5,17.3,12.3
3993,r041,All locations -> Rhode Island,All locations,Rhode Island,,2,2.6,6.5,6.2,18.0,19.5,27.8,36.7,19.1,27.7
3993,r042,All locations -> South Carolina,All locations,South Carolina,,2,19.0,16.2,13.2,16.0,16.5,25.8,19.2,20.5,21.8
3993,r043,All locations -> South Dakota,All locations,South Dakota,,2,0.8,0.6,1.1,1.8,0.3,1.1,1.6,0.6,0.3
3993,r044,All locations -> Tennessee,All locations,Tennessee,,2,315.3,248.3,223.4,292.9,264.4,194.7,250.1,430.8,513.1
3993,r045,All locations -> Texas,All locations,Texas,,2,428.7,34.8,15.0,9.2,9.3,29.7,33.0,70.6,64.5
3993,r046,All locations -> Utah,All locations,Utah,,2,1.5,2.0,3.6,1.4,0.4,0.8,1.0,0.8,0.0
3993,r047,All locations -> Vermont,All locations,Vermont,,2,1.4,0.5,0.3,1.6,0.05,0.3,0.05,1.5,0.8
3993,r048,All locations -> Virginia,All locations,Virginia,,2,344.7,169.7,131.9,103.9,30.6,82.7,129.7,122.0,103.8
3993,r049,All locations -> Washington,All locations,Washington,,2,48.8,52.3,40.8,35.3,37.0,13.2,4.3,36.2,55.9
3993,r050,All locations -> West Virginia,All locations,West Virginia,,2,21.4,14.9,0.2,14.6,14.1,0.05,1.0,19.8,0.8
3993,r051,All locations -> Wisconsin,All locations,Wisconsin,,2,10.0,11.3,5.7,7.2,9.0,8.2,2.0,4.2,12.5
3993,r052,All locations -> Wyoming,All locations,Wyoming,,2,0.5,0.3,1.2,0.7,0.5,0.0,0.0,1.0,10.6
3993,r053,All locations -> Outlying areas,All locations,Outlying areas,,2,1.5,0.5,0.6,0.8,0.6,0.7,0.6,9.3,18.3
3993,r054,All locations -> Outlying areas -> Puerto Rico,All locations,Outlying areas,Puerto Rico,3,1.5,0.5,0.6,0.8,0.6,0.7,0.6,9.3,15.5
3993,r055,All locations -> Outlying areas -> Other areas<sup>a</sup>,All locations,Outlying areas,Other areas<sup>a</sup>,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9
3993,r056,All locations -> Offices abroad<sup>b</sup>,All locations,Offices abroad<sup>b</sup>,,2,0.0,0.0,0.0,0.0,0.4,0.05,0.6,0.9,0.0
3993,r057,All locations -> Undistributed<sup>c</sup>,All locations,Undistributed<sup>c</sup>,,2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0
