table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3993,r001,All locations,All locations,,,1,4100.5,2088.9,1856.0,2178.2,2791.8,2401.7,2594.1,3806.0,4329.5
3993,r002,All locations -> Alabama,All locations,Alabama,,2,93.2,3.4,39.3,12.5,14.5,1.6,9.1,127.7,125.3
3993,r003,All locations -> Alaska,All locations,Alaska,,2,6.3,6.6,7.8,8.1,8.0,9.6,7.1,16.6,6.6
3993,r004,All locations -> Arizona,All locations,Arizona,,2,30.3,2.9,1.0,29.2,85.9,98.7,61.8,16.3,12.5
3993,r005,All locations -> Arkansas,All locations,Arkansas,,2,6.4,5.9,3.0,5.6,5.2,3.7,4.8,2.6,0.0
3993,r006,All locations -> California,All locations,California,,2,997.4,117.9,166.2,246.5,307.4,451.4,479.6,656.3,676.5
3993,r007,All locations -> Colorado,All locations,Colorado,,2,140.6,108.2,150.9,170.4,74.1,112.7,45.7,266.9,365.1
3993,r008,All locations -> Connecticut,All locations,Connecticut,,2,93.7,1.7,1.5,3.1,1.6,1.3,1.6,3.2,1.5
3993,r009,All locations -> Delaware,All locations,Delaware,,2,0.4,0.8,0.2,1.1,0.1,1.4,0.5,1.9,9.6
3993,r010,All locations -> District of Columbia,All locations,District of Columbia,,2,236.9,135.4,167.5,225.1,39.8,49.8,32.5,324.9,150.5
3993,r011,All locations -> Florida,All locations,Florida,,2,90.4,47.9,37.6,104.0,29.7,28.7,18.3,80.3,33.8
3993,r012,All locations -> Georgia,All locations,Georgia,,2,45.4,50.8,92.4,37.3,5.3,11.9,143.9,11.2,6.6
3993,r013,All locations -> Hawaii,All locations,Hawaii,,2,23.3,15.4,13.0,15.2,14.2,14.8,14.8,19.2,24.3
3993,r014,All locations -> Idaho,All locations,Idaho,,2,30.9,41.0,1.2,2.6,80.9,89.1,116.9,0.0,3.4
3993,r015,All locations -> Illinois,All locations,Illinois,,2,115.4,245.0,103.4,108.6,126.0,176.9,207.2,383.0,471.3
3993,r016,All locations -> Indiana,All locations,Indiana,,2,6.6,2.2,2.6,1.4,8.5,8.3,4.1,4.2,8.9
3993,r017,All locations -> Iowa,All locations,Iowa,,2,7.1,8.0,7.5,3.7,2.5,3.8,4.2,17.6,2.1
3993,r018,All locations -> Kansas,All locations,Kansas,,2,4.4,5.5,2.5,1.0,815.7,0.8,14.0,10.9,12.2
