table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_total,field_intramurala,field_extramural_industry,field_extramural_industry_administered_ffrdcs,field_extramural_universities_and_colleges,field_extramural_university_administered_ffrdcs,field_extramural_other_nonprofits,field_extramural_nonprofit_administered_ffrdcs,field_extramural_state_local_governments
3953,r001,All locations,All locations,,,1,138170254.9,37361168.2,44229941.4,6065175.1,33717365.9,5347925.4,7700190.3,3169452.6,579036.0
3953,r002,All locations -> Alabama,All locations,Alabama,,2,5414464.9,1550954.6,3332046.7,0.0,471669.4,0.0,43379.3,0.0,16414.9
3953,r003,All locations -> Alaska,All locations,Alaska,,2,334240.4,120210.2,71578.6,0.0,103762.1,0.0,6780.5,0.0,31909.1
3953,r004,All locations -> Arizona,All locations,Arizona,,2,2001235.9,143412.5,1331118.3,0.0,458738.0,0.0,55919.4,0.0,12047.8
3953,r005,All locations -> Arkansas,All locations,Arkansas,,2,179019.8,27559.7,52738.7,0.0,88780.8,0.0,6892.7,0.0,3047.9
3953,r006,All locations -> California,All locations,California,,2,19158610.5,2745383.3,5918382.0,1134746.6,4535729.8,3346651.2,1138293.9,314358.8,25064.9
3953,r007,All locations -> Colorado,All locations,Colorado,,2,5267919.7,1390348.6,2548226.2,0.0,715603.1,175998.9,93209.8,333306.0,11227.1
3953,r008,All locations -> Connecticut,All locations,Connecticut,,2,2673235.2,22463.8,1955329.4,0.0,659319.9,0.0,29619.7,0.0,6502.3
3953,r009,All locations -> Delaware,All locations,Delaware,,2,163086.6,4326.4,27032.1,0.0,122222.6,0.0,4639.7,0.0,4865.9
3953,r010,All locations -> District of Columbia,All locations,District of Columbia,,2,6228175.8,4531606.0,858408.3,40679.3,286121.8,151531.6,348468.9,3167.6,8192.2
3953,r011,All locations -> Florida,All locations,Florida,,2,3892005.0,1141703.6,1657003.3,0.0,924133.0,0.0,159240.5,0.0,9924.6
3953,r012,All locations -> Georgia,All locations,Georgia,,2,1503918.0,283437.3,202102.4,0.0,985832.7,0.0,24018.6,0.0,8527.1
3953,r013,All locations -> Hawaii,All locations,Hawaii,,2,411940.0,169804.3,98594.8,0.0,126866.0,0.0,16021.8,0.0,653.0
3953,r014,All locations -> Idaho,All locations,Idaho,,2,919915.3,38894.7,165860.0,615398.7,93360.6,0.0,2628.8,0.0,3772.5
3953,r015,All locations -> Illinois,All locations,Illinois,,2,2998344.6,204026.5,391241.1,0.0,1359822.1,951544.4,81944.7,0.0,9765.8
3953,r016,All locations -> Indiana,All locations,Indiana,,2,894094.8,150660.4,169643.4,0.0,566372.1,0.0,664.7,0.0,6754.2
3953,r017,All locations -> Iowa,All locations,Iowa,,2,517779.2,69061.2,130321.0,0.0,284708.6,29851.2,1235.3,0.0,2601.9
3953,r018,All locations -> Kansas,All locations,Kansas,,2,282617.3,63228.8,13031.9,0.0,203061.3,0.0,1643.5,0.0,1651.7
3953,r019,All locations -> Kentucky,All locations,Kentucky,,2,313350.7,7203.5,34194.1,0.0,265399.6,0.0,1515.9,0.0,5037.6
3953,r020,All locations -> Louisiana,All locations,Louisiana,,2,432060.3,58857.2,138215.9,0.0,221996.0,0.0,2441.4,0.0,10549.8
3953,r021,All locations -> Maine,All locations,Maine,,2,189013.5,3779.5,11662.7,0.0,59315.8,0.0,110399.9,0.0,3855.6
3953,r022,All locations -> Maryland,All locations,Maryland,,2,16992340.3,10839509.2,3232809.8,492255.4,2030696.7,0.0,344044.4,36463.2,16561.6
3953,r023,All locations -> Massachusetts,All locations,Massachusetts,,2,6837816.2,396103.5,2195471.6,0.0,1855029.3,397940.7,1869817.9,116157.2,7295.9
3953,r024,All locations -> Michigan,All locations,Michigan,,2,2053699.5,198365.1,607896.2,0.0,1111334.9,0.0,129222.7,0.0,6880.7
3953,r025,All locations -> Minnesota,All locations,Minnesota,,2,1029355.9,43778.2,223183.4,0.0,451217.4,0.0,302832.3,0.0,8344.6
