table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramurala,field_extramural_united_states_and_u_s_territories_industry,field_extramural_united_states_and_u_s_territories_industry_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_universities_and_colleges,field_extramural_united_states_and_u_s_territories_university_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_other_nonprofits,field_extramural_united_states_and_u_s_territories_nonprofit_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_state_local_governments,field_extramural_foreign
6345,r001,Department of Defense,Department of Defense,,,,,1,,,,,,,,,,
6345,r002,Department of Defense -> RDT&E,Department of Defense,RDT&E,,,,2,105815.2,30506.7,65954.8,542.5,5001.8,394.7,1884.6,1174.1,9.2,346.8
6345,r003,Department of Defense -> RDT&E -> Total research,Department of Defense,RDT&E,Total research,,,3,9249.7,2549.0,3262.8,89.7,2535.7,82.0,436.0,180.0,1.5,113.0
6345,r004,Department of Defense -> RDT&E -> Total research -> Basic research,Department of Defense,RDT&E,Total research,Basic research,,4,2667.6,447.2,375.9,17.2,1594.5,19.6,105.6,39.1,0.2,68.4
6345,r005,Department of Defense -> RDT&E -> Total research -> Applied research,Department of Defense,RDT&E,Total research,Applied research,,4,6582.1,2101.7,2887.0,72.5,941.2,62.4,330.4,140.9,1.4,44.6
6345,r006,Department of Defense -> RDT&E -> Total experimental development<sup>b</sup>,Department of Defense,RDT&E,Total experimental development<sup>b</sup>,,,3,60047.8,20604.3,33998.5,428.0,2362.6,284.9,1338.0,798.7,7.6,225.0
6345,r007,Department of Defense -> RDT&E -> Total experimental development<sup>b</sup> -> Advanced technology,Department of Defense,RDT&E,Total experimental development<sup>b</sup>,Advanced technology,,4,9363.6,2380.3,4364.0,69.4,1201.9,40.7,1038.2,133.4,1.4,134.3
6345,r008,Department of Defense -> RDT&E -> Total experimental development<sup>b</sup> -> Major systems,Department of Defense,RDT&E,Total experimental development<sup>b</sup>,Major systems,,4,50684.2,18224.0,29634.5,358.6,1160.7,244.2,299.8,665.3,6.2,90.8
6345,r009,Department of Defense -> RDT&E -> Total operational systems development<sup>c</sup>,Department of Defense,RDT&E,Total operational systems development<sup>c</sup>,,,3,36517.8,7353.4,28693.4,24.7,103.5,27.8,110.6,195.4,0.0,8.8
6345,r010,Department of Defense -> Defense Advanced Research Projects Agency,Department of Defense,Defense Advanced Research Projects Agency,,,,2,,,,,,,,,,
6345,r011,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,,,3,3608.2,312.9,2346.0,37.6,641.0,38.6,158.8,33.2,0.3,39.7
6345,r012,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total research,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total research,,4,1903.0,89.5,989.6,32.3,575.4,23.5,135.8,24.0,0.3,32.6
6345,r013,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total research -> Basic research,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total research,Basic research,5,524.3,14.1,145.2,12.0,279.2,6.5,49.7,8.8,0.0,8.7
6345,r014,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total research -> Applied research,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total research,Applied research,5,1378.7,75.4,844.4,20.3,296.2,17.0,86.1,15.2,0.3,23.9
6345,r015,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total experimental development<sup>b</sup>,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total experimental development<sup>b</sup>,,4,1705.2,223.5,1356.5,5.3,65.7,15.1,23.0,9.2,0.0,7.1
6345,r016,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total experimental development<sup>b</sup> -> Advanced technology,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total experimental development<sup>b</sup>,Advanced technology,5,1545.0,160.7,1259.5,5.3,65.7,15.1,22.4,9.2,0.0,7.1
6345,r017,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total experimental development<sup>b</sup> -> Major systems,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total experimental development<sup>b</sup>,Major systems,5,160.2,62.8,97.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
6345,r018,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total operational systems development<sup>c</sup>,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total operational systems development<sup>c</sup>,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6345,r019,Department of Defense -> Defense Health Agency,Department of Defense,Defense Health Agency,,,,2,,,,,,,,,,
6345,r020,Department of Defense -> Defense Health Agency -> RDT&E,Department of Defense,Defense Health Agency,RDT&E,,,3,2733.9,723.4,460.3,0.0,807.2,0.0,694.2,4.3,0.3,44.2
6345,r021,Department of Defense -> Defense Health Agency -> RDT&E -> Total research,Department of Defense,Defense Health Agency,RDT&E,Total research,,4,199.5,42.9,46.9,0.0,52.0,0.0,52.5,2.5,0.0,2.8
6345,r022,Department of Defense -> Defense Health Agency -> RDT&E -> Total research -> Basic research,Department of Defense,Defense Health Agency,RDT&E,Total research,Basic research,5,10.4,4.8,1.5,0.0,0.5,0.0,3.6,0.05,0.0,0.0
6345,r023,Department of Defense -> Defense Health Agency -> RDT&E -> Total research -> Applied research,Department of Defense,Defense Health Agency,RDT&E,Total research,Applied research,5,189.1,38.1,45.4,0.0,51.4,0.0,48.9,2.5,0.0,2.8
6345,r024,Department of Defense -> Defense Health Agency -> RDT&E -> Total experimental development<sup>b</sup>,Department of Defense,Defense Health Agency,RDT&E,Total experimental development<sup>b</sup>,,4,2518.6,673.0,407.1,0.0,754.7,0.0,640.2,1.8,0.3,41.4
6345,r025,Department of Defense -> Defense Health Agency -> RDT&E -> Total experimental development<sup>b</sup> -> Advanced technology,Department of Defense,Defense Health Agency,RDT&E,Total experimental development<sup>b</sup>,Advanced technology,5,1759.1,150.6,246.8,0.0,737.5,0.0,585.7,1.8,0.3,36.4
