table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_performed_by_the_company,field_performed_by_others
2036,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['81,003', '  ']","['69,904', '  ']","['11,099', 'i ']"
2036,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['51,254', '  ']","['42,636', '  ']","['8,617', 'i ']"
2036,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['258', '  ']","['247', '  ']","['11', '  ']"
2036,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['107', '  ']","['107', '  ']","['*', '  ']"
2036,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['1', '  ']","['1', '  ']","['*', 'i ']"
2036,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['5', '  ']","['5', '  ']","['0', '  ']"
2036,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['35', '  ']","['34', '  ']","['1', '  ']"
2036,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['11', '  ']","['11', '  ']","['*', '  ']"
2036,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['17', '  ']","['15', '  ']","['2', '  ']"
2036,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['17,760', '  ']","['12,099', '  ']","['5,661', '  ']"
2036,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['183 - 221', '  ']","['184', '  ']","['0 - 36', '  ']"
2036,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['16', '  ']","['16', '  ']","['*', '  ']"
2036,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['284 - 432', '  ']","['284 - 397', '  ']","['0 - 36', 'i ']"
2036,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['16,989', '  ']","['11,363', '  ']","['5,626', '  ']"
2036,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['118 - 249', '  ']","['118 - 213', '  ']","['0 - 36', '  ']"
2036,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['23 - 75', '  ']","['23 - 39', '  ']","['0 - 36', '  ']"
2036,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['150', '  ']","['137', '  ']","['13', '  ']"
2036,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['30', '  ']","['30', 'i ']","['*', '  ']"
