table_id,row_id,r_d_activity_full_path,r_d_activity_level_1,r_d_activity_level_2,r_d_activity_hierarchy_depth,field_total,field_selling_goods,field_selling_services,field_licensing,field_grants,field_other_sources
11288,r001,All companies,All companies,,1,"['538,409,519', '&nbsp;']","['393,247,621', '&nbsp;']","['124,578,461', '&nbsp;']","['4,563,294', '&nbsp;']","['2,488,190', '&nbsp;']","['13,531,953', '&nbsp;']"
11288,r002,All companies -> R&D-performing companies,All companies,R&D-performing companies,2,"['14,404,579', '&nbsp;']","['5,370,258', '&nbsp;']","['6,611,722', '&nbsp;']","['800,020', '&nbsp;']","['1,091,674', '&nbsp;']","['530,905', '&nbsp;']"
11288,r003,All companies -> Non-R&D-performing companies,All companies,Non-R&D-performing companies,2,"['524,004,940', '&nbsp;']","['387,929,630', '&nbsp;']","['117,933,467', '&nbsp;']","['3,756,395', '&nbsp;']","['1,386,114', '&nbsp;']","['12,999,334', '&nbsp;']"
