table_id,row_id,time_period,_b_gerd_b_level_1,_b_gerd_b_level_2,_b_gerd_b_level_3,_b_gerd_b_level_4,_b_gerd_b_hierarchy_depth,value
10978,r644,New Zealand,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,NA
10978,r645,New Zealand,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r646,New Zealand,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,NA
10978,r647,New Zealand,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,NA
10978,r648,New Zealand,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,5.3
10978,r649,New Zealand,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,5.1
10978,r650,New Zealand,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,5.5
10978,r651,Norway,GERD,Current PPP dollars,1990,,3,NA
10978,r652,Norway,GERD,Current PPP dollars,2000,,3,NA
10978,r653,Norway,GERD,Current PPP dollars,2010,,3,4.67
10978,r654,Norway,GERD,Current PPP dollars,2021a,,3,8.58
10978,r655,Norway,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r656,Norway,GERD,Constant (2015) PPP dollars,2000,,3,NA
10978,r657,Norway,GERD,Constant (2015) PPP dollars,2010,,3,4.89
10978,r658,Norway,GERD,Constant (2015) PPP dollars,2021a,,3,7.01
10978,r659,Norway,GDP,Current PPP dollars,1990,,3,78.3
10978,r660,Norway,GDP,Current PPP dollars,2000,,3,166.12
10978,r661,Norway,GDP,Current PPP dollars,2010,,3,284.69
10978,r662,Norway,GDP,Current PPP dollars,2021a,,3,442.76
10978,r663,Norway, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r664,Norway, GERD-to-GDP ratio (%),2000,,,2,NA
10978,r665,Norway, GERD-to-GDP ratio (%),2010,,,2,1.64
10978,r666,Norway, GERD-to-GDP ratio (%),2021a,,,2,1.94
10978,r667,Norway,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r668,Norway,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,NA
10978,r669,Norway,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,5.7
10978,r670,Norway,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r671,Norway,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,NA
10978,r672,Norway,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,3.3
10978,r673,Norway,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,7.8
10978,r674,Norway,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,5.5
10978,r675,Norway,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,4.1
10978,r676,Poland,GERD,Current PPP dollars,1990,,3,2.03
10978,r677,Poland,GERD,Current PPP dollars,2000,,3,2.62
10978,r678,Poland,GERD,Current PPP dollars,2010,,3,5.77
10978,r679,Poland,GERD,Current PPP dollars,2021a,,3,20.67
10978,r680,Poland,GERD,Constant (2015) PPP dollars,1990,,3,3.58
10978,r681,Poland,GERD,Constant (2015) PPP dollars,2000,,3,3.84
10978,r682,Poland,GERD,Constant (2015) PPP dollars,2010,,3,6.35
10978,r683,Poland,GERD,Constant (2015) PPP dollars,2021a,,3,18.31
10978,r684,Poland,GDP,Current PPP dollars,1990,,3,235.99
10978,r685,Poland,GDP,Current PPP dollars,2000,,3,408.38
10978,r686,Poland,GDP,Current PPP dollars,2010,,3,794.7
10978,r687,Poland,GDP,Current PPP dollars,2021a,,3,1443.51
10978,r688,Poland, GERD-to-GDP ratio (%),1990,,,2,0.86
10978,r689,Poland, GERD-to-GDP ratio (%),2000,,,2,0.64
10978,r690,Poland, GERD-to-GDP ratio (%),2010,,,2,0.73
10978,r691,Poland, GERD-to-GDP ratio (%),2021a,,,2,1.43
10978,r692,Poland,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,2.6
10978,r693,Poland,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,8.2
10978,r694,Poland,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,12.3
10978,r695,Poland,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,0.7
10978,r696,Poland,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,5.1
10978,r697,Poland,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,10.1
10978,r698,Poland,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,5.6
10978,r699,Poland,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,6.9
10978,r700,Poland,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,5.6
10978,r701,Portugal,GERD,Current PPP dollars,1990,,3,0.55
10978,r702,Portugal,GERD,Current PPP dollars,2000,,3,1.4
10978,r703,Portugal,GERD,Current PPP dollars,2010,,3,4.43
10978,r704,Portugal,GERD,Current PPP dollars,2021a,,3,6.36
10978,r705,Portugal,GERD,Constant (2015) PPP dollars,1990,,3,1.0
10978,r706,Portugal,GERD,Constant (2015) PPP dollars,2000,,3,2.15
10978,r707,Portugal,GERD,Constant (2015) PPP dollars,2010,,3,4.92
10978,r708,Portugal,GERD,Constant (2015) PPP dollars,2021a,,3,5.57
10978,r709,Portugal,GDP,Current PPP dollars,1990,,3,117.61
10978,r710,Portugal,GDP,Current PPP dollars,2000,,3,194.28
10978,r711,Portugal,GDP,Current PPP dollars,2010,,3,288.23
10978,r712,Portugal,GDP,Current PPP dollars,2021a,,3,378.29
10978,r713,Portugal, GERD-to-GDP ratio (%),1990,,,2,0.46
10978,r714,Portugal, GERD-to-GDP ratio (%),2000,,,2,0.72
10978,r715,Portugal, GERD-to-GDP ratio (%),2010,,,2,1.54
10978,r716,Portugal, GERD-to-GDP ratio (%),2021a,,,2,1.68
10978,r717,Portugal,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,9.9
10978,r718,Portugal,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,12.2
10978,r719,Portugal,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,3.3
10978,r720,Portugal,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,7.5
10978,r721,Portugal,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,8.6
10978,r722,Portugal,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,1.1
10978,r723,Portugal,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,5.1
10978,r724,Portugal,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,4.0
10978,r725,Portugal,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,2.5
10978,r726,Slovakia,GERD,Current PPP dollars,1990,,3,NA
10978,r727,Slovakia,GERD,Current PPP dollars,2000,,3,0.39
10978,r728,Slovakia,GERD,Current PPP dollars,2010,,3,0.83
10978,r729,Slovakia,GERD,Current PPP dollars,2021a,,3,1.72
10978,r730,Slovakia,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r731,Slovakia,GERD,Constant (2015) PPP dollars,2000,,3,0.56
10978,r732,Slovakia,GERD,Constant (2015) PPP dollars,2010,,3,0.87
10978,r733,Slovakia,GERD,Constant (2015) PPP dollars,2021a,,3,1.69
10978,r734,Slovakia,GDP,Current PPP dollars,1990,,3,NA
10978,r735,Slovakia,GDP,Current PPP dollars,2000,,3,61.32
10978,r736,Slovakia,GDP,Current PPP dollars,2010,,3,136.95
10978,r737,Slovakia,GDP,Current PPP dollars,2021a,,3,188.09
10978,r738,Slovakia, GERD-to-GDP ratio (%),1990,,,2,1.61
10978,r739,Slovakia, GERD-to-GDP ratio (%),2000,,,2,0.64
10978,r740,Slovakia, GERD-to-GDP ratio (%),2010,,,2,0.61
10978,r741,Slovakia, GERD-to-GDP ratio (%),2021a,,,2,0.92
10978,r742,Slovakia,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r743,Slovakia,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,7.8
10978,r744,Slovakia,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,6.9
10978,r745,Slovakia,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r746,Slovakia,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,4.5
10978,r747,Slovakia,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,6.2
10978,r748,Slovakia,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r749,Slovakia,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,8.4
10978,r750,Slovakia,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,2.9
10978,r751,Slovenia,GERD,Current PPP dollars,1990,,3,NA
10978,r752,Slovenia,GERD,Current PPP dollars,2000,,3,0.49
10978,r753,Slovenia,GERD,Current PPP dollars,2010,,3,1.17
10978,r754,Slovenia,GERD,Current PPP dollars,2021a,,3,1.98
10978,r755,Slovenia,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r756,Slovenia,GERD,Constant (2015) PPP dollars,2000,,3,0.67
10978,r757,Slovenia,GERD,Constant (2015) PPP dollars,2010,,3,1.31
10978,r758,Slovenia,GERD,Constant (2015) PPP dollars,2021a,,3,1.68
10978,r759,Slovenia,GDP,Current PPP dollars,1990,,3,24.74
10978,r760,Slovenia,GDP,Current PPP dollars,2000,,3,35.81
10978,r761,Slovenia,GDP,Current PPP dollars,2010,,3,57.0
10978,r762,Slovenia,GDP,Current PPP dollars,2021a,,3,92.83
10978,r763,Slovenia, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r764,Slovenia, GERD-to-GDP ratio (%),2000,,,2,1.36
10978,r765,Slovenia, GERD-to-GDP ratio (%),2010,,,2,2.05
10978,r766,Slovenia, GERD-to-GDP ratio (%),2021a,,,2,2.13
10978,r767,Slovenia,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r768,Slovenia,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,9.2
10978,r769,Slovenia,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,4.9
10978,r770,Slovenia,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r771,Slovenia,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,7.0
10978,r772,Slovenia,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,2.3
10978,r773,Slovenia,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,3.8
10978,r774,Slovenia,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,4.8
10978,r775,Slovenia,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,4.5
10978,r776,South Korea,GERD,Current PPP dollars,1990,,3,NA
10978,r777,South Korea,GERD,Current PPP dollars,2000,,3,18.52
10978,r778,South Korea,GERD,Current PPP dollars,2010,,3,52.15
10978,r779,South Korea,GERD,Current PPP dollars,2021a,,3,119.58
10978,r780,South Korea,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r781,South Korea,GERD,Constant (2015) PPP dollars,2000,,3,22.39
10978,r782,South Korea,GERD,Constant (2015) PPP dollars,2010,,3,55.17
10978,r783,South Korea,GERD,Constant (2015) PPP dollars,2021a,,3,110.15
10978,r784,South Korea,GDP,Current PPP dollars,1990,,3,358.19
10978,r785,South Korea,GDP,Current PPP dollars,2000,,3,871.48
10978,r786,South Korea,GDP,Current PPP dollars,2010,,3,1572.68
10978,r787,South Korea,GDP,Current PPP dollars,2021a,,3,2425.56
10978,r788,South Korea, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r789,South Korea, GERD-to-GDP ratio (%),2000,,,2,2.13
10978,r790,South Korea, GERD-to-GDP ratio (%),2010,,,2,3.32
10978,r791,South Korea, GERD-to-GDP ratio (%),2021a,,,2,4.93
10978,r792,South Korea,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r793,South Korea,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,10.9
10978,r794,South Korea,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,7.8
10978,r795,South Korea,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r796,South Korea,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,9.4
10978,r797,South Korea,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,6.5
10978,r798,South Korea,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,9.3
10978,r799,South Korea,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,6.1
10978,r800,South Korea,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,4.0
10978,r801,Spain,GERD,Current PPP dollars,1990,,3,4.14
10978,r802,Spain,GERD,Current PPP dollars,2000,,3,7.73
10978,r803,Spain,GERD,Current PPP dollars,2010,,3,20.07
10978,r804,Spain,GERD,Current PPP dollars,2021a,,3,27.56
10978,r805,Spain,GERD,Constant (2015) PPP dollars,1990,,3,7.78
10978,r806,Spain,GERD,Constant (2015) PPP dollars,2000,,3,11.62
10978,r807,Spain,GERD,Constant (2015) PPP dollars,2010,,3,22.07
10978,r808,Spain,GERD,Constant (2015) PPP dollars,2021a,,3,24.01
10978,r809,Spain,GDP,Current PPP dollars,1990,,3,531.94
10978,r810,Spain,GDP,Current PPP dollars,2000,,3,875.8
10978,r811,Spain,GDP,Current PPP dollars,2010,,3,1475.61
10978,r812,Spain,GDP,Current PPP dollars,2021a,,3,1928.02
10978,r813,Spain, GERD-to-GDP ratio (%),1990,,,2,0.78
10978,r814,Spain, GERD-to-GDP ratio (%),2000,,,2,0.88
10978,r815,Spain, GERD-to-GDP ratio (%),2010,,,2,1.36
10978,r816,Spain, GERD-to-GDP ratio (%),2021a,,,2,1.43
10978,r817,Spain,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,6.4
10978,r818,Spain,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,10.0
10978,r819,Spain,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,2.9
10978,r820,Spain,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,4.1
10978,r821,Spain,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,6.6
10978,r822,Spain,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,0.8
10978,r823,Spain,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,5.1
10978,r824,Spain,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,5.4
10978,r825,Spain,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,2.5
10978,r826,Sweden,GERD,Current PPP dollars,1990,,3,NA
10978,r827,Sweden,GERD,Current PPP dollars,2000,,3,NA
10978,r828,Sweden,GERD,Current PPP dollars,2010,,3,12.54
10978,r829,Sweden,GERD,Current PPP dollars,2021a,,3,21.4
10978,r830,Sweden,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r831,Sweden,GERD,Constant (2015) PPP dollars,2000,,3,NA
10978,r832,Sweden,GERD,Constant (2015) PPP dollars,2010,,3,13.69
10978,r833,Sweden,GERD,Constant (2015) PPP dollars,2021a,,3,18.5
10978,r834,Sweden,GDP,Current PPP dollars,1990,,3,174.82
10978,r835,Sweden,GDP,Current PPP dollars,2000,,3,262.83
10978,r836,Sweden,GDP,Current PPP dollars,2010,,3,395.96
10978,r837,Sweden,GDP,Current PPP dollars,2021a,,3,629.08
10978,r838,Sweden, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r839,Sweden, GERD-to-GDP ratio (%),2000,,,2,NA
10978,r840,Sweden, GERD-to-GDP ratio (%),2010,,,2,3.17
10978,r841,Sweden, GERD-to-GDP ratio (%),2021a,,,2,3.4
10978,r842,Sweden,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r843,Sweden,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,NA
10978,r844,Sweden,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,5.0
10978,r845,Sweden,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r846,Sweden,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,NA
10978,r847,Sweden,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,2.8
10978,r848,Sweden,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,4.2
10978,r849,Sweden,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,4.2
10978,r850,Sweden,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,4.3
10978,r851,Switzerland,GERD,Current PPP dollars,1990,,3,NA
10978,r852,Switzerland,GERD,Current PPP dollars,2000,,3,5.97
10978,r853,Switzerland,GERD,Current PPP dollars,2010,,3,NA
10978,r854,Switzerland,GERD,Current PPP dollars,2021a,,3,22.21
10978,r855,Switzerland,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r856,Switzerland,GERD,Constant (2015) PPP dollars,2000,,3,9.34
10978,r857,Switzerland,GERD,Constant (2015) PPP dollars,2010,,3,NA
10978,r858,Switzerland,GERD,Constant (2015) PPP dollars,2021a,,3,19.89
10978,r859,Switzerland,GDP,Current PPP dollars,1990,,3,191.14
10978,r860,Switzerland,GDP,Current PPP dollars,2000,,3,263.64
10978,r861,Switzerland,GDP,Current PPP dollars,2010,,3,425.98
10978,r862,Switzerland,GDP,Current PPP dollars,2021a,,3,661.28
10978,r863,Switzerland, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r864,Switzerland, GERD-to-GDP ratio (%),2000,,,2,2.26
10978,r865,Switzerland, GERD-to-GDP ratio (%),2010,,,2,NA
10978,r866,Switzerland, GERD-to-GDP ratio (%),2021a,,,2,3.36
10978,r867,Switzerland,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r868,Switzerland,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,NA
10978,r869,Switzerland,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,NA
10978,r870,Switzerland,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r871,Switzerland,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,NA
10978,r872,Switzerland,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,NA
10978,r873,Switzerland,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,3.3
10978,r874,Switzerland,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,4.9
10978,r875,Switzerland,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,4.1
10978,r876,Turkey,GERD,Current PPP dollars,1990,,3,1.08
10978,r877,Turkey,GERD,Current PPP dollars,2000,,3,2.84
10978,r878,Turkey,GERD,Current PPP dollars,2010,,3,10.07
10978,r879,Turkey,GERD,Current PPP dollars,2021a,,3,36.23
10978,r880,Turkey,GERD,Constant (2015) PPP dollars,1990,,3,1.59
10978,r881,Turkey,GERD,Constant (2015) PPP dollars,2000,,3,4.51
10978,r882,Turkey,GERD,Constant (2015) PPP dollars,2010,,3,11.41
10978,r883,Turkey,GERD,Constant (2015) PPP dollars,2021a,,3,37.14
10978,r884,Turkey,GDP,Current PPP dollars,1990,,3,457.06
10978,r885,Turkey,GDP,Current PPP dollars,2000,,3,609.05
10978,r886,Turkey,GDP,Current PPP dollars,2010,,3,1268.71
10978,r887,Turkey,GDP,Current PPP dollars,2021a,,3,2581.59
10978,r888,Turkey, GERD-to-GDP ratio (%),1990,,,2,0.24
10978,r889,Turkey, GERD-to-GDP ratio (%),2000,,,2,0.47
10978,r890,Turkey, GERD-to-GDP ratio (%),2010,,,2,0.79
10978,r891,Turkey, GERD-to-GDP ratio (%),2021a,,,2,1.4
10978,r892,Turkey,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,10.2
10978,r893,Turkey,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,13.5
10978,r894,Turkey,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,12.3
10978,r895,Turkey,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,11.0
10978,r896,Turkey,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,9.7
10978,r897,Turkey,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,11.3
10978,r898,Turkey,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,2.9
10978,r899,Turkey,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,7.6
10978,r900,Turkey,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,6.7
10978,r901,United Kingdom,GERD,Current PPP dollars,1990,,3,19.06
10978,r902,United Kingdom,GERD,Current PPP dollars,2000,,3,25.15
10978,r903,United Kingdom,GERD,Current PPP dollars,2010,,3,37.54
10978,r904,United Kingdom,GERD,Current PPP dollars,2021a,,3,97.79
10978,r905,United Kingdom,GERD,Constant (2015) PPP dollars,1990,,3,33.27
10978,r906,United Kingdom,GERD,Constant (2015) PPP dollars,2000,,3,35.1
10978,r907,United Kingdom,GERD,Constant (2015) PPP dollars,2010,,3,41.11
10978,r908,United Kingdom,GERD,Constant (2015) PPP dollars,2021a,,3,83.71
10978,r909,United Kingdom,GDP,Current PPP dollars,1990,,3,978.44
10978,r910,United Kingdom,GDP,Current PPP dollars,2000,,3,1563.07
10978,r911,United Kingdom,GDP,Current PPP dollars,2010,,3,2295.93
10978,r912,United Kingdom,GDP,Current PPP dollars,2021a,,3,3355.09
10978,r913,United Kingdom, GERD-to-GDP ratio (%),1990,,,2,1.95
10978,r914,United Kingdom, GERD-to-GDP ratio (%),2000,,,2,1.61
10978,r915,United Kingdom, GERD-to-GDP ratio (%),2010,,,2,1.63
10978,r916,United Kingdom, GERD-to-GDP ratio (%),2021a,,,2,2.91
10978,r917,United Kingdom,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,2.8
10978,r918,United Kingdom,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,4.1
10978,r919,United Kingdom,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,9.1
10978,r920,United Kingdom,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,0.5
10978,r921,United Kingdom,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,1.6
10978,r922,United Kingdom,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,6.7
10978,r923,United Kingdom,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,4.8
10978,r924,United Kingdom,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,3.9
10978,r925,United Kingdom,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,3.5
10978,r926,United States,GERD,Current PPP dollars,1990,,3,152.39
10978,r927,United States,GERD,Current PPP dollars,2000,,3,268.56
10978,r928,United States,GERD,Current PPP dollars,2010,,3,408.5
10978,r929,United States,GERD,Current PPP dollars,2021a,,3,806.01
10978,r930,United States,GERD,Constant (2015) PPP dollars,1990,,3,250.73
10978,r931,United States,GERD,Constant (2015) PPP dollars,2000,,3,360.34
10978,r932,United States,GERD,Constant (2015) PPP dollars,2010,,3,444.71
10978,r933,United States,GERD,Constant (2015) PPP dollars,2021a,,3,709.71
10978,r934,United States,GDP,Current PPP dollars,1990,,3,5963.14
10978,r935,United States,GDP,Current PPP dollars,2000,,3,10250.95
10978,r936,United States,GDP,Current PPP dollars,2010,,3,15048.97
10978,r937,United States,GDP,Current PPP dollars,2021a,,3,23315.08
10978,r938,United States, GERD-to-GDP ratio (%),1990,,,2,2.56
10978,r939,United States, GERD-to-GDP ratio (%),2000,,,2,2.62
10978,r940,United States, GERD-to-GDP ratio (%),2010,,,2,2.71
10978,r941,United States, GERD-to-GDP ratio (%),2021a,,,2,3.46
10978,r942,United States,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,5.8
10978,r943,United States,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,4.3
10978,r944,United States,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,6.4
10978,r945,United States,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,3.7
10978,r946,United States,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,2.1
10978,r947,United States,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,4.3
10978,r948,United States,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,5.6
10978,r949,United States,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,3.9
10978,r950,United States,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,4.1
10978,r951,Total OECD,GERD,Current PPP dollars,1990,,3,NA
10978,r952,Total OECD,GERD,Current PPP dollars,2000,,3,629.59
10978,r953,Total OECD,GERD,Current PPP dollars,2010,,3,1020.39
10978,r954,Total OECD,GERD,Current PPP dollars,2021a,,3,1832.07
10978,r955,Total OECD,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r956,Total OECD,GERD,Constant (2015) PPP dollars,2000,,3,863.25
10978,r957,Total OECD,GERD,Constant (2015) PPP dollars,2010,,3,1117.12
10978,r958,Total OECD,GERD,Constant (2015) PPP dollars,2021a,,3,1618.86
10978,r959,Total OECD,GDP,Current PPP dollars,1990,,3,NA
10978,r960,Total OECD,GDP,Current PPP dollars,2000,,3,29639.93
10978,r961,Total OECD,GDP,Current PPP dollars,2010,,3,44614.98
10978,r962,Total OECD,GDP,Current PPP dollars,2021a,,3,67397.78
10978,r963,Total OECD, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r964,Total OECD, GERD-to-GDP ratio (%),2000,,,2,2.12
10978,r965,Total OECD, GERD-to-GDP ratio (%),2010,,,2,2.29
10978,r966,Total OECD, GERD-to-GDP ratio (%),2021a,,,2,2.72
