table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
6552,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['492,956', '']","['267,998', '']","['39,045', '']","['21,352', '']","['7,190', '']","['34,426', '']","['8,236', '']","['18,861', '']","['9,238', '']","['16,879', '']","['69,732', '']"
6552,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['285,674', '']","['145,807', '']","['11,847', '']","['10,640', '']","['3,567', '']","['29,600', '']","['4,202', '']","['12,419', '']","['8,878', '']","['10,459', '']","['48,253', '']"
6552,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,180', '']","['2,582', '']","['69', '']","['92', '']","['14', '']","['470', '']","['72', '']","['181', '']","['1', '']","['186', '']","['514', '']"
6552,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['1,082', '']","['562', '']","['10', '']","['44', '']","['3', '']","['91', '']","['12', '']","['52', '']","['0', '']","['72', '']","['237', '']"
6552,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['904', '']","['569', '']","['17', '']","['22', '']","['10', '']","['198', '']","['5', '']","['14', '']","['*', '']","['12', '']","['57', '']"
6552,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['186', '']","['144', '']","['0', '']","['4', '']","['*', '']","['21', '']","['9', '']","['2', '']","['0', '']","['2', '']","['5', 'i']"
6552,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1,064', '']","['435', '']","['*', 'i']","['6', 'i']","['1', 'i']","['485', '']","['7', 'i']","['8', 'i']","['1', 'i']","['12', 'i']","['108', '']"
6552,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['420', 'i']","['285', 'i']","['0', '']","['4', 'i']","['1', '']","['64', '']","['8', 'i']","['5', '']","['*', 'i']","['7', '']","['46', '']"
6552,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['1,306', '']","['666', '']","['*', '']","['17', '']","['7', '']","['41', '']","['4', '']","['40 - 49', '']","['*', '']","['295', '']","['223 - 239', '']"
6552,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['97,063', '']","['40,466', '']","['4,582', '']","['5,557', '']","['719', '']","['8,598', '']","['1,552', '']","['3,961', '']","['7,410', '']","['4,904', '']","['19,314', '']"
