table_id,row_id,time_period,value
5825,r001,World,na
5825,r002,World,6171
5825,r003,World,6604
5825,r004,World,5690
5825,r005,World,5592
5825,r006,World,5666
5825,r007,World,6563
5825,r008,World,6975
5825,r009,World,6217
5825,r010,World,7268
5825,r011,World,7256
5825,r012,World,7257
5825,r013,World,8041
5825,r014,World,9073
5825,r015,World,10417
5825,r016,World,12474
5825,r017,World,12785
5825,r018,World,13489
5825,r019,World,13451
5825,r020,World,16542
5825,r021,World,19208
5825,r022,World,20039
5825,r023,World,20673
5825,r024,World,23584
5825,r025,World -> North America,na
5825,r026,World -> North America,1249
5825,r027,World -> North America,1266
5825,r028,World -> North America,1305
5825,r029,World -> North America,1234
5825,r030,World -> North America,1176
5825,r031,World -> North America,1364
5825,r032,World -> North America,1451
5825,r033,World -> North America,1128
5825,r034,World -> North America,1506
5825,r035,World -> North America,1272
5825,r036,World -> North America,1422
5825,r037,World -> North America,1382
5825,r038,World -> North America,1690
5825,r039,World -> North America,1650
5825,r040,World -> North America,1897
5825,r041,World -> North America,1977
5825,r042,World -> North America,2131
5825,r043,World -> North America,2051
5825,r044,World -> North America,2087
5825,r045,World -> North America,2507
5825,r046,World -> North America,2556
5825,r047,World -> North America,2892
5825,r048,World -> North America,2821
5825,r049,World -> North America -> Canada,High
5825,r050,World -> North America -> Canada,51
5825,r051,World -> North America -> Canada,57
5825,r052,World -> North America -> Canada,50
5825,r053,World -> North America -> Canada,53
5825,r054,World -> North America -> Canada,58
5825,r055,World -> North America -> Canada,51
5825,r056,World -> North America -> Canada,63
5825,r057,World -> North America -> Canada,51
5825,r058,World -> North America -> Canada,60
5825,r059,World -> North America -> Canada,52
5825,r060,World -> North America -> Canada,61
5825,r061,World -> North America -> Canada,56
5825,r062,World -> North America -> Canada,82
5825,r063,World -> North America -> Canada,69
5825,r064,World -> North America -> Canada,85
5825,r065,World -> North America -> Canada,110
5825,r066,World -> North America -> Canada,109
5825,r067,World -> North America -> Canada,94
5825,r068,World -> North America -> Canada,97
5825,r069,World -> North America -> Canada,122
5825,r070,World -> North America -> Canada,129
5825,r071,World -> North America -> Canada,138
5825,r072,World -> North America -> Canada,132
5825,r073,World -> North America -> Mexico,Upper middle
5825,r074,World -> North America -> Mexico,1
5825,r075,World -> North America -> Mexico,0
5825,r076,World -> North America -> Mexico,1
5825,r077,World -> North America -> Mexico,0
5825,r078,World -> North America -> Mexico,2
5825,r079,World -> North America -> Mexico,1
5825,r080,World -> North America -> Mexico,2
5825,r081,World -> North America -> Mexico,2
5825,r082,World -> North America -> Mexico,1
5825,r083,World -> North America -> Mexico,0
5825,r084,World -> North America -> Mexico,1
5825,r085,World -> North America -> Mexico,3
5825,r086,World -> North America -> Mexico,1
5825,r087,World -> North America -> Mexico,2
5825,r088,World -> North America -> Mexico,4
5825,r089,World -> North America -> Mexico,2
5825,r090,World -> North America -> Mexico,2
5825,r091,World -> North America -> Mexico,3
