table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10820,r001,All agencies,All agencies,,,,,1,93807126,4830950,5565684,41609665,904053,12099233,4587769,1916873,15496600,6796301
10820,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10820,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2860100,19399,24172,2256782,8816,133362,10632,192417,108014,106506
10820,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,9865,0,0,9865,0,0,0,0,0,0
10820,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1485517,1931,6536,1364744,0,95370,0,3565,13370,0
10820,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,23598,0,0,23598,0,0,0,0,0,0
10820,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,87794,0,0,0,0,0,0,87794,0,0
10820,r008,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,245837,0,4980,189548,0,6467,0,35687,9155,0
10820,r009,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,6126,6126,0,0,0,0,0,0,0,0
10820,r010,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,985983,11342,12656,653648,8816,31524,10632,65370,85489,106506
10820,r011,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,15379,0,0,15379,0,0,0,0,0,0
10820,r012,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1689980,248546,624857,91477,12909,282550,0,87589,325010,17041
10820,r013,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,150213,72996,0,0,7685,0,0,69532,0,0
10820,r014,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,780207,171527,10153,34468,5023,254588,0,796,303652,0
10820,r015,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,748259,4023,614704,57009,201,27962,0,17260,10058,17041
10820,r016,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,11300,0,0,0,0,0,0,0,11300,0
10820,r017,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,10165798,1814420,546911,937656,109971,418127,103715,47072,4864353,1323572
10820,r018,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,1798258,994693,94937,256577,5188,60419,17241,14435,326379,28389
10820,r019,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,145348,0,0,144769,0,0,0,0,0,579
10820,r020,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,2925568,55457,0,17961,6260,60131,402,2454,2353740,429163
10820,r021,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,1803812,180524,12811,302066,40193,43501,67052,2461,629192,526012
10820,r022,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,1738918,170188,410770,65551,11250,102629,11280,10889,772284,184076
10820,r023,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,175192,0,0,0,0,0,0,0,175192,0
10820,r024,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,1578702,413558,28393,150734,47080,151446,7741,16833,607566,155351
10820,r025,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,299085,0,0,0,0,0,0,0,0,299085
10820,r026,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,11108630,1626887,343692,539457,67837,5133287,0,0,2931097,466374
10820,r027,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,201482,6122,823,10697,0,23559,0,0,160281,0
10820,r028,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,61315,0,0,0,0,0,0,0,61315,0
10820,r029,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,678802,0,0,0,0,0,0,0,678802,0
10820,r030,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,11808,0,11808,0,0,0,0,0,0,0
10820,r031,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,558637,0,53071,0,0,88823,0,0,416744,0
10820,r032,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,2793813,588894,6009,2073,19593,1377758,0,0,793487,6000
10820,r033,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2336964,580794,0,0,0,1159282,0,0,596888,0
10820,r034,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,191110,0,0,0,0,0,0,0,191110,0
10820,r035,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,265739,8100,6009,2073,19593,218476,0,0,5488,6000
10820,r036,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,657246,0,0,0,0,0,0,0,657246,0
10820,r037,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,21377,21377,0,0,0,0,0,0,0,0
10820,r038,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,6124150,1010493,271982,526687,48244,3643147,0,0,163223,460374
10820,r039,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,48271429,38708,610190,33993520,426855,1064784,4416187,1148584,3395120,3177481
10820,r040,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,5228,0,0,0,0,0,0,5228,0,0
10820,r041,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,106731,0,0,0,0,0,0,106731,0,0
10820,r042,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,314345,36189,0,176074,8400,0,7799,20813,803,64267
10820,r043,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,11777,0,11777,0,0,0,0,0,0,0
10820,r044,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,2644021,0,0,2644021,0,0,0,0,0,0
10820,r045,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,550366,2519,0,452038,275,4395,924,39598,31670,18947
10820,r046,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,419105,0,0,419105,0,0,0,0,0,0
10820,r047,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,560910,0,0,560910,0,0,0,0,0,0
10820,r048,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,34884,0,0,34884,0,0,0,0,0,0
10820,r049,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,43588544,0,598413,29706489,418179,1060388,4407464,940696,3362647,3094268
10820,r050,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,35517,0,0,0,0,0,0,35517,0,0
