table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_hierarchy_depth,field_2022_actual,field_2023_preliminary,field_2024_proposed,field_2022_23_change_,field_2023_24_change_
10441,r001,R&D and R&D plant,R&D and R&D plant,,,,1,719,687,690,-4.5,0.4
10441,r002,"R&D and R&D plant -> Elementary, secondary, and vocational education (501); higher education (502); research and general education aids (503)",R&D and R&D plant,"Elementary, secondary, and vocational education (501); higher education (502); research and general education aids (503)",,,2,719,687,690,-4.5,0.4
10441,r003,"R&D and R&D plant -> Elementary, secondary, and vocational education (501); higher education (502); research and general education aids (503) -> Department of Education programs",R&D and R&D plant,"Elementary, secondary, and vocational education (501); higher education (502); research and general education aids (503)",Department of Education programs,,3,389,346,326,-11.1,-5.8
10441,r004,"R&D and R&D plant -> Elementary, secondary, and vocational education (501); higher education (502); research and general education aids (503) -> Smithsonian Institution programs",R&D and R&D plant,"Elementary, secondary, and vocational education (501); higher education (502); research and general education aids (503)",Smithsonian Institution programs,,3,330,341,364,3.3,6.7
10441,r005,R&D and R&D plant -> R&D,R&D and R&D plant,R&D,,,2,679,654,657,-3.7,0.5
10441,r006,"R&D and R&D plant -> R&D -> Elementary, secondary, and vocational education (501); higher education (502); research and general education aids (503)",R&D and R&D plant,R&D,"Elementary, secondary, and vocational education (501); higher education (502); research and general education aids (503)",,3,679,654,657,-3.7,0.5
10441,r007,"R&D and R&D plant -> R&D -> Elementary, secondary, and vocational education (501); higher education (502); research and general education aids (503) -> Department of Education programs",R&D and R&D plant,R&D,"Elementary, secondary, and vocational education (501); higher education (502); research and general education aids (503)",Department of Education programs,4,389,346,326,-11.1,-5.8
10441,r008,"R&D and R&D plant -> R&D -> Elementary, secondary, and vocational education (501); higher education (502); research and general education aids (503) -> Smithsonian Institution programs",R&D and R&D plant,R&D,"Elementary, secondary, and vocational education (501); higher education (502); research and general education aids (503)",Smithsonian Institution programs,4,290,308,331,6.2,7.5
