table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6240,r026,World -> Middle East -> Iran,World,Middle East,Iran,,3,579,687,797,955,1122,1516,1524,1608,1802,2645,1401,1204,1580,1521,1366,1559,1351,1289
6240,r027,World -> Middle East -> Israel,World,Middle East,Israel,,3,719,762,689,737,817,987,1301,1229,1327,1462,1121,1348,1784,1479,1691,1907,1940,1984
6240,r028,World -> Middle East -> Saudi Arabia,World,Middle East,Saudi Arabia,,3,365,398,461,530,615,844,949,939,1132,1251,1384,1570,1725,1671,1515,1575,1743,1556
6240,r029,World -> Middle East -> United Arab Emirates,World,Middle East,United Arab Emirates,,3,338,378,441,546,737,841,981,724,799,950,1065,1158,1105,1135,1219,1209,579,774
6240,r030,World -> Middle East -> Other Middle East,World,Middle East,Other Middle East,,3,283,313,395,490,500,647,833,790,640,500,457,497,524,524,561,749,839,853
6240,r031,World -> Africa,World,Africa,,,2,1578,2081,2535,2722,2847,3152,3106,2859,3164,3203,3250,3155,3103,2741,2997,3315,3446,3781
6240,r032,World -> Africa -> Egypt,World,Africa,Egypt,,3,81,67,88,102,112,139,176,194,215,270,228,294,414,355,521,611,595,854
6240,r033,World -> Africa -> Nigeria,World,Africa,Nigeria,,3,4,4,5,6,7,8,10,9,10,18,18,20,22,18,15,13,18,32
6240,r034,World -> Africa -> South Africa,World,Africa,South Africa,,3,1038,1464,1850,1963,1993,2180,1966,1773,2004,2011,2111,1905,1682,1605,1585,1698,1743,1802
6240,r035,World -> Africa -> Other Africa,World,Africa,Other Africa,,3,455,546,593,652,735,825,954,884,935,903,893,936,986,762,876,992,1089,1093
6240,r036,World -> Asia,World,Asia,,,2,152914,175941,203935,226725,248654,284663,347890,317002,388899,462560,494297,484917,500545,499201,520004,572188,633673,638864
6240,r037,World -> Asia -> China,World,Asia,China,,3,33564,41002,46834,59684,75317,100212,144758,150615,186474,231110,254584,280127,292900,297394,304797,344290,391636,401285
6240,r038,World -> Asia -> India,World,Asia,India,,3,3329,3873,5267,6118,6952,8888,9732,9142,10981,13128,12414,9379,10824,11259,11609,12769,14393,14100
6240,r039,World -> Asia -> Indonesia,World,Asia,Indonesia,,3,427,418,295,648,841,953,992,1010,1253,1920,2089,2268,2832,3615,3925,4239,4525,4442
6240,r040,World -> Asia -> Japan,World,Asia,Japan,,3,97725,110423,128434,132930,134069,139278,158249,126817,150440,171358,178371,143417,139529,134235,147725,150158,157917,158186
6240,r041,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,837,837,1004,984,1324,1331,1490,1239,1530,1651,1772,1818,1864,2068,2026,1984,2152,2314
6240,r042,World -> Asia -> Philippines,World,Asia,Philippines,,3,209,270,279,175,139,166,186,227,212,253,278,293,209,206,266,273,298,279
6240,r043,World -> Asia -> Singapore,World,Asia,Singapore,,3,1509,1603,1959,2210,2536,3125,3680,3604,4473,5612,5353,5831,6805,5256,4756,5332,7363,5632
6240,r044,World -> Asia -> South Korea,World,Asia,South Korea,,3,11253,12988,14817,18410,20999,23549,21297,17968,24794,27766,28642,30804,33181,32747,32339,39309,40211,37447
6240,r045,World -> Asia -> Taiwan,World,Asia,Taiwan,,3,3414,3751,4090,4546,5215,5546,5602,4536,5989,6937,7646,7517,8508,8351,8255,9434,10291,9746
6240,r046,World -> Asia -> Thailand,World,Asia,Thailand,,3,476,564,694,727,843,1080,1251,1191,1938,2003,2258,2483,2708,2930,3131,3015,3349,3754
6240,r047,World -> Asia -> Vietnam,World,Asia,Vietnam,,3,78,98,119,124,181,256,328,356,469,413,484,562,735,724,717,831,956,1073
6240,r048,World -> Asia -> Other Asia,World,Asia,Other Asia,,3,92,113,144,169,236,279,325,296,346,409,406,416,451,417,458,555,580,606
6240,r049,World -> Oceania,World,Oceania,,,2,2636,3169,3979,4316,4228,5364,5705,4964,6289,7398,7000,6698,6691,4538,4848,5220,5406,4924
6240,r050,World -> Oceania -> Australia,World,Oceania,Australia,,3,2134,2523,3201,3464,3501,4239,4612,4105,5202,6118,5711,5296,5240,3296,3567,3888,3988,3579
6240,r051,World -> Oceania -> New Zealand,World,Oceania,New Zealand,,3,502,646,778,852,728,1125,1093,859,1087,1281,1289,1402,1451,1242,1281,1332,1418,1345
