table_id,row_id,state_or_location_and_institution_full_path,state_or_location_and_institution_level_1,state_or_location_and_institution_level_2,state_or_location_and_institution_level_3,state_or_location_and_institution_hierarchy_depth,field_all_fields,field_science_life_sciences_total,field_science_life_sciences_agricultural_sciences_and_natural_resources,field_science_life_sciences_biological_and_biomedical_sciences,field_science_life_sciences_health_sciences,field_science_physical_sciences_and_earth_sciences_total,field_science_physical_sciences_and_earth_sciences_chemistry,field_science_physical_sciences_and_earth_sciences_geosciences_atmospheric_sciences_and_ocean_sciences,field_science_physical_sciences_and_earth_sciences_physics_and_astronomy,field_science_mathematics_and_computer_sciences_total,field_science_mathematics_and_computer_sciences_computer_and_information_sciences,field_science_mathematics_and_computer_sciences_mathematics_and_statistics,field_science_psychology_and_social_sciences_total,field_science_psychology_and_social_sciences_psychology,field_science_psychology_and_social_sciences_anthropology,field_science_psychology_and_social_sciences_economics,field_science_psychology_and_social_sciences_political_science_and_government,field_science_psychology_and_social_sciences_sociology,field_science_psychology_and_social_sciences_other_social_sciences,field_engineering_total,field_engineering_aerospace_aeronautical_and_astronautical,field_engineering_bioengineering_and_biomedical,field_engineering_chemical,field_engineering_civil,field_engineering_electrical_electronics_and_communications,field_engineering_industrial_and_manufacturing,field_engineering_materials_science,field_engineering_mechanical,field_engineering_other_engineering
1813,r025,All institutions -> California -> Alliant International U.,All institutions,California,Alliant International U.,3,93,0,0,0,0,0,0,0,0,0,0,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r026,All institutions -> California -> Azusa Pacific U.,All institutions,California,Azusa Pacific U.,3,19,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r027,All institutions -> California -> Biola U.,All institutions,California,Biola U.,3,22,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1813,r028,All institutions -> California -> California Institute of Integral Studies,All institutions,California,California Institute of Integral Studies,3,31,1,0,0,1,0,0,0,0,0,0,0,16,12,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
1813,r029,All institutions -> California -> California Institute of Technology,All institutions,California,California Institute of Technology,3,190,21,1,20,0,89,31,12,46,7,2,5,8,2,0,4,1,0,1,65,13,10,3,4,8,0,12,11,4
1813,r030,All institutions -> California -> Chapman U.,All institutions,California,Chapman U.,3,14,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r031,"All institutions -> California -> City of Hope, Irell and Manella Graduate School of Biological Sciences",All institutions,California,"City of Hope, Irell and Manella Graduate School of Biological Sciences",3,11,11,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r032,All institutions -> California -> Claremont Graduate U.,All institutions,California,Claremont Graduate U.,3,111,2,0,2,0,0,0,0,0,14,9,5,49,20,0,13,13,0,3,0,0,0,0,0,0,0,0,0,0
1813,r033,All institutions -> California -> Claremont School of Theology,All institutions,California,Claremont School of Theology,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r034,All institutions -> California -> Fielding Graduate U.,All institutions,California,Fielding Graduate U.,3,96,0,0,0,0,0,0,0,0,0,0,0,65,63,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1813,r035,All institutions -> California -> Frederick S. Pardee RAND Graduate School,All institutions,California,Frederick S. Pardee RAND Graduate School,3,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0
1813,r036,All institutions -> California -> Fuller Theological Seminary,All institutions,California,Fuller Theological Seminary,3,29,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1813,r037,All institutions -> California -> Graduate Theological Union,All institutions,California,Graduate Theological Union,3,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1813,r038,All institutions -> California -> Keck Graduate Institute,All institutions,California,Keck Graduate Institute,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r039,All institutions -> California -> La Sierra U.,All institutions,California,La Sierra U.,3,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r040,All institutions -> California -> Loma Linda U.,All institutions,California,Loma Linda U.,3,40,22,0,12,10,3,0,3,0,0,0,0,14,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1813,r041,All institutions -> California -> Naval Postgraduate School,All institutions,California,Naval Postgraduate School,3,6,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,1
1813,r042,All institutions -> California -> Palo Alto U.,All institutions,California,Palo Alto U.,3,58,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r043,"All institutions -> California -> San Diego State U., San Diego",All institutions,California,"San Diego State U., San Diego",3,62,23,0,13,10,6,4,2,0,4,0,4,12,10,0,0,0,0,2,3,0,0,0,0,1,0,0,1,1
1813,r044,"All institutions -> California -> Sanford-Burnham Medical Research Institute, La Jolla",All institutions,California,"Sanford-Burnham Medical Research Institute, La Jolla",3,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r045,All institutions -> California -> Santa Clara U.,All institutions,California,Santa Clara U.,3,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,3
1813,r046,All institutions -> California -> Saybrook U.,All institutions,California,Saybrook U.,3,32,2,0,0,2,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r047,All institutions -> California -> Scripps Research Institute,All institutions,California,Scripps Research Institute,3,35,22,0,21,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r048,All institutions -> California -> Sofia U.,All institutions,California,Sofia U.,3,11,1,0,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r049,All institutions -> California -> Stanford U.,All institutions,California,Stanford U.,3,726,127,11,116,0,121,46,34,41,55,29,26,84,17,9,30,14,5,9,229,16,18,20,13,57,0,29,39,37
1813,r050,"All institutions -> California -> U. California, Berkeley",All institutions,California,"U. California, Berkeley",3,852,156,23,127,6,130,68,16,46,78,44,34,137,17,10,26,11,19,54,191,0,18,14,16,40,0,13,32,58
1813,r051,"All institutions -> California -> U. California, Davis",All institutions,California,"U. California, Davis",3,546,197,45,143,9,79,35,14,30,40,15,25,67,22,7,15,4,7,12,93,4,15,8,7,20,0,7,9,23
1813,r052,"All institutions -> California -> U. California, Irvine",All institutions,California,"U. California, Irvine",3,380,54,0,50,4,76,42,13,21,43,29,14,73,25,5,13,8,8,14,77,5,13,8,8,9,0,6,14,14
1813,r053,"All institutions -> California -> U. California, Los Angeles",All institutions,California,"U. California, Los Angeles",3,688,145,0,117,28,69,32,14,23,57,24,33,140,33,7,19,17,20,44,124,5,19,13,7,26,0,23,30,1
1813,r054,"All institutions -> California -> U. California, Merced",All institutions,California,"U. California, Merced",3,53,7,2,4,1,12,1,2,9,6,3,3,14,11,0,0,2,1,0,13,0,2,0,0,1,0,2,5,3
1813,r055,"All institutions -> California -> U. California, Riverside",All institutions,California,"U. California, Riverside",3,299,77,7,69,1,43,19,3,21,26,10,16,45,18,3,6,2,5,11,52,0,7,10,0,13,0,12,4,6
1813,r056,"All institutions -> California -> U. California, San Diego",All institutions,California,"U. California, San Diego",3,471,91,0,90,1,99,22,45,32,39,25,14,56,5,7,14,11,6,13,125,1,23,1,0,28,0,23,15,34
1813,r057,"All institutions -> California -> U. California, San Francisco",All institutions,California,"U. California, San Francisco",3,132,109,0,98,11,6,6,0,0,0,0,0,7,0,1,0,0,4,2,9,0,9,0,0,0,0,0,0,0
1813,r058,"All institutions -> California -> U. California, Santa Barbara",All institutions,California,"U. California, Santa Barbara",3,355,22,4,18,0,73,25,11,37,39,20,19,65,23,0,11,6,6,19,74,0,5,12,0,19,0,24,9,5
1813,r059,"All institutions -> California -> U. California, Santa Cruz",All institutions,California,"U. California, Santa Cruz",3,157,25,2,23,0,22,6,9,7,28,11,17,44,4,7,12,8,3,10,10,0,1,0,0,3,0,0,0,6
1813,r060,All institutions -> California -> U. of the Pacific,All institutions,California,U. of the Pacific,3,4,2,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r061,All institutions -> California -> U. of the West,All institutions,California,U. of the West,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r062,All institutions -> California -> U. San Diego,All institutions,California,U. San Diego,3,30,13,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1813,r063,All institutions -> California -> U. San Francisco,All institutions,California,U. San Francisco,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r064,All institutions -> California -> U. Southern California,All institutions,California,U. Southern California,3,435,90,2,61,27,40,21,11,8,46,36,10,53,12,0,9,3,5,24,116,2,21,5,10,32,2,4,15,25
1813,r065,All institutions -> Colorado,All institutions,Colorado,,2,1052,221,32,154,35,181,54,61,66,62,30,32,141,74,1,15,10,6,35,220,20,18,24,24,37,0,9,28,60
1813,r066,All institutions -> Colorado -> Colorado School of Mines,All institutions,Colorado,Colorado School of Mines,3,111,7,6,1,0,45,12,26,7,4,4,0,1,0,0,1,0,0,0,54,0,0,10,1,2,0,8,3,30
1813,r067,"All institutions -> Colorado -> Colorado State U., Fort Collins",All institutions,Colorado,"Colorado State U., Fort Collins",3,250,95,23,60,12,40,16,13,11,15,6,9,32,16,0,10,2,1,3,43,0,9,4,7,8,0,0,7,8
1813,r068,"All institutions -> Colorado -> U. CO, Denver, Aurora, Anschutz Medical Campus",All institutions,Colorado,"U. CO, Denver, Aurora, Anschutz Medical Campus",3,65,65,0,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r069,All institutions -> Colorado -> U. Colorado Boulder,All institutions,Colorado,U. Colorado Boulder,3,383,47,3,42,2,88,22,21,45,32,15,17,51,21,1,4,8,5,12,88,20,3,10,13,17,0,0,15,10
1813,r070,All institutions -> Colorado -> U. Colorado Colorado Springs,All institutions,Colorado,U. Colorado Colorado Springs,3,23,0,0,0,0,1,0,0,1,2,2,0,3,3,0,0,0,0,0,11,0,0,0,0,1,0,0,1,9
1813,r071,All institutions -> Colorado -> U. Colorado Denver,All institutions,Colorado,U. Colorado Denver,3,33,1,0,1,0,0,0,0,0,4,2,2,9,3,0,0,0,0,6,11,0,6,0,3,1,0,0,0,1
1813,r072,All institutions -> Colorado -> U. Denver,All institutions,Colorado,U. Denver,3,103,4,0,4,0,6,3,1,2,1,1,0,27,14,0,0,0,0,13,13,0,0,0,0,8,0,1,2,2
1813,r073,All institutions -> Colorado -> U. Northern Colorado,All institutions,Colorado,U. Northern Colorado,3,84,2,0,1,1,1,1,0,0,4,0,4,18,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1813,r074,All institutions -> Connecticut,All institutions,Connecticut,,2,786,203,8,165,30,116,53,17,46,50,22,28,127,39,12,21,16,14,25,112,0,25,13,0,19,1,19,13,22
1813,r075,All institutions -> Connecticut -> U. Bridgeport,All institutions,Connecticut,U. Bridgeport,3,14,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1813,r076,"All institutions -> Connecticut -> U. Connecticut, Storrs",All institutions,Connecticut,"U. Connecticut, Storrs",3,334,79,5,50,24,41,26,3,12,25,8,17,59,26,2,8,7,6,10,75,0,13,8,0,14,0,16,9,15
1813,r077,All institutions -> Connecticut -> U. Hartford,All institutions,Connecticut,U. Hartford,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r078,All institutions -> Connecticut -> U. New Haven,All institutions,Connecticut,U. New Haven,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1813,r079,All institutions -> Connecticut -> Wesleyan U.,All institutions,Connecticut,Wesleyan U.,3,20,10,0,10,0,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r080,All institutions -> Connecticut -> Yale U.,All institutions,Connecticut,Yale U.,3,413,114,3,105,6,69,25,14,30,13,2,11,64,13,10,13,9,8,11,36,0,12,5,0,5,1,3,4,6
1813,r081,All institutions -> Delaware,All institutions,Delaware,,2,238,39,12,19,8,48,28,7,13,21,12,9,36,8,0,11,1,1,15,83,0,3,28,6,15,0,7,11,13
1813,r082,All institutions -> Delaware -> Delaware State U.,All institutions,Delaware,Delaware State U.,3,7,0,0,0,0,3,1,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r083,All institutions -> Delaware -> U. Delaware,All institutions,Delaware,U. Delaware,3,231,39,12,19,8,45,27,7,11,17,12,5,36,8,0,11,1,1,15,83,0,3,28,6,15,0,7,11,13
1813,r084,All institutions -> District of Columbia,All institutions,District of Columbia,,2,588,75,1,69,5,38,26,0,12,33,20,13,168,60,9,29,27,2,41,66,2,7,0,2,11,0,1,10,33
1813,r085,All institutions -> District of Columbia -> American U.,All institutions,District of Columbia,American U.,3,43,1,0,1,0,0,0,0,0,0,0,0,33,9,3,13,2,0,6,0,0,0,0,0,0,0,0,0,0
1813,r086,All institutions -> District of Columbia -> Catholic U. of America,All institutions,District of Columbia,Catholic U. of America,3,86,5,0,2,3,3,0,0,3,4,4,0,15,9,0,0,4,0,2,10,0,5,0,1,2,0,0,1,1
1813,r087,All institutions -> District of Columbia -> Gallaudet U.,All institutions,District of Columbia,Gallaudet U.,3,14,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1813,r088,All institutions -> District of Columbia -> George Washington U.,All institutions,District of Columbia,George Washington U.,3,255,28,0,28,0,16,10,0,6,19,7,12,50,16,6,7,8,0,13,52,2,2,0,1,7,0,1,7,32
1813,r089,All institutions -> District of Columbia -> Georgetown U.,All institutions,District of Columbia,Georgetown U.,3,108,23,0,23,0,14,11,0,3,7,7,0,30,3,0,4,12,0,11,0,0,0,0,0,0,0,0,0,0
1813,r090,All institutions -> District of Columbia -> Howard U.,All institutions,District of Columbia,Howard U.,3,82,18,1,15,2,5,5,0,0,3,2,1,29,16,0,5,1,2,5,4,0,0,0,0,2,0,0,2,0
1813,r091,All institutions -> Florida,All institutions,Florida,,2,2346,517,79,319,119,276,134,60,82,201,107,94,348,158,24,14,20,25,107,414,16,29,12,36,87,18,39,64,113
1813,r092,All institutions -> Florida -> Barry U.,All institutions,Florida,Barry U.,3,29,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r093,"All institutions -> Florida -> Embry-Riddle Aeronautical U., Daytona Beach",All institutions,Florida,"Embry-Riddle Aeronautical U., Daytona Beach",3,13,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,11,6,0,0,0,0,0,0,0,5
1813,r094,All institutions -> Florida -> Florida A&M U.,All institutions,Florida,Florida A&M U.,3,16,9,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1813,r095,All institutions -> Florida -> Florida Atlantic U.,All institutions,Florida,Florida Atlantic U.,3,115,23,0,14,9,5,3,0,2,15,9,6,11,9,0,0,0,0,2,12,1,0,0,0,3,0,0,4,4
1813,r096,All institutions -> Florida -> Florida Institute of Technology,All institutions,Florida,Florida Institute of Technology,3,57,4,0,4,0,10,6,2,2,14,9,5,7,7,0,0,0,0,0,17,3,1,0,1,4,0,0,2,6
1813,r097,All institutions -> Florida -> Florida International U.,All institutions,Florida,Florida International U.,3,187,45,1,31,13,28,20,4,4,10,10,0,33,10,1,5,2,3,12,41,0,1,0,4,20,0,5,3,8
1813,r098,All institutions -> Florida -> Florida State U.,All institutions,Florida,Florida State U.,3,373,41,0,34,7,47,22,14,11,49,6,43,59,30,0,4,3,5,17,35,0,0,2,2,8,2,6,10,5
1813,r099,All institutions -> Florida -> Nova Southeastern U.,All institutions,Florida,Nova Southeastern U.,3,59,0,0,0,0,0,0,0,0,25,24,1,20,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
1813,r100,All institutions -> Florida -> U. Central Florida,All institutions,Florida,U. Central Florida,3,228,24,0,14,10,37,14,0,23,25,20,5,20,13,0,0,1,4,2,78,0,1,0,13,18,8,5,15,18
1813,r101,All institutions -> Florida -> U. Florida,All institutions,Florida,U. Florida,3,738,247,67,130,50,76,43,12,21,40,20,20,102,35,19,1,6,7,34,151,5,16,10,9,13,0,21,21,56
1813,r102,All institutions -> Florida -> U. Miami,All institutions,Florida,U. Miami,3,216,73,7,56,10,25,5,16,4,3,1,2,33,23,0,1,1,1,7,23,1,6,0,4,2,5,2,3,0
1813,r103,"All institutions -> Florida -> U. South Florida, Tampa",All institutions,Florida,"U. South Florida, Tampa",3,310,51,1,35,15,47,20,12,15,20,8,12,54,21,4,3,7,5,14,45,0,4,0,3,19,2,0,6,11
1813,r104,All institutions -> Florida -> U. West Florida,All institutions,Florida,U. West Florida,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r105,All institutions -> Georgia,All institutions,Georgia,,2,1511,407,52,264,91,142,81,25,36,120,66,54,202,71,8,27,24,20,52,336,40,36,33,16,75,15,26,38,57
1813,r106,All institutions -> Georgia -> Clark Atlanta U.,All institutions,Georgia,Clark Atlanta U.,3,15,4,0,3,1,2,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1813,r107,All institutions -> Georgia -> Emory U.,All institutions,Georgia,Emory U.,3,246,118,0,95,23,18,13,0,5,16,8,8,41,11,7,5,6,8,4,0,0,0,0,0,0,0,0,0,0
1813,r108,All institutions -> Georgia -> Georgia Institute of Technology,All institutions,Georgia,Georgia Institute of Technology,3,512,31,2,25,4,67,28,19,20,59,37,22,19,6,0,3,0,0,10,323,40,34,33,16,74,15,25,37,49
1813,r109,All institutions -> Georgia -> Georgia Regents U.,All institutions,Georgia,Georgia Regents U.,3,26,26,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r110,All institutions -> Georgia -> Georgia State U.,All institutions,Georgia,Georgia State U.,3,225,32,0,24,8,18,9,1,8,21,10,11,76,24,0,17,6,6,23,0,0,0,0,0,0,0,0,0,0
1813,r111,All institutions -> Georgia -> Kennesaw State U.,All institutions,Georgia,Kennesaw State U.,3,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0
1813,r112,All institutions -> Georgia -> Mercer U.,All institutions,Georgia,Mercer U.,3,14,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r113,All institutions -> Georgia -> Morehouse School of Medicine,All institutions,Georgia,Morehouse School of Medicine,3,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r114,All institutions -> Georgia -> U. Georgia,All institutions,Georgia,U. Georgia,3,461,176,50,90,36,37,29,5,3,24,11,13,57,30,1,2,9,5,10,13,0,2,0,0,1,0,1,1,8
1813,r115,All institutions -> Hawaii,All institutions,Hawaii,,2,201,46,4,28,14,27,3,11,13,2,1,1,48,10,0,6,10,1,21,13,0,2,0,2,6,0,0,2,1
1813,r116,"All institutions -> Hawaii -> U. Hawaii, Manoa",All institutions,Hawaii,"U. Hawaii, Manoa",3,201,46,4,28,14,27,3,11,13,2,1,1,48,10,0,6,10,1,21,13,0,2,0,2,6,0,0,2,1
1813,r117,All institutions -> Idaho,All institutions,Idaho,,2,97,28,10,14,4,11,2,6,3,1,1,0,12,9,0,0,3,0,0,25,0,1,1,2,2,0,6,4,9
1813,r118,All institutions -> Idaho -> Boise State U.,All institutions,Idaho,Boise State U.,3,11,4,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0
1813,r119,All institutions -> Idaho -> Idaho State U.,All institutions,Idaho,Idaho State U.,3,39,4,0,1,3,1,0,0,1,0,0,0,8,8,0,0,0,0,0,9,0,0,0,0,1,0,0,1,7
1813,r120,All institutions -> Idaho -> U. Idaho,All institutions,Idaho,U. Idaho,3,47,20,10,9,1,9,2,5,2,1,1,0,4,1,0,0,3,0,0,11,0,1,1,2,1,0,1,3,2
1813,r121,All institutions -> Illinois,All institutions,Illinois,,2,2517,451,37,320,94,297,148,30,119,226,98,128,476,204,27,94,44,44,63,447,13,50,42,35,76,11,78,53,89
