table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
10975,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['2,049', '&#160;']","['756,657', '&#160;']","['1,011', '&#160;']","['214,033', '&#160;']","['1,038', '&#160;']","['542,624', '&#160;']"
10975,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['1,509', '&#160;']","['535,950', '&#160;']","['742', '&#160;']","['151,758', '&#160;']","['766', '&#160;']","['384,192', '&#160;']"
10975,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['541', '&#160;']","['220,707', '&#160;']","['268', '&#160;']","['62,275', '&#160;']","['272', '&#160;']","['158,432', '&#160;']"
10975,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['1,952', '&#160;']","['606,186', '&#160;']","['1,275', '&#160;']","['244,629', '&#160;']","['676', '&#160;']","['361,557', '&#160;']"
10975,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['5,315', '&#160;']","['1,616,190', '&#160;']","['3,960', '&#160;']","['786,257', '&#160;']","['1,357', '&#160;']","['829,933', '&#160;']"
10975,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['3,447', '&#160;']","['2,255,449', '&#160;']","['2,218', '&#160;']","['984,204', '&#160;']","['1,230', '&#160;']","['1,271,244', '&#160;']"
10975,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['349', '&#160;']","['172,582', '&#160;']","['197', '&#160;']","['63,725', '&#160;']","['153', '&#160;']","['108,858', '&#160;']"
10975,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['1,085', '&#160;']","['868,580', '&#160;']","['712', '&#160;']","['421,066', '&#160;']","['374', '&#160;']","['447,514', '&#160;']"
10975,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['1,970', '&#160;']","['1,193,678', '&#160;']","['1,280', '&#160;']","['483,287', '&#160;']","['688', '&#160;']","['710,391', '&#160;']"
10975,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['42', '&#160;']","['12,047', '&#160;']","['26', '&#160;']","['7,566', '&#160;']","['16', '&#160;']","['4,481', '&#160;']"
