table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_level_5,_b_field_of_doctorate_b_hierarchy_depth,field_totala,field_male,field_female,field__female
9479,r022,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology -> Biophysics",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Biophysics,5,251,179,72,28.7
9479,r023,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology -> Molecular biology",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Molecular biology,5,274,130,144,52.6
9479,r024,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology -> Biochemistry, biophysics, and molecular biology nec",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology","Biochemistry, biophysics, and molecular biology nec",5,239,123,116,48.5
9479,r025,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",,4,688,400,288,41.9
9479,r026,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology -> Bioinformatics",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",Bioinformatics,5,169,102,67,39.6
9479,r027,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology -> Biostatistics",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",Biostatistics,5,260,126,134,51.5
9479,r028,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology -> Computational biology",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",Computational biology,5,154,105,49,31.8
9479,r029,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology -> Bioinformatics, biostatistics, and computational biology nec",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology","Bioinformatics, biostatistics, and computational biology nec",5,105,67,38,36.2
9479,r030,All fields -> Science and engineering -> Biological and biomedical sciences -> Cell/ cellular biology and anatomy,All fields,Science and engineering,Biological and biomedical sciences,Cell/ cellular biology and anatomy,,4,689,312,377,54.7
9479,r031,All fields -> Science and engineering -> Biological and biomedical sciences -> Cell/ cellular biology and anatomy -> Cell/ cellular and molecular biology,All fields,Science and engineering,Biological and biomedical sciences,Cell/ cellular biology and anatomy,Cell/ cellular and molecular biology,5,526,235,291,55.3
9479,r032,All fields -> Science and engineering -> Biological and biomedical sciences -> Cell/ cellular biology and anatomy -> Developmental biology and embryology,All fields,Science and engineering,Biological and biomedical sciences,Cell/ cellular biology and anatomy,Developmental biology and embryology,5,115,62,53,46.1
9479,r033,All fields -> Science and engineering -> Biological and biomedical sciences -> Cell/ cellular biology and anatomy -> Cell/ cellular biology and anatomy nec,All fields,Science and engineering,Biological and biomedical sciences,Cell/ cellular biology and anatomy,Cell/ cellular biology and anatomy nec,5,48,15,33,68.8
9479,r034,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",,4,1120,431,689,61.5
9479,r035,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Ecology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Ecology,5,238,110,128,53.8
9479,r036,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Ecology and evolutionary biology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Ecology and evolutionary biology,5,270,104,166,61.5
9479,r037,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Epidemiology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Epidemiology,5,386,100,286,74.1
9479,r038,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Epidemiology and biostatistics",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Epidemiology and biostatistics,5,45,22,23,51.1
9479,r039,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Evolutionary biology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Evolutionary biology,5,83,49,34,41.0
9479,r040,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Ecology, evolutionary biology, and epidemiology nec",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology","Ecology, evolutionary biology, and epidemiology nec",5,98,46,52,53.1
9479,r041,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,,4,436,197,239,54.8
9479,r042,"All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Genetics, general",All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,"Genetics, general",5,122,50,72,59.0
9479,r043,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Genome sciences and genomics,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,Genome sciences and genomics,5,97,52,45,46.4
9479,r044,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Human/ medical genetics,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,Human/ medical genetics,5,81,32,49,60.5
9479,r045,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Molecular genetics,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,Molecular genetics,5,66,33,33,50.0
9479,r046,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Genetics and genomics nec,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,Genetics and genomics nec,5,70,30,40,57.1
9479,r047,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,,4,1089,475,614,56.4
9479,r048,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Immunology,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,Immunology,5,343,157,186,54.2
9479,r049,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Microbiology and immunology,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,Microbiology and immunology,5,266,108,158,59.4
9479,r050,"All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Microbiology, general",All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,"Microbiology, general",5,270,116,154,57.0
9479,r051,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Virology,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,Virology,5,123,62,61,49.6
9479,r052,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Microbiology and immunology nec,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,Microbiology and immunology nec,5,87,32,55,63.2
9479,r053,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,,4,1177,561,616,52.3
9479,r054,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences -> Cognitive neuroscience,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,Cognitive neuroscience,5,131,57,74,56.5
9479,r055,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences -> Neurobiology,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,Neurobiology,5,79,37,42,53.2
9479,r056,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences -> Neuroscience,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,Neuroscience,5,824,384,440,53.4
9479,r057,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences -> Neurobiology and neurosciences nec,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,Neurobiology and neurosciences nec,5,143,83,60,42.0
9479,r058,All fields -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology,All fields,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,,4,386,159,227,58.8
9479,r059,All fields -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology -> Pharmacology,All fields,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,Pharmacology,5,164,73,91,55.5
9479,r060,All fields -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology -> Toxicology,All fields,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,Toxicology,5,125,48,77,61.6
9479,r061,All fields -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology -> Pharmacology and toxicology nec,All fields,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,Pharmacology and toxicology nec,5,97,38,59,60.8
9479,r062,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology, and cancer biology",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology, and cancer biology",,4,768,368,400,52.1
9479,r063,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology, and cancer biology -> Biomechanics",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology, and cancer biology",Biomechanics,5,69,41,28,40.6
9479,r064,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology, and cancer biology -> Exercise physiology and kinesiology",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology, and cancer biology",Exercise physiology and kinesiology,5,96,54,42,43.8
9479,r065,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology, and cancer biology -> Oncology and cancer biology",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology, and cancer biology",Oncology and cancer biology,5,320,141,179,55.9
9479,r066,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology, and cancer biology -> Physiology, general",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, general",5,99,48,51,51.5
9479,r067,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology, and cancer biology -> Physiology, oncology, and cancer biology nec",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, oncology, and cancer biology nec",5,184,84,100,54.3
9479,r068,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",,4,1478,668,810,54.8
9479,r069,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Biology/ biological sciences, general",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other","Biology/ biological sciences, general",5,473,212,261,55.2
9479,r070,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Biomedical sciences, general",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other","Biomedical sciences, general",5,374,154,220,58.8
9479,r071,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Botany and plant biology",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Botany and plant biology,5,45,28,17,37.8
9479,r072,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Entomology",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Entomology,5,134,70,64,47.8
9479,r073,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Plant pathology and phytopathology",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Plant pathology and phytopathology,5,98,56,42,42.9
9479,r074,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Plant physiology and biology nec",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Plant physiology and biology nec,5,70,32,38,54.3
9479,r075,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Zoology and animal biology",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Zoology and animal biology,5,84,37,47,56.0
9479,r076,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Biological and biomedical sciences nec",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Biological and biomedical sciences nec,5,200,79,121,60.5
9479,r077,All fields -> Science and engineering -> Computer and information sciences,All fields,Science and engineering,Computer and information sciences,,,3,2188,1654,534,24.4
9479,r078,All fields -> Science and engineering -> Computer and information sciences -> Computer science,All fields,Science and engineering,Computer and information sciences,Computer science,,4,1484,1147,337,22.7
9479,r079,All fields -> Science and engineering -> Computer and information sciences -> Computer science -> Computer science,All fields,Science and engineering,Computer and information sciences,Computer science,Computer science,5,1484,1147,337,22.7
9479,r080,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",,4,704,507,197,28.0
9479,r081,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Artificial intelligence",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Artificial intelligence,5,205,162,43,21.0
9479,r082,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Computer and information sciences, general",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other","Computer and information sciences, general",5,130,95,35,26.9
9479,r083,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Computer systems networking and telecommunications",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Computer systems networking and telecommunications,5,116,94,22,19.0
9479,r084,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Informatics and information technology",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Informatics and information technology,5,94,57,37,39.4
9479,r085,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Information sciences/ studies",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Information sciences/ studies,5,92,51,41,44.6
9479,r086,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Computer and information sciences nec",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Computer and information sciences nec,5,67,48,19,28.4
9479,r087,All fields -> Science and engineering -> Engineering,All fields,Science and engineering,Engineering,,,3,10763,7832,2931,27.2
9479,r088,"All fields -> Science and engineering -> Engineering -> Biological, biomedical, and biosystems engineering",All fields,Science and engineering,Engineering,"Biological, biomedical, and biosystems engineering",,4,1236,676,560,45.3
9479,r089,"All fields -> Science and engineering -> Engineering -> Biological, biomedical, and biosystems engineering -> Bioengineering and biomedical engineering",All fields,Science and engineering,Engineering,"Biological, biomedical, and biosystems engineering",Bioengineering and biomedical engineering,5,1135,621,514,45.3
9479,r090,"All fields -> Science and engineering -> Engineering -> Biological, biomedical, and biosystems engineering -> Biological/ biosystems engineering and biomedical technology",All fields,Science and engineering,Engineering,"Biological, biomedical, and biosystems engineering",Biological/ biosystems engineering and biomedical technology,5,101,55,46,45.5
9479,r091,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,,4,1255,840,415,33.1
9479,r092,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering -> Chemical and biomolecular engineering,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,Chemical and biomolecular engineering,5,205,135,70,34.1
9479,r093,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering -> Chemical engineering,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,Chemical engineering,5,885,578,307,34.7
9479,r094,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering -> Petroleum engineering,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,Petroleum engineering,5,102,85,17,16.7
9479,r095,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering -> Chemical and petroleum engineering nec,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,Chemical and petroleum engineering nec,5,63,42,21,33.3
9479,r096,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",,4,1315,897,418,31.8
9479,r097,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Civil engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Civil engineering,5,330,237,93,28.2
9479,r098,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Civil and environmental engineering ",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Civil and environmental engineering ,5,503,311,192,38.2
9479,r099,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Environmental/ environmental health engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Environmental/ environmental health engineering,5,65,34,31,47.7
9479,r100,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Geotechnical and geoenvironmental engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Geotechnical and geoenvironmental engineering,5,87,65,22,25.3
9479,r101,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Structural engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Structural engineering,5,130,108,22,16.9
9479,r102,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Transportation and highway engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Transportation and highway engineering,5,112,75,37,33.0
9479,r103,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Civil, environmental, and transportation engineering nec",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering","Civil, environmental, and transportation engineering nec",5,88,67,21,23.9
9479,r104,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering,All fields,Science and engineering,Engineering,Electrical and computer engineering,,4,2132,1735,397,18.6
9479,r105,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering -> Computer engineering,All fields,Science and engineering,Engineering,Electrical and computer engineering,Computer engineering,5,263,205,58,22.1
9479,r106,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering -> Electrical and computer engineering,All fields,Science and engineering,Engineering,Electrical and computer engineering,Electrical and computer engineering,5,1357,1107,250,18.4
9479,r107,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering -> Electrical and electronics engineering,All fields,Science and engineering,Engineering,Electrical and computer engineering,Electrical and electronics engineering,5,438,366,72,16.4
9479,r108,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering -> Electrical and computer engineering nec,All fields,Science and engineering,Engineering,Electrical and computer engineering,Electrical and computer engineering nec,5,74,57,17,23.0
9479,r109,All fields -> Science and engineering -> Engineering -> Engineering technologies,All fields,Science and engineering,Engineering,Engineering technologies,,4,361,286,75,20.8
9479,r110,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Electrical and electronic engineering technologies,All fields,Science and engineering,Engineering,Engineering technologies,Electrical and electronic engineering technologies,5,55,46,9,16.4
9479,r111,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Electromechanical technologies,All fields,Science and engineering,Engineering,Engineering technologies,Electromechanical technologies,5,90,84,6,6.7
9479,r112,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Environmental control technologies,All fields,Science and engineering,Engineering,Engineering technologies,Environmental control technologies,5,58,35,23,39.7
9479,r113,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Engineering technologies nec,All fields,Science and engineering,Engineering,Engineering technologies,Engineering technologies nec,5,158,121,37,23.4
9479,r114,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research,All fields,Science and engineering,Engineering,Industrial engineering and operations research,,4,655,469,186,28.4
9479,r115,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research -> Industrial engineering,All fields,Science and engineering,Engineering,Industrial engineering and operations research,Industrial engineering,5,211,144,67,31.8
9479,r116,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research -> Industrial and systems engineering,All fields,Science and engineering,Engineering,Industrial engineering and operations research,Industrial and systems engineering,5,127,84,43,33.9
9479,r117,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research -> Operations research,All fields,Science and engineering,Engineering,Industrial engineering and operations research,Operations research,5,183,126,57,31.1
9479,r118,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research -> Systems and manufacturing engineering,All fields,Science and engineering,Engineering,Industrial engineering and operations research,Systems and manufacturing engineering,5,134,115,19,14.2
9479,r119,All fields -> Science and engineering -> Engineering -> Materials and mining engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,,4,925,637,288,31.1
9479,r120,All fields -> Science and engineering -> Engineering -> Materials and mining engineering -> Materials engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,Materials engineering,5,85,62,23,27.1
9479,r121,All fields -> Science and engineering -> Engineering -> Materials and mining engineering -> Materials science and engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,Materials science and engineering,5,783,527,256,32.7
9479,r122,All fields -> Science and engineering -> Engineering -> Materials and mining engineering -> Materials and mining engineering nec,All fields,Science and engineering,Engineering,Materials and mining engineering,Materials and mining engineering nec,5,57,48,9,15.8
9479,r123,All fields -> Science and engineering -> Engineering -> Mechanical engineering,All fields,Science and engineering,Engineering,Mechanical engineering,,4,1545,1248,297,19.2
9479,r124,"All fields -> Science and engineering -> Engineering -> Mechanical engineering -> Mechanical engineering, general",All fields,Science and engineering,Engineering,Mechanical engineering,"Mechanical engineering, general",5,1440,1163,277,19.2
9479,r125,All fields -> Science and engineering -> Engineering -> Mechanical engineering -> Mechanical engineering nec,All fields,Science and engineering,Engineering,Mechanical engineering,Mechanical engineering nec,5,105,85,20,19.0
9479,r126,"All fields -> Science and engineering -> Engineering -> Engineering, other",All fields,Science and engineering,Engineering,"Engineering, other",,4,1339,1044,295,22.0
9479,r127,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Aerospace, aeronautical, astronautical, and space engineering",All fields,Science and engineering,Engineering,"Engineering, other","Aerospace, aeronautical, astronautical, and space engineering",5,374,309,65,17.4
