table_id,row_id,_b_state_institutional_control_system_and_institution_b_full_path,_b_state_institutional_control_system_and_institution_b_level_1,_b_state_institutional_control_system_and_institution_b_level_2,_b_state_institutional_control_system_and_institution_b_level_3,_b_state_institutional_control_system_and_institution_b_level_4,_b_state_institutional_control_system_and_institution_b_hierarchy_depth,field_all_r_d_expenditures
7947,r227,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia State U.,Georgia,Public (U. System Georgia Board of Regents),Georgia State U.,,3,"['206,472', '']"
7947,r228,Georgia -> Public (U. System Georgia Board of Regents) -> Kennesaw State U.,Georgia,Public (U. System Georgia Board of Regents),Kennesaw State U.,,3,"['18,880', '']"
7947,r229,Georgia -> Public (U. System Georgia Board of Regents) -> Savannah State U.,Georgia,Public (U. System Georgia Board of Regents),Savannah State U.,,3,"['1,804', '']"
7947,r230,Georgia -> Public (U. System Georgia Board of Regents) -> U. Georgia,Georgia,Public (U. System Georgia Board of Regents),U. Georgia,,3,"['493,944', '']"
7947,r231,Georgia -> Public (U. System Georgia Board of Regents) -> U. North Georgia,Georgia,Public (U. System Georgia Board of Regents),U. North Georgia,,3,"['1,415', '']"
7947,r232,Georgia -> Public (U. System Georgia Board of Regents) -> U. West Georgia,Georgia,Public (U. System Georgia Board of Regents),U. West Georgia,,3,"['500', 'i']"
7947,r233,Georgia -> Public (U. System Georgia Board of Regents) -> Valdosta State U.,Georgia,Public (U. System Georgia Board of Regents),Valdosta State U.,,3,"['423', '']"
7947,r234,Georgia -> Private,Georgia,Private,,,2,"['954,341', '']"
7947,r235,Georgia -> Private -> Agnes Scott C.,Georgia,Private,Agnes Scott C.,,3,"['351', '']"
7947,r236,Georgia -> Private -> Berry C.,Georgia,Private,Berry C.,,3,"['371', '']"
7947,r237,Georgia -> Private -> Clark Atlanta U.,Georgia,Private,Clark Atlanta U.,,3,"['8,892', '']"
7947,r238,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,,3,"['852,922', '']"
7947,r239,Georgia -> Private -> Life U.,Georgia,Private,Life U.,,3,"['364', '']"
7947,r240,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,,3,"['51,989', '']"
7947,r241,Georgia -> Private -> Morehouse C.,Georgia,Private,Morehouse C.,,3,"['4,533', '']"
7947,r242,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,,3,"['32,637', '']"
7947,r243,Georgia -> Private -> Spelman C.,Georgia,Private,Spelman C.,,3,"['2,282', '']"
7947,r244,Hawaii,Hawaii,,,,1,"['294,913', '']"
7947,r245,Hawaii -> Public (U. Hawaii System),Hawaii,Public (U. Hawaii System),,,2,"['293,064', '']"
7947,r246,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, Hilo",Hawaii,Public (U. Hawaii System),"U. Hawaii, Hilo",,3,"['7,411', '']"
7947,r247,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, Manoa",Hawaii,Public (U. Hawaii System),"U. Hawaii, Manoa",,3,"['271,768', '']"
7947,r248,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, Manoa -> U. Hawaii, Maui C.",Hawaii,Public (U. Hawaii System),"U. Hawaii, Manoa","U. Hawaii, Maui C.",4,"['967', '']"
7947,r249,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, system office",Hawaii,Public (U. Hawaii System),"U. Hawaii, system office",,3,"['12,918', '']"
7947,r250,Hawaii -> Private,Hawaii,Private,,,2,"['1,849', '']"
7947,r251,Hawaii -> Private -> Hawaii Pacific U.,Hawaii,Private,Hawaii Pacific U.,,3,"['1,849', '']"
7947,r252,Idaho,Idaho,,,,1,"['166,756', '']"
7947,r253,Idaho -> Public,Idaho,Public,,,2,"['166,314', '']"
7947,r254,Idaho -> Public -> Boise State U.,Idaho,Public,Boise State U.,,3,"['46,065', '']"
7947,r255,Idaho -> Public -> Idaho State U.,Idaho,Public,Idaho State U.,,3,"['13,953', '']"
7947,r256,Idaho -> Public -> Lewis-Clark State C.,Idaho,Public,Lewis-Clark State C.,,3,"['401', '']"
7947,r257,Idaho -> Public -> U. Idaho,Idaho,Public,U. Idaho,,3,"['105,895', '']"
7947,r258,Idaho -> Private,Idaho,Private,,,2,"['442', '']"
7947,r259,Idaho -> Private -> Northwest Nazarene U.,Idaho,Private,Northwest Nazarene U.,,3,"['442', '']"
7947,r260,Illinois,Illinois,,,,1,"['2,919,640', '']"
7947,r261,Illinois -> Public,Illinois,Public,,,2,"['1,286,911', '']"
7947,r262,Illinois -> Public -> Chicago State U.,Illinois,Public,Chicago State U.,,3,"['2,414', '']"
7947,r263,Illinois -> Public -> Eastern Illinois U.,Illinois,Public,Eastern Illinois U.,,3,"['529', '']"
7947,r264,Illinois -> Public -> Governors State U.,Illinois,Public,Governors State U.,,3,"['391', '']"
7947,r265,Illinois -> Public -> Illinois State U.,Illinois,Public,Illinois State U.,,3,"['24,152', '']"
7947,r266,Illinois -> Public -> Northeastern Illinois U.,Illinois,Public,Northeastern Illinois U.,,3,"['1,913', '']"
7947,r267,Illinois -> Public -> Northern Illinois U.,Illinois,Public,Northern Illinois U.,,3,"['25,261', '']"
7947,r268,Illinois -> Public -> Southern Illinois U. System,Illinois,Public,Southern Illinois U. System,,3,"['65,254', '']"
7947,r269,"Illinois -> Public -> Southern Illinois U. System -> Southern Illinois U., Carbondale",Illinois,Public,Southern Illinois U. System,"Southern Illinois U., Carbondale",4,"['47,210', '']"
7947,r270,"Illinois -> Public -> Southern Illinois U. System -> Southern Illinois U., Edwardsville",Illinois,Public,Southern Illinois U. System,"Southern Illinois U., Edwardsville",4,"['18,044', '']"
7947,r271,Illinois -> Public -> U. Illinois System,Illinois,Public,U. Illinois System,,3,"['1,163,465', '']"
7947,r272,"Illinois -> Public -> U. Illinois System -> U. Illinois, Chicago",Illinois,Public,U. Illinois System,"U. Illinois, Chicago",4,"['429,585', '']"
7947,r273,"Illinois -> Public -> U. Illinois System -> U. Illinois, Springfield",Illinois,Public,U. Illinois System,"U. Illinois, Springfield",4,"['2,612', '']"
7947,r274,"Illinois -> Public -> U. Illinois System -> U. Illinois, Urbana-Champaign",Illinois,Public,U. Illinois System,"U. Illinois, Urbana-Champaign",4,"['731,268', '']"
7947,r275,Illinois -> Public -> Western Illinois U.,Illinois,Public,Western Illinois U.,,3,"['3,532', '']"
7947,r276,Illinois -> Private,Illinois,Private,,,2,"['1,632,729', '']"
7947,r277,Illinois -> Private -> Augustana C.,Illinois,Private,Augustana C.,,3,"['271', '']"
7947,r278,Illinois -> Private -> Bradley U.,Illinois,Private,Bradley U.,,3,"['416', '']"
7947,r279,Illinois -> Private -> DePaul U.,Illinois,Private,DePaul U.,,3,"['6,675', '']"
7947,r280,Illinois -> Private -> Elmhurst U.,Illinois,Private,Elmhurst U.,,3,"['464', '']"
7947,r281,Illinois -> Private -> Erikson Institute,Illinois,Private,Erikson Institute,,3,"['1,723', '']"
7947,r282,Illinois -> Private -> Illinois C. of Optometry,Illinois,Private,Illinois C. of Optometry,,3,"['490', '']"
7947,r283,Illinois -> Private -> Illinois Institute of Technology,Illinois,Private,Illinois Institute of Technology,,3,"['29,698', '']"
7947,r284,Illinois -> Private -> Lake Forest C.,Illinois,Private,Lake Forest C.,,3,"['267', '']"
7947,r285,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",,3,"['44,036', '']"
7947,r286,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,,3,"['10,961', '']"
7947,r287,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,,3,"['913,178', '']"
7947,r288,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,,3,"['13,805', '']"
7947,r289,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,,3,"['107,398', '']"
7947,r290,"Illinois -> Private -> Toyota Technological Institute, Chicago",Illinois,Private,"Toyota Technological Institute, Chicago",,3,"['4,967', '']"
7947,r291,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,,3,"['497,651', '']"
7947,r292,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",,3,"['729', '']"
7947,r293,Indiana,Indiana,,,,1,"['1,705,277', '']"
7947,r294,Indiana -> Public,Indiana,Public,,,2,"['1,460,724', '']"
7947,r295,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,,3,"['8,826', '']"
7947,r296,Indiana -> Public -> Indiana State U.,Indiana,Public,Indiana State U.,,3,"['1,042', '']"
7947,r297,Indiana -> Public -> Indiana U.,Indiana,Public,Indiana U.,,3,"['763,071', '']"
7947,r298,"Indiana -> Public -> Indiana U. -> Indiana U., Bloomington",Indiana,Public,Indiana U.,"Indiana U., Bloomington",4,"['695,258', '']"
7947,r299,"Indiana -> Public -> Indiana U. -> Indiana U., Kokomo",Indiana,Public,Indiana U.,"Indiana U., Kokomo",4,"['441', '']"
7947,r300,"Indiana -> Public -> Indiana U. -> Indiana U., Northwest",Indiana,Public,Indiana U.,"Indiana U., Northwest",4,"['553', '']"
7947,r301,"Indiana -> Public -> Indiana U. -> Indiana U., South Bend",Indiana,Public,Indiana U.,"Indiana U., South Bend",4,"['898', '']"
7947,r302,"Indiana -> Public -> Indiana U. -> Indiana U., Southeast",Indiana,Public,Indiana U.,"Indiana U., Southeast",4,"['591', '']"
7947,r303,"Indiana -> Public -> Indiana U. -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,Indiana U.,"Indiana U.-Purdue U., Indianapolis",4,"['65,330', '']"
7947,r304,Indiana -> Public -> Purdue U.,Indiana,Public,Purdue U.,,3,"['687,624', '']"
7947,r305,"Indiana -> Public -> Purdue U. -> Purdue U., Fort Wayne",Indiana,Public,Purdue U.,"Purdue U., Fort Wayne",4,"['2,495', '']"
7947,r306,"Indiana -> Public -> Purdue U. -> Purdue U., Northwest",Indiana,Public,Purdue U.,"Purdue U., Northwest",4,"['5,647', '']"
7947,r307,"Indiana -> Public -> Purdue U. -> Purdue U., West Lafayette",Indiana,Public,Purdue U.,"Purdue U., West Lafayette",4,"['679,482', '']"
7947,r308,Indiana -> Public -> U. Southern Indiana,Indiana,Public,U. Southern Indiana,,3,"['161', '']"
7947,r309,Indiana -> Private,Indiana,Private,,,2,"['244,553', '']"
7947,r310,Indiana -> Private -> Butler U.,Indiana,Private,Butler U.,,3,"['1,071', '']"
7947,r311,Indiana -> Private -> DePauw U.,Indiana,Private,DePauw U.,,3,"['304', '']"
7947,r312,Indiana -> Private -> Earlham C.,Indiana,Private,Earlham C.,,3,"['287', '']"
7947,r313,Indiana -> Private -> Indiana Wesleyan U.,Indiana,Private,Indiana Wesleyan U.,,3,"['878', '']"
7947,r314,Indiana -> Private -> Manchester U.,Indiana,Private,Manchester U.,,3,"['266', '']"
7947,r315,Indiana -> Private -> Taylor U.,Indiana,Private,Taylor U.,,3,"['214', '']"
7947,r316,Indiana -> Private -> U. Evansville,Indiana,Private,U. Evansville,,3,"['284', '']"
7947,r317,Indiana -> Private -> U. Notre Dame,Indiana,Private,U. Notre Dame,,3,"['240,324', '']"
7947,r318,Indiana -> Private -> Valparaiso U.,Indiana,Private,Valparaiso U.,,3,"['925', '']"
7947,r319,Iowa,Iowa,,,,1,"['932,572', '']"
7947,r320,Iowa -> Public (Iowa Board of Regents),Iowa,Public (Iowa Board of Regents),,,2,"['917,410', '']"
7947,r321,Iowa -> Public (Iowa Board of Regents) -> Iowa State U.,Iowa,Public (Iowa Board of Regents),Iowa State U.,,3,"['360,275', '']"
7947,r322,Iowa -> Public (Iowa Board of Regents) -> U. Iowa,Iowa,Public (Iowa Board of Regents),U. Iowa,,3,"['553,876', '']"
7947,r323,Iowa -> Public (Iowa Board of Regents) -> U. Northern Iowa,Iowa,Public (Iowa Board of Regents),U. Northern Iowa,,3,"['3,259', '']"
7947,r324,Iowa -> Private,Iowa,Private,,,2,"['15,162', '']"
7947,r325,Iowa -> Private -> Coe C.,Iowa,Private,Coe C.,,3,"['538', '']"
7947,r326,Iowa -> Private -> Cornell C.,Iowa,Private,Cornell C.,,3,"['464', '']"
7947,r327,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,,3,"['5,258', 'i']"
7947,r328,Iowa -> Private -> Dordt U.,Iowa,Private,Dordt U.,,3,"['696', '']"
7947,r329,Iowa -> Private -> Drake U.,Iowa,Private,Drake U.,,3,"['1,488', '']"
7947,r330,Iowa -> Private -> Grinnell C.,Iowa,Private,Grinnell C.,,3,"['4,122', '']"
7947,r331,Iowa -> Private -> Luther C.,Iowa,Private,Luther C.,,3,"['363', 'i']"
7947,r332,Iowa -> Private -> Palmer C. of Chiropractic,Iowa,Private,Palmer C. of Chiropractic,,3,"['2,233', '']"
7947,r333,"Iowa -> Private -> Palmer C. of Chiropractic -> Palmer C. of Chiropractic, Davenport",Iowa,Private,Palmer C. of Chiropractic,"Palmer C. of Chiropractic, Davenport",4,"['2,233', '']"
7947,r334,Kansas,Kansas,,,,1,"['785,641', '']"
7947,r335,Kansas -> Public (Kansas Board of Regents),Kansas,Public (Kansas Board of Regents),,,2,"['785,641', '']"
7947,r336,Kansas -> Public (Kansas Board of Regents) -> Emporia State U.,Kansas,Public (Kansas Board of Regents),Emporia State U.,,3,"['586', '']"
7947,r337,Kansas -> Public (Kansas Board of Regents) -> Fort Hays State U.,Kansas,Public (Kansas Board of Regents),Fort Hays State U.,,3,"['800', '']"
7947,r338,Kansas -> Public (Kansas Board of Regents) -> Kansas State U.,Kansas,Public (Kansas Board of Regents),Kansas State U.,,3,"['203,846', '']"
7947,r339,Kansas -> Public (Kansas Board of Regents) -> Pittsburg State U.,Kansas,Public (Kansas Board of Regents),Pittsburg State U.,,3,"['2,730', '']"
7947,r340,Kansas -> Public (Kansas Board of Regents) -> U. Kansas,Kansas,Public (Kansas Board of Regents),U. Kansas,,3,"['385,637', '']"
7947,r341,Kansas -> Public (Kansas Board of Regents) -> Wichita State U.,Kansas,Public (Kansas Board of Regents),Wichita State U.,,3,"['192,042', '']"
7947,r342,Kentucky,Kentucky,,,,1,"['655,555', '']"
7947,r343,Kentucky -> Public (Kentucky Council on Postsecondary Education),Kentucky,Public (Kentucky Council on Postsecondary Education),,,2,"['655,290', '']"
7947,r344,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Eastern Kentucky U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Eastern Kentucky U.,,3,"['986', '']"
7947,r345,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Kentucky State U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Kentucky State U.,,3,"['8,756', '']"
7947,r346,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Morehead State U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Morehead State U.,,3,"['1,754', '']"
7947,r347,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Murray State U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Murray State U.,,3,"['3,844', '']"
7947,r348,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Northern Kentucky U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Northern Kentucky U.,,3,"['3,403', '']"
7947,r349,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> U. Kentucky,Kentucky,Public (Kentucky Council on Postsecondary Education),U. Kentucky,,3,"['429,241', '']"
7947,r350,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> U. Louisville,Kentucky,Public (Kentucky Council on Postsecondary Education),U. Louisville,,3,"['200,362', '']"
7947,r351,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Western Kentucky U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Western Kentucky U.,,3,"['6,944', '']"
7947,r352,Kentucky -> Private,Kentucky,Private,,,2,"['265', '']"
7947,r353,Kentucky -> Private -> Centre C.,Kentucky,Private,Centre C.,,3,"['265', '']"
7947,r354,Louisiana,Louisiana,,,,1,"['833,237', '']"
7947,r355,Louisiana -> Public (State of Louisiana Board of Regents),Louisiana,Public (State of Louisiana Board of Regents),,,2,"['612,228', '']"
7947,r356,Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System,Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,,3,"['366,105', '']"
7947,r357,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Baton Rouge",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Baton Rouge",4,"['296,673', '']"
7947,r358,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Health Sciences Center, New Orleans",4,"['44,370', '']"
7947,r359,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Health Sciences Center, Shreveport",4,"['24,600', '']"
7947,r360,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Shreveport",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Shreveport",4,"['462', '']"
7947,r361,Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System,Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,,3,"['11,404', '']"
7947,r362,"Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System -> Southern U. and A&M C., Agricultural Research and Extension Center",Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['6,164', '']"
7947,r363,"Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System -> Southern U. and A&M C., Baton Rouge",Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,"Southern U. and A&M C., Baton Rouge",4,"['4,943', '']"
7947,r364,"Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System -> Southern U., New Orleans",Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,"Southern U., New Orleans",4,"['297', '']"
7947,r365,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,,3,"['234,719', '']"
7947,r366,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Grambling State U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Grambling State U.,4,"['2,124', '']"
7947,r367,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Louisiana Tech U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Louisiana Tech U.,4,"['27,417', '']"
7947,r368,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> McNeese State U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,McNeese State U.,4,"['664', '']"
7947,r369,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Nicholls State U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Nicholls State U.,4,"['551', '']"
7947,r370,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Northwestern State U. Louisiana,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Northwestern State U. Louisiana,4,"['1,663', '']"
7947,r371,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Southeastern Louisiana U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Southeastern Louisiana U.,4,"['1,723', '']"
7947,r372,"Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> U. Louisiana, Lafayette",Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,"U. Louisiana, Lafayette",4,"['181,400', '']"
7947,r373,"Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> U. Louisiana, Monroe",Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,"U. Louisiana, Monroe",4,"['2,198', '']"
7947,r374,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> U. New Orleans,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,U. New Orleans,4,"['16,979', '']"
7947,r375,Louisiana -> Private,Louisiana,Private,,,2,"['221,009', '']"
7947,r376,Louisiana -> Private -> Dillard U.,Louisiana,Private,Dillard U.,,3,"['2,528', '']"
7947,r377,"Louisiana -> Private -> Loyola U., New Orleans",Louisiana,Private,"Loyola U., New Orleans",,3,"['476', '']"
7947,r378,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,,3,"['205,206', '']"
7947,r379,Louisiana -> Private -> Xavier U. Louisiana,Louisiana,Private,Xavier U. Louisiana,,3,"['12,799', '']"
7947,r380,Maine,Maine,,,,1,"['166,220', '']"
7947,r381,Maine -> Public,Maine,Public,,,2,"['153,277', '']"
7947,r382,Maine -> Public -> U. Maine System,Maine,Public,U. Maine System,,3,"['153,277', '']"
7947,r383,Maine -> Public -> U. Maine System -> U. Maine,Maine,Public,U. Maine System,U. Maine,4,"['146,801', '']"
7947,r384,Maine -> Public -> U. Maine System -> U. Maine Farmington,Maine,Public,U. Maine System,U. Maine Farmington,4,"['996', 'i']"
7947,r385,Maine -> Public -> U. Maine System -> U. Southern Maine,Maine,Public,U. Maine System,U. Southern Maine,4,"['5,480', '']"
7947,r386,Maine -> Private,Maine,Private,,,2,"['12,943', '']"
7947,r387,Maine -> Private -> Bates C.,Maine,Private,Bates C.,,3,"['2,620', '']"
7947,r388,Maine -> Private -> Bowdoin C.,Maine,Private,Bowdoin C.,,3,"['2,417', '']"
7947,r389,Maine -> Private -> Colby C.,Maine,Private,Colby C.,,3,"['1,672', '']"
7947,r390,Maine -> Private -> U. New England,Maine,Private,U. New England,,3,"['6,234', '']"
7947,r391,Maryland,Maryland,,,,1,"['4,916,421', '']"
7947,r392,Maryland -> Public,Maryland,Public,,,2,"['1,733,519', '']"
7947,r393,Maryland -> Public -> Morgan State U.,Maryland,Public,Morgan State U.,,3,"['20,628', '']"
7947,r394,Maryland -> Public -> St. Mary's C. Maryland,Maryland,Public,St. Mary's C. Maryland,,3,"['349', '']"
7947,r395,Maryland -> Public -> U. System Maryland,Maryland,Public,U. System Maryland,,3,"['1,317,234', '']"
7947,r396,Maryland -> Public -> U. System Maryland -> Bowie State U.,Maryland,Public,U. System Maryland,Bowie State U.,4,"['1,398', '']"
7947,r397,Maryland -> Public -> U. System Maryland -> Coppin State U.,Maryland,Public,U. System Maryland,Coppin State U.,4,"['299', '']"
7947,r398,Maryland -> Public -> U. System Maryland -> Salisbury U.,Maryland,Public,U. System Maryland,Salisbury U.,4,"['10,552', '']"
7947,r399,Maryland -> Public -> U. System Maryland -> Towson U.,Maryland,Public,U. System Maryland,Towson U.,4,"['3,794', '']"
7947,r400,Maryland -> Public -> U. System Maryland -> U. Baltimore,Maryland,Public,U. System Maryland,U. Baltimore,4,"['14,672', '']"
7947,r401,Maryland -> Public -> U. System Maryland -> U. Maryland<sup>d</sup>,Maryland,Public,U. System Maryland,U. Maryland<sup>d</sup>,4,"['1,142,264', '']"
7947,r402,Maryland -> Public -> U. System Maryland -> U. Maryland Center for Environmental Science,Maryland,Public,U. System Maryland,U. Maryland Center for Environmental Science,4,"['51,201', '']"
7947,r403,"Maryland -> Public -> U. System Maryland -> U. Maryland, Baltimore County",Maryland,Public,U. System Maryland,"U. Maryland, Baltimore County",4,"['84,418', '']"
7947,r404,"Maryland -> Public -> U. System Maryland -> U. Maryland, Eastern Shore",Maryland,Public,U. System Maryland,"U. Maryland, Eastern Shore",4,"['8,636', '']"
7947,r405,Maryland -> Public -> U.S. Naval Academy,Maryland,Public,U.S. Naval Academy,,3,"['10,818', '']"
7947,r406,Maryland -> Public -> Uniformed Services U. of the Health Sciences,Maryland,Public,Uniformed Services U. of the Health Sciences,,3,"['384,490', '']"
7947,r407,Maryland -> Private,Maryland,Private,,,2,"['3,182,902', '']"
7947,r408,Maryland -> Private -> Goucher C.,Maryland,Private,Goucher C.,,3,"['255', '']"
7947,r409,Maryland -> Private -> Johns Hopkins U.<sup>e</sup>,Maryland,Private,Johns Hopkins U.<sup>e</sup>,,3,"['3,181,385', '']"
7947,r410,"Maryland -> Private -> Loyola U., Maryland",Maryland,Private,"Loyola U., Maryland",,3,"['628', '']"
7947,r411,Maryland -> Private -> Maryland Institute C. of Art,Maryland,Private,Maryland Institute C. of Art,,3,"['634', '']"
7947,r412,Massachusetts,Massachusetts,,,,1,"['4,577,024', '']"
7947,r413,Massachusetts -> Public,Massachusetts,Public,,,2,"['754,785', '']"
7947,r414,Massachusetts -> Public -> Massachusetts System of Public Higher Education,Massachusetts,Public,Massachusetts System of Public Higher Education,,3,"['2,923', '']"
7947,r415,Massachusetts -> Public -> Massachusetts System of Public Higher Education -> Bridgewater State U.,Massachusetts,Public,Massachusetts System of Public Higher Education,Bridgewater State U.,4,"['522', '']"
7947,r416,Massachusetts -> Public -> Massachusetts System of Public Higher Education -> Framingham State U.,Massachusetts,Public,Massachusetts System of Public Higher Education,Framingham State U.,4,"['2,401', 'i']"
7947,r417,Massachusetts -> Public -> U. Massachusetts System,Massachusetts,Public,U. Massachusetts System,,3,"['751,862', '']"
7947,r418,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Amherst",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Amherst",4,"['213,824', '']"
7947,r419,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Boston",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Boston",4,"['63,723', '']"
7947,r420,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, central office",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, central office",4,"['3,541', '']"
7947,r421,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Dartmouth",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Dartmouth",4,"['28,729', '']"
7947,r422,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Lowell",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Lowell",4,"['94,708', '']"
7947,r423,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Medical School",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Medical School",4,"['347,337', '']"
7947,r424,Massachusetts -> Private,Massachusetts,Private,,,2,"['3,822,239', '']"
7947,r425,Massachusetts -> Private -> Amherst C.,Massachusetts,Private,Amherst C.,,3,"['4,636', '']"
7947,r426,Massachusetts -> Private -> Babson C.,Massachusetts,Private,Babson C.,,3,"['1,286', '']"
7947,r427,Massachusetts -> Private -> Bentley U.,Massachusetts,Private,Bentley U.,,3,"['1,430', '']"
7947,r428,Massachusetts -> Private -> Boston C.,Massachusetts,Private,Boston C.,,3,"['65,156', '']"
7947,r429,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,,3,"['652,096', '']"
7947,r430,Massachusetts -> Private -> Brandeis U.,Massachusetts,Private,Brandeis U.,,3,"['107,549', '']"
7947,r431,Massachusetts -> Private -> C. of the Holy Cross,Massachusetts,Private,C. of the Holy Cross,,3,"['445', '']"
7947,r432,Massachusetts -> Private -> Clark U.,Massachusetts,Private,Clark U.,,3,"['7,931', '']"
7947,r433,Massachusetts -> Private -> Emerson C.,Massachusetts,Private,Emerson C.,,3,"['581', '']"
7947,r434,Massachusetts -> Private -> Franklin W. Olin C. of Engineering,Massachusetts,Private,Franklin W. Olin C. of Engineering,,3,"['1,627', '']"
7947,r435,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,,3,"['1,254,008', '']"
