table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
2706,r019,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['35,918', '  ']","['910', '  ']","['4,333', '  ']","['30,676', '  ']"
2706,r020,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,487', '  ']","['286', '  ']","['576', '  ']","['3,626', '  ']"
2706,r021,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['52,629', '  ']","['3,062', 'i ']","['7,440', '  ']","['42,128', '  ']"
2706,r022,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['24,291', '  ']","['1,978', 'i ']","['3,409', 'i ']","['18,904', '  ']"
2706,r023,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['28,338', '  ']","['1,084', '  ']","['4,031', '  ']","['23,224', '  ']"
2706,r024,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['410', '  ']","['26', '  ']","['61', '  ']","['323', '  ']"
2706,r025,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,"322, 324, 339","['19,412', '  ']","['960', '  ']","['2,562', '  ']","['15,890', '  ']"
2706,r026,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['166,961', '  ']","['8,108', '  ']","['21,195', '  ']","['137,658', '  ']"
2706,r027,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['94,349', '  ']","['3,250', '  ']","['8,979', '  ']","['82,120', '  ']"
2706,r028,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['32,770', '  ']","['1,530', '  ']","['3,188', '  ']","['28,053', '  ']"
2706,r029,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,696', '  ']","['253', '  ']","['1,565', '  ']","['1,878', '  ']"
2706,r030,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['23,306', '  ']","['1,038', '  ']","['2,329', '  ']","['19,939', '  ']"
2706,r031,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['34,576', '  ']","['429', '  ']","['1,897', '  ']","['32,250', '  ']"
2706,r032,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['44,860', '  ']","['3,482', '  ']","['9,384', '  ']","['31,994', '  ']"
2706,r033,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['3,961', '  ']","['273', '  ']","['1,413', '  ']","['2,275', '  ']"
2706,r034,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['15,923', '  ']","['1,239', '  ']","['2,684', '  ']","['12,000', 'i ']"
2706,r035,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['20,185', '  ']","['1,790', '  ']","['4,704', '  ']","['13,691', '  ']"
2706,r036,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['5,857', '  ']","['773', '  ']","['344', '  ']","['4,740', 'i ']"
2706,r037,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['13,657', '  ']","['613', '  ']","['4,169', '  ']","['8,874', '  ']"
2706,r038,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['671', '  ']","['403', '  ']","['191', 'i ']","['77', 'i ']"
2706,r039,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['4,791', '  ']","['180', '  ']","['583', '  ']","['4,028', '  ']"
2706,r040,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"21–23, 42–49, 52, 53, 55–81","['27,752', 'i ']","['1,376', 'i ']","['2,832', '  ']","['23,544', 'i ']"
2706,r041,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['441,036', '  ']","['28,980', '  ']","['65,222', '  ']","['346,834', '  ']"
2706,r042,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']"
2706,r043,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['4,390', '  ']","['372', '  ']","['1,015', '  ']","['3,003', '  ']"
2706,r044,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['11,252', '  ']","['947', '  ']","['2,543', '  ']","['7,761', '  ']"
2706,r045,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']"
2706,r046,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['12,321', '  ']","['1,082', '  ']","['2,126', '  ']","['9,113', '  ']"
2706,r047,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['18,547', '  ']","['1,651', '  ']","['3,552', '  ']","['13,345', '  ']"
2706,r048,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']","['&#160;', '&#160;']"
2706,r049,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['19,645', '  ']","['1,216', '  ']","['3,538', '  ']","['14,891', '  ']"
2706,r050,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['17,657', '  ']","['1,205', '  ']","['2,799', '  ']","['13,653', '  ']"
2706,r051,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['68,578', '  ']","['6,749', '  ']","['11,559', '  ']","['50,270', '  ']"
2706,r052,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['45,337', '  ']","['2,146', '  ']","['7,860', '  ']","['35,330', '  ']"
2706,r053,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['84,420', '  ']","['5,107', '  ']","['13,169', '  ']","['66,145', '  ']"
2706,r054,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['158,889', '  ']","['8,505', '  ']","['17,061', '  ']","['133,323', '  ']"
