table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
2694,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['377,806', '  ']","['211,925', '  ']","['28,203', '  ']","['16,489', '  ']","['6,871', '  ']","['24,609', '  ']","['6,812', '  ']","['14,772', '  ']","['2,674', '  ']","['11,922', '  ']","['53,529', '  ']"
2694,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['234,682', '  ']","['123,857', '  ']","['10,499', '  ']","['8,829', '  ']","['3,713', '  ']","['21,675', '  ']","['3,844', '  ']","['10,359', '  ']","['2,383', '  ']","['10,013', '  ']","['39,510', '  ']"
2694,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,412', '  ']","['2,674', '  ']","['40', 'i ']","['78', 'i ']","['35', 'i ']","['494', 'i ']","['40', '  ']","['201', '  ']","['3', 'i ']","['192', '  ']","['653', 'i ']"
2694,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['1,004', '  ']","['531', '  ']","['10', '  ']","['49', '  ']","['3', '  ']","['84', '  ']","['9', '  ']","['47', '  ']","['*', '  ']","['49', '  ']","['220', '  ']"
2694,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['986', '  ']","['637', '  ']","['13', '  ']","['22', '  ']","['70', '  ']","['95', '  ']","['5', '  ']","['15', '  ']","['3', '  ']","['19', '  ']","['107', '  ']"
2694,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['199', '  ']","['143', '  ']","['0', '  ']","['5', '  ']","['3', '  ']","['33', '  ']","['2', '  ']","['3', '  ']","['0', '  ']","['4', '  ']","['7', '  ']"
2694,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['932', '  ']","['444', '  ']","['0', '  ']","['34', '  ']","['20', '  ']","['381', '  ']","['3', '  ']","['6', '  ']","['0', '  ']","['4', '  ']","['39', '  ']"
2694,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['238', '  ']","['154', '  ']","['16', '  ']","['13', 'i ']","['1', '  ']","['15', '  ']","['2', '  ']","['13', 'i ']","['*', '  ']","['3', '  ']","['20', '  ']"
2694,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['1,246', '  ']","['723', '  ']","['0', '  ']","['19', '  ']","['17', '  ']","['32', '  ']","['4', '  ']","['35', '  ']","['*', 'i ']","['305', '  ']","['112', '  ']"
2694,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['73,584', '  ']","['32,532', '  ']","['4,397', '  ']","['4,254', '  ']","['523', '  ']","['6,340', '  ']","['1,212', '  ']","['3,399', '  ']","['1,318', '  ']","['3,937', '  ']","['15,672', '  ']"
2694,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,251', '  ']","['1,368', '  ']","['6', '  ']","['27 - 51', '  ']","['27', '  ']","['212', '  ']","['34', '  ']","['131', '  ']","['4', '  ']","['147', '  ']","['269 - 293', '  ']"
2694,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,568', '  ']","['981', '  ']","['1', '  ']","['69', '  ']","['1', '  ']","['104', '  ']","['14', '  ']","['94 - 112', '  ']","['9', '  ']","['0 - 207', '  ']","['66 - 297', '  ']"
2694,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,135', 'i ']","['657', 'i ']","['1', 'i ']","['33 - 61', 'i ']","['6', 'i ']","['95', 'i ']","['24', 'i ']","['94', 'i ']","['18', '  ']","['39', 'i ']","['137 - 171', 'i ']"
2694,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['64,800', '  ']","['27,171', '  ']","['4,377', '  ']","['3,997', '  ']","['458', '  ']","['5,707', '  ']","['1,111', '  ']","['2,933', '  ']","['1,282', '  ']","['3,529', '  ']","['14,236', '  ']"
2694,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,573', '  ']","['1,518 - 1,544', '  ']","['12', '  ']","['85', '  ']","['12 - 17', '  ']","['128', '  ']","['17', '  ']","['84 - 104', '  ']","['*', '  ']","['17', '  ']","['648 - 679', '  ']"
2694,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,257', '  ']","['813 - 835', '  ']","['1', '  ']","['17', '  ']","['12 - 17', '  ']","['94', '  ']","['12', '  ']","['43', '  ']","['4', '  ']","['0 - 207', '  ']","['24 - 260', '  ']"
