table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_outside_the_united_states,field_puerto_ricoa,field_canada,field_austria,field_belgium,field_czechia,field_denmark,field_finland,field_france,field_germany,field_hungary,field_ireland,field_italy,field_luxembourg,field_netherlands,field_norway,field_poland,field_russia,field_spain,field_sweden,field_switzerland,field_turkey,field_united_kingdom,field_other_european_locations
9727,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['907', '  ']","['0', '  ']","['10', '  ']","['1', '  ']","['0 - 17', '  ']","['0', '  ']","['12', '  ']","['0 - 93', '  ']","['0 - 247', '  ']","['0 - 814', '  ']","['1', '  ']","['0', '  ']","['14', '  ']","['0', '  ']","['24', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0 - 46', '  ']","['*', '  ']","['0 - 52', '  ']","['*', '  ']","['2', '  ']","['3', '  ']"
9727,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['1,299', '  ']","['10', '  ']","['0', '  ']","['24', 'i ']","['20', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['3', '  ']","['43', 'i ']","['0', '  ']","['4', '  ']","['7', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['7', '  ']","['0', '  ']","['4', '  ']","['14', '  ']"
9727,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['546', '  ']","['0', '  ']","['24', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['50', '  ']","['0', '  ']","['122', '  ']","['60', '  ']","['3', '  ']","['*', '  ']","['19', '  ']","['0', '  ']","['6', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['83', '  ']","['*', '  ']","['18', '  ']","['*', '  ']","['54', '  ']","['2', '  ']"
9727,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['2,591', '  ']","['0', '  ']","['188', '  ']","['2', '  ']","['0 - 17', '  ']","['7', 'i ']","['21', '  ']","['0 - 93', '  ']","['0 - 247', '  ']","['0 - 814', '  ']","['7', '  ']","['10', '  ']","['194', '  ']","['*', '  ']","['80', '  ']","['55', '  ']","['19', '  ']","['2', '  ']","['0 - 46', '  ']","['92', '  ']","['0 - 52', '  ']","['*', '  ']","['305', '  ']","['9', '  ']"
9727,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['31,535', '  ']","['135 - 473', 'i ']","['2,038', '  ']","['160', '  ']","['131', '  ']","['164', '  ']","['278', '  ']","['230', '  ']","['583', '  ']","['1,959', '  ']","['29', '  ']","['1,474', '  ']","['245', '  ']","['3', '  ']","['271', '  ']","['161', '  ']","['319', '  ']","['109', '  ']","['266', 'i ']","['266', '  ']","['407', '  ']","['10', '  ']","['1,614', '  ']","['378', '  ']"
9727,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['3,411', '  ']","['*', '  ']","['507', '  ']","['*', '  ']","['32', '  ']","['0 - 31', 'i ']","['26', '  ']","['20', '  ']","['115', '  ']","['119', '  ']","['0 - 20', '  ']","['118', '  ']","['74', '  ']","['*', '  ']","['28', '  ']","['0 - 115', '  ']","['88', '  ']","['3', '  ']","['13', '  ']","['44', '  ']","['39', '  ']","['2', '  ']","['233', '  ']","['73', '  ']"
9727,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['16,521', '  ']","['2', '  ']","['1,060', '  ']","['93', '  ']","['51', '  ']","['79', '  ']","['150', '  ']","['87', '  ']","['258', '  ']","['539', '  ']","['0 - 20', '  ']","['425', '  ']","['103', '  ']","['0', '  ']","['65', '  ']","['44', '  ']","['186 - 212', '  ']","['98', '  ']","['47', '  ']","['26', '  ']","['66', '  ']","['8', '  ']","['632', '  ']","['101', '  ']"
9727,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['3,576', '  ']","['0', '  ']","['216', '  ']","['0 - 68', '  ']","['36', '  ']","['56', '  ']","['52', '  ']","['117', '  ']","['126', '  ']","['663', '  ']","['10', '  ']","['27', '  ']","['45', '  ']","['3', '  ']","['133', '  ']","['3 - 118', '  ']","['0 - 25', '  ']","['4', '  ']","['31', '  ']","['167', '  ']","['223', '  ']","['*', '  ']","['441', '  ']","['98', '  ']"
9727,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['467', '  ']","['0', '  ']","['18', '  ']","['0', '  ']","['9', '  ']","['*', '  ']","['*', '  ']","['4', '  ']","['24', '  ']","['28', '  ']","['0', '  ']","['1', '  ']","['4', '  ']","['0', '  ']","['7', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['11', '  ']","['58', '  ']","['*', '  ']","['180', '  ']","['14', '  ']"
9727,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['594', '  ']","['0', '  ']","['0 - 199', '  ']","['0', '  ']","['*', '  ']","['4', '  ']","['*', '  ']","['0', '  ']","['9', '  ']","['0 - 572', '  ']","['0', '  ']","['0 - 27', '  ']","['6', '  ']","['0', '  ']","['0 - 127', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0 - 157', '  ']","['0 - 166', '  ']","['0', '  ']","['0 - 262', '  ']","['0 - 85', '  ']"
9727,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['2,516', '  ']","['0', '  ']","['0 - 199', '  ']","['0 - 68', '  ']","['26', '  ']","['51', '  ']","['51', '  ']","['113', '  ']","['93', '  ']","['62 - 636', '  ']","['10', '  ']","['0 - 27', '  ']","['35', '  ']","['3', '  ']","['0 - 127', '  ']","['0 - 115', '  ']","['0 - 25', '  ']","['4', '  ']","['31', '  ']","['0 - 157', '  ']","['0 - 166', '  ']","['0', '  ']","['0 - 262', '  ']","['0 - 85', '  ']"
9727,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['8,027', '  ']","['132 - 471', 'i ']","['256', '  ']","['0 - 68', '  ']","['12', '  ']","['0 - 31', '  ']","['50', '  ']","['6', '  ']","['84', '  ']","['638', '  ']","['0 - 20', 'i ']","['904', '  ']","['24', '  ']","['0', '  ']","['44', '  ']","['*', '  ']","['21', '  ']","['4', '  ']","['175', 'i ']","['30', '  ']","['79', '  ']","['*', '  ']","['308', '  ']","['105', '  ']"
9727,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['1,880', '  ']","['*', '  ']","['121', '  ']","['9', '  ']","['12', '  ']","['1', '  ']","['1', '  ']","['1', '  ']","['52', '  ']","['251', '  ']","['1', '  ']","['18', '  ']","['103', '  ']","['0', '  ']","['18', '  ']","['6', '  ']","['45', '  ']","['1', '  ']","['2', '  ']","['0', '  ']","['52', '  ']","['*', '  ']","['102', '  ']","['31', '  ']"
9727,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['7,663', '  ']","['0 - 101', 'i ']","['543', '  ']","['2', '  ']","['75', 'i ']","['28', '  ']","['0 - 7', 'i ']","['0 - 6', '  ']","['106', '  ']","['1,573', 'i ']","['32', '  ']","['1 - 34', '  ']","['209', '  ']","['202', '  ']","['216', '  ']","['0 - 19', '  ']","['177', 'i ']","['0 - 14', '  ']","['92', '  ']","['114', '  ']","['12', '  ']","['3', '  ']","['847', '  ']","['170', '  ']"
9727,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['6,720', '  ']","['0', '  ']","['363', '  ']","['0 - 3', '  ']","['75', 'i ']","['0 - 29', '  ']","['0', '  ']","['0 - 6', '  ']","['56', '  ']","['1,453', 'i ']","['32', '  ']","['2', '  ']","['16 - 178', '  ']","['202', '  ']","['213', '  ']","['0', '  ']","['137', 'i ']","['1', '  ']","['57', '  ']","['113', '  ']","['1', '  ']","['0 - 4', '  ']","['715', '  ']","['166', '  ']"
9727,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['711', '  ']","['0 - 101', 'i ']","['134', 'i ']","['0', '  ']","['0', '  ']","['0 - 29', '  ']","['0 - 7', 'i ']","['0', '  ']","['20', '  ']","['92', '  ']","['0', '  ']","['0 - 33', '  ']","['30 - 193', '  ']","['*', '  ']","['3', '  ']","['0 - 19', '  ']","['37', '  ']","['0 - 13', 'i ']","['1', '  ']","['*', '  ']","['3', '  ']","['0 - 4', '  ']","['114', '  ']","['3', '  ']"
9727,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['693', '  ']","['0 - 101', 'i ']","['115 - 135', 'i ']","['0', '  ']","['0', '  ']","['0 - 29', '  ']","['0 - 7', 'i ']","['0', '  ']","['1 - 21', 'i ']","['73 - 93', '  ']","['0', '  ']","['0 - 33', '  ']","['30 - 193', '  ']","['*', '  ']","['3', '  ']","['0', '  ']","['37', '  ']","['0 - 13', 'i ']","['1', '  ']","['*', '  ']","['3', '  ']","['0 - 4', '  ']","['114', '  ']","['3', '  ']"
9727,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['18', '  ']","['0', '  ']","['0 - 19', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 19', '  ']","['0 - 19', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0 - 19', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']"
9727,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['0 - 3', '  ']","['0', '  ']","['0', '  ']","['0 - 3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9727,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['228 - 233', '  ']","['0', '  ']","['46', 'i ']","['0', '  ']","['0', '  ']","['0 - 11', 'i ']","['0', '  ']","['0', '  ']","['30', 'i ']","['28', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['3', '  ']","['0', '  ']","['34', '  ']","['1', 'i ']","['8', '  ']","['0', '  ']","['18', 'i ']","['1', '  ']"
9727,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['37', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['12', '  ']","['0', '  ']","['9', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['8', '  ']","['0', '  ']"
9727,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['4,431', '  ']","['51', '  ']","['111 - 171', '  ']","['42', '  ']","['48', '  ']","['5', '  ']","['63 - 70', 'i ']","['36 - 43', '  ']","['236', '  ']","['667', '  ']","['16', '  ']","['386', '  ']","['51', '  ']","['0', '  ']","['138 - 149', '  ']","['35', '  ']","['4 - 13', '  ']","['71', '  ']","['22', '  ']","['72 - 91', '  ']","['219', '  ']","['3', '  ']","['219', '  ']","['68 - 88', '  ']"
9727,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['4,007', '  ']","['50', '  ']","['112', '  ']","['32', '  ']","['48', '  ']","['5', '  ']","['64', 'i ']","['37', '  ']","['229', '  ']","['650', '  ']","['16', '  ']","['386', '  ']","['39', '  ']","['0', '  ']","['139', '  ']","['35', '  ']","['5', '  ']","['71', '  ']","['22', '  ']","['73', '  ']","['219', '  ']","['3', '  ']","['200', '  ']","['68', '  ']"
9727,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['424', '  ']","['1', 'i ']","['0 - 59', '  ']","['10', 'i ']","['0', '  ']","['*', '  ']","['0 - 7', '  ']","['0 - 6', '  ']","['7', 'i ']","['16', '  ']","['0', '  ']","['*', '  ']","['12', '  ']","['0', '  ']","['0 - 10', '  ']","['0', '  ']","['0 - 8', '  ']","['0', '  ']","['0', '  ']","['0 - 18', '  ']","['*', '  ']","['*', '  ']","['19', 'i ']","['0 - 21', 'i ']"
9727,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['57,024', '  ']","['10', '  ']","['5,134', '  ']","['148', 'i ']","['417', '  ']","['364', '  ']","['267', '  ']","['223', '  ']","['1,881', '  ']","['2,904', '  ']","['235', '  ']","['2,856', '  ']","['434', 'i ']","['128', 'i ']","['1,672', 'i ']","['101', '  ']","['522', '  ']","['288', '  ']","['1,198', 'i ']","['970', '  ']","['2,287', '  ']","['191', '  ']","['9,884', '  ']","['1,932', '  ']"
