table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022_preliminary_
10309,r001,All agencies,All agencies,,,,,1,29753,31604,32298,34812,36600,38392,41101,43758,43750,44674
10309,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10309,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1024,1152,1204,1221,1251,1270,1350,1225,1362,1559
10309,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,2,3,3,3,4,4,4,3,7,7
10309,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,406,449,453,458,468,480,517,569,604,640
10309,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,64,71,85,85,86,86,86,82,85,90
10309,r007,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0
10309,r008,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,205,187,176,191,182,169,170,172,154,195
10309,r009,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,5,6,6,6,0.05,na,na,na,na,na
10309,r010,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,4,5,5,5,5,5,5,5,5,6
10309,r011,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,333,426,472,469,502,521,564,390,505,620
10309,r012,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1
10309,r013,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,4,6,4,4,3,4,4,3,0,0
10309,r014,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,833,1063,922,906,1056,1001,1029,1110,1228,1473
10309,r015,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,115,227,41,90,56,56,29,38,56,110
10309,r016,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,335,385,399,377,445,449,450,466,507,530
10309,r017,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,375,442,470,428,547,488,542,598,659,826
10309,r018,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,7,10,12,11,8,9,8,8,7,7
10309,r019,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,4093,4631,4558,4913,5068,5263,5758,6416,6901,7401
10309,r020,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,983,1189,1125,1158,1118,1222,1265,1524,1336,1484
10309,r021,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,na,NA,NA,NA,NA,NA,NA,153,115,159
10309,r022,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,1055,1072,1108,1240,1244,1341,1547,1729,1684,1697
10309,r023,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,859,983,942,1060,1233,1217,1462,1383,1372,1502
10309,r024,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,740,872,845,924,971,953,935,1057,1023,1230
10309,r025,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,455,515,539,531,502,530,549,571,1371,1329
10309,r026,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,178,183,137,140,141,135,131,136,233,260
10309,r027,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,3482,4017,4181,4880,5084,5507,6295,5024,5277,4523
10309,r028,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,92,150,139,172,151,80,202,219,157,225
10309,r029,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,4,3,3,3,4,NA,NA,NA,NA,NA
10309,r030,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,50,61,57,67,74,82,72,65,50,59
10309,r031,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,530,540,473,576,853,1285,1270,1248,1395,678
10309,r032,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,3,16,8,10,10,13,9,7,10,12
10309,r033,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,151,157,194,225,224,629,626,645,689,736
10309,r034,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,2355,2714,2637,3127,2997,2556,3568,2279,2485,2404
10309,r035,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2142,2519,2527,3010,2881,2422,3434,2155,2328,2258
10309,r036,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,213,195,111,117,116,135,134,124,157,146
10309,r037,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,236,296,597,631,688,763,378,392,346,331
10309,r038,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,na,na,na,na,na,0,39,36,0,78
10309,r039,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,63,79,75,70,83,101,130,131,144,0
10309,r040,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,14026,14582,15120,16483,16977,18561,19255,22425,21210,21259
10309,r041,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,2,3,2,3,2,3,2,2,5,4
10309,r042,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,0,0,72,66,66,66,66,71,107,111
10309,r043,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,336,335,335,306,300,306,308,308,308,314
10309,r044,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,1,1,2,2,3,2,7,10,11,11
10309,r045,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,277,309,365,409,364,322,289,371,592,552
10309,r046,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,20,34,24,30,29,231,133,224,0,0
10309,r047,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,361,389,376,486,375,478,493,464,589,669
10309,r048,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,24,25,25,24,27,34,30,32,30,35
10309,r049,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,12987,13467,13901,15140,15794,17103,17909,20927,19551,19545
10309,r050,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,19,19,18,18,17,17,17,16,17,18
10309,r051,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,19,19,18,18,17,17,17,16,17,18
10309,r052,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,141,215,205,194,264,309,233,178,187,248
10309,r053,All agencies -> Departments -> Department of Homeland Security -> Coast Guard,All agencies,Departments,Department of Homeland Security,Coast Guard,,4,7,8,6,7,6,6,6,1,3,2
10309,r054,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,NA,38,26,25,23,9,26,18,15,24
10309,r055,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,na,na,na,na,na,7,13,7,9,4
10309,r056,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,134,168,173,163,235,286,188,152,159,216
10309,r057,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,NA,NA,NA,NA,NA,0,0,0,1,2
10309,r058,All agencies -> Departments -> Department of Housing and Urban Development,All agencies,Departments,Department of Housing and Urban Development,,,3,44,36,38,43,41,40,22,NA,NA,NA
10309,r059,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,552,597,627,672,668,570,608,614,668,817
