table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2018,field_2019,field_2020,field_2021_all_geosciences_atmospheric_sciences_and_ocean_sciences,field_2021_atmospheric_science_and_meteorology,field_2021_geological_and_earth_sciences,field_2021_ocean_sciences_and_marine_sciences,field_2021_geosciences_atmospheric_sciences_and_ocean_sciences_nec
7982,r046,All institutions -> Florida International U.,All institutions,Florida International U.,2,45,"['8,001', '']","['7,987', '']","['9,463', '']","['9,569', '']","['2,049', '']","['540', '']","['6,980', '']","['0', '']"
7982,r047,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,46,"['8,857', '']","['9,510', '']","['9,301', '']","['9,271', '']","['0', '']","['9,271', '']","['0', '']","['0', '']"
7982,r048,All institutions -> U. Maine,All institutions,U. Maine,2,47,"['10,472', '']","['9,385', '']","['9,064', '']","['8,996', '']","['0', '']","['1,392', '']","['7,603', '']","['1', '']"
7982,r049,All institutions -> Stanford U.,All institutions,Stanford U.,2,48,"['8,710', '']","['7,690', '']","['8,906', '']","['8,901', '']","['0', '']","['6,732', '']","['1,475', '']","['694', '']"
7982,r050,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,49,"['5,959', '']","['5,473', '']","['10,107', '']","['8,601', '']","['6,287', '']","['2,289', '']","['0', '']","['25', '']"
7982,r051,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,50,"['7,622', '']","['8,058', '']","['7,624', '']","['8,548', '']","['0', '']","['8,548', '']","['0', '']","['0', '']"
7982,r052,All institutions -> U. Chicago,All institutions,U. Chicago,2,51,"['8,644', '']","['8,639', '']","['8,514', '']","['8,384', '']","['0', '']","['8,384', '']","['0', '']","['0', '']"
7982,r053,All institutions -> U. Florida,All institutions,U. Florida,2,52,"['10,165', '']","['9,497', '']","['8,484', '']","['8,334', '']","['0', '']","['6,235', '']","['2,099', '']","['0', '']"
7982,r054,All institutions -> U. Southern California,All institutions,U. Southern California,2,53,"['10,908', '']","['10,664', '']","['9,079', '']","['8,192', '']","['0', '']","['6,639', '']","['1,553', '']","['0', '']"
7982,r055,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,54,"['7,281', '']","['8,070', '']","['8,059', '']","['7,910', '']","['0', '']","['7,910', '']","['0', '']","['0', '']"
7982,r056,All institutions -> Florida State U.,All institutions,Florida State U.,2,55,"['8,332', '']","['8,123', '']","['8,871', '']","['7,904', '']","['1,247', '']","['1,221', '']","['4,872', '']","['564', '']"
7982,r057,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,56,"['8,340', '']","['7,822', '']","['7,862', '']","['7,744', '']","['0', '']","['7,516', '']","['228', '']","['0', '']"
7982,r058,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,57,"['7,956', '']","['7,883', '']","['8,178', '']","['7,740', '']","['0', '']","['1,011', '']","['5,607', '']","['1,122', '']"
7982,r059,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,58,"['5,866', '']","['6,674', '']","['7,020', '']","['7,650', '']","['0', '']","['490', '']","['7,160', '']","['0', '']"
7982,r060,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,59,"['8,521', '']","['8,568', '']","['7,374', '']","['7,431', '']","['0', '']","['1,359', '']","['0', '']","['6,072', '']"
7982,r061,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,60,"['7,064', '']","['8,301', '']","['8,462', '']","['7,217', '']","['0', '']","['124', '']","['6,872', '']","['221', '']"
7982,r062,All institutions -> U. Georgia,All institutions,U. Georgia,2,61,"['6,109', '']","['6,855', '']","['6,304', '']","['7,051', '']","['0', '']","['289', '']","['6,762', '']","['0', '']"
7982,r063,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,62,"['10,336', '']","['8,618', '']","['7,847', '']","['6,871', '']","['1,807', '']","['123', '']","['4,941', '']","['0', '']"
7982,r064,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,63,"['8,969', '']","['6,728', '']","['6,953', '']","['6,809', '']","['5,847', '']","['962', '']","['0', '']","['0', '']"
7982,r065,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,64,"['5,010', '']","['6,235', '']","['6,328', '']","['6,427', '']","['0', '']","['6,427', '']","['0', '']","['0', '']"
7982,r066,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,65,"['5,993', '']","['5,268', '']","['6,300', '']","['6,195', '']","['1,824', '']","['644', '']","['3,346', '']","['381', '']"
7982,r067,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,66,"['6,957', '']","['6,674', '']","['6,249', '']","['6,164', '']","['373', '']","['5,791', '']","['0', '']","['0', '']"
7982,r068,All institutions -> Boston U.,All institutions,Boston U.,2,67,"['5,287', '']","['5,898', '']","['6,447', '']","['6,053', '']","['0', '']","['6,053', '']","['0', '']","['0', '']"
7982,r069,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,68,"['6,940', '']","['6,263', '']","['6,910', '']","['6,038', '']","['114', '']","['5,171', '']","['221', '']","['532', '']"
7982,r070,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,69,"['6,596', '']","['6,459', '']","['7,014', '']","['5,881', '']","['1,210', '']","['1,032', '']","['415', '']","['3,224', '']"
7982,r071,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,70,"['6,182', '']","['6,216', '']","['6,489', '']","['5,685', '']","['0', '']","['5,685', '']","['0', '']","['0', '']"
7982,r072,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,71,"['4,750', '']","['5,192', '']","['5,000', '']","['5,585', '']","['0', '']","['5,585', '']","['0', '']","['0', '']"
7982,r073,All institutions -> Boston C.,All institutions,Boston C.,2,72,"['4,067', '']","['3,209', '']","['3,871', '']","['5,459', '']","['4,788', '']","['671', '']","['0', '']","['0', '']"
7982,r074,All institutions -> Duke U.,All institutions,Duke U.,2,73,"['6,987', '']","['7,079', '']","['6,194', '']","['5,406', '']","['0', '']","['1,049', '']","['4,357', '']","['0', '']"
7982,r075,All institutions -> U. Oregon,All institutions,U. Oregon,2,74,"['3,286', '']","['4,038', '']","['5,073', '']","['5,371', '']","['0', '']","['4,929', '']","['442', '']","['0', '']"
7982,r076,All institutions -> Brown U.,All institutions,Brown U.,2,75,"['2,166', '']","['2,488', '']","['3,436', '']","['5,321', '']","['0', '']","['1,234', '']","['189', '']","['3,898', '']"
7982,r077,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,76,"['3,458', '']","['4,945', '']","['5,329', '']","['5,255', '']","['0', '']","['0', '']","['4,848', '']","['407', '']"
7982,r078,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,77,"['542', '']","['713', '']","['2,990', '']","['5,241', '']","['0', '']","['88', '']","['4,248', '']","['905', '']"
7982,r079,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,78,"['6,670', '']","['5,638', '']","['5,816', '']","['5,198', '']","['0', '']","['5,198', '']","['0', '']","['0', '']"
7982,r080,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,79,"['3,210', '']","['3,515', '']","['5,381', '']","['5,135', '']","['0', '']","['0', '']","['5,135', '']","['0', '']"
7982,r081,All institutions -> Washington State U.,All institutions,Washington State U.,2,80,"['4,276', '']","['4,767', '']","['5,323', '']","['5,103', '']","['0', '']","['523', '']","['0', '']","['4,580', '']"
7982,r082,All institutions -> U. Guam,All institutions,U. Guam,2,81,"['2,382', '']","['2,620', '']","['2,585', '']","['5,001', '']","['0', '']","['216', '']","['4,673', '']","['112', '']"
7982,r083,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,82,"['7,751', '']","['6,805', '']","['5,975', '']","['4,968', '']","['96', '']","['3,506', '']","['32', '']","['1,334', '']"
7982,r084,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,83,"['6,121', '']","['5,967', '']","['5,419', '']","['4,965', '']","['3,526', '']","['1,439', '']","['0', '']","['0', '']"
7982,r085,All institutions -> Cornell U.,All institutions,Cornell U.,2,84,"['5,072', '']","['4,796', '']","['6,428', '']","['4,852', '']","['910', '']","['3,847', '']","['95', '']","['0', '']"
7982,r086,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,85,"['4,555', '']","['4,237', '']","['4,821', '']","['4,764', '']","['0', '']","['1,847', '']","['0', '']","['2,917', '']"
7982,r087,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,86,"['4,355', '']","['4,476', '']","['6,432', '']","['4,761', '']","['256', '']","['3,940', '']","['522', '']","['43', '']"
7982,r088,All institutions -> U. Kansas,All institutions,U. Kansas,2,87,"['4,879', '']","['3,873', '']","['4,622', '']","['4,531', '']","['644', '']","['3,887', '']","['0', '']","['0', '']"
7982,r089,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,88,"['2,326', '']","['2,843', '']","['3,340', '']","['4,463', '']","['162', '']","['3,061', '']","['0', '']","['1,240', '']"
7982,r090,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,89,"['2,775', '']","['4,369', '']","['3,454', '']","['4,182', '']","['0', '']","['0', '']","['4,182', '']","['0', '']"
7982,r091,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,90,"['2,393', '']","['2,297', '']","['2,680', '']","['4,040', '']","['0', '']","['0', '']","['4,040', '']","['0', '']"
7982,r092,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,91,"['3,140', '']","['3,042', '']","['4,079', '']","['3,938', '']","['3,938', '']","['0', '']","['0', '']","['0', '']"
7982,r093,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,92,"['3,324', '']","['4,100', '']","['4,026', '']","['3,893', '']","['0', '']","['3,893', '']","['0', '']","['0', '']"
7982,r094,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,93,"['872', '']","['1,089', '']","['1,050', '']","['3,772', '']","['0', '']","['2,944', '']","['828', '']","['0', '']"
7982,r095,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,94,"['4,025', '']","['4,981', '']","['4,424', '']","['3,708', '']","['0', '']","['3,562', '']","['0', '']","['146', '']"
7982,r096,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,95,"['4,787', '']","['4,215', '']","['3,123', '']","['3,609', '']","['0', '']","['2,598', '']","['0', '']","['1,011', '']"
7982,r097,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,96,"['2,870', '']","['3,896', '']","['4,059', '']","['3,582', '']","['0', '']","['0', '']","['0', '']","['3,582', '']"
7982,r098,All institutions -> U. Houston,All institutions,U. Houston,2,97,"['2,588', '']","['2,213', '']","['2,948', '']","['3,418', '']","['1,277', '']","['1,348', '']","['331', '']","['462', '']"
7982,r099,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,98,"['2,393', '']","['2,967', '']","['3,195', '']","['3,391', '']","['0', '']","['1,859', '']","['1,532', '']","['0', '']"
7982,r100,All institutions -> U. Toledo,All institutions,U. Toledo,2,99,"['2,773', '']","['3,474', '']","['3,227', '']","['3,371', '']","['0', '']","['3,371', '']","['0', '']","['0', '']"
7982,r101,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,100,"['2,464', '']","['3,009', '']","['2,460', '']","['3,326', '']","['0', '']","['3,326', '']","['0', '']","['0', '']"
7982,r102,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,101,"['4,372', '']","['3,955', '']","['3,351', '']","['3,298', '']","['0', '']","['3,298', '']","['0', '']","['0', '']"
7982,r103,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,102,"['1,079', '']","['983', '']","['3,889', '']","['3,288', '']","['0', '']","['0', '']","['3,288', '']","['0', '']"
7982,r104,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,103,"['3,752', '']","['2,797', '']","['3,870', '']","['3,286', '']","['16', '']","['878', '']","['0', '']","['2,392', '']"
7982,r105,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,104,"['2,578', '']","['2,543', '']","['3,541', '']","['3,096', '']","['392', '']","['2,505', '']","['0', '']","['199', '']"
7982,r106,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,105,"['5,216', '']","['4,273', '']","['3,609', '']","['3,075', '']","['316', '']","['306', '']","['1,592', '']","['861', '']"
7982,r107,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,106,"['2,386', '']","['2,983', '']","['2,792', '']","['3,071', '']","['0', '']","['3,071', '']","['0', '']","['0', '']"
7982,r108,All institutions -> Hampton U.,All institutions,Hampton U.,2,107,"['4,022', '']","['3,779', '']","['3,454', '']","['2,881', '']","['2,212', '']","['0', '']","['661', '']","['8', '']"
7982,r109,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,108,"['1,958', '']","['3,056', '']","['3,730', '']","['2,794', '']","['2,559', '']","['235', '']","['0', '']","['0', '']"
7982,r110,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,109,"['1,568', '']","['1,776', '']","['2,890', '']","['2,725', '']","['0', '']","['2,725', '']","['0', '']","['0', '']"
7982,r111,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,110,"['1,664', '']","['1,932', '']","['3,108', '']","['2,639', '']","['0', '']","['2,639', '']","['0', '']","['0', '']"
7982,r112,"All institutions -> U. Tennessee, Knoxville<sup>d</sup>",All institutions,"U. Tennessee, Knoxville<sup>d</sup>",2,111,"['2,611', '']","['3,160', '']","['2,644', '']","['2,558', '']","['0', '']","['1,876', '']","['0', '']","['682', '']"
7982,r113,All institutions -> Yale U.,All institutions,Yale U.,2,112,"['3,142', '']","['3,053', '']","['2,704', '']","['2,553', '']","['0', '']","['2,553', '']","['0', '']","['0', '']"
7982,r114,All institutions -> Rice U.,All institutions,Rice U.,2,113,"['1,995', '']","['1,929', '']","['2,747', '']","['2,546', '']","['0', '']","['2,546', '']","['0', '']","['0', '']"
7982,r115,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,114,"['1,692', '']","['1,630', '']","['1,602', '']","['2,420', '']","['1,303', '']","['773', '']","['0', '']","['344', '']"
7982,r116,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,115,"['2,665', '']","['3,174', '']","['2,235', '']","['2,358', '']","['0', '']","['1,000', '']","['1,358', '']","['0', '']"
7982,r117,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,116,"['2,925', '']","['2,286', '']","['2,537', '']","['2,325', '']","['0', '']","['2,325', '']","['0', '']","['0', '']"
7982,r118,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,117,"['2,142', '']","['1,903', '']","['1,862', '']","['2,323', '']","['885', '']","['0', '']","['1,438', '']","['0', '']"
7982,r119,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,118,"['985', '']","['1,443', '']","['1,861', '']","['2,290', '']","['0', '']","['0', '']","['2,290', '']","['0', '']"
7982,r120,All institutions -> Boise State U.,All institutions,Boise State U.,2,119,"['4,272', '']","['2,556', '']","['2,730', '']","['2,250', '']","['54', '']","['2,090', '']","['72', '']","['34', '']"
7982,r121,All institutions -> U. Rochester,All institutions,U. Rochester,2,120,"['2,082', '']","['2,112', '']","['2,392', '']","['2,207', '']","['0', '']","['2,207', '']","['0', '']","['0', '']"
7982,r122,All institutions -> Texas State U.,All institutions,Texas State U.,2,121,"['2,932', '']","['3,137', '']","['2,870', '']","['2,168', '']","['2', '']","['1,531', '']","['0', '']","['635', '']"
7982,r123,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,122,"['2,936', '']","['4,021', '']","['2,803', '']","['2,117', '']","['0', '']","['2,117', '']","['0', '']","['0', '']"
7982,r124,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,123,"['3,590', '']","['3,290', '']","['2,793', '']","['2,096', '']","['0', '']","['0', '']","['2,096', '']","['0', '']"
7982,r125,All institutions -> Tulane U.,All institutions,Tulane U.,2,124,"['1,574', '']","['1,478', '']","['1,796', '']","['2,074', '']","['0', '']","['2,074', '']","['0', '']","['0', '']"
7982,r126,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,125,"['788', '']","['617', '']","['991', '']","['2,037', '']","['0', '']","['850', '']","['0', '']","['1,187', '']"
7982,r127,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,126,"['4,246', '']","['3,975', '']","['3,896', '']","['2,014', '']","['0', '']","['542', '']","['1,472', '']","['0', '']"
7982,r128,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,127,"['1,404', '']","['1,391', '']","['1,783', '']","['1,948', '']","['61', '']","['276', '']","['0', '']","['1,611', '']"
7982,r129,All institutions -> U. Idaho,All institutions,U. Idaho,2,128,"['2,588', '']","['2,451', '']","['1,662', '']","['1,924', '']","['91', '']","['1,757', '']","['0', '']","['76', '']"
