table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_dot,field_hhs,field_nasa,field_nrc,field_nsf,field_usda
10405,r211,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,210,1847,0,0,0,0,1662,0,0,185,0
10405,r212,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,211,1837,0,0,0,0,1837,0,0,0,0
10405,r213,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,212,1826,0,0,0,0,1676,0,0,30,121
10405,r214,All institutions -> Chicago State U.,All institutions,Chicago State U.,2,213,1813,0,0,0,0,0,0,0,1813,0
10405,r215,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,214,1806,0,0,0,0,503,0,0,590,713
10405,r216,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,215,1799,0,0,0,0,145,0,0,1354,300
10405,r217,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,216,1795,0,0,0,0,0,0,0,500,1295
10405,r218,All institutions -> Tufts U.,All institutions,Tufts U.,2,217,1781,0,0,0,0,1711,0,0,71,0
10405,r219,All institutions -> Albany State U.,All institutions,Albany State U.,2,218,1777,0,0,0,0,0,0,0,1777,0
10405,r220,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,219,1759,0,0,0,0,554,0,0,1206,0
10405,r221,All institutions -> Grand Valley State U.,All institutions,Grand Valley State U.,2,220,1751,0,0,0,0,1751,0,0,0,0
10405,r222,All institutions -> Sitting Bull C.,All institutions,Sitting Bull C.,2,221,1750,0,0,0,0,0,0,0,1750,0
10405,r223,All institutions -> Rush U.,All institutions,Rush U.,2,222,1733,0,0,0,0,1733,0,0,0,0
10405,r224,All institutions -> Langston U.,All institutions,Langston U.,2,223,1727,0,0,0,0,0,0,0,0,1727
10405,r225,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,224,1720,0,223,0,0,1497,0,0,0,0
10405,r226,All institutions -> Western Carolina U.,All institutions,Western Carolina U.,2,225,1718,0,0,0,0,1718,0,0,0,0
10405,r227,All institutions -> Kentucky Community and Technical C. System,All institutions,Kentucky Community and Technical C. System,2,226,1717,0,0,0,0,0,0,0,1717,0
10405,r228,"All institutions -> U. St. Thomas, Saint Paul",All institutions,"U. St. Thomas, Saint Paul",2,227,1682,0,0,0,0,479,0,0,1203,0
10405,r229,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,228,1666,0,0,0,0,1616,0,0,50,0
10405,r230,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,229,1624,0,0,0,0,1563,0,0,61,0
10405,r231,"All institutions -> Texas Tech U., System Administration",All institutions,"Texas Tech U., System Administration",2,230,1575,0,0,0,0,0,0,0,0,1575
10405,r232,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,231,1570,0,0,0,0,0,0,0,1570,0
10405,r233,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,232,1552,0,0,0,0,1512,0,0,41,0
10405,r234,All institutions -> Hofstra U.,All institutions,Hofstra U.,2,233,1551,0,0,0,0,1392,0,0,160,0
10405,r235,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,234,1526,0,0,0,0,647,0,0,879,0
10405,r236,All institutions -> Massachusetts School of Professional Psychology,All institutions,Massachusetts School of Professional Psychology,2,235,1521,0,0,0,0,1521,0,0,0,0
10405,r237,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,236,1513,0,0,0,0,0,0,0,0,1513
10405,r238,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,237,1511,0,0,0,0,580,0,0,931,0
10405,r239,"All institutions -> U. West Alabama, The",All institutions,"U. West Alabama, The",2,238,1497,0,0,0,0,0,0,0,1125,372
10405,r240,"All institutions -> Pace U., New York City",All institutions,"Pace U., New York City",2,239,1495,0,0,0,0,413,0,0,1082,0
10405,r241,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,240,1489,0,0,0,0,0,0,0,0,1489
10405,r242,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,241,1480,0,0,0,0,134,0,0,711,635
10405,r243,"All institutions -> U. Puerto Rico, System Office",All institutions,"U. Puerto Rico, System Office",2,242,1472,0,0,0,0,0,0,0,0,1472
10405,r244,All institutions -> Towson U.,All institutions,Towson U.,2,243,1466,0,0,0,0,0,0,0,1466,0
10405,r245,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,244,1464,0,0,0,0,0,0,450,1014,0
10405,r246,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,245,1453,0,0,0,0,0,0,0,0,1453
10405,r247,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,246,1442,0,0,0,0,737,0,0,705,0
10405,r248,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,247,1439,0,0,0,0,0,0,0,1439,0
10405,r249,All institutions -> U. Virgin Islands,All institutions,U. Virgin Islands,2,248,1431,0,0,0,0,132,0,0,899,400
10405,r250,All institutions -> South Carolina Universities Research and Education Foundation,All institutions,South Carolina Universities Research and Education Foundation,2,249,1427,0,0,1427,0,0,0,0,0,0
10405,r251,All institutions -> Indiana U.,All institutions,Indiana U.,2,250,1420,0,0,0,0,1259,0,0,0,161
10405,r252,All institutions -> Texas State U.,All institutions,Texas State U.,2,251,1408,0,0,0,0,143,0,0,422,843
10405,r253,"All institutions -> Rockefeller U., The",All institutions,"Rockefeller U., The",2,252,1398,0,0,0,0,1398,0,0,0,0
10405,r254,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,253,1396,0,0,0,0,1396,0,0,0,0
10405,r255,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,254,1387,0,0,0,0,0,0,0,1312,75
10405,r256,"All institutions -> U. Texas, The, Arlington",All institutions,"U. Texas, The, Arlington",2,255,1359,0,0,0,0,249,0,0,975,136
10405,r257,All institutions -> Harris-Stowe State U.,All institutions,Harris-Stowe State U.,2,256,1359,0,0,0,0,0,0,0,1359,0
10405,r258,All institutions -> Marquette U.,All institutions,Marquette U.,2,257,1356,0,0,0,0,1060,0,0,296,0
10405,r259,All institutions -> Washburn U.,All institutions,Washburn U.,2,258,1351,0,0,0,0,1351,0,0,0,0
10405,r260,"All institutions -> U. Texas, The, Dallas",All institutions,"U. Texas, The, Dallas",2,259,1350,0,0,0,0,196,0,0,1154,0
10405,r261,All institutions -> U. South Carolina,All institutions,U. South Carolina,2,260,1321,0,0,0,0,387,0,400,534,0
10405,r262,All institutions -> Fort Hays State U.,All institutions,Fort Hays State U.,2,261,1318,0,0,0,0,695,0,0,623,0
10405,r263,"All institutions -> Missouri State U., Springfield",All institutions,"Missouri State U., Springfield",2,262,1318,0,0,0,0,0,0,0,1318,0
10405,r264,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,263,1316,0,0,0,0,0,0,0,1316,0
10405,r265,"All institutions -> U. North Carolina, The, Charlotte",All institutions,"U. North Carolina, The, Charlotte",2,264,1311,0,0,0,0,559,0,0,752,0
10405,r266,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,265,1303,0,0,0,0,719,0,0,584,0
10405,r267,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,266,1296,0,0,0,0,856,0,0,440,0
10405,r268,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,267,1277,0,0,0,0,0,0,0,1277,0
10405,r269,"All institutions -> U. Oregon, Eugene",All institutions,"U. Oregon, Eugene",2,268,1250,0,0,0,0,1077,0,0,138,35
10405,r270,All institutions -> Kean U.,All institutions,Kean U.,2,269,1244,0,0,0,0,0,0,0,1244,0
10405,r271,All institutions -> Columbus State U.,All institutions,Columbus State U.,2,270,1241,0,0,0,0,0,0,0,1241,0
10405,r272,All institutions -> Dine C.,All institutions,Dine C.,2,271,1237,0,0,0,0,0,0,0,1237,0
10405,r273,All institutions -> Pasadena City C.,All institutions,Pasadena City C.,2,272,1233,0,0,0,0,0,0,0,1233,0
10405,r274,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,273,1232,0,0,0,0,355,0,0,878,0
10405,r275,All institutions -> West Chester U. Pennsylvania,All institutions,West Chester U. Pennsylvania,2,274,1230,0,0,0,0,480,0,0,750,0
10405,r276,All institutions -> Lake Erie C. of Osteopathic Medicine,All institutions,Lake Erie C. of Osteopathic Medicine,2,275,1228,0,0,0,0,1228,0,0,0,0
10405,r277,All institutions -> Livingstone C.,All institutions,Livingstone C.,2,276,1203,0,0,0,0,0,0,0,1203,0
10405,r278,All institutions -> A.T. Still U.,All institutions,A.T. Still U.,2,277,1199,0,0,0,0,1199,0,0,0,0
10405,r279,All institutions -> Tulane U.,All institutions,Tulane U.,2,278,1198,0,0,0,0,1024,0,0,173,0
10405,r280,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,279,1195,0,0,0,0,0,0,0,1195,0
10405,r281,All institutions -> Bowie State U.,All institutions,Bowie State U.,2,280,1189,0,0,0,0,0,0,0,1189,0
10405,r282,All institutions -> Northeast Ohio Medical U.,All institutions,Northeast Ohio Medical U.,2,281,1188,0,0,0,0,1188,0,0,0,0
10405,r283,"All institutions -> Montana U. System, system office",All institutions,"Montana U. System, system office",2,282,1179,0,0,0,0,0,0,0,0,1179
10405,r284,All institutions -> Texas Woman's U.,All institutions,Texas Woman's U.,2,283,1175,0,0,0,0,0,0,0,1125,50
10405,r285,All institutions -> Azusa Pacific U.,All institutions,Azusa Pacific U.,2,284,1170,0,0,0,0,683,0,0,487,0
10405,r286,All institutions -> Valparaiso U.,All institutions,Valparaiso U.,2,285,1149,0,0,0,0,0,0,0,1149,0
10405,r287,"All institutions -> Marian U., Indianapolis",All institutions,"Marian U., Indianapolis",2,286,1145,0,0,0,0,0,0,0,1145,0
10405,r288,All institutions -> Boise State U.,All institutions,Boise State U.,2,287,1131,0,0,0,0,0,0,0,1060,71
10405,r289,All institutions -> Stephen F. Austin State U.,All institutions,Stephen F. Austin State U.,2,288,1129,0,0,0,0,0,0,0,1129,0
10405,r290,All institutions -> Everett Community C.,All institutions,Everett Community C.,2,289,1125,0,0,0,0,0,0,0,1125,0
10405,r291,All institutions -> Stephens C.,All institutions,Stephens C.,2,290,1125,0,0,0,0,0,0,0,1125,0
10405,r292,All institutions -> Longwood U.,All institutions,Longwood U.,2,291,1125,0,0,0,0,0,0,0,1125,0
10405,r293,All institutions -> Mississippi Gulf Coast Community C.,All institutions,Mississippi Gulf Coast Community C.,2,292,1125,0,0,0,0,0,0,0,1125,0
10405,r294,All institutions -> Green River C.,All institutions,Green River C.,2,293,1123,0,0,0,0,0,0,0,1123,0
10405,r295,All institutions -> C. Canyons,All institutions,C. Canyons,2,294,1120,0,0,0,0,0,0,0,1120,0
10405,r296,"All institutions -> U. Maine, System Office",All institutions,"U. Maine, System Office",2,295,1118,0,0,0,0,775,0,0,0,344
10405,r297,All institutions -> Aaniiih Nakoda C.,All institutions,Aaniiih Nakoda C.,2,296,1116,0,0,0,0,0,0,0,1116,0
10405,r298,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,297,1109,0,0,0,0,0,0,0,1109,0
10405,r299,All institutions -> Sul Ross State U.,All institutions,Sul Ross State U.,2,298,1106,0,0,0,0,0,0,0,1106,0
10405,r300,All institutions -> Salish Kootenai C.,All institutions,Salish Kootenai C.,2,299,1102,0,0,0,0,0,0,0,923,179
10405,r301,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,300,1089,0,0,0,0,0,0,0,1089,0
10405,r302,All institutions -> Allegheny C.,All institutions,Allegheny C.,2,301,1050,0,0,0,0,0,0,0,1050,0
10405,r303,All institutions -> Barnard C.,All institutions,Barnard C.,2,302,1046,0,0,0,0,0,0,0,1046,0
10405,r304,All institutions -> James Madison U.,All institutions,James Madison U.,2,303,1042,0,0,0,0,699,0,0,343,0
10405,r305,All institutions -> Sinclair Community C.,All institutions,Sinclair Community C.,2,304,1041,0,0,0,0,0,0,0,1041,0
10405,r306,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,305,1037,0,0,0,0,494,0,0,543,0
10405,r307,All institutions -> Frontier Nursing U.,All institutions,Frontier Nursing U.,2,306,1035,0,0,0,0,1035,0,0,0,0
10405,r308,All institutions -> Miami Dade C.,All institutions,Miami Dade C.,2,307,1032,0,0,0,0,0,0,0,1032,0
10405,r309,All institutions -> Charles R. Drew U. Medicine and Science,All institutions,Charles R. Drew U. Medicine and Science,2,308,1032,0,0,0,0,1032,0,0,0,0
10405,r310,All institutions -> Fairfield U.,All institutions,Fairfield U.,2,309,1028,0,0,0,0,1028,0,0,0,0
10405,r311,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,310,1016,0,0,0,0,299,0,0,717,0
10405,r312,All institutions -> South Dakota School of Mines & Technology,All institutions,South Dakota School of Mines & Technology,2,311,1013,0,0,0,0,0,0,0,1013,0
10405,r313,All institutions -> Coker C.,All institutions,Coker C.,2,312,1012,0,0,0,0,0,0,0,1012,0
10405,r314,All institutions -> C. Saint Mary,All institutions,C. Saint Mary,2,313,1010,0,0,0,0,0,0,0,1010,0
10405,r315,"All institutions -> Virginia Community C., System Office",All institutions,"Virginia Community C., System Office",2,314,1010,0,0,0,0,0,0,0,1010,0
10405,r316,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,315,1000,0,0,0,0,0,0,0,1000,0
10405,r317,All institutions -> George Fox U.,All institutions,George Fox U.,2,316,1000,0,0,0,0,1000,0,0,0,0
10405,r318,All institutions -> Fisk U.,All institutions,Fisk U.,2,317,989,0,0,0,0,176,0,0,813,0
10405,r319,All institutions -> Elmhurst U.,All institutions,Elmhurst U.,2,318,987,0,0,0,0,0,0,0,987,0
10405,r320,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,319,979,0,0,0,0,915,0,0,64,0
10405,r321,All institutions -> Landmark C.,All institutions,Landmark C.,2,320,974,0,0,0,0,0,0,0,974,0
10405,r322,All institutions -> Elizabeth City State U.,All institutions,Elizabeth City State U.,2,321,969,0,0,0,0,209,0,0,761,0
10405,r323,All institutions -> U. New Haven,All institutions,U. New Haven,2,322,963,0,0,0,0,0,0,0,963,0
10405,r324,All institutions -> Carlow U.,All institutions,Carlow U.,2,323,962,0,0,0,0,475,0,0,487,0
10405,r325,All institutions -> Stetson U.,All institutions,Stetson U.,2,324,957,0,0,0,0,199,0,0,758,0
10405,r326,All institutions -> Parkland C.,All institutions,Parkland C.,2,325,952,0,0,0,0,0,0,0,952,0
10405,r327,All institutions -> Rivier U.,All institutions,Rivier U.,2,326,946,0,0,0,0,946,0,0,0,0
10405,r328,All institutions -> Weber State U.,All institutions,Weber State U.,2,327,946,0,0,0,0,0,0,0,946,0
10405,r329,All institutions -> Fayetteville State U.,All institutions,Fayetteville State U.,2,328,927,0,0,0,0,489,0,0,437,0
10405,r330,All institutions -> Allan Hancock C.,All institutions,Allan Hancock C.,2,329,925,0,0,0,0,0,0,0,925,0
10405,r331,All institutions -> Contra Costa Community C. District,All institutions,Contra Costa Community C. District,2,330,924,0,0,0,0,0,0,0,924,0
10405,r332,All institutions -> Navajo Technical U.,All institutions,Navajo Technical U.,2,331,923,0,0,0,0,0,0,0,521,402
10405,r333,All institutions -> Chemeketa Community C.,All institutions,Chemeketa Community C.,2,332,913,0,0,0,0,0,0,0,16,897
10405,r334,All institutions -> New Mexico Highlands U.,All institutions,New Mexico Highlands U.,2,333,897,0,0,0,0,0,0,0,747,150
10405,r335,"All institutions -> North Dakota State U., Main Campus",All institutions,"North Dakota State U., Main Campus",2,334,896,0,0,0,0,353,0,0,69,474
10405,r336,All institutions -> Dakota State U.,All institutions,Dakota State U.,2,335,895,0,0,0,0,0,0,0,895,0
10405,r337,All institutions -> Webster U.,All institutions,Webster U.,2,336,894,0,0,0,0,0,0,0,894,0
10405,r338,All institutions -> Eastern Mennonite U.,All institutions,Eastern Mennonite U.,2,337,893,0,0,0,0,216,0,0,676,0
10405,r339,All institutions -> U. North Georgia,All institutions,U. North Georgia,2,338,883,0,0,0,0,500,0,0,383,0
10405,r340,All institutions -> Northeast Wisconsin Technical C.,All institutions,Northeast Wisconsin Technical C.,2,339,879,0,0,0,0,432,0,0,447,0
10405,r341,All institutions -> Lewis U.,All institutions,Lewis U.,2,340,875,0,0,0,0,875,0,0,0,0
10405,r342,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,341,834,0,0,0,0,834,0,0,0,0
10405,r343,"All institutions -> Riverside Community C. District, Riverside",All institutions,"Riverside Community C. District, Riverside",2,342,830,0,0,0,0,0,0,0,830,0
10405,r344,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,343,827,0,0,0,0,0,0,0,827,0
10405,r345,All institutions -> Youngstown State U.,All institutions,Youngstown State U.,2,344,814,0,0,0,0,0,0,0,814,0
10405,r346,All institutions -> American U.,All institutions,American U.,2,345,808,0,0,0,0,0,0,0,808,0
10405,r347,All institutions -> Alabama State U.,All institutions,Alabama State U.,2,346,800,0,0,0,0,50,0,0,750,0
10405,r348,"All institutions -> U. Tennessee, The, Martin",All institutions,"U. Tennessee, The, Martin",2,347,796,0,0,0,0,0,0,0,796,0
10405,r349,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,348,795,0,0,0,0,795,0,0,0,0
10405,r350,All institutions -> Northeastern Illinois U.,All institutions,Northeastern Illinois U.,2,349,795,0,0,0,0,260,0,0,535,0
10405,r351,All institutions -> Lincoln Memorial U.,All institutions,Lincoln Memorial U.,2,350,784,0,0,0,0,784,0,0,0,0
10405,r352,All institutions -> Pittsburgh Technical C.,All institutions,Pittsburgh Technical C.,2,351,774,0,0,0,0,0,0,0,774,0
10405,r353,All institutions -> Florida State C. at Jacksonville,All institutions,Florida State C. at Jacksonville,2,352,774,0,0,0,0,0,0,0,774,0
10405,r354,All institutions -> Morningside U.,All institutions,Morningside U.,2,353,773,0,0,0,0,0,0,0,773,0
10405,r355,All institutions -> U. West Florida,All institutions,U. West Florida,2,354,769,0,0,0,0,373,0,0,397,0
10405,r356,"All institutions -> U. Mississippi, The, Oxford",All institutions,"U. Mississippi, The, Oxford",2,355,766,125,0,0,0,641,0,0,0,0
10405,r357,"All institutions -> U. Southern Mississippi, The",All institutions,"U. Southern Mississippi, The",2,356,766,0,0,0,0,766,0,0,0,0
10405,r358,"All institutions -> SUNY, Downstate Health Sciences U.",All institutions,"SUNY, Downstate Health Sciences U.",2,357,761,0,0,0,0,761,0,0,0,0
10405,r359,All institutions -> Mercy C.,All institutions,Mercy C.,2,358,758,0,0,0,0,0,0,0,758,0
10405,r360,"All institutions -> California State U., Bakersfield",All institutions,"California State U., Bakersfield",2,359,756,0,0,0,0,696,0,0,0,60
10405,r361,"All institutions -> U. South Dakota, The",All institutions,"U. South Dakota, The",2,360,750,0,0,0,0,750,0,0,0,0
10405,r362,All institutions -> Kalamazoo C.,All institutions,Kalamazoo C.,2,361,750,0,0,0,0,0,0,0,750,0
10405,r363,All institutions -> Fairleigh Dickinson U.,All institutions,Fairleigh Dickinson U.,2,362,750,0,0,0,0,0,0,0,750,0
10405,r364,All institutions -> Salt Lake Community C.,All institutions,Salt Lake Community C.,2,363,750,0,0,0,0,0,0,0,750,0
10405,r365,All institutions -> Madison Area Technical C.,All institutions,Madison Area Technical C.,2,364,749,0,0,0,0,0,0,0,749,0
10405,r366,All institutions -> Savannah State U.,All institutions,Savannah State U.,2,365,745,0,0,0,0,220,0,0,525,0
10405,r367,All institutions -> Creighton U.,All institutions,Creighton U.,2,366,730,0,0,0,0,725,0,0,5,0
10405,r368,All institutions -> Villanova U.,All institutions,Villanova U.,2,367,726,0,0,0,0,0,0,0,726,0
10405,r369,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,368,723,0,0,0,0,0,0,0,0,723
10405,r370,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,369,719,0,0,0,0,0,0,0,719,0
10405,r371,All institutions -> Grambling State U.,All institutions,Grambling State U.,2,370,718,0,0,0,0,0,0,0,718,0
10405,r372,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,371,716,0,0,0,0,716,0,0,0,0
10405,r373,All institutions -> Maricopa Community Colleges,All institutions,Maricopa Community Colleges,2,372,713,0,0,0,0,0,0,0,713,0
10405,r374,All institutions -> Rhode Island C.,All institutions,Rhode Island C.,2,373,713,0,0,0,0,713,0,0,0,0
10405,r375,All institutions -> U. District of Columbia,All institutions,U. District of Columbia,2,374,708,0,0,0,0,0,0,0,708,0
10405,r376,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,375,708,0,0,0,0,695,0,0,13,0
10405,r377,All institutions -> Jacksonville U.,All institutions,Jacksonville U.,2,376,707,0,0,0,0,0,0,0,707,0
10405,r378,All institutions -> Dixie State U.,All institutions,Dixie State U.,2,377,700,0,0,0,0,0,0,0,700,0
10405,r379,All institutions -> Norwich U.,All institutions,Norwich U.,2,378,698,0,0,0,0,0,0,0,698,0
10405,r380,"All institutions -> Rensselaer Polytechnic Institute, Troy",All institutions,"Rensselaer Polytechnic Institute, Troy",2,379,698,0,0,0,0,434,0,200,64,0
10405,r381,All institutions -> Colorado Mesa U.,All institutions,Colorado Mesa U.,2,380,698,0,0,0,0,698,0,0,0,0
10405,r382,All institutions -> Saginaw Valley State U.,All institutions,Saginaw Valley State U.,2,381,697,0,0,0,0,697,0,0,0,0
10405,r383,All institutions -> U. San Francisco,All institutions,U. San Francisco,2,382,696,0,0,0,0,617,0,0,80,0
10405,r384,All institutions -> Inter American U. Puerto Rico,All institutions,Inter American U. Puerto Rico,2,383,688,0,0,0,0,0,0,0,24,664
10405,r385,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,384,686,0,0,0,0,346,0,0,340,0
10405,r386,All institutions -> Tougaloo C.,All institutions,Tougaloo C.,2,385,685,0,0,0,0,0,0,0,685,0
10405,r387,All institutions -> Southern Connecticut State U.,All institutions,Southern Connecticut State U.,2,386,680,0,0,0,0,0,0,0,680,0
10405,r388,All institutions -> Midwestern State U.,All institutions,Midwestern State U.,2,387,676,0,0,0,0,676,0,0,0,0
10405,r389,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,388,674,0,0,0,0,295,0,0,379,0
10405,r390,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,389,672,0,0,0,0,0,0,0,295,376
10405,r391,All institutions -> U. Incarnate Word,All institutions,U. Incarnate Word,2,390,669,0,0,0,0,669,0,0,0,0
10405,r392,All institutions -> Lac Courte Oreilles Ojibwe C.,All institutions,Lac Courte Oreilles Ojibwe C.,2,391,663,0,0,0,0,0,0,0,0,663
10405,r393,"All institutions -> U. Tennessee, System Office",All institutions,"U. Tennessee, System Office",2,392,659,0,0,0,0,0,0,0,659,0
10405,r394,All institutions -> Shepherd U.,All institutions,Shepherd U.,2,393,654,0,0,0,0,654,0,0,0,0
10405,r395,"All institutions -> California State U., Stanislaus",All institutions,"California State U., Stanislaus",2,394,651,0,0,0,0,0,0,0,445,206
10405,r396,All institutions -> Dillard U.,All institutions,Dillard U.,2,395,648,0,0,0,0,165,0,0,483,0
10405,r397,All institutions -> Metropolitan State U. Denver,All institutions,Metropolitan State U. Denver,2,396,647,0,0,0,0,623,0,0,24,0
10405,r398,All institutions -> Indiana Wesleyan U.,All institutions,Indiana Wesleyan U.,2,397,642,0,0,0,0,472,0,0,0,170
10405,r399,All institutions -> Dalton State C.,All institutions,Dalton State C.,2,398,642,0,0,0,0,0,0,0,642,0
10405,r400,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,399,641,0,0,0,0,0,0,0,641,0
10405,r401,All institutions -> Mount Wachusett Community C.,All institutions,Mount Wachusett Community C.,2,400,640,0,0,0,0,640,0,0,0,0
10405,r402,All institutions -> U. Indianapolis,All institutions,U. Indianapolis,2,400,640,0,0,0,0,640,0,0,0,0
10405,r403,All institutions -> Molloy C.,All institutions,Molloy C.,2,402,640,0,0,0,0,0,0,0,640,0
10405,r404,All institutions -> Alamo Colleges District,All institutions,Alamo Colleges District,2,403,636,0,0,0,0,0,0,0,636,0
10405,r405,All institutions -> Rowan U.,All institutions,Rowan U.,2,404,634,0,0,0,0,586,0,0,48,0
10405,r406,All institutions -> Carroll U.,All institutions,Carroll U.,2,405,634,0,0,0,0,610,0,0,24,0
10405,r407,All institutions -> Le Moyne C.,All institutions,Le Moyne C.,2,406,633,0,0,0,0,300,0,0,333,0
10405,r408,All institutions -> Otterbein U.,All institutions,Otterbein U.,2,407,633,0,0,0,0,0,0,0,633,0
10405,r409,"All institutions -> California State U., Chico",All institutions,"California State U., Chico",2,408,631,0,0,0,0,0,0,0,494,137
10405,r410,"All institutions -> St. Mary's U., San Antonio",All institutions,"St. Mary's U., San Antonio",2,409,626,0,0,0,0,472,0,0,153,0
10405,r411,All institutions -> Upper Iowa U.,All institutions,Upper Iowa U.,2,410,625,0,0,0,0,0,0,0,625,0
10405,r412,All institutions -> Baylor U.,All institutions,Baylor U.,2,411,623,0,0,0,0,523,0,0,100,0
10405,r413,"All institutions -> St. John's U., New York",All institutions,"St. John's U., New York",2,412,611,0,0,0,0,0,0,0,611,0
10405,r414,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,413,609,0,0,0,0,311,0,0,297,0
10405,r415,All institutions -> Lewis and Clark C.,All institutions,Lewis and Clark C.,2,414,606,0,0,0,0,0,0,0,606,0
10405,r416,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,415,600,0,0,0,0,600,0,0,0,0
10405,r417,All institutions -> San Jacinto Community C. District,All institutions,San Jacinto Community C. District,2,416,597,0,0,0,0,0,0,0,597,0
10405,r418,All institutions -> Oakland U.,All institutions,Oakland U.,2,417,596,0,0,0,0,553,0,0,43,0
10405,r419,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,418,593,0,0,0,0,235,0,0,358,0
10405,r420,All institutions -> Lorain County Community C.,All institutions,Lorain County Community C.,2,419,591,0,0,0,0,0,0,0,591,0
10405,r421,All institutions -> Baker U.,All institutions,Baker U.,2,420,590,0,0,0,0,0,0,0,590,0
10405,r422,All institutions -> Edward Waters U.,All institutions,Edward Waters U.,2,421,575,0,0,0,0,575,0,0,0,0
10405,r423,All institutions -> City C. San Francisco,All institutions,City C. San Francisco,2,422,567,0,0,0,0,0,0,0,567,0
10405,r424,All institutions -> Valencia C.,All institutions,Valencia C.,2,423,565,0,0,0,0,0,0,0,565,0
10405,r425,All institutions -> Saint Peter's U.,All institutions,Saint Peter's U.,2,424,563,0,0,0,0,0,0,0,563,0
10405,r426,All institutions -> Berry C.,All institutions,Berry C.,2,425,562,0,0,0,0,0,0,0,562,0
10405,r427,All institutions -> Wake Technical Community C.,All institutions,Wake Technical Community C.,2,426,562,0,0,0,0,0,0,0,562,0
10405,r428,"All institutions -> Syracuse U., Syracuse",All institutions,"Syracuse U., Syracuse",2,427,557,0,0,0,0,218,0,0,338,0
10405,r429,All institutions -> Saint Martin's U.,All institutions,Saint Martin's U.,2,428,555,0,0,0,0,555,0,0,0,0
