table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients,field_high_hispanic_enrollment_institution
3279,r018,"Female, all institutions -> Top 50 U.S. institutions -> Texas A&M U., College Station and Health Science Center","Female, all institutions",Top 50 U.S. institutions,"Texas A&M U., College Station and Health Science Center",3,38,No
3279,r019,"Female, all institutions -> Top 50 U.S. institutions -> U. Texas, San Antonio","Female, all institutions",Top 50 U.S. institutions,"U. Texas, San Antonio",3,37,Yes
3279,r020,"Female, all institutions -> Top 50 U.S. institutions -> U. New Mexico, Albuquerque","Female, all institutions",Top 50 U.S. institutions,"U. New Mexico, Albuquerque",3,35,Yes
3279,r021,"Female, all institutions -> Top 50 U.S. institutions -> Florida State U.","Female, all institutions",Top 50 U.S. institutions,Florida State U.,3,34,No
3279,r022,"Female, all institutions -> Top 50 U.S. institutions -> U. California, Santa Barbara","Female, all institutions",Top 50 U.S. institutions,"U. California, Santa Barbara",3,33,Yes
3279,r023,"Female, all institutions -> Top 50 U.S. institutions -> Harvard U.","Female, all institutions",Top 50 U.S. institutions,Harvard U.,3,32,No
3279,r024,"Female, all institutions -> Top 50 U.S. institutions -> New York U.","Female, all institutions",Top 50 U.S. institutions,New York U.,3,32,No
3279,r025,"Female, all institutions -> Top 50 U.S. institutions -> U. Central Florida","Female, all institutions",Top 50 U.S. institutions,U. Central Florida,3,32,Yes
3279,r026,"Female, all institutions -> Top 50 U.S. institutions -> U. Puerto Rico, Cayey","Female, all institutions",Top 50 U.S. institutions,"U. Puerto Rico, Cayey",3,32,Yes
3279,r027,"Female, all institutions -> Top 50 U.S. institutions -> San Diego State U., San Diego","Female, all institutions",Top 50 U.S. institutions,"San Diego State U., San Diego",3,30,Yes
3279,r028,"Female, all institutions -> Top 50 U.S. institutions -> U. California, Santa Cruz","Female, all institutions",Top 50 U.S. institutions,"U. California, Santa Cruz",3,30,Yes
3279,r029,"Female, all institutions -> Top 50 U.S. institutions -> U. Puerto Rico, Humacao","Female, all institutions",Top 50 U.S. institutions,"U. Puerto Rico, Humacao",3,30,Yes
3279,r030,"Female, all institutions -> Top 50 U.S. institutions -> New Mexico State U., Las Cruces","Female, all institutions",Top 50 U.S. institutions,"New Mexico State U., Las Cruces",3,29,Yes
3279,r031,"Female, all institutions -> Top 50 U.S. institutions -> Arizona State U.","Female, all institutions",Top 50 U.S. institutions,Arizona State U.,3,26,No
3279,r032,"Female, all institutions -> Top 50 U.S. institutions -> California State U., Long Beach","Female, all institutions",Top 50 U.S. institutions,"California State U., Long Beach",3,26,Yes
3279,r033,"Female, all institutions -> Top 50 U.S. institutions -> U. South Florida, Tampa","Female, all institutions",Top 50 U.S. institutions,"U. South Florida, Tampa",3,26,No
3279,r034,"Female, all institutions -> Top 50 U.S. institutions -> U. Illinois, Urbana-Champaign","Female, all institutions",Top 50 U.S. institutions,"U. Illinois, Urbana-Champaign",3,25,No
3279,r035,"Female, all institutions -> Top 50 U.S. institutions -> U. Michigan, Ann Arbor","Female, all institutions",Top 50 U.S. institutions,"U. Michigan, Ann Arbor",3,24,No
3279,r036,"Female, all institutions -> Top 50 U.S. institutions -> Rice U.","Female, all institutions",Top 50 U.S. institutions,Rice U.,3,23,No
3279,r037,"Female, all institutions -> Top 50 U.S. institutions -> U. Pennsylvania","Female, all institutions",Top 50 U.S. institutions,U. Pennsylvania,3,23,No
3279,r038,"Female, all institutions -> Top 50 U.S. institutions -> Columbia U. in the City of New York","Female, all institutions",Top 50 U.S. institutions,Columbia U. in the City of New York,3,22,No
3279,r039,"Female, all institutions -> Top 50 U.S. institutions -> Cornell U.","Female, all institutions",Top 50 U.S. institutions,Cornell U.,3,22,No
3279,r040,"Female, all institutions -> Top 50 U.S. institutions -> U. California, Riverside","Female, all institutions",Top 50 U.S. institutions,"U. California, Riverside",3,22,Yes
3279,r041,"Female, all institutions -> Top 50 U.S. institutions -> U. North Carolina, Chapel Hill","Female, all institutions",Top 50 U.S. institutions,"U. North Carolina, Chapel Hill",3,22,No
3279,r042,"Female, all institutions -> Top 50 U.S. institutions -> Yale U.","Female, all institutions",Top 50 U.S. institutions,Yale U.,3,22,No
3279,r043,"Female, all institutions -> Top 50 U.S. institutions -> CUNY, Hunter C.","Female, all institutions",Top 50 U.S. institutions,"CUNY, Hunter C.",3,21,Yes
3279,r044,"Female, all institutions -> Top 50 U.S. institutions -> U. Texas Rio Grande Valley","Female, all institutions",Top 50 U.S. institutions,U. Texas Rio Grande Valley,3,21,Yes
3279,r045,"Female, all institutions -> Top 50 U.S. institutions -> Brown U.","Female, all institutions",Top 50 U.S. institutions,Brown U.,3,20,No
3279,r046,"Female, all institutions -> Top 50 U.S. institutions -> Duke U.","Female, all institutions",Top 50 U.S. institutions,Duke U.,3,20,No
3279,r047,"Female, all institutions -> Top 50 U.S. institutions -> U. Houston","Female, all institutions",Top 50 U.S. institutions,U. Houston,3,20,Yes
3279,r048,"Female, all institutions -> Top 50 U.S. institutions -> Boston U.","Female, all institutions",Top 50 U.S. institutions,Boston U.,3,19,No
3279,r049,"Female, all institutions -> Top 50 U.S. institutions -> California State Polytechnic U., Pomona","Female, all institutions",Top 50 U.S. institutions,"California State Polytechnic U., Pomona",3,19,Yes
3279,r050,"Female, all institutions -> Top 50 U.S. institutions -> California State U., Los Angeles","Female, all institutions",Top 50 U.S. institutions,"California State U., Los Angeles",3,19,Yes
3279,r051,"Female, all institutions -> Top 50 U.S. institutions -> California State U., Northridge","Female, all institutions",Top 50 U.S. institutions,"California State U., Northridge",3,19,Yes
3279,r052,"Female, all institutions -> Top 50 U.S. institutions -> Massachusetts Institute of Technology","Female, all institutions",Top 50 U.S. institutions,Massachusetts Institute of Technology,3,19,No
3279,r053,"Female, all institutions -> Top 50 U.S. institutions -> U. Chicago","Female, all institutions",Top 50 U.S. institutions,U. Chicago,3,19,No
3279,r054,"Female, all institutions -> Other U.S. institutions","Female, all institutions",Other U.S. institutions,,2,2091,-
3279,r055,"Male, all institutions","Male, all institutions",,,1,5262,-
3279,r056,"Male, all institutions -> Foreign or unknown institutions","Male, all institutions",Foreign or unknown institutions,,2,2049,-
3279,r057,"Male, all institutions -> Top 54 U.S. institutions","Male, all institutions",Top 54 U.S. institutions,,2,1646,-
3279,r058,"Male, all institutions -> Top 54 U.S. institutions -> U. Puerto Rico, Rio Piedras","Male, all institutions",Top 54 U.S. institutions,"U. Puerto Rico, Rio Piedras",3,94,Yes
3279,r059,"Male, all institutions -> Top 54 U.S. institutions -> U. Puerto Rico, Mayaguez","Male, all institutions",Top 54 U.S. institutions,"U. Puerto Rico, Mayaguez",3,83,Yes
3279,r060,"Male, all institutions -> Top 54 U.S. institutions -> U. Texas, El Paso","Male, all institutions",Top 54 U.S. institutions,"U. Texas, El Paso",3,68,Yes
3279,r061,"Male, all institutions -> Top 54 U.S. institutions -> U. California, Los Angeles","Male, all institutions",Top 54 U.S. institutions,"U. California, Los Angeles",3,64,No
3279,r062,"Male, all institutions -> Top 54 U.S. institutions -> Florida International U.","Male, all institutions",Top 54 U.S. institutions,Florida International U.,3,61,Yes
3279,r063,"Male, all institutions -> Top 54 U.S. institutions -> U. Florida","Male, all institutions",Top 54 U.S. institutions,U. Florida,3,53,No
3279,r064,"Male, all institutions -> Top 54 U.S. institutions -> U. California, San Diego","Male, all institutions",Top 54 U.S. institutions,"U. California, San Diego",3,51,No
3279,r065,"Male, all institutions -> Top 54 U.S. institutions -> U. California, Berkeley","Male, all institutions",Top 54 U.S. institutions,"U. California, Berkeley",3,48,No
3279,r066,"Male, all institutions -> Top 54 U.S. institutions -> U. California, Irvine","Male, all institutions",Top 54 U.S. institutions,"U. California, Irvine",3,48,Yes
3279,r067,"Male, all institutions -> Top 54 U.S. institutions -> U. Texas, Austin","Male, all institutions",Top 54 U.S. institutions,"U. Texas, Austin",3,47,No
3279,r068,"Male, all institutions -> Top 54 U.S. institutions -> U. California, Davis","Male, all institutions",Top 54 U.S. institutions,"U. California, Davis",3,46,No
3279,r069,"Male, all institutions -> Top 54 U.S. institutions -> Texas A&M U., College Station and Health Science Center","Male, all institutions",Top 54 U.S. institutions,"Texas A&M U., College Station and Health Science Center",3,41,No
3279,r070,"Male, all institutions -> Top 54 U.S. institutions -> Massachusetts Institute of Technology","Male, all institutions",Top 54 U.S. institutions,Massachusetts Institute of Technology,3,38,No
3279,r071,"Male, all institutions -> Top 54 U.S. institutions -> U. California, Santa Barbara","Male, all institutions",Top 54 U.S. institutions,"U. California, Santa Barbara",3,36,Yes
3279,r072,"Male, all institutions -> Top 54 U.S. institutions -> U. New Mexico, Albuquerque","Male, all institutions",Top 54 U.S. institutions,"U. New Mexico, Albuquerque",3,36,Yes
3279,r073,"Male, all institutions -> Top 54 U.S. institutions -> U. California, Riverside","Male, all institutions",Top 54 U.S. institutions,"U. California, Riverside",3,35,Yes
3279,r074,"Male, all institutions -> Top 54 U.S. institutions -> U. Arizona","Male, all institutions",Top 54 U.S. institutions,U. Arizona,3,34,Yes
3279,r075,"Male, all institutions -> Top 54 U.S. institutions -> Columbia U. in the City of New York","Male, all institutions",Top 54 U.S. institutions,Columbia U. in the City of New York,3,31,No
3279,r076,"Male, all institutions -> Top 54 U.S. institutions -> Harvard U.","Male, all institutions",Top 54 U.S. institutions,Harvard U.,3,30,No
3279,r077,"Male, all institutions -> Top 54 U.S. institutions -> U. California, Santa Cruz","Male, all institutions",Top 54 U.S. institutions,"U. California, Santa Cruz",3,30,Yes
3279,r078,"Male, all institutions -> Top 54 U.S. institutions -> Stanford U.","Male, all institutions",Top 54 U.S. institutions,Stanford U.,3,29,No
3279,r079,"Male, all institutions -> Top 54 U.S. institutions -> U. Texas Rio Grande Valley","Male, all institutions",Top 54 U.S. institutions,U. Texas Rio Grande Valley,3,28,Yes
3279,r080,"Male, all institutions -> Top 54 U.S. institutions -> U. Texas, San Antonio","Male, all institutions",Top 54 U.S. institutions,"U. Texas, San Antonio",3,28,Yes
3279,r081,"Male, all institutions -> Top 54 U.S. institutions -> Arizona State U.","Male, all institutions",Top 54 U.S. institutions,Arizona State U.,3,27,No
3279,r082,"Male, all institutions -> Top 54 U.S. institutions -> San Diego State U., San Diego","Male, all institutions",Top 54 U.S. institutions,"San Diego State U., San Diego",3,27,Yes
3279,r083,"Male, all institutions -> Top 54 U.S. institutions -> Florida State U.","Male, all institutions",Top 54 U.S. institutions,Florida State U.,3,25,No
3279,r084,"Male, all institutions -> Top 54 U.S. institutions -> U. Miami","Male, all institutions",Top 54 U.S. institutions,U. Miami,3,25,No
3279,r085,"Male, all institutions -> Top 54 U.S. institutions -> U. Washington, Seattle","Male, all institutions",Top 54 U.S. institutions,"U. Washington, Seattle",3,24,No
3279,r086,"Male, all institutions -> Top 54 U.S. institutions -> Rutgers, State U. New Jersey, New Brunswick","Male, all institutions",Top 54 U.S. institutions,"Rutgers, State U. New Jersey, New Brunswick",3,23,No
3279,r087,"Male, all institutions -> Top 54 U.S. institutions -> Princeton U.","Male, all institutions",Top 54 U.S. institutions,Princeton U.,3,22,No
3279,r088,"Male, all institutions -> Top 54 U.S. institutions -> U. South Florida, Tampa","Male, all institutions",Top 54 U.S. institutions,"U. South Florida, Tampa",3,22,No
3279,r089,"Male, all institutions -> Top 54 U.S. institutions -> California State U., Fullerton","Male, all institutions",Top 54 U.S. institutions,"California State U., Fullerton",3,21,Yes
3279,r090,"Male, all institutions -> Top 54 U.S. institutions -> U. Central Florida","Male, all institutions",Top 54 U.S. institutions,U. Central Florida,3,21,Yes
3279,r091,"Male, all institutions -> Top 54 U.S. institutions -> California State U., Northridge","Male, all institutions",Top 54 U.S. institutions,"California State U., Northridge",3,20,Yes
3279,r092,"Male, all institutions -> Top 54 U.S. institutions -> U. Puerto Rico, Humacao","Male, all institutions",Top 54 U.S. institutions,"U. Puerto Rico, Humacao",3,20,Yes
3279,r093,"Male, all institutions -> Top 54 U.S. institutions -> U. Illinois, Urbana-Champaign","Male, all institutions",Top 54 U.S. institutions,"U. Illinois, Urbana-Champaign",3,19,No
3279,r094,"Male, all institutions -> Top 54 U.S. institutions -> California State U., Long Beach","Male, all institutions",Top 54 U.S. institutions,"California State U., Long Beach",3,18,Yes
3279,r095,"Male, all institutions -> Top 54 U.S. institutions -> New Mexico State U., Las Cruces","Male, all institutions",Top 54 U.S. institutions,"New Mexico State U., Las Cruces",3,18,Yes
3279,r096,"Male, all institutions -> Top 54 U.S. institutions -> New York U.","Male, all institutions",Top 54 U.S. institutions,New York U.,3,18,No
3279,r097,"Male, all institutions -> Top 54 U.S. institutions -> U. Maryland, College Park","Male, all institutions",Top 54 U.S. institutions,"U. Maryland, College Park",3,18,No
3279,r098,"Male, all institutions -> Top 54 U.S. institutions -> U. Michigan, Ann Arbor","Male, all institutions",Top 54 U.S. institutions,"U. Michigan, Ann Arbor",3,18,No
3279,r099,"Male, all institutions -> Top 54 U.S. institutions -> California State Polytechnic U., Pomona","Male, all institutions",Top 54 U.S. institutions,"California State Polytechnic U., Pomona",3,17,Yes
3279,r100,"Male, all institutions -> Top 54 U.S. institutions -> U. Notre Dame","Male, all institutions",Top 54 U.S. institutions,U. Notre Dame,3,17,No
3279,r101,"Male, all institutions -> Top 54 U.S. institutions -> U. Southern California","Male, all institutions",Top 54 U.S. institutions,U. Southern California,3,16,No
3279,r102,"Male, all institutions -> Top 54 U.S. institutions -> U. Wisconsin-Madison","Male, all institutions",Top 54 U.S. institutions,U. Wisconsin-Madison,3,16,No
3279,r103,"Male, all institutions -> Top 54 U.S. institutions -> Brigham Young U., Provo","Male, all institutions",Top 54 U.S. institutions,"Brigham Young U., Provo",3,15,No
3279,r104,"Male, all institutions -> Top 54 U.S. institutions -> California State U., Fresno","Male, all institutions",Top 54 U.S. institutions,"California State U., Fresno",3,15,Yes
3279,r105,"Male, all institutions -> Top 54 U.S. institutions -> Duke U.","Male, all institutions",Top 54 U.S. institutions,Duke U.,3,15,No
3279,r106,"Male, all institutions -> Top 54 U.S. institutions -> Ohio State U., Columbus","Male, all institutions",Top 54 U.S. institutions,"Ohio State U., Columbus",3,15,No
3279,r107,"Male, all institutions -> Top 54 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center","Male, all institutions",Top 54 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,15,No
3279,r108,"Male, all institutions -> Top 54 U.S. institutions -> San Francisco State U.","Male, all institutions",Top 54 U.S. institutions,San Francisco State U.,3,15,Yes
3279,r109,"Male, all institutions -> Top 54 U.S. institutions -> Texas State U.","Male, all institutions",Top 54 U.S. institutions,Texas State U.,3,15,Yes
3279,r110,"Male, all institutions -> Top 54 U.S. institutions -> Texas Tech U.","Male, all institutions",Top 54 U.S. institutions,Texas Tech U.,3,15,Yes
3279,r111,"Male, all institutions -> Top 54 U.S. institutions -> U. Chicago","Male, all institutions",Top 54 U.S. institutions,U. Chicago,3,15,No
3279,r112,"Male, all institutions -> Other U.S. institutions","Male, all institutions",Other U.S. institutions,,2,1567,-
