table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_foreign_r_d_performance_total,field_total_foreign_r_d_performance_paid_for_by_the_company,field_total_foreign_r_d_performance_paid_for_by_others,field_research_basic_and_applied_total,field_research_basic_and_applied_paid_for_by_the_company,field_research_basic_and_applied_paid_for_by_others,field_development_total,field_development_paid_for_by_the_company,field_development_paid_for_by_others
1388,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['178', '&nbsp;']","['178', '&nbsp;']","['0', '&nbsp;']"
1388,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['77,146', '&nbsp;']","['70,326', '&nbsp;']","['6,820', '&nbsp;']","['17,430', '&nbsp;']","['15,569', '&nbsp;']","['1,861', 'i']","['59,716', '&nbsp;']","['54,757', '&nbsp;']","['4,959', 'i']"
1388,r074,All companies (number of domestic employees) -> Micro companies<sup>a</sup>,All companies (number of domestic employees),Micro companies<sup>a</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1388,r075,All companies (number of domestic employees) -> Micro companies<sup>a</sup> -> 5 &#8211; 9,All companies (number of domestic employees),Micro companies<sup>a</sup>,5 &#8211; 9,,,3,–,"['145', '&nbsp;']","['144', '&nbsp;']","['1', 'i']","['15', '&nbsp;']","['14', '&nbsp;']","['*', 'i']","['130', '&nbsp;']","['130', '&nbsp;']","['1', 'i']"
1388,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1388,r077,All companies (number of domestic employees) -> Small companies -> 10 &#8211; 19,All companies (number of domestic employees),Small companies,10 &#8211; 19,,,3,–,"['101', '&nbsp;']","['77', '&nbsp;']","['24', '&nbsp;']","['17', 'i']","['14', 'i']","['2', '&nbsp;']","['85', '&nbsp;']","['63', '&nbsp;']","['22', '&nbsp;']"
1388,r078,All companies (number of domestic employees) -> Small companies -> 20 &#8211; 49,All companies (number of domestic employees),Small companies,20 &#8211; 49,,,3,–,"['338', '&nbsp;']","['326', '&nbsp;']","['12', '&nbsp;']","['77', '&nbsp;']","['75', '&nbsp;']","['2', '&nbsp;']","['260', '&nbsp;']","['251', '&nbsp;']","['10', '&nbsp;']"
1388,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1388,r080,All companies (number of domestic employees) -> Medium companies -> 50 &#8211; 99,All companies (number of domestic employees),Medium companies,50 &#8211; 99,,,3,–,"['364', '&nbsp;']","['354', '&nbsp;']","['11', '&nbsp;']","['101', 'i']","['100', 'i']","['2', '&nbsp;']","['263', '&nbsp;']","['254', '&nbsp;']","['9', '&nbsp;']"
1388,r081,All companies (number of domestic employees) -> Medium companies -> 100 &#8211; 249,All companies (number of domestic employees),Medium companies,100 &#8211; 249,,,3,–,"['1,319', '&nbsp;']","['1,277', '&nbsp;']","['43', 'i']","['355', '&nbsp;']","['316', '&nbsp;']","['39', 'i']","['965', '&nbsp;']","['961', '&nbsp;']","['4', '&nbsp;']"
1388,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1388,r083,All companies (number of domestic employees) -> Large companies -> 250 &#8211; 499,All companies (number of domestic employees),Large companies,250 &#8211; 499,,,3,–,"['1,774', '&nbsp;']","['1,738', '&nbsp;']","['37', '&nbsp;']","['374', '&nbsp;']","['348', '&nbsp;']","['25', '&nbsp;']","['1,401', '&nbsp;']","['1,389', '&nbsp;']","['12', '&nbsp;']"
1388,r084,All companies (number of domestic employees) -> Large companies -> 500 &#8211; 999,All companies (number of domestic employees),Large companies,500 &#8211; 999,,,3,–,"['2,159', '&nbsp;']","['2,146', '&nbsp;']","['13', '&nbsp;']","['481', '&nbsp;']","['479', '&nbsp;']","['2', '&nbsp;']","['1,678', '&nbsp;']","['1,667', '&nbsp;']","['12', '&nbsp;']"
1388,r085,"All companies (number of domestic employees) -> Large companies -> 1,000 &#8211; 4,999",All companies (number of domestic employees),Large companies,"1,000 &#8211; 4,999",,,3,–,"['15,626', '&nbsp;']","['14,099', '&nbsp;']","['1,527', '&nbsp;']","['4,494', 'i']","['3,624', '&nbsp;']","['870', 'i']","['11,132', '&nbsp;']","['10,474', '&nbsp;']","['657', 'i']"
1388,r086,"All companies (number of domestic employees) -> Large companies -> 5,000 &#8211; 9,999",All companies (number of domestic employees),Large companies,"5,000 &#8211; 9,999",,,3,–,"['8,986', '&nbsp;']","['8,321', '&nbsp;']","['665', 'i']","['2,356', '&nbsp;']","['1,866', '&nbsp;']","['490', 'i']","['6,630', '&nbsp;']","['6,455', '&nbsp;']","['176', 'i']"
1388,r087,"All companies (number of domestic employees) -> Large companies -> 10,000 &#8211; 24,999",All companies (number of domestic employees),Large companies,"10,000 &#8211; 24,999",,,3,–,"['14,661', '&nbsp;']","['11,910', '&nbsp;']","['2,751', '&nbsp;']","['2,568', '&nbsp;']","['2,515', '&nbsp;']","['52', '&nbsp;']","['12,093', '&nbsp;']","['9,395', '&nbsp;']","['2,698', 'i']"
1388,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['31,672', '&nbsp;']","['29,935', '&nbsp;']","['1,736', '&nbsp;']","['6,594', '&nbsp;']","['6,216', '&nbsp;']","['377', '&nbsp;']","['25,078', '&nbsp;']","['23,719', '&nbsp;']","['1,359', '&nbsp;']"
