table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_employment,field_total_r_d_employment,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
8844,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['68', '&nbsp;']","['8', '&nbsp;']","['6', '&nbsp;']","['1', 'i']","['1', '&nbsp;']","['*', 'i']"
8844,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['310', '&nbsp;']","['35', '&nbsp;']","['30', '&nbsp;']","['3', 'i']","['4', '&nbsp;']","['1', '&nbsp;']"
8844,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['172', '&nbsp;']","['24', '&nbsp;']","['18', '&nbsp;']","['3', '&nbsp;']","['4', '&nbsp;']","['1', '&nbsp;']"
8844,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['337', '&nbsp;']","['64', '&nbsp;']","['53', '&nbsp;']","['5', 'i']","['5', '&nbsp;']","['7', '&nbsp;']"
8844,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['296', '&nbsp;']","['27', '&nbsp;']","['18', '&nbsp;']","['1', 'i']","['6', '&nbsp;']","['3', '&nbsp;']"
8844,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,638', '&nbsp;']","['174', '&nbsp;']","['125', '&nbsp;']","['6', '&nbsp;']","['32', '&nbsp;']","['16', '&nbsp;']"
8844,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['832', '&nbsp;']","['101', '&nbsp;']","['77', '&nbsp;']","['3', '&nbsp;']","['15', '&nbsp;']","['9', '&nbsp;']"
8844,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['636', '&nbsp;']","['62', '&nbsp;']","['42', '&nbsp;']","['2', '&nbsp;']","['13', '&nbsp;']","['6', '&nbsp;']"
8844,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['605', '&nbsp;']","['54', '&nbsp;']","['38', '&nbsp;']","['2', '&nbsp;']","['12', '&nbsp;']","['5', '&nbsp;']"
8844,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['31', '&nbsp;']","['7', '&nbsp;']","['5', '&nbsp;']","['*', 'i']","['2', '&nbsp;']","['1', '&nbsp;']"
8844,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['2', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']"
8844,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['168', '&nbsp;']","['11', '&nbsp;']","['6', '&nbsp;']","['*', '&nbsp;']","['3', '&nbsp;']","['2', '&nbsp;']"
8844,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['156', '&nbsp;']","['4', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['2', '&nbsp;']","['1', '&nbsp;']"
8844,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['926', '&nbsp;']","['84', '&nbsp;']","['51', '&nbsp;']","['4', '&nbsp;']","['24', '&nbsp;']","['8', '&nbsp;']"
8844,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['635', '&nbsp;']","['65', '&nbsp;']","['40', '&nbsp;']","['4', '&nbsp;']","['19', '&nbsp;']","['6', '&nbsp;']"
8844,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['291', '&nbsp;']","['19', '&nbsp;']","['11', 'i']","['1', 'i']","['5', '&nbsp;']","['2', '&nbsp;']"
8844,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['11,970', '&nbsp;']","['952', '&nbsp;']","['643', '&nbsp;']","['46', 'i']","['239', '&nbsp;']","['69', '&nbsp;']"
8844,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['141', '&nbsp;']","['8', '&nbsp;']","['4', '&nbsp;']","['0 - 2', 'i']","['2', 'i']","['1', '&nbsp;']"
8844,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['340', '&nbsp;']","['0 - 20', '&nbsp;']","['0 - 2', '&nbsp;']","['*', '&nbsp;']","['0 - 20', '&nbsp;']","['0 - 12', '&nbsp;']"
8844,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['366', 'i']","['13', '&nbsp;']","['6', '&nbsp;']","['0 - 1', 'i']","['5', '&nbsp;']","['2', '&nbsp;']"
8844,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['58 - 4,017', '&nbsp;']","['58 - 80', '&nbsp;']","['40 - 64', '&nbsp;']","['*', '&nbsp;']","['14', '&nbsp;']","['3', '&nbsp;']"
8844,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['1,041', '&nbsp;']","['13', '&nbsp;']","['11', '&nbsp;']","['*', 'i']","['1', 'i']","['1', 'i']"
8844,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['2,244', '&nbsp;']","['422', '&nbsp;']","['317', '&nbsp;']","['24', 'i']","['83', '&nbsp;']","['23', '&nbsp;']"
8844,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['452', '&nbsp;']","['113', '&nbsp;']","['93', '&nbsp;']","['7', 'i']","['14', '&nbsp;']","['6', '&nbsp;']"
8844,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['5', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', 'i']"
8844,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['447', '&nbsp;']","['113', '&nbsp;']","['93', '&nbsp;']","['7', 'i']","['14', '&nbsp;']","['6', '&nbsp;']"
8844,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['552', '&nbsp;']","['21', '&nbsp;']","['10', 'i']","['1', 'i']","['11', 'i']","['*', '&nbsp;']"
8844,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['839', '&nbsp;']","['171', '&nbsp;']","['120', '&nbsp;']","['3', 'i']","['37', '&nbsp;']","['13', '&nbsp;']"
8844,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['401', '&nbsp;']","['117', '&nbsp;']","['93', '&nbsp;']","['12', '&nbsp;']","['21', '&nbsp;']","['3', '&nbsp;']"
8844,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,751', '&nbsp;']","['66', '&nbsp;']","['33 - 47', '&nbsp;']","['1', 'i']","['10 - 31', '&nbsp;']","['0 - 10', '&nbsp;']"
8844,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['27', '&nbsp;']","['5', '&nbsp;']","['4', '&nbsp;']","['*', '&nbsp;']","['1', 'i']","['*', '&nbsp;']"
8844,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['2', 'i']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', 'i']","['*', 'i']"
8844,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['25', '&nbsp;']","['5', '&nbsp;']","['4', '&nbsp;']","['*', '&nbsp;']","['1', 'i']","['*', '&nbsp;']"
8844,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['1,308', '&nbsp;']","['300', '&nbsp;']","['176', '&nbsp;']","['19', 'i']","['95', '&nbsp;']","['29', '&nbsp;']"
8844,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['276', '&nbsp;']","['55', '&nbsp;']","['35', '&nbsp;']","['2', '&nbsp;']","['16', '&nbsp;']","['5', '&nbsp;']"
8844,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['428', '&nbsp;']","['94', '&nbsp;']","['65', '&nbsp;']","['4', 'i']","['22', '&nbsp;']","['7', '&nbsp;']"
8844,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['257', '&nbsp;']","['107', '&nbsp;']","['54', '&nbsp;']","['11', '&nbsp;']","['39', '&nbsp;']","['14', '&nbsp;']"
8844,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['2', 'i']","['1', 'i']","['1', 'i']","['*', 'i']","['*', 'i']","['*', 'i']"
8844,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['88', '&nbsp;']","['30', '&nbsp;']","['14', '&nbsp;']","['3', '&nbsp;']","['15', '&nbsp;']","['1', '&nbsp;']"
8844,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['159', '&nbsp;']","['70', '&nbsp;']","['36', '&nbsp;']","['7', 'i']","['23', 'i']","['11', 'i']"
8844,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['8', '&nbsp;']","['7', '&nbsp;']","['3', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['3', '&nbsp;']"
8844,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['347', '&nbsp;']","['43', '&nbsp;']","['22', '&nbsp;']","['2', 'i']","['18', '&nbsp;']","['3', '&nbsp;']"
8844,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['700', '&nbsp;']","['8', '&nbsp;']","['4', '&nbsp;']","['0 - 2', 'i']","['2', '&nbsp;']","['2', '&nbsp;']"
8844,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['39 - 3,998', '&nbsp;']","['40', '&nbsp;']","['8 - 41', '&nbsp;']","['0 - 1', '&nbsp;']","['0 - 30', '&nbsp;']","['0 - 12', '&nbsp;']"
8844,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['22,034', '&nbsp;']","['1,936', '&nbsp;']","['1,312', '&nbsp;']","['129', '&nbsp;']","['443', '&nbsp;']","['181', '&nbsp;']"
8844,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8844,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['75', '&nbsp;']","['32', '&nbsp;']","['21', '&nbsp;']","['4', '&nbsp;']","['9', '&nbsp;']","['3', '&nbsp;']"
8844,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['319', '&nbsp;']","['94', '&nbsp;']","['54', '&nbsp;']","['8', '&nbsp;']","['30', '&nbsp;']","['10', '&nbsp;']"
8844,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8844,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['394', '&nbsp;']","['89', '&nbsp;']","['52', '&nbsp;']","['6', '&nbsp;']","['29', '&nbsp;']","['8', '&nbsp;']"
8844,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['789', '&nbsp;']","['145', '&nbsp;']","['83', '&nbsp;']","['8', '&nbsp;']","['44', '&nbsp;']","['18', '&nbsp;']"
8844,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8844,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['750', '&nbsp;']","['112', '&nbsp;']","['76', '&nbsp;']","['6', '&nbsp;']","['26', '&nbsp;']","['10', '&nbsp;']"
8844,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['910', '&nbsp;']","['96', '&nbsp;']","['60', '&nbsp;']","['5', '&nbsp;']","['26', '&nbsp;']","['10', '&nbsp;']"
8844,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['2,899', '&nbsp;']","['327', '&nbsp;']","['221', '&nbsp;']","['20', '&nbsp;']","['71', '&nbsp;']","['35', '&nbsp;']"
8844,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['1,815', '&nbsp;']","['169', '&nbsp;']","['114', '&nbsp;']","['12', '&nbsp;']","['33', '&nbsp;']","['21', '&nbsp;']"
8844,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['3,345', '&nbsp;']","['277', '&nbsp;']","['173', '&nbsp;']","['22', '&nbsp;']","['72', '&nbsp;']","['31', '&nbsp;']"
8844,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['10,739', '&nbsp;']","['595', '&nbsp;']","['457', '&nbsp;']","['37', 'i']","['103', '&nbsp;']","['35', '&nbsp;']"
