table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_all_othersa
7702,r180,"United States<sup>b</sup> -> Maine -> MDI Biological Laboratory, Center for Biomedical Innovation",United States<sup>b</sup>,Maine,"MDI Biological Laboratory, Center for Biomedical Innovation",3,8048966,7573944,475022
7702,r181,United States<sup>b</sup> -> Maine -> Technology Institute,United States<sup>b</sup>,Maine,Technology Institute,3,17674796,0,17674796
7702,r182,"United States<sup>b</sup> -> Maine -> Transportation, Department of ",United States<sup>b</sup>,Maine,"Transportation, Department of ",3,1500000,1200000,300000
7702,r183,United States<sup>b</sup> -> Maryland,United States<sup>b</sup>,Maryland,,2,28212493,2005962,26206531
7702,r184,"United States<sup>b</sup> -> Maryland -> Health, Department of",United States<sup>b</sup>,Maryland,"Health, Department of",3,13500000,0,13500000
7702,r185,"United States<sup>b</sup> -> Maryland -> Natural Resources, Department of",United States<sup>b</sup>,Maryland,"Natural Resources, Department of",3,900754,237542,663212
7702,r186,United States<sup>b</sup> -> Maryland -> Technology Development Corporation,United States<sup>b</sup>,Maryland,Technology Development Corporation,3,11600000,0,11600000
7702,r187,"United States<sup>b</sup> -> Maryland -> Transportation, Department of",United States<sup>b</sup>,Maryland,"Transportation, Department of",3,2211739,1768420,443319
7702,r188,United States<sup>b</sup> -> Massachusetts,United States<sup>b</sup>,Massachusetts,,2,23307621,6047993,17259628
7702,r189,United States<sup>b</sup> -> Massachusetts -> Clean Energy Technology Center,United States<sup>b</sup>,Massachusetts,Clean Energy Technology Center,3,5044038,0,5044038
7702,r190,"United States<sup>b</sup> -> Massachusetts -> Environmental Protection, Department of ",United States<sup>b</sup>,Massachusetts,"Environmental Protection, Department of ",3,1771575,22369,1749206
7702,r191,"United States<sup>b</sup> -> Massachusetts -> Fish and Game, Department of ",United States<sup>b</sup>,Massachusetts,"Fish and Game, Department of ",3,915233,624680,290553
7702,r192,United States<sup>b</sup> -> Massachusetts -> Gaming Commission,United States<sup>b</sup>,Massachusetts,Gaming Commission,3,1480178,0,1480178
7702,r193,United States<sup>b</sup> -> Massachusetts -> Life Sciences Center,United States<sup>b</sup>,Massachusetts,Life Sciences Center,3,556868,0,556868
7702,r194,United States<sup>b</sup> -> Massachusetts -> Massventures,United States<sup>b</sup>,Massachusetts,Massventures,3,3942167,0,3942167
7702,r195,"United States<sup>b</sup> -> Massachusetts -> Mental Health, Department of",United States<sup>b</sup>,Massachusetts,"Mental Health, Department of",3,2579520,222362,2357158
7702,r196,"United States<sup>b</sup> -> Massachusetts -> Public Health, Department of ",United States<sup>b</sup>,Massachusetts,"Public Health, Department of ",3,1674277,1386798,287479
7702,r197,United States<sup>b</sup> -> Massachusetts -> Technology Park Corporation ,United States<sup>b</sup>,Massachusetts,Technology Park Corporation ,3,1176748,608078,568670
7702,r198,"United States<sup>b</sup> -> Massachusetts -> Transportation, Department of",United States<sup>b</sup>,Massachusetts,"Transportation, Department of",3,3767017,3183706,583311
7702,r199,United States<sup>b</sup> -> Massachusetts -> Water Resources Authority,United States<sup>b</sup>,Massachusetts,Water Resources Authority,3,400000,0,400000
7702,r200,United States<sup>b</sup> -> Michigan,United States<sup>b</sup>,Michigan,,2,29718391,6912826,22805565
7702,r201,"United States<sup>b</sup> -> Michigan -> Agriculture and Rural Development, Department of",United States<sup>b</sup>,Michigan,"Agriculture and Rural Development, Department of",3,1656683,586830,1069853
7702,r202,"United States<sup>b</sup> -> Michigan -> Environmental, Great Lakes, and Energy, Department of",United States<sup>b</sup>,Michigan,"Environmental, Great Lakes, and Energy, Department of",3,1249610,387235,862375
7702,r203,United States<sup>b</sup> -> Michigan -> Licensing and Regulatory Affairs,United States<sup>b</sup>,Michigan,Licensing and Regulatory Affairs,3,20000000,0,20000000
7702,r204,"United States<sup>b</sup> -> Michigan -> Transportation, Department of",United States<sup>b</sup>,Michigan,"Transportation, Department of",3,6812098,5938761,873337
7702,r205,United States<sup>b</sup> -> Minnesota,United States<sup>b</sup>,Minnesota,,2,22483420,7689513,14793907
7702,r206,"United States<sup>b</sup> -> Minnesota -> Agriculture, Department of",United States<sup>b</sup>,Minnesota,"Agriculture, Department of",3,5408623,700652,4707971
7702,r207,"United States<sup>b</sup> -> Minnesota -> Midwest Dairy Association, Minnesota Division",United States<sup>b</sup>,Minnesota,"Midwest Dairy Association, Minnesota Division",3,213400,0,213400
7702,r208,"United States<sup>b</sup> -> Minnesota -> Natural Resources, Department of",United States<sup>b</sup>,Minnesota,"Natural Resources, Department of",3,1855011,1224022,630989
7702,r209,United States<sup>b</sup> -> Minnesota -> Pollution Control Agency,United States<sup>b</sup>,Minnesota,Pollution Control Agency,3,9888,0,9888
7702,r210,"United States<sup>b</sup> -> Minnesota -> Transportation, Department of",United States<sup>b</sup>,Minnesota,"Transportation, Department of",3,14996498,5764839,9231659
7702,r211,United States<sup>b</sup> -> Mississippi,United States<sup>b</sup>,Mississippi,,2,11143362,9061908,2081454
7702,r212,"United States<sup>b</sup> -> Mississippi -> Agriculture and Commerce, Department of ",United States<sup>b</sup>,Mississippi,"Agriculture and Commerce, Department of ",3,152264,152264,0
7702,r213,"United States<sup>b</sup> -> Mississippi -> Environmental Quality, Department of",United States<sup>b</sup>,Mississippi,"Environmental Quality, Department of",3,1267345,1267345,0
7702,r214,United States<sup>b</sup> -> Mississippi -> Gulf States Marine Fisheries Commission,United States<sup>b</sup>,Mississippi,Gulf States Marine Fisheries Commission,3,1527915,1527915,0
7702,r215,"United States<sup>b</sup> -> Mississippi -> Marine Resources, Department of",United States<sup>b</sup>,Mississippi,"Marine Resources, Department of",3,1110829,164760,946069
7702,r216,"United States<sup>b</sup> -> Mississippi -> Transportation, Department of",United States<sup>b</sup>,Mississippi,"Transportation, Department of",3,5542522,4869891,672631
7702,r217,"United States<sup>b</sup> -> Mississippi -> Wildlife, Fisheries, and Parks, Department of ",United States<sup>b</sup>,Mississippi,"Wildlife, Fisheries, and Parks, Department of ",3,1542487,1079733,462754
7702,r218,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,,2,14009154,4240386,9768768
7702,r219,"United States<sup>b</sup> -> Missouri -> Agriculture, Department of",United States<sup>b</sup>,Missouri,"Agriculture, Department of",3,273268,224768,48500
7702,r220,"United States<sup>b</sup> -> Missouri -> Conservation, Department of",United States<sup>b</sup>,Missouri,"Conservation, Department of",3,9627125,2077905,7549220
7702,r221,"United States<sup>b</sup> -> Missouri -> Mental Health, Department of",United States<sup>b</sup>,Missouri,"Mental Health, Department of",3,242500,0,242500
7702,r222,"United States<sup>b</sup> -> Missouri -> Natural Resources, Department of",United States<sup>b</sup>,Missouri,"Natural Resources, Department of",3,453962,87260,366702
7702,r223,United States<sup>b</sup> -> Missouri -> Technology Corporation,United States<sup>b</sup>,Missouri,Technology Corporation,3,654232,200000,454232
7702,r224,"United States<sup>b</sup> -> Missouri -> Transportation, Department of",United States<sup>b</sup>,Missouri,"Transportation, Department of",3,2120015,1650453,469562
7702,r225,United States<sup>b</sup> -> Missouri -> Wine and Grape Board,United States<sup>b</sup>,Missouri,Wine and Grape Board,3,638052,0,638052
7702,r226,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,,2,8447295,5600354,2846941
7702,r227,"United States<sup>b</sup> -> Montana -> Agriculture, Department of",United States<sup>b</sup>,Montana,"Agriculture, Department of",3,2841089,1215922,1625167
7702,r228,"United States<sup>b</sup> -> Montana -> Environmental Quality, Department of",United States<sup>b</sup>,Montana,"Environmental Quality, Department of",3,50304,9304,41000
7702,r229,"United States<sup>b</sup> -> Montana -> Fish, Wildlife and Parks, Department of",United States<sup>b</sup>,Montana,"Fish, Wildlife and Parks, Department of",3,3806115,3103574,702541
7702,r230,"United States<sup>b</sup> -> Montana -> Natural Resources and Conservation, Department of",United States<sup>b</sup>,Montana,"Natural Resources and Conservation, Department of",3,16865,0,16865
7702,r231,"United States<sup>b</sup> -> Montana -> Transportation, Department of",United States<sup>b</sup>,Montana,"Transportation, Department of",3,1732922,1271554,461368
7702,r232,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,,2,31337947,6288269,25049678
7702,r233,"United States<sup>b</sup> -> Nebraska -> Agriculture, Department of",United States<sup>b</sup>,Nebraska,"Agriculture, Department of",3,797149,702231,94918
7702,r234,United States<sup>b</sup> -> Nebraska -> Corn Board,United States<sup>b</sup>,Nebraska,Corn Board,3,1201594,0,1201594
7702,r235,United States<sup>b</sup> -> Nebraska -> Dry Bean Commission,United States<sup>b</sup>,Nebraska,Dry Bean Commission,3,265487,0,265487
7702,r236,"United States<sup>b</sup> -> Nebraska -> Economic Development, Department of",United States<sup>b</sup>,Nebraska,"Economic Development, Department of",3,3242710,0,3242710
7702,r237,United States<sup>b</sup> -> Nebraska -> Game and Parks Commission,United States<sup>b</sup>,Nebraska,Game and Parks Commission,3,5125851,4198454,927397
7702,r238,United States<sup>b</sup> -> Nebraska -> Grain Sorghum Board,United States<sup>b</sup>,Nebraska,Grain Sorghum Board,3,3000,0,3000
7702,r239,"United States<sup>b</sup> -> Nebraska -> Health and Human Services, Department of",United States<sup>b</sup>,Nebraska,"Health and Human Services, Department of",3,18564076,0,18564076
7702,r240,"United States<sup>b</sup> -> Nebraska -> Midwest Dairy Association, Nebraska Division",United States<sup>b</sup>,Nebraska,"Midwest Dairy Association, Nebraska Division",3,29100,0,29100
7702,r241,"United States<sup>b</sup> -> Nebraska -> Natural Resources, Department of",United States<sup>b</sup>,Nebraska,"Natural Resources, Department of",3,50000,0,50000
7702,r242,"United States<sup>b</sup> -> Nebraska -> Transportation, Department of",United States<sup>b</sup>,Nebraska,"Transportation, Department of",3,1825480,1387584,437896
7702,r243,United States<sup>b</sup> -> Nebraska -> Wheat Board,United States<sup>b</sup>,Nebraska,Wheat Board,3,233500,0,233500
7702,r244,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,,2,4222929,2001509,2221420
7702,r245,"United States<sup>b</sup> -> Nevada -> Agriculture, Department of",United States<sup>b</sup>,Nevada,"Agriculture, Department of",3,237064,177064,60000
7702,r246,"United States<sup>b</sup> -> Nevada -> Economic Development, Governor's office of",United States<sup>b</sup>,Nevada,"Economic Development, Governor's office of",3,1958195,0,1958195
7702,r247,"United States<sup>b</sup> -> Nevada -> Transportation, Department of",United States<sup>b</sup>,Nevada,"Transportation, Department of",3,2027670,1824445,203225
7702,r248,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,,2,8675207,631502,8043705
7702,r249,"United States<sup>b</sup> -> New Hampshire -> Agriculture, Markets and Food, Department of",United States<sup>b</sup>,New Hampshire,"Agriculture, Markets and Food, Department of",3,175563,56536,119027
7702,r250,"United States<sup>b</sup> -> New Hampshire -> Business and Economic Affairs, Department of",United States<sup>b</sup>,New Hampshire,"Business and Economic Affairs, Department of",3,7275000,0,7275000
7702,r251,"United States<sup>b</sup> -> New Hampshire -> Environmental Services, Department of",United States<sup>b</sup>,New Hampshire,"Environmental Services, Department of",3,505937,0,505937
7702,r252,"United States<sup>b</sup> -> New Hampshire -> Transportation, Department of",United States<sup>b</sup>,New Hampshire,"Transportation, Department of",3,718707,574966,143741
7702,r253,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,,2,12864404,5466394,7398010
7702,r254,"United States<sup>b</sup> -> New Jersey -> Children and Families, Department of",United States<sup>b</sup>,New Jersey,"Children and Families, Department of",3,250627,8540,242087
7702,r255,"United States<sup>b</sup> -> New Jersey -> Community Affairs, Department of ",United States<sup>b</sup>,New Jersey,"Community Affairs, Department of ",3,5000,0,5000
7702,r256,"United States<sup>b</sup> -> New Jersey -> Corrections, Department of",United States<sup>b</sup>,New Jersey,"Corrections, Department of",3,309449,0,309449
7702,r257,"United States<sup>b</sup> -> New Jersey -> Environmental Protection, Department of",United States<sup>b</sup>,New Jersey,"Environmental Protection, Department of",3,3398000,373000,3025000
7702,r258,"United States<sup>b</sup> -> New Jersey -> Health, Department of",United States<sup>b</sup>,New Jersey,"Health, Department of",3,318305,0,318305
7702,r259,United States<sup>b</sup> -> New Jersey -> Pinelands Commission,United States<sup>b</sup>,New Jersey,Pinelands Commission,3,576457,517457,59000
7702,r260,"United States<sup>b</sup> -> New Jersey -> Secretary of Higher Education, Office of",United States<sup>b</sup>,New Jersey,"Secretary of Higher Education, Office of",3,2500000,0,2500000
7702,r261,"United States<sup>b</sup> -> New Jersey -> State Parole Board, New Jersey",United States<sup>b</sup>,New Jersey,"State Parole Board, New Jersey",3,66212,29769,36443
7702,r262,"United States<sup>b</sup> -> New Jersey -> Transit, New Jersey",United States<sup>b</sup>,New Jersey,"Transit, New Jersey",3,61804,0,61804
7702,r263,"United States<sup>b</sup> -> New Jersey -> Transportation, Department of",United States<sup>b</sup>,New Jersey,"Transportation, Department of",3,5378550,4537628,840922
7702,r264,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,,2,3054817,2152671,902146
7702,r265,"United States<sup>b</sup> -> New Mexico -> Cultural Affairs, Department of",United States<sup>b</sup>,New Mexico,"Cultural Affairs, Department of",3,108053,0,108053
7702,r266,"United States<sup>b</sup> -> New Mexico -> Game and Fish, Department of",United States<sup>b</sup>,New Mexico,"Game and Fish, Department of",3,1000000,500000,500000
7702,r267,"United States<sup>b</sup> -> New Mexico -> Transportation, Department of",United States<sup>b</sup>,New Mexico,"Transportation, Department of",3,1586466,1449219,137247
7702,r268,United States<sup>b</sup> -> New Mexico -> Western State Air Resources Council,United States<sup>b</sup>,New Mexico,Western State Air Resources Council,3,360298,203452,156846
7702,r269,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,,2,417246309,166507446,250738863
7702,r270,"United States<sup>b</sup> -> New York -> Agriculture and Markets, Department of ",United States<sup>b</sup>,New York,"Agriculture and Markets, Department of ",3,7194600,2844600,4350000
7702,r271,"United States<sup>b</sup> -> New York -> Economic Development, Department of",United States<sup>b</sup>,New York,"Economic Development, Department of",3,27738133,0,27738133
7702,r272,United States<sup>b</sup> -> New York -> Energy Research and Development Authority,United States<sup>b</sup>,New York,Energy Research and Development Authority,3,58220185,0,58220185
7702,r273,"United States<sup>b</sup> -> New York -> Environmental Conservation, Department of ",United States<sup>b</sup>,New York,"Environmental Conservation, Department of ",3,11777525,1853286,9924239
7702,r274,"United States<sup>b</sup> -> New York -> Health, Department of ",United States<sup>b</sup>,New York,"Health, Department of ",3,65094944,21560131,43534813
7702,r275,"United States<sup>b</sup> -> New York -> Mental Health, Office of ",United States<sup>b</sup>,New York,"Mental Health, Office of ",3,151456861,87115415,64341446
7702,r276,"United States<sup>b</sup> -> New York -> People with Developmental Disabilities, Office of",United States<sup>b</sup>,New York,"People with Developmental Disabilities, Office of",3,1614170,1468008,146162
7702,r277,United States<sup>b</sup> -> New York -> Power Authority,United States<sup>b</sup>,New York,Power Authority,3,14544465,0,14544465
7702,r278,United States<sup>b</sup> -> New York -> Roswell Park Comprehensive Cancer Center,United States<sup>b</sup>,New York,Roswell Park Comprehensive Cancer Center,3,63867651,46823504,17044147
7702,r279,United States<sup>b</sup> -> New York -> State Museum,United States<sup>b</sup>,New York,State Museum,3,10297627,418065,9879562
7702,r280,United States<sup>b</sup> -> New York -> Thoroughbred Breeding and Development Fund Corp.,United States<sup>b</sup>,New York,Thoroughbred Breeding and Development Fund Corp.,3,399308,0,399308
7702,r281,"United States<sup>b</sup> -> New York -> Transportation, Department of ",United States<sup>b</sup>,New York,"Transportation, Department of ",3,5040840,4424437,616403
7702,r282,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,,2,36870713,11005615,25865098
7702,r283,"United States<sup>b</sup> -> North Carolina -> Agriculture and Consumer Services, Department of",United States<sup>b</sup>,North Carolina,"Agriculture and Consumer Services, Department of",3,15422911,0,15422911
7702,r284,United States<sup>b</sup> -> North Carolina -> Biotechnology Center,United States<sup>b</sup>,North Carolina,Biotechnology Center,3,2693795,0,2693795
7702,r285,"United States<sup>b</sup> -> North Carolina -> Environmental Quality, Department of",United States<sup>b</sup>,North Carolina,"Environmental Quality, Department of",3,3275158,1288170,1986988
7702,r286,"United States<sup>b</sup> -> North Carolina -> Natural and Cultural Resources, Department of",United States<sup>b</sup>,North Carolina,"Natural and Cultural Resources, Department of",3,1951431,0,1951431
7702,r287,"United States<sup>b</sup> -> North Carolina -> Science Technology & Innovation, Office of",United States<sup>b</sup>,North Carolina,"Science Technology & Innovation, Office of",3,1500000,0,1500000
7702,r288,"United States<sup>b</sup> -> North Carolina -> Transportation, Department of",United States<sup>b</sup>,North Carolina,"Transportation, Department of",3,11886050,9717445,2168605
7702,r289,United States<sup>b</sup> -> North Carolina -> Wine and Grape Growers Council,United States<sup>b</sup>,North Carolina,Wine and Grape Growers Council,3,141368,0,141368
7702,r290,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,,2,35139613,6863870,28275743
7702,r291,"United States<sup>b</sup> -> North Dakota -> Agriculture, Department of",United States<sup>b</sup>,North Dakota,"Agriculture, Department of",3,5360395,4990802,369593
7702,r292,United States<sup>b</sup> -> North Dakota -> Dry Pea and Lentil Commission,United States<sup>b</sup>,North Dakota,Dry Pea and Lentil Commission,3,253958,0,253958
7702,r293,"United States<sup>b</sup> -> North Dakota -> Game and Fish, Department of",United States<sup>b</sup>,North Dakota,"Game and Fish, Department of",3,900314,719787,180527
7702,r294,United States<sup>b</sup> -> North Dakota -> Historical Society of North Dakota,United States<sup>b</sup>,North Dakota,Historical Society of North Dakota,3,247149,81615,165534
7702,r295,United States<sup>b</sup> -> North Dakota -> Industrial Commission,United States<sup>b</sup>,North Dakota,Industrial Commission,3,24409679,0,24409679
7702,r296,"United States<sup>b</sup> -> North Dakota -> Midwest Dairy Association, North Dakota Division",United States<sup>b</sup>,North Dakota,"Midwest Dairy Association, North Dakota Division",3,4850,0,4850
7702,r297,United States<sup>b</sup> -> North Dakota -> Soybean Council,United States<sup>b</sup>,North Dakota,Soybean Council,3,1420538,0,1420538
7702,r298,"United States<sup>b</sup> -> North Dakota -> Transportation, Department of",United States<sup>b</sup>,North Dakota,"Transportation, Department of",3,1204774,1071666,133108
7702,r299,United States<sup>b</sup> -> North Dakota -> Wheat Commission,United States<sup>b</sup>,North Dakota,Wheat Commission,3,1337956,0,1337956
7702,r300,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,,2,55336431,8732356,46604075
7702,r301,"United States<sup>b</sup> -> Ohio -> Development, Department of",United States<sup>b</sup>,Ohio,"Development, Department of",3,43878812,0,43878812
7702,r302,"United States<sup>b</sup> -> Ohio -> Education, Department of",United States<sup>b</sup>,Ohio,"Education, Department of",3,230700,215700,15000
7702,r303,"United States<sup>b</sup> -> Ohio -> Mental Health and Addictions Services, Department of",United States<sup>b</sup>,Ohio,"Mental Health and Addictions Services, Department of",3,2060000,2000000,60000
7702,r304,"United States<sup>b</sup> -> Ohio -> Natural Resources, Department of",United States<sup>b</sup>,Ohio,"Natural Resources, Department of",3,2565498,1522100,1043398
7702,r305,United States<sup>b</sup> -> Ohio -> Rail Development Commission,United States<sup>b</sup>,Ohio,Rail Development Commission,3,79156,0,79156
7702,r306,"United States<sup>b</sup> -> Ohio -> Transportation, Department of",United States<sup>b</sup>,Ohio,"Transportation, Department of",3,6197692,4994556,1203136
7702,r307,United States<sup>b</sup> -> Ohio -> Water Development Authority,United States<sup>b</sup>,Ohio,Water Development Authority,3,324573,0,324573
7702,r308,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,,2,55989692,7560791,48428901
7702,r309,"United States<sup>b</sup> -> Oklahoma -> Advancement of Science and Technology, Center for the ",United States<sup>b</sup>,Oklahoma,"Advancement of Science and Technology, Center for the ",3,34830643,0,34830643
7702,r310,"United States<sup>b</sup> -> Oklahoma -> Agriculture, Food, and Forestry, Department of",United States<sup>b</sup>,Oklahoma,"Agriculture, Food, and Forestry, Department of",3,327515,327515,0
7702,r311,"United States<sup>b</sup> -> Oklahoma -> Environmental Quality, Department of",United States<sup>b</sup>,Oklahoma,"Environmental Quality, Department of",3,217645,207380,10265
7702,r312,United States<sup>b</sup> -> Oklahoma -> Grand River Dam Authority,United States<sup>b</sup>,Oklahoma,Grand River Dam Authority,3,525000,0,525000
7702,r313,"United States<sup>b</sup> -> Oklahoma -> Health, Department of",United States<sup>b</sup>,Oklahoma,"Health, Department of",3,1344978,1324978,20000
7702,r314,"United States<sup>b</sup> -> Oklahoma -> Human Services, Department of",United States<sup>b</sup>,Oklahoma,"Human Services, Department of",3,566539,466122,100417
7702,r315,"United States<sup>b</sup> -> Oklahoma -> Midwest Dairy Association, Oklahoma Division",United States<sup>b</sup>,Oklahoma,"Midwest Dairy Association, Oklahoma Division",3,4850,0,4850
7702,r316,United States<sup>b</sup> -> Oklahoma -> Tobacco Settlement Endowment Trust,United States<sup>b</sup>,Oklahoma,Tobacco Settlement Endowment Trust,3,11931000,0,11931000
7702,r317,"United States<sup>b</sup> -> Oklahoma -> Transportation, Department of",United States<sup>b</sup>,Oklahoma,"Transportation, Department of",3,4692262,3753809,938453
7702,r318,"United States<sup>b</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>b</sup>,Oklahoma,"Wildlife Conservation, Department of",3,1549260,1480987,68273
7702,r319,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,,2,37419218,14233548,23185670
7702,r320,"United States<sup>b</sup> -> Oregon -> Agriculture, Department of",United States<sup>b</sup>,Oregon,"Agriculture, Department of",3,205647,0,205647
7702,r321,United States<sup>b</sup> -> Oregon -> Business Oregon,United States<sup>b</sup>,Oregon,Business Oregon,3,14300000,0,14300000
7702,r322,"United States<sup>b</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>b</sup>,Oregon,"Fish and Wildlife, Department of",3,12566339,9095199,3471140
7702,r323,"United States<sup>b</sup> -> Oregon -> Forestry, Department of",United States<sup>b</sup>,Oregon,"Forestry, Department of",3,700000,0,700000
7702,r324,"United States<sup>b</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>b</sup>,Oregon,"Geology and Mineral Industries, Department of",3,1210168,1210168,0
7702,r325,"United States<sup>b</sup> -> Oregon -> Human Services, Department of",United States<sup>b</sup>,Oregon,"Human Services, Department of",3,2185495,932330,1253165
7702,r326,"United States<sup>b</sup> -> Oregon -> Transportation, Department of",United States<sup>b</sup>,Oregon,"Transportation, Department of",3,3638363,2992484,645879
7702,r327,United States<sup>b</sup> -> Oregon -> Water Resources Department,United States<sup>b</sup>,Oregon,Water Resources Department,3,1551042,0,1551042
7702,r328,United States<sup>b</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>b</sup>,Oregon,Watershed Enhancement Board,3,1062164,3367,1058797
7702,r329,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,,2,93621093,10315593,83305500
7702,r330,"United States<sup>b</sup> -> Pennsylvania -> Agriculture, Department of",United States<sup>b</sup>,Pennsylvania,"Agriculture, Department of",3,2461164,274164,2187000
7702,r331,"United States<sup>b</sup> -> Pennsylvania -> Community and Economic Development, Department of",United States<sup>b</sup>,Pennsylvania,"Community and Economic Development, Department of",3,21500000,0,21500000
7702,r332,"United States<sup>b</sup> -> Pennsylvania -> Conservation and Natural Resources, Department of",United States<sup>b</sup>,Pennsylvania,"Conservation and Natural Resources, Department of",3,309471,0,309471
7702,r333,"United States<sup>b</sup> -> Pennsylvania -> Environmental Protection, Department of",United States<sup>b</sup>,Pennsylvania,"Environmental Protection, Department of",3,1931821,278352,1653469
7702,r334,United States<sup>b</sup> -> Pennsylvania -> Fish and Boat Commission,United States<sup>b</sup>,Pennsylvania,Fish and Boat Commission,3,259114,106143,152971
7702,r335,United States<sup>b</sup> -> Pennsylvania -> Game Commission,United States<sup>b</sup>,Pennsylvania,Game Commission,3,7513056,5057881,2455175
7702,r336,"United States<sup>b</sup> -> Pennsylvania -> Health, Department of",United States<sup>b</sup>,Pennsylvania,"Health, Department of",3,55000914,0,55000914
7702,r337,United States<sup>b</sup> -> Pennsylvania -> Susquehanna River Basin Commission,United States<sup>b</sup>,Pennsylvania,Susquehanna River Basin Commission,3,279000,232500,46500
7702,r338,"United States<sup>b</sup> -> Pennsylvania -> Transportation, Department of",United States<sup>b</sup>,Pennsylvania,"Transportation, Department of",3,4366553,4366553,0
7702,r339,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,,2,10226630,6631735,3594895
7702,r340,United States<sup>b</sup> -> Rhode Island -> Commerce Corporation,United States<sup>b</sup>,Rhode Island,Commerce Corporation,3,1127624,0,1127624
7702,r341,"United States<sup>b</sup> -> Rhode Island -> Fish and Wildlife; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Fish and Wildlife; Environmental Management, Department of",3,5238690,4137805,1100885
7702,r342,"United States<sup>b</sup> -> Rhode Island -> Marine Fisheries; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Marine Fisheries; Environmental Management, Department of",3,3601968,2303231,1298737
7702,r343,"United States<sup>b</sup> -> Rhode Island -> Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",3,67378,60830,6548
7702,r344,"United States<sup>b</sup> -> Rhode Island -> Transportation, Department of",United States<sup>b</sup>,Rhode Island,"Transportation, Department of",3,87500,70000,17500
7702,r345,United States<sup>b</sup> -> Rhode Island -> Water Resources Board,United States<sup>b</sup>,Rhode Island,Water Resources Board,3,103470,59869,43601
7702,r346,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,,2,44557581,27721413,16836168
7702,r347,"United States<sup>b</sup> -> South Carolina -> Agriculture, Department of",United States<sup>b</sup>,South Carolina,"Agriculture, Department of",3,1119867,248039,871828
7702,r348,"United States<sup>b</sup> -> South Carolina -> Disabilities and Special Needs, Department of",United States<sup>b</sup>,South Carolina,"Disabilities and Special Needs, Department of",3,9437880,4903580,4534300
7702,r349,"United States<sup>b</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>b</sup>,South Carolina,"Health and Environmental Control, Department of",3,1314349,1314349,0
7702,r350,"United States<sup>b</sup> -> South Carolina -> Mental Health, Department of",United States<sup>b</sup>,South Carolina,"Mental Health, Department of",3,53424,0,53424
7702,r351,"United States<sup>b</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>b</sup>,South Carolina,"Natural Resources, Department of",3,24893262,17414642,7478620
7702,r352,United States<sup>b</sup> -> South Carolina -> Public Service Authority,United States<sup>b</sup>,South Carolina,Public Service Authority,3,424350,0,424350
7702,r353,United States<sup>b</sup> -> South Carolina -> Research Authority,United States<sup>b</sup>,South Carolina,Research Authority,3,2339441,116361,2223080
7702,r354,United States<sup>b</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>b</sup>,South Carolina,Sea Grant Consortium,3,2328658,1613370,715288
7702,r355,"United States<sup>b</sup> -> South Carolina -> Transportation, Department of",United States<sup>b</sup>,South Carolina,"Transportation, Department of",3,2646350,2111072,535278
7702,r356,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,,2,3193289,725396,2467893
7702,r357,United States<sup>b</sup> -> South Dakota -> Corn Utilization Council,United States<sup>b</sup>,South Dakota,Corn Utilization Council,3,150006,0,150006
