table_id,row_id,_b_field_and_time_to_degree_b_full_path,_b_field_and_time_to_degree_b_level_1,_b_field_and_time_to_degree_b_level_2,_b_field_and_time_to_degree_b_level_3,_b_field_and_time_to_degree_b_level_4,_b_field_and_time_to_degree_b_hierarchy_depth,field_1972,field_1977,field_1982,field_1987,field_1992,field_1997,field_2002,field_2007,field_2012,field_2017,field_2022
9458,r025,All fields -> Physical sciences and earth sciences -> Chemistry,All fields,Physical sciences and earth sciences,Chemistry,,3,,,,,,,,,,,
9458,r026,All fields -> Physical sciences and earth sciences -> Chemistry -> Since earning bachelor's,All fields,Physical sciences and earth sciences,Chemistry,Since earning bachelor's,4,6.0,6.3,6.0,6.6,7.1,7.0,6.6,7.0,6.8,6.3,6.3
9458,r027,All fields -> Physical sciences and earth sciences -> Chemistry -> Since starting graduate school,All fields,Physical sciences and earth sciences,Chemistry,Since starting graduate school,4,5.3,5.7,5.3,5.7,6.2,5.9,5.7,6.0,6.0,5.8,5.7
9458,r028,All fields -> Physical sciences and earth sciences -> Chemistry -> Since starting doctoral program<sup>a</sup>,All fields,Physical sciences and earth sciences,Chemistry,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.3,5.3
9458,r029,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",,3,,,,,,,,,,,
9458,r030,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Since earning bachelor's",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Since earning bachelor's,4,8.0,8.0,8.4,9.1,9.7,10.6,9.8,9.0,8.6,8.0,7.9
9458,r031,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Since starting graduate school",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Since starting graduate school,4,6.7,6.8,7.3,7.9,8.2,8.7,8.2,7.4,7.3,6.8,6.8
9458,r032,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Since starting doctoral program<sup>a</sup>",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.5,5.4
9458,r033,All fields -> Physical sciences and earth sciences -> Physics and astronomy,All fields,Physical sciences and earth sciences,Physics and astronomy,,3,,,,,,,,,,,
9458,r034,All fields -> Physical sciences and earth sciences -> Physics and astronomy -> Since earning bachelor's,All fields,Physical sciences and earth sciences,Physics and astronomy,Since earning bachelor's,4,6.9,7.5,7.4,7.5,7.7,7.8,7.8,7.5,7.3,7.0,7.0
9458,r035,All fields -> Physical sciences and earth sciences -> Physics and astronomy -> Since starting graduate school,All fields,Physical sciences and earth sciences,Physics and astronomy,Since starting graduate school,4,6.2,6.7,6.7,6.7,6.7,6.9,6.9,6.7,6.7,6.5,6.3
9458,r036,All fields -> Physical sciences and earth sciences -> Physics and astronomy -> Since starting doctoral program<sup>a</sup>,All fields,Physical sciences and earth sciences,Physics and astronomy,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.9,6.0
9458,r037,All fields -> Mathematics and computer sciences,All fields,Mathematics and computer sciences,,,2,,,,,,,,,,,
9458,r038,All fields -> Mathematics and computer sciences -> Since earning bachelor's,All fields,Mathematics and computer sciences,Since earning bachelor's,,3,6.9,7.0,7.3,8.4,9.0,9.2,8.4,8.3,8.0,7.9,7.7
9458,r039,All fields -> Mathematics and computer sciences -> Since starting graduate school,All fields,Mathematics and computer sciences,Since starting graduate school,,3,6.0,6.2,6.4,7.1,7.7,7.8,7.3,7.0,7.0,7.0,6.8
9458,r040,All fields -> Mathematics and computer sciences -> Since starting doctoral program<sup>a</sup>,All fields,Mathematics and computer sciences,Since starting doctoral program<sup>a</sup>,,3,na,na,na,na,na,na,na,na,na,5.7,5.6
9458,r041,All fields -> Mathematics and computer sciences -> Computer and information sciences,All fields,Mathematics and computer sciences,Computer and information sciences,,3,,,,,,,,,,,
9458,r042,All fields -> Mathematics and computer sciences -> Computer and information sciences -> Since earning bachelor's,All fields,Mathematics and computer sciences,Computer and information sciences,Since earning bachelor's,4,-,7.4,7.9,9.3,9.3,9.8,9.5,8.8,8.8,8.9,8.3
9458,r043,All fields -> Mathematics and computer sciences -> Computer and information sciences -> Since starting graduate school,All fields,Mathematics and computer sciences,Computer and information sciences,Since starting graduate school,4,-,6.7,6.7,7.7,7.7,8.3,8.1,7.4,7.4,7.8,7.0
9458,r044,All fields -> Mathematics and computer sciences -> Computer and information sciences -> Since starting doctoral program<sup>a</sup>,All fields,Mathematics and computer sciences,Computer and information sciences,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.8,5.7
9458,r045,All fields -> Mathematics and computer sciences -> Mathematics and statistics,All fields,Mathematics and computer sciences,Mathematics and statistics,,3,,,,,,,,,,,
9458,r046,All fields -> Mathematics and computer sciences -> Mathematics and statistics -> Since earning bachelor's,All fields,Mathematics and computer sciences,Mathematics and statistics,Since earning bachelor's,4,6.9,7.0,7.2,8.0,8.9,8.7,7.7,7.5,7.2,7.0,7.0
9458,r047,All fields -> Mathematics and computer sciences -> Mathematics and statistics -> Since starting graduate school,All fields,Mathematics and computer sciences,Mathematics and statistics,Since starting graduate school,4,6.0,6.2,6.2,6.9,7.4,7.2,6.7,6.7,6.3,6.3,6.0
9458,r048,All fields -> Mathematics and computer sciences -> Mathematics and statistics -> Since starting doctoral program<sup>a</sup>,All fields,Mathematics and computer sciences,Mathematics and statistics,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.3,5.3
9458,r049,All fields -> Psychology and social sciences,All fields,Psychology and social sciences,,,2,,,,,,,,,,,
9458,r050,All fields -> Psychology and social sciences -> Since earning bachelor's,All fields,Psychology and social sciences,Since earning bachelor's,,3,7.6,8.1,9.3,10.5,10.9,10.2,10.0,9.7,9.5,9.3,9.5
9458,r051,All fields -> Psychology and social sciences -> Since starting graduate school,All fields,Psychology and social sciences,Since starting graduate school,,3,6.7,6.9,7.7,8.7,8.7,8.2,8.2,8.0,7.7,7.8,7.9
9458,r052,All fields -> Psychology and social sciences -> Since starting doctoral program<sup>a</sup>,All fields,Psychology and social sciences,Since starting doctoral program<sup>a</sup>,,3,na,na,na,na,na,na,na,na,na,6.0,6.0
9458,r053,All fields -> Psychology and social sciences -> Psychology,All fields,Psychology and social sciences,Psychology,,3,,,,,,,,,,,
9458,r054,All fields -> Psychology and social sciences -> Psychology -> Since earning bachelor's,All fields,Psychology and social sciences,Psychology,Since earning bachelor's,4,6.7,7.2,8.6,10.0,10.3,9.3,9.2,8.7,8.4,8.4,8.5
9458,r055,All fields -> Psychology and social sciences -> Psychology -> Since starting graduate school,All fields,Psychology and social sciences,Psychology,Since starting graduate school,4,5.9,6.1,7.2,8.2,8.4,7.7,7.7,7.0,6.9,6.9,6.9
9458,r056,All fields -> Psychology and social sciences -> Psychology -> Since starting doctoral program<sup>a</sup>,All fields,Psychology and social sciences,Psychology,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.9,5.9
9458,r057,All fields -> Psychology and social sciences -> Anthropology,All fields,Psychology and social sciences,Anthropology,,3,,,,,,,,,,,
9458,r058,All fields -> Psychology and social sciences -> Anthropology -> Since earning bachelor's,All fields,Psychology and social sciences,Anthropology,Since earning bachelor's,4,8.0,9.4,10.5,13.0,12.6,12.6,11.4,12.0,11.2,11.6,11.3
9458,r059,All fields -> Psychology and social sciences -> Anthropology -> Since starting graduate school,All fields,Psychology and social sciences,Anthropology,Since starting graduate school,4,7.2,8.0,9.1,10.7,10.7,10.2,9.7,9.7,9.0,9.7,9.2
9458,r060,All fields -> Psychology and social sciences -> Anthropology -> Since starting doctoral program<sup>a</sup>,All fields,Psychology and social sciences,Anthropology,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,7.7,7.5
9458,r061,All fields -> Psychology and social sciences -> Economics,All fields,Psychology and social sciences,Economics,,3,,,,,,,,,,,
9458,r062,All fields -> Psychology and social sciences -> Economics -> Since earning bachelor's,All fields,Psychology and social sciences,Economics,Since earning bachelor's,4,7.5,8.0,8.5,9.0,9.3,9.3,9.0,8.3,8.6,8.4,8.9
9458,r063,All fields -> Psychology and social sciences -> Economics -> Since starting graduate school,All fields,Psychology and social sciences,Economics,Since starting graduate school,4,6.7,6.9,7.2,7.7,7.7,7.5,7.2,7.0,7.0,7.3,7.7
9458,r064,All fields -> Psychology and social sciences -> Economics -> Since starting doctoral program<sup>a</sup>,All fields,Psychology and social sciences,Economics,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.8,5.8
9458,r065,All fields -> Psychology and social sciences -> Political science and government,All fields,Psychology and social sciences,Political science and government,,3,,,,,,,,,,,
9458,r066,All fields -> Psychology and social sciences -> Political science and government -> Since earning bachelor's,All fields,Psychology and social sciences,Political science and government,Since earning bachelor's,4,8.3,9.3,9.9,11.0,10.6,10.5,11.0,10.3,9.9,9.9,10.0
9458,r067,All fields -> Psychology and social sciences -> Political science and government -> Since starting graduate school,All fields,Psychology and social sciences,Political science and government,Since starting graduate school,4,7.7,8.1,8.7,9.4,9.0,8.9,8.9,8.3,8.3,8.0,8.3
9458,r068,All fields -> Psychology and social sciences -> Political science and government -> Since starting doctoral program<sup>a</sup>,All fields,Psychology and social sciences,Political science and government,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.3,6.0
9458,r069,All fields -> Psychology and social sciences -> Sociology,All fields,Psychology and social sciences,Sociology,,3,,,,,,,,,,,
9458,r070,All fields -> Psychology and social sciences -> Sociology -> Since earning bachelor's,All fields,Psychology and social sciences,Sociology,Since earning bachelor's,4,8.1,9.0,10.3,12.1,12.1,10.9,11.2,11.0,10.6,11.0,10.7
9458,r071,All fields -> Psychology and social sciences -> Sociology -> Since starting graduate school,All fields,Psychology and social sciences,Sociology,Since starting graduate school,4,7.2,7.7,9.2,10.5,10.0,8.9,8.9,9.2,8.7,9.0,9.0
9458,r072,All fields -> Psychology and social sciences -> Sociology -> Since starting doctoral program<sup>a</sup>,All fields,Psychology and social sciences,Sociology,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,7.0,6.8
9458,r073,All fields -> Psychology and social sciences -> Other social sciences,All fields,Psychology and social sciences,Other social sciences,,3,,,,,,,,,,,
9458,r074,All fields -> Psychology and social sciences -> Other social sciences -> Since earning bachelor's,All fields,Psychology and social sciences,Other social sciences,Since earning bachelor's,4,8.9,9.9,11.1,12.0,12.9,12.1,11.9,12.0,11.3,11.5,11.4
9458,r075,All fields -> Psychology and social sciences -> Other social sciences -> Since starting graduate school,All fields,Psychology and social sciences,Other social sciences,Since starting graduate school,4,7.7,8.5,9.2,9.8,10.2,9.7,9.7,9.8,9.3,9.5,9.3
9458,r076,All fields -> Psychology and social sciences -> Other social sciences -> Since starting doctoral program<sup>a</sup>,All fields,Psychology and social sciences,Other social sciences,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.3,6.0
9458,r077,All fields -> Engineering,All fields,Engineering,,,2,,,,,,,,,,,
9458,r078,All fields -> Engineering -> Since earning bachelor's,All fields,Engineering,Since earning bachelor's,,3,7.6,7.5,8.0,8.2,8.9,8.9,8.6,8.0,7.6,7.3,7.5
9458,r079,All fields -> Engineering -> Since starting graduate school,All fields,Engineering,Since starting graduate school,,3,6.2,6.2,6.7,6.7,7.2,7.2,7.2,6.7,6.7,6.7,6.6
9458,r080,All fields -> Engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Since starting doctoral program<sup>a</sup>,,3,na,na,na,na,na,na,na,na,na,5.3,5.3
9458,r081,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,,,,,,,,,,,
9458,r082,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> Since earning bachelor's",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",Since earning bachelor's,4,8.0,7.6,8.4,8.2,8.5,8.3,7.9,7.9,7.2,7.0,7.1
9458,r083,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> Since starting graduate school",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",Since starting graduate school,4,6.7,6.7,6.9,6.7,7.2,6.7,6.9,7.0,6.6,6.6,6.5
9458,r084,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> Since starting doctoral program<sup>a</sup>",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.3,5.3
9458,r085,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,,3,,,,,,,,,,,
9458,r086,All fields -> Engineering -> Bioengineering and biomedical engineering -> Since earning bachelor's,All fields,Engineering,Bioengineering and biomedical engineering,Since earning bachelor's,4,7.0,8.0,8.0,7.9,8.5,8.0,7.5,7.2,7.0,6.6,6.8
9458,r087,All fields -> Engineering -> Bioengineering and biomedical engineering -> Since starting graduate school,All fields,Engineering,Bioengineering and biomedical engineering,Since starting graduate school,4,6.5,6.5,7.7,6.5,6.7,7.2,6.7,6.3,6.2,5.9,6.0
9458,r088,All fields -> Engineering -> Bioengineering and biomedical engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Bioengineering and biomedical engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.3,5.4
9458,r089,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,,3,,,,,,,,,,,
9458,r090,All fields -> Engineering -> Chemical engineering -> Since earning bachelor's,All fields,Engineering,Chemical engineering,Since earning bachelor's,4,6.3,6.8,7.0,6.8,7.2,6.8,6.5,6.6,6.6,6.1,6.3
9458,r091,All fields -> Engineering -> Chemical engineering -> Since starting graduate school,All fields,Engineering,Chemical engineering,Since starting graduate school,4,5.5,5.7,5.7,5.7,6.2,5.8,5.7,5.7,5.7,5.5,5.8
9458,r092,All fields -> Engineering -> Chemical engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Chemical engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.0,5.1
9458,r093,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,,3,,,,,,,,,,,
9458,r094,All fields -> Engineering -> Civil engineering -> Since earning bachelor's,All fields,Engineering,Civil engineering,Since earning bachelor's,4,8.0,8.5,8.5,9.3,9.4,10.9,9.8,8.7,8.8,8.3,8.3
9458,r095,All fields -> Engineering -> Civil engineering -> Since starting graduate school,All fields,Engineering,Civil engineering,Since starting graduate school,4,6.1,6.7,6.7,7.1,7.7,8.5,8.0,7.5,7.7,7.5,7.2
9458,r096,All fields -> Engineering -> Civil engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Civil engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.3,5.0
9458,r097,"All fields -> Engineering -> Electrical, electronics, and communications engineering",All fields,Engineering,"Electrical, electronics, and communications engineering",,3,,,,,,,,,,,
9458,r098,"All fields -> Engineering -> Electrical, electronics, and communications engineering -> Since earning bachelor's",All fields,Engineering,"Electrical, electronics, and communications engineering",Since earning bachelor's,4,-,-,-,7.9,8.5,8.6,8.6,8.1,7.7,7.8,7.9
9458,r099,"All fields -> Engineering -> Electrical, electronics, and communications engineering -> Since starting graduate school",All fields,Engineering,"Electrical, electronics, and communications engineering",Since starting graduate school,4,-,-,-,6.2,6.7,7.2,7.3,7.1,6.9,7.0,6.9
9458,r100,"All fields -> Engineering -> Electrical, electronics, and communications engineering -> Since starting doctoral program<sup>a</sup>",All fields,Engineering,"Electrical, electronics, and communications engineering",Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.3,5.6
9458,r101,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,,3,,,,,,,,,,,
9458,r102,All fields -> Engineering -> Industrial and manufacturing engineering -> Since earning bachelor's,All fields,Engineering,Industrial and manufacturing engineering,Since earning bachelor's,4,8.4,8.9,8.9,10.2,9.9,9.9,10.0,9.1,8.9,8.7,8.7
9458,r103,All fields -> Engineering -> Industrial and manufacturing engineering -> Since starting graduate school,All fields,Engineering,Industrial and manufacturing engineering,Since starting graduate school,4,6.7,6.8,7.2,7.9,7.2,7.7,7.9,7.7,7.7,7.7,7.7
9458,r104,All fields -> Engineering -> Industrial and manufacturing engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Industrial and manufacturing engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.0,5.0
9458,r105,All fields -> Engineering -> Materials science engineering,All fields,Engineering,Materials science engineering,,3,,,,,,,,,,,
9458,r106,All fields -> Engineering -> Materials science engineering -> Since earning bachelor's,All fields,Engineering,Materials science engineering,Since earning bachelor's,4,8.0,7.0,7.8,8.0,8.8,7.9,8.0,7.4,6.8,6.5,6.8
9458,r107,All fields -> Engineering -> Materials science engineering -> Since starting graduate school,All fields,Engineering,Materials science engineering,Since starting graduate school,4,6.5,6.1,6.2,6.4,7.0,6.3,6.7,6.7,6.0,6.0,6.0
9458,r108,All fields -> Engineering -> Materials science engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Materials science engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.0,5.3
9458,r109,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,,3,,,,,,,,,,,
9458,r110,All fields -> Engineering -> Mechanical engineering -> Since earning bachelor's,All fields,Engineering,Mechanical engineering,Since earning bachelor's,4,7.5,7.9,8.3,8.2,9.3,9.3,9.0,7.9,7.5,7.3,7.6
9458,r111,All fields -> Engineering -> Mechanical engineering -> Since starting graduate school,All fields,Engineering,Mechanical engineering,Since starting graduate school,4,6.3,6.7,6.7,6.7,7.7,7.2,7.6,7.0,6.7,6.7,6.7
9458,r112,All fields -> Engineering -> Mechanical engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Mechanical engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.3,5.3
9458,r113,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,,3,,,,,,,,,,,
9458,r114,All fields -> Engineering -> Other engineering -> Since earning bachelor's,All fields,Engineering,Other engineering,Since earning bachelor's,4,7.7,7.4,8.0,9.0,9.5,9.9,9.4,8.5,8.2,8.0,8.0
9458,r115,All fields -> Engineering -> Other engineering -> Since starting graduate school,All fields,Engineering,Other engineering,Since starting graduate school,4,6.5,6.2,6.7,6.9,7.7,7.7,7.7,7.1,7.2,6.9,7.0
9458,r116,All fields -> Engineering -> Other engineering -> Since starting doctoral program<sup>a</sup>,All fields,Engineering,Other engineering,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.3,5.3
9458,r117,All fields -> Education,All fields,Education,,,2,,,,,,,,,,,
9458,r118,All fields -> Education -> Since earning bachelor's,All fields,Education,Since earning bachelor's,,3,12.7,12.7,13.7,16.2,19.0,20.0,19.0,16.6,15.0,14.9,15.0
9458,r119,All fields -> Education -> Since starting graduate school,All fields,Education,Since starting graduate school,,3,10.0,10.2,11.2,13.5,15.6,15.7,14.1,12.6,11.9,12.0,11.8
9458,r120,All fields -> Education -> Since starting doctoral program<sup>a</sup>,All fields,Education,Since starting doctoral program<sup>a</sup>,,3,na,na,na,na,na,na,na,na,na,6.3,5.5
9458,r121,All fields -> Education -> Education administration,All fields,Education,Education administration,,3,,,,,,,,,,,
9458,r122,All fields -> Education -> Education administration -> Since earning bachelor's,All fields,Education,Education administration,Since earning bachelor's,4,14.2,14.6,15.0,17.9,20.9,22.9,23.0,20.1,18.6,18.0,18.4
9458,r123,All fields -> Education -> Education administration -> Since starting graduate school,All fields,Education,Education administration,Since starting graduate school,4,11.7,11.7,12.7,15.2,17.6,18.5,16.7,14.7,14.7,14.9,14.7
9458,r124,All fields -> Education -> Education administration -> Since starting doctoral program<sup>a</sup>,All fields,Education,Education administration,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.3,5.8
9458,r125,All fields -> Education -> Education research,All fields,Education,Education research,,3,,,,,,,,,,,
9458,r126,All fields -> Education -> Education research -> Since earning bachelor's,All fields,Education,Education research,Since earning bachelor's,4,11.3,11.9,13.2,15.6,18.0,18.3,16.8,15.0,14.0,13.9,14.0
9458,r127,All fields -> Education -> Education research -> Since starting graduate school,All fields,Education,Education research,Since starting graduate school,4,9.1,9.6,10.9,12.9,14.5,13.7,12.7,11.6,11.0,11.3,11.0
9458,r128,All fields -> Education -> Education research -> Since starting doctoral program<sup>a</sup>,All fields,Education,Education research,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.1,5.6
9458,r129,All fields -> Education -> Teacher education,All fields,Education,Teacher education,,3,,,,,,,,,,,
9458,r130,All fields -> Education -> Teacher education -> Since earning bachelor's,All fields,Education,Teacher education,Since earning bachelor's,4,13.3,12.9,14.7,17.0,19.2,20.4,21.9,15.9,18.2,17.0,17.3
9458,r131,All fields -> Education -> Teacher education -> Since starting graduate school,All fields,Education,Teacher education,Since starting graduate school,4,10.5,9.9,11.7,13.3,15.6,16.7,16.2,12.7,13.7,12.8,14.0
9458,r132,All fields -> Education -> Teacher education -> Since starting doctoral program<sup>a</sup>,All fields,Education,Teacher education,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.7,5.7
9458,r133,All fields -> Education -> Teaching fields,All fields,Education,Teaching fields,,3,,,,,,,,,,,
9458,r134,All fields -> Education -> Teaching fields -> Since earning bachelor's,All fields,Education,Teaching fields,Since earning bachelor's,4,12.2,12.3,12.5,14.6,16.9,17.0,15.4,13.9,14.2,14.0,15.0
9458,r135,All fields -> Education -> Teaching fields -> Since starting graduate school,All fields,Education,Teaching fields,Since starting graduate school,4,9.9,10.0,10.2,11.9,13.0,12.7,11.7,10.7,11.2,11.2,11.8
9458,r136,All fields -> Education -> Teaching fields -> Since starting doctoral program<sup>a</sup>,All fields,Education,Teaching fields,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.0,5.3
9458,r137,All fields -> Education -> Other education,All fields,Education,Other education,,3,,,,,,,,,,,
9458,r138,All fields -> Education -> Other education -> Since earning bachelor's,All fields,Education,Other education,Since earning bachelor's,4,13.3,13.7,14.3,16.1,18.6,18.9,18.8,15.9,15.9,15.3,14.6
9458,r139,All fields -> Education -> Other education -> Since starting graduate school,All fields,Education,Other education,Since starting graduate school,4,10.7,10.8,11.0,12.7,14.9,14.9,13.9,11.8,11.9,12.6,11.7
