table_id,row_id,_b_state_or_location_and_agency_b_full_path,_b_state_or_location_and_agency_b_level_1,_b_state_or_location_and_agency_b_level_2,_b_state_or_location_and_agency_b_level_3,_b_state_or_location_and_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_businesses,field_extramural_higher_educationb,field_extramural_nonprofit_organizations,field_extramural_state_and_local_governments
10859,r029,Delaware,Delaware,,,1,,,,,,,
10859,r030,"Delaware -> Department of Defense, RDT&E",Delaware,"Department of Defense, RDT&E",,2,156120,26019,0,99371,28148,1571,1011
10859,r031,"Delaware -> Department of Defense,  research",Delaware,"Department of Defense,  research",,2,156085,26019,0,99336,28148,1571,1011
10859,r032,"Delaware -> Department of Defense, operational system development<sup>c</sup>",Delaware,"Department of Defense, operational system development<sup>c</sup>",,2,35,0,0,35,0,0,0
10859,r033,District of Columbia,District of Columbia,,,1,,,,,,,
10859,r034,"District of Columbia -> Department of Defense, RDT&E",District of Columbia,"Department of Defense, RDT&E",,2,3951491,2974124,11728,714423,39372,211844,0
10859,r035,"District of Columbia -> Department of Defense,  research",District of Columbia,"Department of Defense,  research",,2,3569978,2721414,10101,589331,39372,209759,0
10859,r036,"District of Columbia -> Department of Defense, operational system development<sup>c</sup>",District of Columbia,"Department of Defense, operational system development<sup>c</sup>",,2,381513,252710,1626,125091,0,2085,0
10859,r037,Florida,Florida,,,1,,,,,,,
10859,r038,"Florida -> Department of Defense, RDT&E",Florida,"Department of Defense, RDT&E",,2,3142635,739536,4389,2218569,116708,62329,1103
10859,r039,"Florida -> Department of Defense,  research",Florida,"Department of Defense,  research",,2,2689320,638347,0,1883469,115387,51014,1103
10859,r040,"Florida -> Department of Defense, operational system development<sup>c</sup>",Florida,"Department of Defense, operational system development<sup>c</sup>",,2,453315,101189,4389,335100,1321,11315,0
10859,r041,Georgia,Georgia,,,1,,,,,,,
10859,r042,"Georgia -> Department of Defense, RDT&E",Georgia,"Department of Defense, RDT&E",,2,652963,172323,15,216546,258397,5682,0
10859,r043,"Georgia -> Department of Defense,  research",Georgia,"Department of Defense,  research",,2,460956,94783,15,135195,229490,1473,0
10859,r044,"Georgia -> Department of Defense, operational system development<sup>c</sup>",Georgia,"Department of Defense, operational system development<sup>c</sup>",,2,192007,77540,0,81351,28907,4209,0
10859,r045,Hawaii,Hawaii,,,1,,,,,,,
10859,r046,"Hawaii -> Department of Defense, RDT&E",Hawaii,"Department of Defense, RDT&E",,2,194791,31916,0,121014,25541,11225,5095
10859,r047,"Hawaii -> Department of Defense,  research",Hawaii,"Department of Defense,  research",,2,189922,30989,0,119080,23533,11225,5095
10859,r048,"Hawaii -> Department of Defense, operational system development<sup>c</sup>",Hawaii,"Department of Defense, operational system development<sup>c</sup>",,2,4870,927,0,1934,2009,0,0
10859,r049,Idaho,Idaho,,,1,,,,,,,
10859,r050,"Idaho -> Department of Defense, RDT&E",Idaho,"Department of Defense, RDT&E",,2,129827,32620,34435,56914,3129,0,2729
10859,r051,"Idaho -> Department of Defense,  research",Idaho,"Department of Defense,  research",,2,126682,31283,34435,55106,3129,0,2729
10859,r052,"Idaho -> Department of Defense, operational system development<sup>c</sup>",Idaho,"Department of Defense, operational system development<sup>c</sup>",,2,3145,1337,0,1809,0,0,0
10859,r053,Illinois,Illinois,,,1,,,,,,,
10859,r054,"Illinois -> Department of Defense, RDT&E",Illinois,"Department of Defense, RDT&E",,2,576249,222228,1469,224027,115035,13489,0
10859,r055,"Illinois -> Department of Defense,  research",Illinois,"Department of Defense,  research",,2,471169,148967,969,192708,115035,13489,0
10859,r056,"Illinois -> Department of Defense, operational system development<sup>c</sup>",Illinois,"Department of Defense, operational system development<sup>c</sup>",,2,105080,73260,500,31319,0,0,0
10859,r057,Indiana,Indiana,,,1,,,,,,,
10859,r058,"Indiana -> Department of Defense, RDT&E",Indiana,"Department of Defense, RDT&E",,2,757293,318859,0,350003,86591,1790,50
10859,r059,"Indiana -> Department of Defense,  research",Indiana,"Department of Defense,  research",,2,618469,284105,0,247383,86591,340,50
10859,r060,"Indiana -> Department of Defense, operational system development<sup>c</sup>",Indiana,"Department of Defense, operational system development<sup>c</sup>",,2,138824,34754,0,102620,0,1450,0
10859,r061,Iowa,Iowa,,,1,,,,,,,
10859,r062,"Iowa -> Department of Defense, RDT&E",Iowa,"Department of Defense, RDT&E",,2,228320,551,0,211776,15993,0,0
10859,r063,"Iowa -> Department of Defense,  research",Iowa,"Department of Defense,  research",,2,201554,551,0,185010,15993,0,0
10859,r064,"Iowa -> Department of Defense, operational system development<sup>c</sup>",Iowa,"Department of Defense, operational system development<sup>c</sup>",,2,26766,0,0,26766,0,0,0
10859,r065,Kansas,Kansas,,,1,,,,,,,
10859,r066,"Kansas -> Department of Defense, RDT&E",Kansas,"Department of Defense, RDT&E",,2,64103,2165,0,6831,55107,0,0
10859,r067,"Kansas -> Department of Defense,  research",Kansas,"Department of Defense,  research",,2,61836,1464,0,5266,55107,0,0
10859,r068,"Kansas -> Department of Defense, operational system development<sup>c</sup>",Kansas,"Department of Defense, operational system development<sup>c</sup>",,2,2267,701,0,1566,0,0,0
10859,r069,Kentucky,Kentucky,,,1,,,,,,,
10859,r070,"Kentucky -> Department of Defense, RDT&E",Kentucky,"Department of Defense, RDT&E",,2,44754,8829,0,20769,15156,0,0
10859,r071,"Kentucky -> Department of Defense,  research",Kentucky,"Department of Defense,  research",,2,30158,3730,0,11272,15156,0,0
10859,r072,"Kentucky -> Department of Defense, operational system development<sup>c</sup>",Kentucky,"Department of Defense, operational system development<sup>c</sup>",,2,14597,5099,0,9497,0,0,0
10859,r073,Louisiana,Louisiana,,,1,,,,,,,
10859,r074,"Louisiana -> Department of Defense, RDT&E",Louisiana,"Department of Defense, RDT&E",,2,121645,1015,0,110436,9155,690,349
10859,r075,"Louisiana -> Department of Defense,  research",Louisiana,"Department of Defense,  research",,2,117749,1015,0,106540,9155,690,349
10859,r076,"Louisiana -> Department of Defense, operational system development<sup>c</sup>",Louisiana,"Department of Defense, operational system development<sup>c</sup>",,2,3896,0,0,3896,0,0,0
10859,r077,Maine,Maine,,,1,,,,,,,
10859,r078,"Maine -> Department of Defense, RDT&E",Maine,"Department of Defense, RDT&E",,2,37765,2832,5,16825,18046,57,0
10859,r079,"Maine -> Department of Defense,  research",Maine,"Department of Defense,  research",,2,36977,2496,5,16372,18046,57,0
10859,r080,"Maine -> Department of Defense, operational system development<sup>c</sup>",Maine,"Department of Defense, operational system development<sup>c</sup>",,2,789,336,0,453,0,0,0
10859,r081,Maryland,Maryland,,,1,,,,,,,
10859,r082,"Maryland -> Department of Defense, RDT&E",Maryland,"Department of Defense, RDT&E",,2,6261341,3135337,24422,2048723,765073,287271,514
10859,r083,"Maryland -> Department of Defense,  research",Maryland,"Department of Defense,  research",,2,5472538,2707309,21007,1822024,635673,286011,514
10859,r084,"Maryland -> Department of Defense, operational system development<sup>c</sup>",Maryland,"Department of Defense, operational system development<sup>c</sup>",,2,788802,428029,3415,226699,129401,1260,0
10859,r085,Massachusetts,Massachusetts,,,1,,,,,,,
10859,r086,"Massachusetts -> Department of Defense, RDT&E",Massachusetts,"Department of Defense, RDT&E",,2,4280547,258657,1725284,1730593,376281,189732,0
10859,r087,"Massachusetts -> Department of Defense,  research",Massachusetts,"Department of Defense,  research",,2,3441904,215730,1274305,1438062,361668,152138,0
10859,r088,"Massachusetts -> Department of Defense, operational system development<sup>c</sup>",Massachusetts,"Department of Defense, operational system development<sup>c</sup>",,2,838644,42928,450979,292531,14612,37594,0
10859,r089,Michigan,Michigan,,,1,,,,,,,
10859,r090,"Michigan -> Department of Defense, RDT&E",Michigan,"Department of Defense, RDT&E",,2,1181056,460623,0,500115,82091,138228,0
10859,r091,"Michigan -> Department of Defense,  research",Michigan,"Department of Defense,  research",,2,930149,341922,0,386740,81991,119496,0
10859,r092,"Michigan -> Department of Defense, operational system development<sup>c</sup>",Michigan,"Department of Defense, operational system development<sup>c</sup>",,2,250907,118700,0,113375,100,18732,0
10859,r093,Minnesota,Minnesota,,,1,,,,,,,
10859,r094,"Minnesota -> Department of Defense, RDT&E",Minnesota,"Department of Defense, RDT&E",,2,208369,3647,0,164837,27550,12336,0
10859,r095,"Minnesota -> Department of Defense,  research",Minnesota,"Department of Defense,  research",,2,203777,3647,0,160244,27550,12336,0
10859,r096,"Minnesota -> Department of Defense, operational system development<sup>c</sup>",Minnesota,"Department of Defense, operational system development<sup>c</sup>",,2,4592,0,0,4592,0,0,0
10859,r097,Mississippi,Mississippi,,,1,,,,,,,
10859,r098,"Mississippi -> Department of Defense, RDT&E",Mississippi,"Department of Defense, RDT&E",,2,829499,446995,0,373093,9411,0,0
10859,r099,"Mississippi -> Department of Defense,  research",Mississippi,"Department of Defense,  research",,2,823935,444683,0,369842,9411,0,0
10859,r100,"Mississippi -> Department of Defense, operational system development<sup>c</sup>",Mississippi,"Department of Defense, operational system development<sup>c</sup>",,2,5564,2313,0,3251,0,0,0
10859,r101,Missouri,Missouri,,,1,,,,,,,
10859,r102,"Missouri -> Department of Defense, RDT&E",Missouri,"Department of Defense, RDT&E",,2,898343,91708,0,740201,56855,9579,0
10859,r103,"Missouri -> Department of Defense,  research",Missouri,"Department of Defense,  research",,2,687439,53618,0,567445,56796,9579,0
10859,r104,"Missouri -> Department of Defense, operational system development<sup>c</sup>",Missouri,"Department of Defense, operational system development<sup>c</sup>",,2,210904,38090,0,172756,59,0,0
10859,r105,Montana,Montana,,,1,,,,,,,
10859,r106,"Montana -> Department of Defense, RDT&E",Montana,"Department of Defense, RDT&E",,2,89044,361,0,32815,55668,200,0
10859,r107,"Montana -> Department of Defense,  research",Montana,"Department of Defense,  research",,2,67433,361,0,11214,55658,200,0
10859,r108,"Montana -> Department of Defense, operational system development<sup>c</sup>",Montana,"Department of Defense, operational system development<sup>c</sup>",,2,21611,0,0,21601,10,0,0
10859,r109,Nebraska,Nebraska,,,1,,,,,,,
10859,r110,"Nebraska -> Department of Defense, RDT&E",Nebraska,"Department of Defense, RDT&E",,2,58594,8262,0,35100,15233,0,0
10859,r111,"Nebraska -> Department of Defense,  research",Nebraska,"Department of Defense,  research",,2,29814,8262,0,6319,15233,0,0
10859,r112,"Nebraska -> Department of Defense, operational system development<sup>c</sup>",Nebraska,"Department of Defense, operational system development<sup>c</sup>",,2,28781,0,0,28781,0,0,0
10859,r113,Nevada,Nevada,,,1,,,,,,,
10859,r114,"Nevada -> Department of Defense, RDT&E",Nevada,"Department of Defense, RDT&E",,2,216047,15948,0,194582,5518,0,0
10859,r115,"Nevada -> Department of Defense,  research",Nevada,"Department of Defense,  research",,2,176001,7026,0,163458,5518,0,0
10859,r116,"Nevada -> Department of Defense, operational system development<sup>c</sup>",Nevada,"Department of Defense, operational system development<sup>c</sup>",,2,40046,8922,0,31124,0,0,0
10859,r117,New Hampshire,New Hampshire,,,1,,,,,,,
10859,r118,"New Hampshire -> Department of Defense, RDT&E",New Hampshire,"Department of Defense, RDT&E",,2,341967,5667,0,319124,17177,0,0
10859,r119,"New Hampshire -> Department of Defense,  research",New Hampshire,"Department of Defense,  research",,2,218708,3393,0,198138,17177,0,0
10859,r120,"New Hampshire -> Department of Defense, operational system development<sup>c</sup>",New Hampshire,"Department of Defense, operational system development<sup>c</sup>",,2,123259,2274,0,120985,0,0,0
10859,r121,New Jersey,New Jersey,,,1,,,,,,,
10859,r122,"New Jersey -> Department of Defense, RDT&E",New Jersey,"Department of Defense, RDT&E",,2,2568147,809583,0,1692800,60732,5032,0
10859,r123,"New Jersey -> Department of Defense,  research",New Jersey,"Department of Defense,  research",,2,2427421,695973,0,1665713,60703,5032,0
10859,r124,"New Jersey -> Department of Defense, operational system development<sup>c</sup>",New Jersey,"Department of Defense, operational system development<sup>c</sup>",,2,140726,113610,0,27087,29,0,0
10859,r125,New Mexico,New Mexico,,,1,,,,,,,
10859,r126,"New Mexico -> Department of Defense, RDT&E",New Mexico,"Department of Defense, RDT&E",,2,1370450,565367,346204,409517,43922,5441,0
10859,r127,"New Mexico -> Department of Defense,  research",New Mexico,"Department of Defense,  research",,2,1235144,496696,300390,388695,43922,5441,0
10859,r128,"New Mexico -> Department of Defense, operational system development<sup>c</sup>",New Mexico,"Department of Defense, operational system development<sup>c</sup>",,2,135306,68671,45814,20821,0,0,0
10859,r129,New York,New York,,,1,,,,,,,
10859,r130,"New York -> Department of Defense, RDT&E",New York,"Department of Defense, RDT&E",,2,1402963,175769,0,885343,241225,100226,400
10859,r131,"New York -> Department of Defense,  research",New York,"Department of Defense,  research",,2,1206859,138614,0,726393,241225,100226,400
10859,r132,"New York -> Department of Defense, operational system development<sup>c</sup>",New York,"Department of Defense, operational system development<sup>c</sup>",,2,196105,37155,0,158949,0,0,0
10859,r133,North Carolina,North Carolina,,,1,,,,,,,
10859,r134,"North Carolina -> Department of Defense, RDT&E",North Carolina,"Department of Defense, RDT&E",,2,335835,8600,0,204627,90495,31972,140
10859,r135,"North Carolina -> Department of Defense,  research",North Carolina,"Department of Defense,  research",,2,315663,4797,0,188259,90495,31972,140
10859,r136,"North Carolina -> Department of Defense, operational system development<sup>c</sup>",North Carolina,"Department of Defense, operational system development<sup>c</sup>",,2,20172,3803,0,16368,0,0,0
10859,r137,North Dakota,North Dakota,,,1,,,,,,,
10859,r138,"North Dakota -> Department of Defense, RDT&E",North Dakota,"Department of Defense, RDT&E",,2,28220,2345,0,17704,8171,0,0
10859,r139,"North Dakota -> Department of Defense,  research",North Dakota,"Department of Defense,  research",,2,28220,2345,0,17704,8171,0,0
10859,r140,"North Dakota -> Department of Defense, operational system development<sup>c</sup>",North Dakota,"Department of Defense, operational system development<sup>c</sup>",,2,0.05,0,0,0.05,0,0,0
10859,r141,Ohio,Ohio,,,1,,,,,,,
10859,r142,"Ohio -> Department of Defense, RDT&E",Ohio,"Department of Defense, RDT&E",,2,7161930,5949148,11491,943196,137235,120860,0
10859,r143,"Ohio -> Department of Defense,  research",Ohio,"Department of Defense,  research",,2,6709129,5654190,7733,790698,137085,119423,0
10859,r144,"Ohio -> Department of Defense, operational system development<sup>c</sup>",Ohio,"Department of Defense, operational system development<sup>c</sup>",,2,452801,294958,3758,152498,150,1438,0
10859,r145,Oklahoma,Oklahoma,,,1,,,,,,,
10859,r146,"Oklahoma -> Department of Defense, RDT&E",Oklahoma,"Department of Defense, RDT&E",,2,681817,136740,0,535741,9335,0,0
10859,r147,"Oklahoma -> Department of Defense,  research",Oklahoma,"Department of Defense,  research",,2,79584,38445,0,31803,9335,0,0
10859,r148,"Oklahoma -> Department of Defense, operational system development<sup>c</sup>",Oklahoma,"Department of Defense, operational system development<sup>c</sup>",,2,602233,98295,0,503938,0,0,0
10859,r149,Oregon,Oregon,,,1,,,,,,,
10859,r150,"Oregon -> Department of Defense, RDT&E",Oregon,"Department of Defense, RDT&E",,2,74527,938,0,43953,26450,3186,0
10859,r151,"Oregon -> Department of Defense,  research",Oregon,"Department of Defense,  research",,2,71578,938,0,41313,26450,2877,0
10859,r152,"Oregon -> Department of Defense, operational system development<sup>c</sup>",Oregon,"Department of Defense, operational system development<sup>c</sup>",,2,2949,0,0,2640,0,309,0
10859,r153,Pennsylvania,Pennsylvania,,,1,,,,,,,
10859,r154,"Pennsylvania -> Department of Defense, RDT&E",Pennsylvania,"Department of Defense, RDT&E",,2,1758354,343111,54848,827770,473981,58644,0
10859,r155,"Pennsylvania -> Department of Defense,  research",Pennsylvania,"Department of Defense,  research",,2,1578904,279396,42166,766782,444456,46104,0
10859,r156,"Pennsylvania -> Department of Defense, operational system development<sup>c</sup>",Pennsylvania,"Department of Defense, operational system development<sup>c</sup>",,2,179451,63715,12682,60989,29525,12540,0
10859,r157,Rhode Island,Rhode Island,,,1,,,,,,,
10859,r158,"Rhode Island -> Department of Defense, RDT&E",Rhode Island,"Department of Defense, RDT&E",,2,579328,348469,0,202451,27816,292,300
10859,r159,"Rhode Island -> Department of Defense,  research",Rhode Island,"Department of Defense,  research",,2,521198,296087,0,196703,27816,292,300
10859,r160,"Rhode Island -> Department of Defense, operational system development<sup>c</sup>",Rhode Island,"Department of Defense, operational system development<sup>c</sup>",,2,58129,52382,0,5748,0,0,0
10859,r161,South Carolina,South Carolina,,,1,,,,,,,
10859,r162,"South Carolina -> Department of Defense, RDT&E",South Carolina,"Department of Defense, RDT&E",,2,928935,163224,10118,496433,28141,231018,0
10859,r163,"South Carolina -> Department of Defense,  research",South Carolina,"Department of Defense,  research",,2,686757,102221,8868,320299,28141,227227,0
10859,r164,"South Carolina -> Department of Defense, operational system development<sup>c</sup>",South Carolina,"Department of Defense, operational system development<sup>c</sup>",,2,242178,61003,1250,176133,0,3792,0
10859,r165,South Dakota,South Dakota,,,1,,,,,,,
10859,r166,"South Dakota -> Department of Defense, RDT&E",South Dakota,"Department of Defense, RDT&E",,2,16009,7267,0,7495,1247,0,0
10859,r167,"South Dakota -> Department of Defense,  research",South Dakota,"Department of Defense,  research",,2,15588,7267,0,7075,1247,0,0
10859,r168,"South Dakota -> Department of Defense, operational system development<sup>c</sup>",South Dakota,"Department of Defense, operational system development<sup>c</sup>",,2,420,0,0,420,0,0,0
10859,r169,Tennessee,Tennessee,,,1,,,,,,,
10859,r170,"Tennessee -> Department of Defense, RDT&E",Tennessee,"Department of Defense, RDT&E",,2,538083,278423,13944,172191,70566,2959,0
10859,r171,"Tennessee -> Department of Defense,  research",Tennessee,"Department of Defense,  research",,2,516876,272526,9844,160981,70566,2959,0
10859,r172,"Tennessee -> Department of Defense, operational system development<sup>c</sup>",Tennessee,"Department of Defense, operational system development<sup>c</sup>",,2,21207,5897,4100,11210,0,0,0
10859,r173,Texas,Texas,,,1,,,,,,,
10859,r174,"Texas -> Department of Defense, RDT&E",Texas,"Department of Defense, RDT&E",,2,3404147,511145,36349,2576534,261242,18847,30
10859,r175,"Texas -> Department of Defense,  research",Texas,"Department of Defense,  research",,2,2032364,483776,36349,1245687,250449,16075,30
10859,r176,"Texas -> Department of Defense, operational system development<sup>c</sup>",Texas,"Department of Defense, operational system development<sup>c</sup>",,2,1371782,27369,0,1330847,10793,2773,0
10859,r177,Utah,Utah,,,1,,,,,,,
10859,r178,"Utah -> Department of Defense, RDT&E",Utah,"Department of Defense, RDT&E",,2,2754859,300377,0,2349023,101550,3909,0
10859,r179,"Utah -> Department of Defense,  research",Utah,"Department of Defense,  research",,2,2580287,247974,0,2242892,85513,3909,0
10859,r180,"Utah -> Department of Defense, operational system development<sup>c</sup>",Utah,"Department of Defense, operational system development<sup>c</sup>",,2,174571,52403,0,106132,16037,0,0
10859,r181,Vermont,Vermont,,,1,,,,,,,
10859,r182,"Vermont -> Department of Defense, RDT&E",Vermont,"Department of Defense, RDT&E",,2,20143,0,0,15688,850,3606,0
10859,r183,"Vermont -> Department of Defense,  research",Vermont,"Department of Defense,  research",,2,18986,0,0,14530,850,3606,0
10859,r184,"Vermont -> Department of Defense, operational system development<sup>c</sup>",Vermont,"Department of Defense, operational system development<sup>c</sup>",,2,1157,0,0,1157,0,0,0
10859,r185,Virginia,Virginia,,,1,,,,,,,
10859,r186,"Virginia -> Department of Defense, RDT&E",Virginia,"Department of Defense, RDT&E",,2,8205670,2090917,553853,5365015,101929,89292,4664
10859,r187,"Virginia -> Department of Defense,  research",Virginia,"Department of Defense,  research",,2,7356864,1954122,512671,4738075,76479,70853,4664
10859,r188,"Virginia -> Department of Defense, operational system development<sup>c</sup>",Virginia,"Department of Defense, operational system development<sup>c</sup>",,2,848806,136795,41182,626940,25450,18440,0
10859,r189,Washington,Washington,,,1,,,,,,,
10859,r190,"Washington -> Department of Defense, RDT&E",Washington,"Department of Defense, RDT&E",,2,1012122,265520,29146,570811,103956,42688,1
10859,r191,"Washington -> Department of Defense,  research",Washington,"Department of Defense,  research",,2,951429,248858,22586,540440,96857,42688,1
10859,r192,"Washington -> Department of Defense, operational system development<sup>c</sup>",Washington,"Department of Defense, operational system development<sup>c</sup>",,2,60694,16663,6561,30371,7100,0,0
10859,r193,West Virginia,West Virginia,,,1,,,,,,,
10859,r194,"West Virginia -> Department of Defense, RDT&E",West Virginia,"Department of Defense, RDT&E",,2,45454,79,0,40088,4732,554,0
10859,r195,"West Virginia -> Department of Defense,  research",West Virginia,"Department of Defense,  research",,2,38603,79,0,36238,1732,554,0
10859,r196,"West Virginia -> Department of Defense, operational system development<sup>c</sup>",West Virginia,"Department of Defense, operational system development<sup>c</sup>",,2,6851,0,0,3851,3000,0,0
10859,r197,Wisconsin,Wisconsin,,,1,,,,,,,
10859,r198,"Wisconsin -> Department of Defense, RDT&E",Wisconsin,"Department of Defense, RDT&E",,2,213671,157,0,179254,34103,157,0
10859,r199,"Wisconsin -> Department of Defense,  research",Wisconsin,"Department of Defense,  research",,2,212637,157,0,178220,34103,157,0
10859,r200,"Wisconsin -> Department of Defense, operational system development<sup>c</sup>",Wisconsin,"Department of Defense, operational system development<sup>c</sup>",,2,1034,0,0,1034,0,0,0
10859,r201,Wyoming,Wyoming,,,1,,,,,,,
10859,r202,"Wyoming -> Department of Defense, RDT&E",Wyoming,"Department of Defense, RDT&E",,2,1221,79,0,956,186,0,0
10859,r203,"Wyoming -> Department of Defense,  research",Wyoming,"Department of Defense,  research",,2,1179,79,0,914,186,0,0
10859,r204,"Wyoming -> Department of Defense, operational system development<sup>c</sup>",Wyoming,"Department of Defense, operational system development<sup>c</sup>",,2,41,0,0,41,0,0,0
10859,r205,Outlying areas,Outlying areas,,,1,,,,,,,
10859,r206,"Outlying areas -> Department of Defense, RDT&E",Outlying areas,"Department of Defense, RDT&E",,2,4650,46,0,129,4476,0,0
10859,r207,"Outlying areas -> Department of Defense,  research",Outlying areas,"Department of Defense,  research",,2,4650,46,0,129,4476,0,0
10859,r208,"Outlying areas -> Department of Defense, operational system development<sup>c</sup>",Outlying areas,"Department of Defense, operational system development<sup>c</sup>",,2,0,0,0,0,0,0,0
10859,r209,Outlying areas -> Puerto Rico,Outlying areas,Puerto Rico,,2,,,,,,,
10859,r210,"Outlying areas -> Puerto Rico -> Department of Defense, RDT&E",Outlying areas,Puerto Rico,"Department of Defense, RDT&E",3,1997,0,0,0,1997,0,0
10859,r211,"Outlying areas -> Puerto Rico -> Department of Defense,  research",Outlying areas,Puerto Rico,"Department of Defense,  research",3,1997,0,0,0,1997,0,0
10859,r212,"Outlying areas -> Puerto Rico -> Department of Defense, operational system development<sup>c</sup>",Outlying areas,Puerto Rico,"Department of Defense, operational system development<sup>c</sup>",3,0,0,0,0,0,0,0
10859,r213,Outlying areas -> Other areas<sup>d</sup>,Outlying areas,Other areas<sup>d</sup>,,2,,,,,,,
10859,r214,"Outlying areas -> Other areas<sup>d</sup> -> Department of Defense, RDT&E",Outlying areas,Other areas<sup>d</sup>,"Department of Defense, RDT&E",3,2653,46,0,129,2479,0,0
10859,r215,"Outlying areas -> Other areas<sup>d</sup> -> Department of Defense,  research",Outlying areas,Other areas<sup>d</sup>,"Department of Defense,  research",3,2653,46,0,129,2479,0,0
10859,r216,"Outlying areas -> Other areas<sup>d</sup> -> Department of Defense, operational system development<sup>c</sup>",Outlying areas,Other areas<sup>d</sup>,"Department of Defense, operational system development<sup>c</sup>",3,0,0,0,0,0,0,0
10859,r217,Offices abroad<sup>e</sup>,Offices abroad<sup>e</sup>,,,1,,,,,,,
10859,r218,"Offices abroad<sup>e</sup> -> Department of Defense, RDT&E",Offices abroad<sup>e</sup>,"Department of Defense, RDT&E",,2,6081,1170,0,4911,0,0,0
10859,r219,"Offices abroad<sup>e</sup> -> Department of Defense,  research",Offices abroad<sup>e</sup>,"Department of Defense,  research",,2,4192,1170,0,3022,0,0,0
10859,r220,"Offices abroad<sup>e</sup> -> Department of Defense, operational system development<sup>c</sup>",Offices abroad<sup>e</sup>,"Department of Defense, operational system development<sup>c</sup>",,2,1889,0,0,1889,0,0,0
10859,r221,Undistributed<sup>f</sup>,Undistributed<sup>f</sup>,,,1,,,,,,,
