table_id,row_id,occupation_and_sex_full_path,occupation_and_sex_level_1,occupation_and_sex_level_2,occupation_and_sex_level_3,occupation_and_sex_level_4,occupation_and_sex_level_5,occupation_and_sex_level_6,occupation_and_sex_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3381,r122,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Soil conservationists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Soil conservationists ,6,921,955,1016,1036,1066,1036,1035,1044,1030,1024,987,946
3381,r123,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Soil scientists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Soil scientists ,6,206,208,218,221,206,184,174,180,193,177,172,174
3381,r124,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Toxicologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Toxicologists ,6,179,174,184,194,189,182,180,194,215,220,225,217
3381,r125,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Wildlife biologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Wildlife biologists ,6,701,712,751,750,744,728,717,726,736,736,719,701
3381,r126,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Zoologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Zoologists ,6,14,13,21,24,25,24,23,19,19,17,15,15
3381,r127,"All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Life scientists, general ",All scientists and engineers,Female,All occupations,Scientists,Life scientists ,"Life scientists, general ",6,6791,7275,7815,7962,7829,7811,7743,7966,8247,8411,8376,8549
3381,r128,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,,5,6072,6469,6847,6886,6870,6772,6678,6826,7040,7156,7219,7333
3381,r129,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Astronomers and space scientists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Astronomers and space scientists ,6,62,72,85,94,100,103,109,107,107,121,129,131
3381,r130,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Chemists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Chemists ,6,1808,1894,1982,1969,1965,1979,2018,2088,2139,2184,2198,2202
3381,r131,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Geodesists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Geodesists ,6,10,11,12,11,10,8,9,13,13,13,14,14
3381,r132,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Geologists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Geologists ,6,391,418,431,443,441,437,445,449,443,444,451,451
3381,r133,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Geophysicists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Geophysicists ,6,82,90,98,101,95,102,91,102,115,116,118,121
3381,r134,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Health physicists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Health physicists ,6,151,177,182,188,193,190,180,193,201,199,199,201
3381,r135,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Hydrologists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Hydrologists ,6,563,569,584,587,584,566,537,540,554,568,553,550
3381,r136,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Meteorologists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Meteorologists ,6,306,326,345,356,362,356,353,360,364,377,390,408
3381,r137,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Oceanographers ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Oceanographers ,6,158,158,180,185,185,179,175,167,178,174,168,169
3381,r138,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Physicists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Physicists ,6,241,262,294,290,287,287,285,296,310,311,325,336
3381,r139,"All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Physical scientists, general ",All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,"Physical scientists, general ",6,2300,2492,2654,2662,2648,2565,2476,2511,2616,2649,2674,2750
3381,r140,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,,5,12530,13611,15076,16087,16731,17595,17887,17605,19129,19213,19425,19920
3381,r141,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Agricultural market analysts ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Agricultural market analysts ,6,29,31,35,35,34,33,32,29,37,40,36,36
3381,r142,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Agricultural market specialists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Agricultural market specialists ,6,115,122,139,134,130,124,123,118,119,120,116,124
3381,r143,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Anthropologists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Anthropologists ,6,49,57,73,72,81,81,79,83,88,91,89,95
3381,r144,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Archaeologists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Archaeologists ,6,419,444,500,498,509,493,508,509,528,530,549,571
3381,r145,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Civil rights analysts ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Civil rights analysts ,6,25,26,39,32,32,30,31,31,29,32,32,33
3381,r146,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Economists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Economists ,6,1281,1335,1394,1392,1398,1387,1413,1443,1476,1432,1407,1361
3381,r147,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Education research analysts ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Education research analysts ,6,37,59,74,80,72,69,71,80,77,64,62,65
3381,r148,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Foreign affairs analysts ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Foreign affairs analysts ,6,820,876,976,1095,1209,1213,1184,247,1270,1175,1147,1193
3381,r149,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Foreign agricultural affairs analysts ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Foreign agricultural affairs analysts ,6,38,40,51,48,48,51,51,54,61,63,64,64
3381,r150,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Geographers ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Geographers ,6,221,230,269,263,259,248,243,238,260,275,293,307
3381,r151,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Intelligence specialists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Intelligence specialists ,6,2020,2154,2352,2680,2814,2972,2965,3013,3079,3062,3076,3098
3381,r152,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> International cooperation specialists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,International cooperation specialists ,6,0,0,8,11,14,19,20,29,24,16,16,14
3381,r153,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> International relations specialists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,International relations specialists ,6,89,100,114,120,140,138,135,128,133,127,128,127
3381,r154,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Psychologists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Psychologists ,6,2859,3325,3853,4249,4493,4954,5140,5570,5774,5936,6140,6430
3381,r155,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Sociologists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Sociologists ,6,16,19,19,24,24,20,19,15,17,15,16,13
3381,r156,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Trade specialists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Trade specialists ,6,281,295,322,329,321,295,279,303,324,307,300,288
3381,r157,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Transportation industry analysts ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Transportation industry analysts ,6,26,26,26,26,31,28,26,25,24,26,26,26
3381,r158,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Unemployment insurance specialists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Unemployment insurance specialists ,6,25,25,25,22,21,20,21,21,22,19,20,18
3381,r159,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Workforce research analysts ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Workforce research analysts ,6,37,33,46,37,40,37,38,34,40,41,40,39
3381,r160,"All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Social scientists, general ",All scientists and engineers,Female,All occupations,Scientists,Social scientists ,"Social scientists, general ",6,4143,4414,4761,4940,5061,5383,5509,5635,5747,5842,5868,6018
3381,r161,All scientists and engineers -> Female -> All occupations -> Engineers,All scientists and engineers,Female,All occupations,Engineers,,,4,12819,13907,15069,15628,15728,15720,15744,16180,16721,16944,17395,18056
3381,r162,All scientists and engineers -> Female -> All occupations -> Engineers -> Aerospace engineers ,All scientists and engineers,Female,All occupations,Engineers,Aerospace engineers ,,5,1404,1427,1466,1457,1451,1448,1459,1482,1520,1553,1591,1592
3381,r163,All scientists and engineers -> Female -> All occupations -> Engineers -> Chemical engineers ,All scientists and engineers,Female,All occupations,Engineers,Chemical engineers ,,5,318,342,352,344,351,340,361,365,361,373,362,358
3381,r164,All scientists and engineers -> Female -> All occupations -> Engineers -> Civil engineers ,All scientists and engineers,Female,All occupations,Engineers,Civil engineers ,,5,1563,1828,2003,2095,2066,2015,1964,1973,2019,2043,2130,2233
3381,r165,"All scientists and engineers -> Female -> All occupations -> Engineers -> Electrical, electronics, and computer engineers",All scientists and engineers,Female,All occupations,Engineers,"Electrical, electronics, and computer engineers",,5,3171,3313,3509,3589,3595,3569,3560,3601,3638,3634,3668,3721
3381,r166,"All scientists and engineers -> Female -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Computer engineers ",All scientists and engineers,Female,All occupations,Engineers,"Electrical, electronics, and computer engineers",Computer engineers ,6,749,763,800,808,798,794,773,794,815,826,808,838
3381,r167,"All scientists and engineers -> Female -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Electrical engineers ",All scientists and engineers,Female,All occupations,Engineers,"Electrical, electronics, and computer engineers",Electrical engineers ,6,457,510,555,581,593,583,585,613,626,640,667,701
3381,r168,"All scientists and engineers -> Female -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Electronics engineers ",All scientists and engineers,Female,All occupations,Engineers,"Electrical, electronics, and computer engineers",Electronics engineers ,6,1965,2040,2154,2200,2204,2192,2202,2194,2197,2168,2193,2182
3381,r169,All scientists and engineers -> Female -> All occupations -> Engineers -> Industrial engineers ,All scientists and engineers,Female,All occupations,Engineers,Industrial engineers ,,5,326,374,449,456,452,441,439,452,455,436,428,423
3381,r170,All scientists and engineers -> Female -> All occupations -> Engineers -> Industrial engineers  -> Fire prevention engineers ,All scientists and engineers,Female,All occupations,Engineers,Industrial engineers ,Fire prevention engineers ,6,11,15,20,21,22,23,22,21,23,24,23,23
3381,r171,All scientists and engineers -> Female -> All occupations -> Engineers -> Industrial engineers  -> Industrial engineers ,All scientists and engineers,Female,All occupations,Engineers,Industrial engineers ,Industrial engineers ,6,231,269,321,326,329,310,308,318,316,307,312,300
3381,r172,All scientists and engineers -> Female -> All occupations -> Engineers -> Industrial engineers  -> Safety engineers ,All scientists and engineers,Female,All occupations,Engineers,Industrial engineers ,Safety engineers ,6,84,90,108,109,101,108,109,113,116,105,93,100
3381,r173,All scientists and engineers -> Female -> All occupations -> Engineers -> Mechanical engineers ,All scientists and engineers,Female,All occupations,Engineers,Mechanical engineers ,,5,920,1055,1189,1221,1226,1225,1258,1361,1460,1503,1606,1713
3381,r174,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,,5,5117,5568,6101,6466,6587,6682,6703,6946,7268,7402,7610,8016
3381,r175,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Agricultural engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Agricultural engineers ,6,69,73,71,70,73,71,67,70,70,62,56,57
3381,r176,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Biomedical engineers and bioengineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Biomedical engineers and bioengineers ,6,161,184,206,226,247,263,301,336,351,359,362,373
3381,r177,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Ceramic engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Ceramic engineers ,6,8,1,0,0,0,0,0,0,0,0,0,0
3381,r178,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Environmental engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Environmental engineers ,6,1212,1241,1277,1325,1310,1266,1208,1222,1258,1259,1250,1248
3381,r179,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Materials engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Materials engineers ,6,197,205,220,233,231,242,249,271,259,258,279,299
3381,r180,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Metallurgists ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Metallurgists ,6,3,4,3,3,3,3,3,3,3,3,3,3
3381,r181,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Mining engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Mining engineers ,6,10,11,12,13,12,12,12,14,17,17,17,13
3381,r182,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Naval architects ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Naval architects ,6,86,95,109,118,124,131,131,131,144,145,140,146
3381,r183,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Nuclear engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Nuclear engineers ,6,262,281,316,348,356,355,365,406,441,443,471,477
3381,r184,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Petroleum engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Petroleum engineers ,6,32,36,39,44,43,52,57,56,60,61,61,59
3381,r185,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Welding engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Welding engineers ,6,4,3,0,0,0,0,0,0,0,0,0,0
3381,r186,"All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Engineers, general ",All scientists and engineers,Female,All occupations,Engineers,Other engineers ,"Engineers, general ",6,3073,3434,3848,4086,4188,4287,4310,4437,4665,4795,4971,5341
3381,r187,All scientists and engineers -> Male,All scientists and engineers,Male,,,,,2,,,,,,,,,,,,
3381,r188,All scientists and engineers -> Male -> All occupations,All scientists and engineers,Male,All occupations,,,,3,165713,173666,183560,187161,186955,185365,183112,184806,189427,189475,189992,192078
3381,r189,All scientists and engineers -> Male -> All occupations -> Scientists,All scientists and engineers,Male,All occupations,Scientists,,,4,89773,93562,99387,102094,102854,102573,101428,101991,105289,105320,105274,106404
3381,r190,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,,5,31756,34147,37477,39613,40968,41539,41666,43335,45125,46031,47243,48928
3381,r191,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Computer specialists ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Computer specialists ,6,3772,4127,4452,4704,4814,4916,4957,5345,5637,5926,6388,6765
3381,r192,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Cryptography analysts ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Cryptography analysts ,6,6,6,5,6,6,7,7,6,6,6,6,6
3381,r193,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Equipment specialists ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Equipment specialists ,6,906,984,1056,1068,1135,1156,1173,1210,1267,1328,1357,1396
3381,r194,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Information technology management positions,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Information technology management positions,6,21658,23293,25820,27590,28841,29349,29405,30542,31842,32455,33134,34352
3381,r195,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Mathematical statisticians ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Mathematical statisticians ,6,781,806,848,851,835,819,799,806,808,794,798,786
3381,r196,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Mathematicians ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Mathematicians ,6,618,631,640,618,610,592,602,616,624,617,640,660
3381,r197,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Operations research analysts ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Operations research analysts ,6,2546,2769,3017,3137,3161,3195,3250,3345,3435,3384,3464,3529
3381,r198,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Statisticians ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Statisticians ,6,1469,1531,1639,1639,1566,1505,1473,1465,1506,1521,1456,1434
3381,r199,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,,5,24890,25314,26169,26068,25394,24646,23968,23748,23652,23251,22563,22094
3381,r200,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Agronomists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Agronomists ,6,227,232,217,208,192,183,168,160,156,151,142,136
3381,r201,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Animal scientists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Animal scientists ,6,66,65,71,61,54,53,53,53,55,53,49,49
3381,r202,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Botanists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Botanists ,6,193,200,198,194,185,186,182,169,161,153,144,133
3381,r203,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Ecologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Ecologists ,6,763,790,838,846,822,808,783,778,785,763,739,699
3381,r204,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Entomologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Entomologists ,6,449,443,473,467,431,425,406,404,378,371,355,330
3381,r205,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Environmental protection specialists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Environmental protection specialists ,6,1998,2023,2081,2081,2090,2013,1975,1940,1926,1869,1778,1753
3381,r206,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Fishery biologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Fishery biologists ,6,1700,1671,1725,1754,1724,1643,1615,1594,1572,1512,1470,1404
3381,r207,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Geneticists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Geneticists ,6,294,292,312,315,296,295,276,286,293,285,289,290
3381,r208,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Horticulturalists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Horticulturalists ,6,70,68,68,66,63,61,60,56,59,58,62,59
3381,r209,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Microbiologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Microbiologists ,6,1258,1290,1314,1296,1275,1236,1192,1159,1146,1105,1070,1021
3381,r210,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Pharmacologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Pharmacologists ,6,325,338,352,362,350,357,357,372,387,398,383,376
3381,r211,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Physiologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Physiologists ,6,300,305,299,299,301,274,249,242,226,212,202,197
3381,r212,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Plant pathologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Plant pathologists ,6,216,217,222,216,207,201,192,186,182,177,169,159
3381,r213,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Plant physiologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Plant physiologists ,6,142,142,142,142,133,122,118,119,105,95,84,79
3381,r214,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Range conservationists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Range conservationists ,6,645,649,645,611,601,588,535,510,516,494,465,441
3381,r215,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Soil conservationists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Soil conservationists ,6,2656,2635,2667,2577,2562,2428,2359,2287,2186,2065,1955,1863
3381,r216,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Soil scientists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Soil scientists ,6,930,889,876,834,754,713,673,652,620,582,528,492
3381,r217,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Toxicologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Toxicologists ,6,293,293,306,293,284,291,278,263,267,270,262,258
3381,r218,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Wildlife biologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Wildlife biologists ,6,1482,1468,1538,1532,1489,1438,1424,1410,1394,1391,1347,1317
3381,r219,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Zoologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Zoologists ,6,74,67,70,71,64,59,56,50,44,39,32,33
3381,r220,"All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Life scientists, general ",All scientists and engineers,Male,All occupations,Scientists,Life scientists ,"Life scientists, general ",6,10809,11237,11755,11843,11517,11272,11017,11058,11194,11208,11038,11005
3381,r221,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,,5,17766,18034,18421,18283,17938,17475,16937,16782,16839,16617,16329,16179
3381,r222,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Astronomers and space scientists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Astronomers and space scientists ,6,349,350,368,365,358,348,339,324,319,325,321,324
3381,r223,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Chemists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Chemists ,6,3595,3619,3698,3666,3568,3489,3395,3398,3425,3360,3322,3293
3381,r224,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Geodesists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Geodesists ,6,49,55,54,51,50,46,41,43,46,47,50,50
3381,r225,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Geologists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Geologists ,6,1180,1203,1206,1179,1141,1075,1037,1004,993,971,932,917
3381,r226,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Geophysicists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Geophysicists ,6,340,343,338,333,331,320,321,310,316,292,292,297
3381,r227,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Health physicists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Health physicists ,6,540,555,585,595,601,597,598,592,588,577,567,554
3381,r228,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Hydrologists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Hydrologists ,6,1744,1735,1726,1704,1657,1598,1529,1521,1519,1480,1384,1341
3381,r229,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Meteorologists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Meteorologists ,6,2419,2435,2466,2482,2429,2368,2318,2267,2233,2223,2207,2174
3381,r230,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Oceanographers ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Oceanographers ,6,446,438,450,428,438,418,392,367,377,353,349,335
3381,r231,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Physicists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Physicists ,6,2099,2126,2218,2137,2122,2076,2065,2078,2088,2106,2090,2090
3381,r232,"All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Physical scientists, general ",All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,"Physical scientists, general ",6,5005,5175,5312,5343,5243,5140,4902,4878,4935,4883,4815,4804
3381,r233,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,,5,15361,16067,17320,18130,18554,18913,18857,18126,19673,19421,19139,19203
3381,r234,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Agricultural market analysts ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Agricultural market analysts ,6,85,83,77,77,70,61,63,65,66,65,60,60
3381,r235,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Agricultural market specialists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Agricultural market specialists ,6,195,188,189,184,192,185,178,192,192,182,168,162
3381,r236,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Anthropologists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Anthropologists ,6,44,47,53,48,51,54,51,50,47,45,46,43
3381,r237,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Archaeologists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Archaeologists ,6,599,608,634,647,653,647,642,620,633,619,618,631
3381,r238,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Civil rights analysts ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Civil rights analysts ,6,13,11,17,20,19,19,19,19,17,19,22,25
3381,r239,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Economists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Economists ,6,2703,2788,2907,2844,2837,2756,2729,2758,2881,2781,2661,2620
3381,r240,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Education research analysts ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Education research analysts ,6,27,32,31,33,29,28,29,32,32,29,29,29
