table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1986,r001,World,World,,,,1,444114,496391,571794,619563,677542,781393,885233,743551,861251,1013599,1032153,1039668,1064266,995070,1015964,1086016,1195210
1986,r002,World -> North America,World,North America,,,2,118466,117684,126535,138864,148688,158243,160381,142013,155556,178435,187727,193565,194785,186216,173729,183237,201444
1986,r003,World -> North America -> Canada,World,North America,Canada,,3,7640,8411,9698,10714,11958,13034,12722,10155,11440,14507,15253,14717,13900,12337,10983,12155,12831
1986,r004,World -> North America -> Mexico,World,North America,Mexico,,3,4282,4084,4649,5212,5870,6096,6528,4591,6950,8019,8585,8792,8619,8330,7991,9088,9568
1986,r005,World -> North America -> United States,World,North America,United States,,3,106544,105189,112187,122939,130860,139113,141131,127268,137167,155909,163889,170056,172266,165549,154754,161995,178740
1986,r006,World -> Central and South America,World,Central and South America,,,2,6804,7233,9299,10274,12223,16241,20534,16995,24337,29172,27075,26632,25126,17382,15644,16568,16426
1986,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,246,278,347,413,470,586,726,723,880,1028,1105,1070,768,559,355,186,145
1986,r008,World -> Central and South America -> Bolivia,World,Central and South America,Bolivia,,3,4,3,3,3,4,5,6,6,7,8,9,9,10,10,10,10,11
1986,r009,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,5685,6016,7875,8610,10280,13932,17703,14208,21537,25925,23455,23014,20883,13154,12475,13210,12917
1986,r010,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,36,35,45,52,61,66,59,56,71,78,75,75,1041,944,887,873,921
1986,r011,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,185,185,246,309,364,495,547,471,579,606,630,672,630,480,549,558,584
1986,r012,World -> Central and South America -> Costa Rica,World,Central and South America,Costa Rica,,3,157,163,183,183,205,234,253,222,269,303,324,330,329,335,353,373,387
1986,r013,World -> Central and South America -> Ecuador,World,Central and South America,Ecuador,,3,10,6,9,11,14,16,20,19,23,13,66,38,47,53,42,19,20
1986,r014,World -> Central and South America -> Honduras,World,Central and South America,Honduras,,3,31,32,30,38,55,60,64,49,73,86,99,104,101,102,108,115,122
1986,r015,World -> Central and South America -> Jamaica,World,Central and South America,Jamaica,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,r016,World -> Central and South America -> Panama,World,Central and South America,Panama,,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1
1986,r017,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,177,263,225,241,280,244,295,268,343,573,674,716,817,796,712,922,982
1986,r018,World -> Central and South America -> Uruguay,World,Central and South America,Uruguay,,3,5,5,6,6,8,9,12,12,52,14,23,22,21,15,16,17,16
1986,r019,World -> Central and South America -> Venezuela,World,Central and South America,Venezuela,,3,267,247,329,405,480,592,848,958,502,536,614,580,477,934,135,284,320
1986,r020,World -> Europe,World,Europe,,,2,159000,187312,222157,232700,256148,308052,340944,251900,275364,323556,303517,314773,323554,275476,280028,295670,319956
1986,r021,World -> Europe -> EU,World,Europe,EU,,3,145439,170998,201521,208711,228177,271636,297547,223194,242211,283155,264661,275453,286596,248115,252406,264950,288697
1986,r022,World -> Europe -> EU -> Austria,World,Europe,EU,Austria,4,4197,5118,6047,6434,7163,8688,9806,8042,8164,10198,9614,10217,10260,8610,8616,9193,10127
1986,r023,World -> Europe -> EU -> Belgium,World,Europe,EU,Belgium,4,2524,2873,3297,3547,4041,4881,5323,3900,4115,4968,4561,4557,4794,3890,4102,4380,4760
1986,r024,World -> Europe -> EU -> Bulgaria,World,Europe,EU,Bulgaria,4,111,162,253,296,331,479,502,296,372,439,421,463,538,472,506,652,722
