table_id,row_id,time_period,_b_total_in_survey_b_level_1,_b_total_in_survey_b_level_2,_b_total_in_survey_b_hierarchy_depth,value
10636,r215,"Fall 2021, all surveyed fields -> Science -> Psychology",Imputation rate (%),Postdoctoral appointees,2,2.3
10636,r216,"Fall 2021, all surveyed fields -> Science -> Psychology",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,3.5
10636,r217,"Fall 2021, all surveyed fields -> Science -> Social sciences",Total in survey,Postdoctoral appointees,2,1645
10636,r218,"Fall 2021, all surveyed fields -> Science -> Social sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,1505
10636,r219,"Fall 2021, all surveyed fields -> Science -> Social sciences",Number imputed,Postdoctoral appointees,2,8
10636,r220,"Fall 2021, all surveyed fields -> Science -> Social sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,60
10636,r221,"Fall 2021, all surveyed fields -> Science -> Social sciences",Imputation rate (%),Postdoctoral appointees,2,0.5
10636,r222,"Fall 2021, all surveyed fields -> Science -> Social sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,4.0
10636,r223,"Fall 2021, all surveyed fields -> Engineering",Total in survey,Postdoctoral appointees,2,8340
10636,r224,"Fall 2021, all surveyed fields -> Engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,3992
10636,r225,"Fall 2021, all surveyed fields -> Engineering",Number imputed,Postdoctoral appointees,2,123
10636,r226,"Fall 2021, all surveyed fields -> Engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,113
10636,r227,"Fall 2021, all surveyed fields -> Engineering",Imputation rate (%),Postdoctoral appointees,2,1.5
10636,r228,"Fall 2021, all surveyed fields -> Engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,2.8
10636,r229,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Postdoctoral appointees,2,277
10636,r230,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,144
10636,r231,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Postdoctoral appointees,2,1
10636,r232,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,0
10636,r233,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Postdoctoral appointees,2,0.4
10636,r234,"Fall 2021, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,0.0
10636,r235,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Postdoctoral appointees,2,1616
10636,r236,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,589
10636,r237,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Postdoctoral appointees,2,52
10636,r238,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,22
10636,r239,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Postdoctoral appointees,2,3.2
10636,r240,"Fall 2021, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,3.7
10636,r241,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Postdoctoral appointees,2,1167
10636,r242,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,307
10636,r243,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Postdoctoral appointees,2,4
10636,r244,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,10
10636,r245,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Postdoctoral appointees,2,0.3
10636,r246,"Fall 2021, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,3.3
10636,r247,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Postdoctoral appointees,2,968
10636,r248,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Doctorate-holding nonfaculty researchers,2,479
10636,r249,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Postdoctoral appointees,2,10
10636,r250,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Doctorate-holding nonfaculty researchers,2,19
10636,r251,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Imputation rate (%),Postdoctoral appointees,2,1.0
10636,r252,"Fall 2021, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,4.0
10636,r253,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Total in survey,Postdoctoral appointees,2,1275
10636,r254,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,755
10636,r255,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Number imputed,Postdoctoral appointees,2,16
10636,r256,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,43
10636,r257,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Imputation rate (%),Postdoctoral appointees,2,1.3
10636,r258,"Fall 2021, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,5.7
10636,r259,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Total in survey,Postdoctoral appointees,2,127
10636,r260,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Total in survey,Doctorate-holding nonfaculty researchers,2,107
10636,r261,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Number imputed,Postdoctoral appointees,2,3
10636,r262,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Number imputed,Doctorate-holding nonfaculty researchers,2,7
10636,r263,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Postdoctoral appointees,2,2.4
10636,r264,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,6.5
10636,r265,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Total in survey,Postdoctoral appointees,2,1200
10636,r266,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,529
10636,r267,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Number imputed,Postdoctoral appointees,2,22
10636,r268,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,6
10636,r269,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Imputation rate (%),Postdoctoral appointees,2,1.8
10636,r270,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,1.1
10636,r271,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Postdoctoral appointees,2,562
10636,r272,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Doctorate-holding nonfaculty researchers,2,259
10636,r273,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Postdoctoral appointees,2,11
10636,r274,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Doctorate-holding nonfaculty researchers,2,2
10636,r275,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Postdoctoral appointees,2,2.0
10636,r276,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,0.8
10636,r277,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Total in survey,Postdoctoral appointees,2,1148
10636,r278,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,823
10636,r279,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Number imputed,Postdoctoral appointees,2,4
10636,r280,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,4
10636,r281,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Imputation rate (%),Postdoctoral appointees,2,0.3
10636,r282,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,0.5
10636,r283,"Fall 2021, all surveyed fields -> Health",Total in survey,Postdoctoral appointees,2,17799
10636,r284,"Fall 2021, all surveyed fields -> Health",Total in survey,Doctorate-holding nonfaculty researchers,2,7828
10636,r285,"Fall 2021, all surveyed fields -> Health",Number imputed,Postdoctoral appointees,2,368
10636,r286,"Fall 2021, all surveyed fields -> Health",Number imputed,Doctorate-holding nonfaculty researchers,2,158
10636,r287,"Fall 2021, all surveyed fields -> Health",Imputation rate (%),Postdoctoral appointees,2,2.1
10636,r288,"Fall 2021, all surveyed fields -> Health",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,2.0
10636,r289,"Fall 2021, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Total in survey,Postdoctoral appointees,2,15561
10636,r290,"Fall 2021, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Total in survey,Doctorate-holding nonfaculty researchers,2,6751
10636,r291,"Fall 2021, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Number imputed,Postdoctoral appointees,2,285
10636,r292,"Fall 2021, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Number imputed,Doctorate-holding nonfaculty researchers,2,150
10636,r293,"Fall 2021, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Imputation rate (%),Postdoctoral appointees,2,1.8
10636,r294,"Fall 2021, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,2.2
10636,r295,"Fall 2021, all surveyed fields -> Health -> Other health",Total in survey,Postdoctoral appointees,2,2238
10636,r296,"Fall 2021, all surveyed fields -> Health -> Other health",Total in survey,Doctorate-holding nonfaculty researchers,2,1077
10636,r297,"Fall 2021, all surveyed fields -> Health -> Other health",Number imputed,Postdoctoral appointees,2,83
10636,r298,"Fall 2021, all surveyed fields -> Health -> Other health",Number imputed,Doctorate-holding nonfaculty researchers,2,8
10636,r299,"Fall 2021, all surveyed fields -> Health -> Other health",Imputation rate (%),Postdoctoral appointees,2,3.7
10636,r300,"Fall 2021, all surveyed fields -> Health -> Other health",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,0.7
10636,r301,"Fall 2020, all surveyed fields<sup>b</sup>",Total in survey,Postdoctoral appointees,2,65681
10636,r302,"Fall 2020, all surveyed fields<sup>b</sup>",Total in survey,Doctorate-holding nonfaculty researchers,2,29661
10636,r303,"Fall 2020, all surveyed fields<sup>b</sup>",Number imputed,Postdoctoral appointees,2,2927
10636,r304,"Fall 2020, all surveyed fields<sup>b</sup>",Number imputed,Doctorate-holding nonfaculty researchers,2,1935
10636,r305,"Fall 2020, all surveyed fields<sup>b</sup>",Imputation rate (%),Postdoctoral appointees,2,4.5
10636,r306,"Fall 2020, all surveyed fields<sup>b</sup>",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,6.5
10636,r307,"Fall 2020, all surveyed fields<sup>b</sup> -> Science",Total in survey,Postdoctoral appointees,2,38741
10636,r308,"Fall 2020, all surveyed fields<sup>b</sup> -> Science",Total in survey,Doctorate-holding nonfaculty researchers,2,18212
10636,r309,"Fall 2020, all surveyed fields<sup>b</sup> -> Science",Number imputed,Postdoctoral appointees,2,2162
10636,r310,"Fall 2020, all surveyed fields<sup>b</sup> -> Science",Number imputed,Doctorate-holding nonfaculty researchers,2,1304
10636,r311,"Fall 2020, all surveyed fields<sup>b</sup> -> Science",Imputation rate (%),Postdoctoral appointees,2,5.6
10636,r312,"Fall 2020, all surveyed fields<sup>b</sup> -> Science",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,7.2
10636,r313,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Agricultural and veterinary sciences",Total in survey,Postdoctoral appointees,2,1678
10636,r314,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Agricultural and veterinary sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,964
10636,r315,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Agricultural and veterinary sciences",Number imputed,Postdoctoral appointees,2,81
10636,r316,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Agricultural and veterinary sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,62
10636,r317,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Postdoctoral appointees,2,4.8
10636,r318,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,6.4
10636,r319,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Biological and biomedical sciences",Total in survey,Postdoctoral appointees,2,21902
10636,r320,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Biological and biomedical sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,8112
10636,r321,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Biological and biomedical sciences",Number imputed,Postdoctoral appointees,2,1583
10636,r322,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Biological and biomedical sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,667
10636,r323,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Biological and biomedical sciences",Imputation rate (%),Postdoctoral appointees,2,7.2
10636,r324,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,8.2
10636,r325,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Computer and information sciences",Total in survey,Postdoctoral appointees,2,823
10636,r326,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Computer and information sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,458
10636,r327,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Computer and information sciences",Number imputed,Postdoctoral appointees,2,25
10636,r328,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Computer and information sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,22
10636,r329,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Computer and information sciences",Imputation rate (%),Postdoctoral appointees,2,3.0
10636,r330,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Computer and information sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,4.8
10636,r331,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Postdoctoral appointees,2,1790
10636,r332,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,2150
10636,r333,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Postdoctoral appointees,2,31
10636,r334,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,102
10636,r335,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Postdoctoral appointees,2,1.7
10636,r336,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,4.7
10636,r337,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Mathematics and statistics",Total in survey,Postdoctoral appointees,2,1076
10636,r338,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Mathematics and statistics",Total in survey,Doctorate-holding nonfaculty researchers,2,201
10636,r339,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Mathematics and statistics",Number imputed,Postdoctoral appointees,2,39
10636,r340,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Mathematics and statistics",Number imputed,Doctorate-holding nonfaculty researchers,2,11
10636,r341,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Mathematics and statistics",Imputation rate (%),Postdoctoral appointees,2,3.6
10636,r342,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Mathematics and statistics",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,5.5
10636,r343,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Multidisciplinary and interdisciplinary sciences",Total in survey,Postdoctoral appointees,2,832
10636,r344,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Multidisciplinary and interdisciplinary sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,679
10636,r345,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Multidisciplinary and interdisciplinary sciences",Number imputed,Postdoctoral appointees,2,83
10636,r346,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Multidisciplinary and interdisciplinary sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,52
10636,r347,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Multidisciplinary and interdisciplinary sciences",Imputation rate (%),Postdoctoral appointees,2,10.0
10636,r348,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Multidisciplinary and interdisciplinary sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,7.7
10636,r349,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Natural resources and conservation",Total in survey,Postdoctoral appointees,2,845
10636,r350,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Natural resources and conservation",Total in survey,Doctorate-holding nonfaculty researchers,2,573
10636,r351,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Natural resources and conservation",Number imputed,Postdoctoral appointees,2,56
10636,r352,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Natural resources and conservation",Number imputed,Doctorate-holding nonfaculty researchers,2,75
10636,r353,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Natural resources and conservation",Imputation rate (%),Postdoctoral appointees,2,6.6
10636,r354,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Natural resources and conservation",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,13.1
10636,r355,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Physical sciences",Total in survey,Postdoctoral appointees,2,6937
10636,r356,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Physical sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,2890
10636,r357,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Physical sciences",Number imputed,Postdoctoral appointees,2,149
10636,r358,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Physical sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,176
10636,r359,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Physical sciences",Imputation rate (%),Postdoctoral appointees,2,2.1
10636,r360,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Physical sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,6.1
10636,r361,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Psychology",Total in survey,Postdoctoral appointees,2,1312
10636,r362,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Psychology",Total in survey,Doctorate-holding nonfaculty researchers,2,749
10636,r363,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Psychology",Number imputed,Postdoctoral appointees,2,66
10636,r364,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Psychology",Number imputed,Doctorate-holding nonfaculty researchers,2,53
10636,r365,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Psychology",Imputation rate (%),Postdoctoral appointees,2,5.0
10636,r366,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Psychology",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,7.1
10636,r367,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Social sciences",Total in survey,Postdoctoral appointees,2,1546
10636,r368,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Social sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,1436
10636,r369,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Social sciences",Number imputed,Postdoctoral appointees,2,49
10636,r370,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Social sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,84
10636,r371,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Social sciences",Imputation rate (%),Postdoctoral appointees,2,3.2
10636,r372,"Fall 2020, all surveyed fields<sup>b</sup> -> Science -> Social sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,5.8
10636,r373,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering",Total in survey,Postdoctoral appointees,2,8462
10636,r374,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,3921
10636,r375,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering",Number imputed,Postdoctoral appointees,2,134
10636,r376,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,288
10636,r377,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering",Imputation rate (%),Postdoctoral appointees,2,1.6
10636,r378,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,7.3
10636,r379,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Postdoctoral appointees,2,233
10636,r380,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,149
10636,r381,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Postdoctoral appointees,2,2
10636,r382,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,5
10636,r383,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Postdoctoral appointees,2,0.9
10636,r384,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,3.4
10636,r385,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Postdoctoral appointees,2,1696
10636,r386,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,525
10636,r387,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Postdoctoral appointees,2,39
10636,r388,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,65
10636,r389,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Postdoctoral appointees,2,2.3
10636,r390,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,12.4
10636,r391,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Postdoctoral appointees,2,1157
10636,r392,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,330
10636,r393,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Postdoctoral appointees,2,5
10636,r394,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,45
10636,r395,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Postdoctoral appointees,2,0.4
10636,r396,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,13.6
10636,r397,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Postdoctoral appointees,2,1006
10636,r398,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Doctorate-holding nonfaculty researchers,2,488
10636,r399,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Postdoctoral appointees,2,12
10636,r400,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Doctorate-holding nonfaculty researchers,2,29
10636,r401,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Imputation rate (%),Postdoctoral appointees,2,1.2
10636,r402,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,5.9
10636,r403,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Electrical, electronics, communications and computer engineering",Total in survey,Postdoctoral appointees,2,1302
10636,r404,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Electrical, electronics, communications and computer engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,706
10636,r405,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Electrical, electronics, communications and computer engineering",Number imputed,Postdoctoral appointees,2,16
10636,r406,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Electrical, electronics, communications and computer engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,36
10636,r407,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Electrical, electronics, communications and computer engineering",Imputation rate (%),Postdoctoral appointees,2,1.2
10636,r408,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Electrical, electronics, communications and computer engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,5.1
10636,r409,"Fall 2020, all surveyed fields<sup>b</sup> -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Total in survey,Postdoctoral appointees,2,194
