table_id,row_id,sex_and_field_full_path,sex_and_field_level_1,sex_and_field_level_2,sex_and_field_level_3,sex_and_field_level_4,sex_and_field_level_5,sex_and_field_level_6,sex_and_field_level_7,sex_and_field_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
3258,r001,Both sexes  ,Both sexes  ,,,,,,,1,,,,,,,,,,,
3258,r002,Both sexes   -> All fields,Both sexes  ,All fields,,,,,,2,1580413,1619028,1668227,1734229,1811404,1861034,1890941,1916129,1942140,1973112,2001610
3258,r003,Both sexes   -> All fields -> S&E,Both sexes  ,All fields,S&E,,,,,3,496168,505435,525374,554365,589567,615475,635915,650057,666157,684557,707158
3258,r004,Both sexes   -> All fields -> S&E -> Science,Both sexes  ,All fields,S&E,Science,,,,4,426260,434835,450975,476266,506304,527663,541965,550151,557181,566630,582830
3258,r005,Both sexes   -> All fields -> S&E -> Science -> Agricultural sciences,Both sexes  ,All fields,S&E,Science,Agricultural sciences,,,5,18474,19152,20400,22759,25060,27609,28796,29460,30540,31089,32462
3258,r006,Both sexes   -> All fields -> S&E -> Science -> Biological sciences,Both sexes  ,All fields,S&E,Science,Biological sciences,,,5,82398,85574,89615,93654,99894,104703,109520,115124,119073,121742,125068
3258,r007,Both sexes   -> All fields -> S&E -> Science -> Computer sciences,Both sexes  ,All fields,S&E,Science,Computer sciences,,,5,38922,38496,40107,43586,48034,51586,56130,60309,65186,72129,80271
3258,r008,"Both sexes   -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences",Both sexes  ,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",,,5,4314,4542,4802,5299,5865,6291,6730,7155,7283,7320,7431
3258,r009,"Both sexes   -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",Both sexes  ,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,,6,736,721,691,678,735,749,751,734,714,685,714
3258,r010,"Both sexes   -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences",Both sexes  ,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,,6,3453,3679,3931,4410,4904,5302,5724,6162,6336,6420,6536
3258,r011,"Both sexes   -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences",Both sexes  ,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,,6,125,142,180,211,226,240,255,259,233,215,181
3258,r012,Both sexes   -> All fields -> S&E -> Science -> Mathematics and statistics,Both sexes  ,All fields,S&E,Science,Mathematics and statistics,,,5,15841,16208,16832,18021,19819,21567,22226,23136,24293,25808,27161
3258,r013,Both sexes   -> All fields -> S&E -> Science -> Physical sciences,Both sexes  ,All fields,S&E,Science,Physical sciences,,,5,17652,17942,18402,19198,20421,21276,22222,22481,22746,23410,23656
3258,r014,Both sexes   -> All fields -> S&E -> Science -> Physical sciences -> Astronomy,Both sexes  ,All fields,S&E,Science,Physical sciences,Astronomy,,6,346,335,388,364,392,357,429,393,453,536,591
3258,r015,Both sexes   -> All fields -> S&E -> Science -> Physical sciences -> Chemistry,Both sexes  ,All fields,S&E,Science,Physical sciences,Chemistry,,6,11832,12144,12338,12888,13714,14024,14682,14669,14672,15123,14948
3258,r016,Both sexes   -> All fields -> S&E -> Science -> Physical sciences -> Physics,Both sexes  ,All fields,S&E,Science,Physical sciences,Physics,,6,4876,4842,5000,5221,5557,6107,6283,6681,6968,7117,7534
3258,r017,Both sexes   -> All fields -> S&E -> Science -> Physical sciences -> Other,Both sexes  ,All fields,S&E,Science,Physical sciences,Other,,6,598,621,676,725,758,788,828,738,653,634,583
3258,r018,Both sexes   -> All fields -> S&E -> Science -> Psychology,Both sexes  ,All fields,S&E,Science,Psychology,,,5,92989,94743,97746,101568,109782,115373,118405,118768,118646,117441,117574
3258,r019,Both sexes   -> All fields -> S&E -> Science -> Social sciences,Both sexes  ,All fields,S&E,Science,Social sciences,,,5,155670,158178,163071,172181,177429,179258,177936,173718,169414,167691,169207
3258,r020,Both sexes   -> All fields -> S&E -> Science -> Social sciences -> Anthropology,Both sexes  ,All fields,S&E,Science,Social sciences,Anthropology,,6,8853,9153,9566,10022,11128,11536,11302,10165,9330,8566,8621
3258,r021,Both sexes   -> All fields -> S&E -> Science -> Social sciences -> Area and ethnic studies,Both sexes  ,All fields,S&E,Science,Social sciences,Area and ethnic studies,,6,7323,7598,7364,7817,7860,7585,7104,6620,6601,6433,6420
3258,r022,Both sexes   -> All fields -> S&E -> Science -> Social sciences -> Economics,Both sexes  ,All fields,S&E,Science,Social sciences,Economics,,6,26281,27628,29090,30013,29457,30034,31585,34344,35045,35638,36902
3258,r023,Both sexes   -> All fields -> S&E -> Science -> Social sciences -> History of science,Both sexes  ,All fields,S&E,Science,Social sciences,History of science,,6,103,100,110,138,122,119,133,131,111,117,100
3258,r024,Both sexes   -> All fields -> S&E -> Science -> Social sciences -> Linguistics,Both sexes  ,All fields,S&E,Science,Social sciences,Linguistics,,6,1505,1478,1682,1808,2109,2184,2225,2275,2289,2299,2305
3258,r025,Both sexes   -> All fields -> S&E -> Science -> Social sciences -> Political science and public administration,Both sexes  ,All fields,S&E,Science,Social sciences,Political science and public administration,,6,55889,55319,57649,59752,60801,60244,59260,56814,54822,54875,55805
3258,r026,Both sexes   -> All fields -> S&E -> Science -> Social sciences -> Sociology,Both sexes  ,All fields,S&E,Science,Social sciences,Sociology,,6,28908,28836,29000,29614,30602,31029,30672,29543,28520,27929,27838
3258,r027,Both sexes   -> All fields -> S&E -> Science -> Social sciences -> Other,Both sexes  ,All fields,S&E,Science,Social sciences,Other,,6,26808,28066,28610,33017,35350,36527,35655,33826,32696,31834,31216
3258,r028,Both sexes   -> All fields -> S&E -> Engineering,Both sexes  ,All fields,S&E,Engineering,,,,4,69908,70600,74399,78099,83263,87812,93950,99906,108976,117927,124328
3258,r029,Both sexes   -> All fields -> S&E -> Engineering -> Aerospace engineering ,Both sexes  ,All fields,S&E,Engineering,Aerospace engineering ,,,5,2934,3037,3207,3342,3545,3490,3565,3871,3874,4021,4132
3258,r030,Both sexes   -> All fields -> S&E -> Engineering -> Chemical engineering ,Both sexes  ,All fields,S&E,Engineering,Chemical engineering ,,,5,5504,5894,6692,7535,8344,8917,9706,10837,12125,13327,13968
3258,r031,Both sexes   -> All fields -> S&E -> Engineering -> Civil engineering ,Both sexes  ,All fields,S&E,Engineering,Civil engineering ,,,5,12243,12787,13482,14840,15175,15882,15551,15374,16013,16398,16919
3258,r032,Both sexes   -> All fields -> S&E -> Engineering -> Electrical engineering ,Both sexes  ,All fields,S&E,Engineering,Electrical engineering ,,,5,17357,16184,16290,16485,17380,18412,19991,21357,23416,25715,26918
3258,r033,Both sexes   -> All fields -> S&E -> Engineering -> Industrial engineering ,Both sexes  ,All fields,S&E,Engineering,Industrial engineering ,,,5,3566,3879,4184,4293,4689,4779,5323,5813,6339,6906,7275
3258,r034,Both sexes   -> All fields -> S&E -> Engineering -> Materials engineering ,Both sexes  ,All fields,S&E,Engineering,Materials engineering ,,,5,1150,1070,1138,1140,1322,1448,1513,1687,1891,1968,1928
3258,r035,Both sexes   -> All fields -> S&E -> Engineering -> Mechanical engineering ,Both sexes  ,All fields,S&E,Engineering,Mechanical engineering ,,,5,17685,17643,18858,19470,20889,22300,24679,26742,29589,32747,35587
3258,r036,Both sexes   -> All fields -> S&E -> Engineering -> Other,Both sexes  ,All fields,S&E,Engineering,Other,,,5,9469,10106,10548,10994,11919,12584,13622,14225,15729,16845,17601
3258,r037,Both sexes   -> All fields -> Non-S&E,Both sexes  ,All fields,Non-S&E,,,,,3,1084245,1113593,1142853,1179864,1221837,1245559,1255026,1266072,1275983,1288555,1294452
3258,r038,Both sexes   -> Female,Both sexes  ,Female,,,,,,2,,,,,,,,,,,
3258,r039,Both sexes   -> Female -> All fields,Both sexes  ,Female,All fields,,,,,3,906625,927600,954891,993872,1038807,1066182,1081488,1095703,1112357,1130489,1148820
3258,r040,Both sexes   -> Female -> All fields -> S&E,Both sexes  ,Female,All fields,S&E,,,,4,249449,254693,264283,279107,297677,309698,317900,322935,330883,338470,350674
3258,r041,Both sexes   -> Female -> All fields -> S&E -> Science,Both sexes  ,Female,All fields,S&E,Science,,,5,236528,241943,250590,264449,281696,292764,299274,302878,308089,313097,323074
3258,r042,Both sexes   -> Female -> All fields -> S&E -> Science -> Agricultural sciences,Both sexes  ,Female,All fields,S&E,Science,Agricultural sciences,,6,9457,9818,10709,11855,13444,14826,15525,16234,16934,17305,18469
3258,r043,Both sexes   -> Female -> All fields -> S&E -> Science -> Biological sciences,Both sexes  ,Female,All fields,S&E,Science,Biological sciences,,6,49262,51097,52878,55794,59216,61971,64709,68570,72065,74923,78568
3258,r044,Both sexes   -> Female -> All fields -> S&E -> Science -> Computer sciences,Both sexes  ,Female,All fields,S&E,Science,Computer sciences,,6,6884,6894,7306,7700,8751,9209,10144,10863,12222,13802,16001
3258,r045,"Both sexes   -> Female -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences",Both sexes  ,Female,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",,6,1755,1768,1889,2080,2295,2400,2596,2701,2793,2849,2854
3258,r046,"Both sexes   -> Female -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",Both sexes  ,Female,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,7,263,235,236,217,263,249,258,265,236,267,246
3258,r047,"Both sexes   -> Female -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences",Both sexes  ,Female,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,7,1430,1470,1566,1760,1926,2032,2216,2327,2425,2462,2502
3258,r048,"Both sexes   -> Female -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences",Both sexes  ,Female,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,7,62,63,87,103,106,119,122,109,132,120,106
3258,r049,Both sexes   -> Female -> All fields -> S&E -> Science -> Mathematics and statistics,Both sexes  ,Female,All fields,S&E,Science,Mathematics and statistics,,6,6957,6971,7248,7745,8536,9297,9511,9922,10302,10753,11490
3258,r050,Both sexes   -> Female -> All fields -> S&E -> Science -> Physical sciences,Both sexes  ,Female,All fields,S&E,Science,Physical sciences,,6,7284,7451,7598,7794,8284,8347,8815,8765,8888,9357,9607
3258,r051,Both sexes   -> Female -> All fields -> S&E -> Science -> Physical sciences -> Astronomy,Both sexes  ,Female,All fields,S&E,Science,Physical sciences,Astronomy,7,120,146,140,136,153,128,170,144,140,176,208
