table_id,row_id,sex_and_field_full_path,sex_and_field_level_1,sex_and_field_level_2,sex_and_field_level_3,sex_and_field_level_4,sex_and_field_level_5,sex_and_field_level_6,sex_and_field_level_7,sex_and_field_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
3258,r052,Both sexes   -> Female -> All fields -> S&E -> Science -> Physical sciences -> Chemistry,Both sexes  ,Female,All fields,S&E,Science,Physical sciences,Chemistry,7,5909,6106,6162,6328,6730,6718,7097,7108,7120,7472,7588
3258,r053,Both sexes   -> Female -> All fields -> S&E -> Science -> Physical sciences -> Physics,Both sexes  ,Female,All fields,S&E,Science,Physical sciences,Physics,7,988,925,1015,1001,1062,1162,1186,1219,1347,1454,1570
3258,r054,Both sexes   -> Female -> All fields -> S&E -> Science -> Physical sciences -> Other,Both sexes  ,Female,All fields,S&E,Science,Physical sciences,Other,7,267,274,281,329,339,339,362,294,281,255,241
3258,r055,Both sexes   -> Female -> All fields -> S&E -> Science -> Psychology,Both sexes  ,Female,All fields,S&E,Science,Psychology,,6,71682,73164,75336,78167,84181,88329,90851,91688,92069,91745,92701
3258,r056,Both sexes   -> Female -> All fields -> S&E -> Science -> Social sciences,Both sexes  ,Female,All fields,S&E,Science,Social sciences,,6,83247,84780,87626,93314,96989,98385,97123,94135,92816,92363,93384
3258,r057,Both sexes   -> Female -> All fields -> S&E -> Science -> Social sciences -> Anthropology,Both sexes  ,Female,All fields,S&E,Science,Social sciences,Anthropology,7,6120,6430,6703,7024,7927,8175,8083,7351,6819,6235,6287
3258,r058,Both sexes   -> Female -> All fields -> S&E -> Science -> Social sciences -> Area and ethnic studies,Both sexes  ,Female,All fields,S&E,Science,Social sciences,Area and ethnic studies,7,4697,4866,4701,5054,5145,4987,4683,4378,4420,4391,4372
3258,r059,Both sexes   -> Female -> All fields -> S&E -> Science -> Social sciences -> Economics,Both sexes  ,Female,All fields,S&E,Science,Social sciences,Economics,7,8044,8346,8895,9187,8780,9185,9762,10660,11113,11342,11848
3258,r060,Both sexes   -> Female -> All fields -> S&E -> Science -> Social sciences -> History of science,Both sexes  ,Female,All fields,S&E,Science,Social sciences,History of science,7,52,52,76,78,73,77,81,72,62,63,53
3258,r061,Both sexes   -> Female -> All fields -> S&E -> Science -> Social sciences -> Linguistics,Both sexes  ,Female,All fields,S&E,Science,Social sciences,Linguistics,7,1003,975,1124,1235,1420,1492,1517,1575,1605,1603,1603
3258,r062,Both sexes   -> Female -> All fields -> S&E -> Science -> Social sciences -> Political science and public administration,Both sexes  ,Female,All fields,S&E,Science,Social sciences,Political science and public administration,7,28155,28135,29799,30777,31514,31473,31082,29790,29396,30078,30646
3258,r063,Both sexes   -> Female -> All fields -> S&E -> Science -> Social sciences -> Sociology,Both sexes  ,Female,All fields,S&E,Science,Social sciences,Sociology,7,20121,20129,20142,20626,21169,21522,21074,20389,20060,19664,19922
3258,r064,Both sexes   -> Female -> All fields -> S&E -> Science -> Social sciences -> Other,Both sexes  ,Female,All fields,S&E,Science,Social sciences,Other,7,15055,15847,16186,19333,20961,21474,20841,19920,19341,18987,18653
3258,r065,Both sexes   -> Female -> All fields -> S&E -> Engineering,Both sexes  ,Female,All fields,S&E,Engineering,,,5,12921,12750,13693,14658,15981,16934,18626,20057,22794,25373,27600
3258,r066,Both sexes   -> Female -> All fields -> S&E -> Engineering -> Aerospace engineering ,Both sexes  ,Female,All fields,S&E,Engineering,Aerospace engineering ,,6,441,437,463,439,463,479,488,515,551,555,575
3258,r067,Both sexes   -> Female -> All fields -> S&E -> Engineering -> Chemical engineering ,Both sexes  ,Female,All fields,S&E,Engineering,Chemical engineering ,,6,1834,1917,2149,2307,2535,2657,2977,3186,3660,4069,4477
3258,r068,Both sexes   -> Female -> All fields -> S&E -> Engineering -> Civil engineering ,Both sexes  ,Female,All fields,S&E,Engineering,Civil engineering ,,6,2752,2755,2893,3278,3428,3656,3701,3779,4195,4439,4671
3258,r069,Both sexes   -> Female -> All fields -> S&E -> Engineering -> Electrical engineering ,Both sexes  ,Female,All fields,S&E,Engineering,Electrical engineering ,,6,1907,1606,1740,1741,1923,2067,2331,2541,2932,3305,3716
3258,r070,Both sexes   -> Female -> All fields -> S&E -> Engineering -> Industrial engineering ,Both sexes  ,Female,All fields,S&E,Engineering,Industrial engineering ,,6,1009,1056,1136,1164,1276,1282,1454,1637,1854,2097,2204
3258,r071,Both sexes   -> Female -> All fields -> S&E -> Engineering -> Materials engineering ,Both sexes  ,Female,All fields,S&E,Engineering,Materials engineering ,,6,272,263,294,321,368,430,412,473,536,592,624
3258,r072,Both sexes   -> Female -> All fields -> S&E -> Engineering -> Mechanical engineering ,Both sexes  ,Female,All fields,S&E,Engineering,Mechanical engineering ,,6,2093,1972,2163,2208,2538,2687,3107,3443,4006,4670,5092
3258,r073,Both sexes   -> Female -> All fields -> S&E -> Engineering -> Other,Both sexes  ,Female,All fields,S&E,Engineering,Other,,6,2613,2744,2855,3200,3450,3676,4156,4483,5060,5646,6241
3258,r074,Both sexes   -> Female -> All fields -> Non-S&E,Both sexes  ,Female,All fields,Non-S&E,,,,4,657176,672907,690608,714765,741130,756484,763588,772768,781474,792019,798146
3258,r075,Both sexes   -> Male,Both sexes  ,Male,,,,,,2,,,,,,,,,,,
3258,r076,Both sexes   -> Male -> All fields,Both sexes  ,Male,All fields,,,,,3,673788,691428,713336,740357,772597,794852,809453,820426,829783,842623,852790
3258,r077,Both sexes   -> Male -> All fields -> S&E,Both sexes  ,Male,All fields,S&E,,,,4,246719,250742,261091,275258,291890,305777,318015,327122,335274,346087,356484
3258,r078,Both sexes   -> Male -> All fields -> S&E -> Science,Both sexes  ,Male,All fields,S&E,Science,,,5,189732,192892,200385,211817,224608,234899,242691,247273,249092,253533,259756
3258,r079,Both sexes   -> Male -> All fields -> S&E -> Science -> Agricultural sciences,Both sexes  ,Male,All fields,S&E,Science,Agricultural sciences,,6,9017,9334,9691,10904,11616,12783,13271,13226,13606,13784,13993
3258,r080,Both sexes   -> Male -> All fields -> S&E -> Science -> Biological sciences,Both sexes  ,Male,All fields,S&E,Science,Biological sciences,,6,33136,34477,36737,37860,40678,42732,44811,46554,47008,46819,46500
3258,r081,Both sexes   -> Male -> All fields -> S&E -> Science -> Computer sciences,Both sexes  ,Male,All fields,S&E,Science,Computer sciences,,6,32038,31602,32801,35886,39283,42377,45986,49446,52964,58327,64270
3258,r082,"Both sexes   -> Male -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences",Both sexes  ,Male,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",,6,2559,2774,2913,3219,3570,3891,4134,4454,4490,4471,4577
3258,r083,"Both sexes   -> Male -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",Both sexes  ,Male,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,7,473,486,455,461,472,500,493,469,478,418,468
3258,r084,"Both sexes   -> Male -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences",Both sexes  ,Male,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,7,2023,2209,2365,2650,2978,3270,3508,3835,3911,3958,4034
3258,r085,"Both sexes   -> Male -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences",Both sexes  ,Male,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,7,63,79,93,108,120,121,133,150,101,95,75
3258,r086,Both sexes   -> Male -> All fields -> S&E -> Science -> Mathematics and statistics,Both sexes  ,Male,All fields,S&E,Science,Mathematics and statistics,,6,8884,9237,9584,10276,11283,12270,12715,13214,13991,15055,15671
3258,r087,Both sexes   -> Male -> All fields -> S&E -> Science -> Physical sciences,Both sexes  ,Male,All fields,S&E,Science,Physical sciences,,6,10368,10491,10804,11404,12137,12929,13407,13716,13858,14053,14049
3258,r088,Both sexes   -> Male -> All fields -> S&E -> Science -> Physical sciences -> Astronomy,Both sexes  ,Male,All fields,S&E,Science,Physical sciences,Astronomy,7,226,189,248,228,239,229,259,249,313,360,383
3258,r089,Both sexes   -> Male -> All fields -> S&E -> Science -> Physical sciences -> Chemistry,Both sexes  ,Male,All fields,S&E,Science,Physical sciences,Chemistry,7,5923,6038,6176,6560,6984,7306,7585,7561,7552,7651,7360
3258,r090,Both sexes   -> Male -> All fields -> S&E -> Science -> Physical sciences -> Physics,Both sexes  ,Male,All fields,S&E,Science,Physical sciences,Physics,7,3888,3917,3985,4220,4495,4945,5097,5462,5621,5663,5964
3258,r091,Both sexes   -> Male -> All fields -> S&E -> Science -> Physical sciences -> Other,Both sexes  ,Male,All fields,S&E,Science,Physical sciences,Other,7,331,347,395,396,419,449,466,444,372,379,342
3258,r092,Both sexes   -> Male -> All fields -> S&E -> Science -> Psychology,Both sexes  ,Male,All fields,S&E,Science,Psychology,,6,21307,21579,22410,23401,25601,27044,27554,27080,26577,25696,24873
3258,r093,Both sexes   -> Male -> All fields -> S&E -> Science -> Social sciences,Both sexes  ,Male,All fields,S&E,Science,Social sciences,,6,72423,73398,75445,78867,80440,80873,80813,79583,76598,75328,75823
3258,r094,Both sexes   -> Male -> All fields -> S&E -> Science -> Social sciences -> Anthropology,Both sexes  ,Male,All fields,S&E,Science,Social sciences,Anthropology,7,2733,2723,2863,2998,3201,3361,3219,2814,2511,2331,2334
3258,r095,Both sexes   -> Male -> All fields -> S&E -> Science -> Social sciences -> Area and ethnic studies,Both sexes  ,Male,All fields,S&E,Science,Social sciences,Area and ethnic studies,7,2626,2732,2663,2763,2715,2598,2421,2242,2181,2042,2048
3258,r096,Both sexes   -> Male -> All fields -> S&E -> Science -> Social sciences -> Economics,Both sexes  ,Male,All fields,S&E,Science,Social sciences,Economics,7,18237,19282,20195,20826,20677,20849,21823,23684,23932,24296,25054
3258,r097,Both sexes   -> Male -> All fields -> S&E -> Science -> Social sciences -> History of science,Both sexes  ,Male,All fields,S&E,Science,Social sciences,History of science,7,51,48,34,60,49,42,52,59,49,54,47
3258,r098,Both sexes   -> Male -> All fields -> S&E -> Science -> Social sciences -> Linguistics,Both sexes  ,Male,All fields,S&E,Science,Social sciences,Linguistics,7,502,503,558,573,689,692,708,700,684,696,702
3258,r099,Both sexes   -> Male -> All fields -> S&E -> Science -> Social sciences -> Political science and public administration,Both sexes  ,Male,All fields,S&E,Science,Social sciences,Political science and public administration,7,27734,27184,27850,28975,29287,28771,28178,27024,25426,24797,25159
3258,r100,Both sexes   -> Male -> All fields -> S&E -> Science -> Social sciences -> Sociology,Both sexes  ,Male,All fields,S&E,Science,Social sciences,Sociology,7,8787,8707,8858,8988,9433,9507,9598,9154,8460,8265,7916
3258,r101,Both sexes   -> Male -> All fields -> S&E -> Science -> Social sciences -> Other,Both sexes  ,Male,All fields,S&E,Science,Social sciences,Other,7,11753,12219,12424,13684,14389,15053,14814,13906,13355,12847,12563
3258,r102,Both sexes   -> Male -> All fields -> S&E -> Engineering,Both sexes  ,Male,All fields,S&E,Engineering,,,5,56987,57850,60706,63441,67282,70878,75324,79849,86182,92554,96728
3258,r103,Both sexes   -> Male -> All fields -> S&E -> Engineering -> Aerospace engineering ,Both sexes  ,Male,All fields,S&E,Engineering,Aerospace engineering ,,6,2493,2600,2744,2903,3082,3011,3077,3356,3323,3466,3557
3258,r104,Both sexes   -> Male -> All fields -> S&E -> Engineering -> Chemical engineering ,Both sexes  ,Male,All fields,S&E,Engineering,Chemical engineering ,,6,3670,3977,4543,5228,5809,6260,6729,7651,8465,9258,9491
3258,r105,Both sexes   -> Male -> All fields -> S&E -> Engineering -> Civil engineering ,Both sexes  ,Male,All fields,S&E,Engineering,Civil engineering ,,6,9491,10032,10589,11562,11747,12226,11850,11595,11818,11959,12248
3258,r106,Both sexes   -> Male -> All fields -> S&E -> Engineering -> Electrical engineering ,Both sexes  ,Male,All fields,S&E,Engineering,Electrical engineering ,,6,15450,14578,14550,14744,15457,16345,17660,18816,20484,22410,23202
3258,r107,Both sexes   -> Male -> All fields -> S&E -> Engineering -> Industrial engineering ,Both sexes  ,Male,All fields,S&E,Engineering,Industrial engineering ,,6,2557,2823,3048,3129,3413,3497,3869,4176,4485,4809,5071
3258,r108,Both sexes   -> Male -> All fields -> S&E -> Engineering -> Materials engineering ,Both sexes  ,Male,All fields,S&E,Engineering,Materials engineering ,,6,878,807,844,819,954,1018,1101,1214,1355,1376,1304
3258,r109,Both sexes   -> Male -> All fields -> S&E -> Engineering -> Mechanical engineering ,Both sexes  ,Male,All fields,S&E,Engineering,Mechanical engineering ,,6,15592,15671,16695,17262,18351,19613,21572,23299,25583,28077,30495
3258,r110,Both sexes   -> Male -> All fields -> S&E -> Engineering -> Other,Both sexes  ,Male,All fields,S&E,Engineering,Other,,6,6856,7362,7693,7794,8469,8908,9466,9742,10669,11199,11360
3258,r111,Both sexes   -> Male -> All fields -> Non-S&E,Both sexes  ,Male,All fields,Non-S&E,,,,4,427069,440686,452245,465099,480707,489075,491438,493304,494509,496536,496306
