table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_companiesa_number_,field_domestic_r_d_amount,field_energy_companiesb_number_,field_energy_amount,field_environmental_protection_companiesb_number_,field_environmental_protection_amount
2067,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['3,180', '  ']","['61,065', '  ']","['520', '  ']","['2,333', '  ']","['207', '  ']","['949', '  ']"
2067,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['1,603', '  ']","['41,072', '  ']","['279', '  ']","['1,506', '  ']","['118', '  ']","['325', '  ']"
2067,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['35', '  ']","['244', '  ']","['D', '  ']","['1', '  ']","['3', '  ']","['14', '  ']"
2067,r004,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['357', '  ']","['11,692', '  ']","['14', '  ']","['46', '  ']","['10', '  ']","['41', '  ']"
2067,r005,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['37', '  ']","['181', '  ']","['8', '  ']","['11', 'i ']","['6', '  ']","['38', '  ']"
2067,r006,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['277', '  ']","['10,973', '  ']","['D', '  ']","['0 - 36', '  ']","['D', '  ']","['2', '  ']"
2067,r007,All industries -> Manufacturing industries -> Chemicals -> Other chemicals,All industries,Manufacturing industries,Chemicals,Other chemicals,,4,other 325,"['43', '  ']","['538', '  ']","['D', '  ']","['0 - 36', '  ']","['D', '&nbsp;']","['1', 'i ']"
2067,r008,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['60', '  ']","['117', '  ']","['86', '  ']","['8', 'i ']","['3', 'i ']","['*', 'i ']"
2067,r009,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['33', '  ']","['30', 'i ']","['D', '  ']","['5', 'i ']","['D', '  ']","['6', 'i ']"
2067,r010,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['135', '  ']","['107', '  ']","['34', '  ']","['2', '  ']","['35', '  ']","['2', '  ']"
2067,r011,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['224', '  ']","['940', '  ']","['15', '  ']","['105', '  ']","['11', '  ']","['38', '  ']"
2067,r012,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['7', '  ']","['59', 'i ']","['D', '  ']","['2', '  ']","['0', '  ']","['0', '  ']"
