table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_employment,field_total_r_d_employment,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
9693,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['633', '  ']","['109', '  ']","['89', '  ']","['3', 'i ']","['10', 'i ']","['10', 'i ']"
9693,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['673', '  ']","['47', '  ']","['31', '  ']","['5', 'i ']","['12', '  ']","['4', '  ']"
9693,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['3,202', '  ']","['272', '  ']","['204', '  ']","['11', '  ']","['47', '  ']","['21', '  ']"
9693,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['2,035', '  ']","['168', '  ']","['132', '  ']","['6', '  ']","['25', '  ']","['11', 'i ']"
9693,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['939', '  ']","['86', '  ']","['63', '  ']","['4', '  ']","['17', '  ']","['5', '  ']"
9693,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['901', '  ']","['79', '  ']","['60', '  ']","['4', '  ']","['14', '  ']","['5', '  ']"
9693,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['38', '  ']","['7', '  ']","['4', '  ']","['*', '  ']","['3', '  ']","['*', '  ']"
9693,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['2', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
9693,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['226', '  ']","['18', '  ']","['9', '  ']","['*', 'i ']","['5', '  ']","['4', '  ']"
9693,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['173', '  ']","['4', '  ']","['2', '  ']","['*', 'i ']","['1', '  ']","['1', '  ']"
9693,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['1,672', '  ']","['118', '  ']","['79', '  ']","['7', '  ']","['29', '  ']","['11', '  ']"
9693,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['1,255', '  ']","['96', '  ']","['66', '  ']","['6', '  ']","['22', '  ']","['8', '  ']"
9693,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['417', '  ']","['22', '  ']","['13', '  ']","['*', '  ']","['7', '  ']","['2', '  ']"
9693,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['17,249', '  ']","['1,637', '  ']","['1,060', '  ']","['65', 'i ']","['449', '  ']","['128', '  ']"
9693,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['239', '  ']","['9 - 91', '  ']","['4 - 66', '  ']","['*', 'i ']","['2 - 54', 'i ']","['1 - 10', 'i ']"
9693,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['350', '  ']","['3 - 33', '  ']","['2 - 13', '  ']","['*', 'i ']","['0 - 31', '  ']","['0 - 8', '  ']"
9693,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['784', 'i ']","['23 - 127', 'i ']","['9 - 71', 'i ']","['1', 'i ']","['8 - 60', 'i ']","['5 - 14', 'i ']"
9693,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['98 - 5,964', '  ']","['98 - 221', '  ']","['67 - 163', '  ']","['*', '  ']","['17 - 69', '  ']","['12', '  ']"
9693,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['1,410', '  ']","['21 - 125', '  ']","['10 - 72', '  ']","['*', 'i ']","['8 - 60', '  ']","['1 - 10', '  ']"
9693,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['3,210', '  ']","['692', '  ']","['507', '  ']","['32', 'i ']","['131', '  ']","['53', '  ']"
9693,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['776', '  ']","['216', '  ']","['166', '  ']","['11', 'i ']","['30', '  ']","['20', '  ']"
9693,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['7', '  ']","['1', 'i ']","['*', 'i ']","['0', '  ']","['1', 'i ']","['*', 'i ']"
9693,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['769', '  ']","['215', '  ']","['165', '  ']","['11', 'i ']","['29', '  ']","['20', '  ']"
9693,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['610', '  ']","['23', '  ']","['11', 'i ']","['1', 'i ']","['9', 'i ']","['2', '  ']"
9693,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['1,264', '  ']","['282', '  ']","['195', '  ']","['5', 'i ']","['61', '  ']","['26', '  ']"
9693,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['561', '  ']","['171', '  ']","['135', '  ']","['15', '  ']","['31', '  ']","['4', '  ']"
9693,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['2,133', '  ']","['113', '  ']","['76', '  ']","['2', 'i ']","['31', '  ']","['6', '  ']"
9693,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['110', '  ']","['4 - 22', '  ']","['3 - 21', '  ']","['*', '  ']","['0 - 18', '  ']","['*', 'i ']"
9693,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['3', '  ']","['*', '  ']","['*', 'i ']","['*', '  ']","['*', 'i ']","['*', 'i ']"
9693,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['107', '  ']","['4 - 22', '  ']","['3 - 21', '  ']","['*', '  ']","['0 - 18', '  ']","['*', 'i ']"
9693,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['2,572', '  ']","['494', '  ']","['274', '  ']","['28', 'i ']","['179', 'i ']","['41', 'i ']"
9693,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['380', '  ']","['68', '  ']","['48', '  ']","['2', '  ']","['15', '  ']","['4', '  ']"
9693,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['1,025', '  ']","['145', '  ']","['106', '  ']","['7', 'i ']","['27', '  ']","['12', '  ']"
9693,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['463', '  ']","['229', 'i ']","['91', '  ']","['17', 'i ']","['115', 'i ']","['23', 'i ']"
9693,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['2', '  ']","['1', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', 'i ']"
9693,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['161', '  ']","['79', '  ']","['35', '  ']","['4', '  ']","['43', '  ']","['1', '  ']"
9693,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['287', '  ']","['139', 'i ']","['53', 'i ']","['12', 'i ']","['71', 'i ']","['16', 'i ']"
9693,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['12', '  ']","['9', '  ']","['3', '  ']","['*', '  ']","['1', '  ']","['6', '  ']"
9693,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['703', '  ']","['52', '  ']","['28', '  ']","['2', 'i ']","['21', '  ']","['3', 'i ']"
9693,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['432', '  ']","['8 - 22', '  ']","['4 - 18', '  ']","['1', '  ']","['2 - 16', '  ']","['1', '  ']"
9693,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['49 - 5,915', '  ']","['49 - 153', '  ']","['6 - 103', '  ']","['1', 'r ']","['0 - 70', '  ']","['0 - 8', '  ']"
9693,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['35,574', '  ']","['3,161', '  ']","['2,127', '  ']","['169', '  ']","['734', '  ']","['300', '  ']"
9693,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9693,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['96', '  ']","['40', '  ']","['24', '  ']","['4', '  ']","['12', '  ']","['4', '  ']"
9693,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['343', '  ']","['110', '  ']","['63', '  ']","['8', '  ']","['35', '  ']","['12', '  ']"
9693,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9693,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['473', '  ']","['102', '  ']","['60', '  ']","['7', '  ']","['31', '  ']","['11', '  ']"
9693,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['1,111', '  ']","['178', '  ']","['96', '  ']","['11', '  ']","['63', '  ']","['19', '  ']"
9693,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9693,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['1,003', '  ']","['148', '  ']","['97', '  ']","['8', '  ']","['36', '  ']","['15', '  ']"
9693,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['1,343', '  ']","['154', '  ']","['103', '  ']","['8', '  ']","['37', '  ']","['14', '  ']"
9693,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['5,009', '  ']","['507', '  ']","['334', '  ']","['24', 'i ']","['119', '  ']","['54', '  ']"
9693,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['3,218', '  ']","['315', '  ']","['210', '  ']","['19', '  ']","['66', '  ']","['38', '  ']"
9693,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['5,986', '  ']","['541', '  ']","['344', '  ']","['32', 'i ']","['153', 'i ']","['44', '  ']"
9693,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['16,993', '  ']","['1,066', '  ']","['795', '  ']","['48', '  ']","['182', '  ']","['89', '  ']"
