table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_aid,field_arc,field_dhs,field_doc,field_doda_total,field_doda_research,field_doda_development_advanced_technology,field_doda_development_major_systems,field_doe,field_doi
7322,r001,All states and outlying areas,All states and outlying areas,,1,36569461.0,50494.1,134.2,26129.6,323762.0,2731859.8,1231727.4,455334.0,1044798.5,1589898.7,94447.7
7322,r002,Alabama,Alabama,,1,494908.4,0.0,0.0,0.0,4274.8,30127.7,447.9,14090.9,15588.9,13603.2,341.1
7322,r003,Alabama -> Alabama A&M U.,Alabama,Alabama A&M U.,2,7039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2833.6,0.0
7322,r004,Alabama -> Alabama State U.,Alabama,Alabama State U.,2,1121.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7322,r005,"Alabama -> Auburn U., Auburn",Alabama,"Auburn U., Auburn",2,45966.8,0.0,0.0,0.0,49.1,554.8,207.7,347.1,0.0,3055.8,191.1
7322,r006,"Alabama -> Lawson State Community C., Birmingham",Alabama,"Lawson State Community C., Birmingham",2,104.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7322,r007,Alabama -> Marine Environmental Sciences Consortium,Alabama,Marine Environmental Sciences Consortium,2,1599.5,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0
7322,r008,Alabama -> Spring Hill C.,Alabama,Spring Hill C.,2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7322,r009,Alabama -> Troy U.,Alabama,Troy U.,2,3082.7,0.0,0.0,0.0,3018.0,0.0,0.0,0.0,0.0,0.0,0.0
7322,r010,Alabama -> Tuskegee U.,Alabama,Tuskegee U.,2,8480.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7322,r011,"Alabama -> U. Alabama, The, Birmingham",Alabama,"U. Alabama, The, Birmingham",2,336080.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2094.1,0.0
7322,r012,"Alabama -> U. Alabama, The, Huntsville",Alabama,"U. Alabama, The, Huntsville",2,43077.4,0.0,0.0,0.0,344.6,29332.6,0.0,13743.7,15588.9,521.4,0.0
7322,r013,"Alabama -> U. Alabama, The, System Office",Alabama,"U. Alabama, The, System Office",2,1406.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7322,r014,"Alabama -> U. Alabama, The, Tuscaloosa",Alabama,"U. Alabama, The, Tuscaloosa",2,33377.8,0.0,0.0,0.0,0.0,240.3,240.3,0.0,0.0,5098.3,150.0
7322,r015,Alabama -> U. South Alabama,Alabama,U. South Alabama,2,13570.4,0.0,0.0,0.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0
7322,r016,Alaska,Alaska,,1,106887.7,0.0,0.0,0.0,2919.1,21164.0,21164.0,0.0,0.0,1507.3,7551.3
7322,r017,Alaska -> Alaska Pacific U.,Alaska,Alaska Pacific U.,2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7322,r018,Alaska -> U. Alaska System of Higher Education,Alaska,U. Alaska System of Higher Education,2,3119.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.3,0.0
