table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1980,r071,World -> Asia -> Indonesia,World,Asia,Indonesia,,3,1840,2137,1682,2008,2026,2796,3603,3427,4184,3531,1469,1141,1216,1362,1574,1755,1859
1980,r072,World -> Asia -> Japan,World,Asia,Japan,,3,34789,38933,40865,40528,37749,33353,37536,45875,46521,52704,52821,41957,36310,39974,42824,36308,38772
1980,r073,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,87,99,108,142,180,178,223,212,275,299,323,376,429,374,379,416,494
1980,r074,World -> Asia -> Pakistan,World,Asia,Pakistan,,3,322,433,615,734,650,741,845,696,825,1038,1066,1072,1147,1139,1204,1335,1313
1980,r075,World -> Asia -> Philippines,World,Asia,Philippines,,3,151,185,210,236,331,285,236,386,471,430,392,706,556,765,759,906,691
1980,r076,World -> Asia -> Singapore,World,Asia,Singapore,,3,2719,3274,5228,4777,7462,8506,5714,6237,6205,9298,11391,7218,7503,7577,7999,6838,8034
1980,r077,World -> Asia -> South Korea,World,Asia,South Korea,,3,2131,2294,2719,3438,3813,4210,3855,3560,4342,4672,4747,5203,5690,6053,6450,7538,8849
1980,r078,World -> Asia -> Sri Lanka,World,Asia,Sri Lanka,,3,3,4,4,4,3,5,7,8,9,12,13,18,32,30,32,34,31
1980,r079,World -> Asia -> Taiwan,World,Asia,Taiwan,,3,577,670,708,791,898,936,970,1049,1201,1303,1344,1392,1305,1327,1438,1535,1680
1980,r080,World -> Asia -> Thailand,World,Asia,Thailand,,3,91,109,123,138,170,202,226,260,340,366,431,407,488,563,568,635,796
1980,r081,World -> Asia -> Vietnam,World,Asia,Vietnam,,3,208,201,269,273,290,375,480,526,621,430,500,598,735,676,763,845,1040
1980,r082,World -> Oceania,World,Oceania,,,2,1633,1808,1992,2203,2489,2577,2306,2411,3129,3725,3794,3801,3383,2808,2829,3191,3382
1980,r083,World -> Oceania -> Australia,World,Oceania,Australia,,3,1564,1737,1912,2110,2401,2478,2230,2330,3023,3592,3628,3556,3199,2630,2644,2988,3173
1980,r084,World -> Oceania -> New Zealand,World,Oceania,New Zealand,,3,69,71,80,93,88,98,76,81,106,133,166,244,183,179,185,204,208
