table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
7084,r001,2017,All R&D expenditures,,1,20038
7084,r002,2017,Basic research,Amount,2,4111
7084,r003,2017,Basic research,Percent,2,20.5
7084,r004,2017,Applied research,Amount,2,7931
7084,r005,2017,Applied research,Percent,2,39.6
7084,r006,2017,Experimental development,Amount,2,7996
7084,r007,2017,Experimental development,Percent,2,39.9
7084,r008,2018,All R&D expenditures,,1,21172
7084,r009,2018,Basic research,Amount,2,4180
7084,r010,2018,Basic research,Percent,2,19.7
7084,r011,2018,Applied research,Amount,2,8391
7084,r012,2018,Applied research,Percent,2,39.6
7084,r013,2018,Experimental development,Amount,2,8600
7084,r014,2018,Experimental development,Percent,2,40.6
7084,r015,2019,All R&D expenditures,,1,22738
7084,r016,2019,Basic research,Amount,2,4536
7084,r017,2019,Basic research,Percent,2,19.9
7084,r018,2019,Applied research,Amount,2,9200
7084,r019,2019,Applied research,Percent,2,40.5
7084,r020,2019,Experimental development,Amount,2,9002
7084,r021,2019,Experimental development,Percent,2,39.6
7084,r022,2020,All R&D expenditures,,1,23514
7084,r023,2020,Basic research,Amount,2,4712
7084,r024,2020,Basic research,Percent,2,20.0
7084,r025,2020,Applied research,Amount,2,9433
7084,r026,2020,Applied research,Percent,2,40.1
7084,r027,2020,Experimental development,Amount,2,9369
7084,r028,2020,Experimental development,Percent,2,39.8
7084,r029,2021,All R&D expenditures,,1,24921
7084,r030,2021,Basic research,Amount,2,5021
7084,r031,2021,Basic research,Percent,2,20.1
7084,r032,2021,Applied research,Amount,2,9951
7084,r033,2021,Applied research,Percent,2,39.9
7084,r034,2021,Experimental development,Amount,2,9949
7084,r035,2021,Experimental development,Percent,2,39.9
