table_id,row_id,time_period,current_millions_level_1,current_millions_level_2,current_millions_hierarchy_depth,value
1717,r380,R&D and R&D plant budget authority -> 2016,Current $millions,National defense,2,80202
1717,r381,R&D and R&D plant budget authority -> 2016,Current $millions,Civilian functions,2,70191
1717,r382,R&D and R&D plant budget authority -> 2016,% distribution,Total,2,100.0
1717,r383,R&D and R&D plant budget authority -> 2016,% distribution,National defense,2,53.3
1717,r384,R&D and R&D plant budget authority -> 2016,% distribution,Civilian functions,2,46.7
1717,r385,R&D and R&D plant budget authority -> 2017<sup>b</sup>,Current $millions,Total,2,127306
1717,r386,R&D and R&D plant budget authority -> 2017<sup>b</sup>,Current $millions,National defense,2,57530
1717,r387,R&D and R&D plant budget authority -> 2017<sup>b</sup>,Current $millions,Civilian functions,2,69776
1717,r388,R&D and R&D plant budget authority -> 2017<sup>b</sup>,% distribution,Total,2,100.0
1717,r389,R&D and R&D plant budget authority -> 2017<sup>b</sup>,% distribution,National defense,2,45.2
1717,r390,R&D and R&D plant budget authority -> 2017<sup>b</sup>,% distribution,Civilian functions,2,54.8
1717,r391,R&D and R&D plant budget authority -> 2018,Current $millions,Total,2,144459
1717,r392,R&D and R&D plant budget authority -> 2018,Current $millions,National defense,2,68916
1717,r393,R&D and R&D plant budget authority -> 2018,Current $millions,Civilian functions,2,75543
1717,r394,R&D and R&D plant budget authority -> 2018,% distribution,Total,2,100.0
1717,r395,R&D and R&D plant budget authority -> 2018,% distribution,National defense,2,47.7
1717,r396,R&D and R&D plant budget authority -> 2018,% distribution,Civilian functions,2,52.3
1717,r397,R&D and R&D plant budget authority -> 2019 preliminary<sup>c</sup>,Current $millions,Total,2,147945
1717,r398,R&D and R&D plant budget authority -> 2019 preliminary<sup>c</sup>,Current $millions,National defense,2,70587
1717,r399,R&D and R&D plant budget authority -> 2019 preliminary<sup>c</sup>,Current $millions,Civilian functions,2,77358
1717,r400,R&D and R&D plant budget authority -> 2019 preliminary<sup>c</sup>,% distribution,Total,2,100.0
1717,r401,R&D and R&D plant budget authority -> 2019 preliminary<sup>c</sup>,% distribution,National defense,2,47.7
1717,r402,R&D and R&D plant budget authority -> 2019 preliminary<sup>c</sup>,% distribution,Civilian functions,2,52.3
1717,r403,R&D and R&D plant budget authority -> 2020 proposed,Current $millions,Total,2,142377
1717,r404,R&D and R&D plant budget authority -> 2020 proposed,Current $millions,National defense,2,75421
1717,r405,R&D and R&D plant budget authority -> 2020 proposed,Current $millions,Civilian functions,2,66956
1717,r406,R&D and R&D plant budget authority -> 2020 proposed,% distribution,Total,2,100.0
1717,r407,R&D and R&D plant budget authority -> 2020 proposed,% distribution,National defense,2,53.0
1717,r408,R&D and R&D plant budget authority -> 2020 proposed,% distribution,Civilian functions,2,47.0
