table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023_preliminary_
10873,r001,All agencies,All agencies,,,,,1,63191,63825,67105,69871,74588,81118,85305,85896,93807,99481
10873,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10873,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2060,2128,2156,2216,2257,2407,2388,2661,2860,3221
10873,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,3,3,3,4,4,4,3,7,10,9
10873,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1010,1018,1030,1053,1081,1163,1281,1359,1486,1672
10873,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,19,20,20,19,18,19,19,21,24,26
10873,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,78,85,85,86,86,86,82,85,88,93
10873,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,0.05,1,0.05,0.05,0,0,0,0,0,0
10873,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,277,260,281,271,254,255,257,233,246,254
10873,r010,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,6,6,6,0.05,na,na,na,na,na,na
10873,r011,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5,5,5,5,5,5,5,5,6,6
10873,r012,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,657,726,721,774,805,871,738,937,986,1145
10873,r013,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,NA,NA,NA,NA,NA,NA,NA,12,15,16
10873,r014,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,6,4,4,3,4,4,3,0,0,0
10873,r015,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1277,1154,1153,1302,1229,1282,1361,1506,1690,2066
10873,r016,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,227,41,90,56,56,29,38,56,150,222
10873,r017,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,599,631,625,691,676,703,717,784,780,916
10873,r018,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,442,470,428,547,488,542,598,659,748,915
10873,r019,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,10,12,11,8,9,8,8,7,11,13
10873,r020,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,6704,6691,7152,7178,7653,8268,8915,9735,10166,11933
10873,r021,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,1536,1485,1536,1509,1680,1743,2006,1845,1798,2194
10873,r022,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,NA,NA,NA,NA,NA,NA,164,133,145,178
10873,r023,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,1574,1609,1762,1713,1905,2107,2249,2387,2926,3027
10873,r024,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,1418,1390,1522,1684,1689,1956,1907,1914,1804,2396
10873,r025,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,1483,1465,1560,1540,1549,1591,1698,1654,1739,2355
10873,r026,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,na,na,na,na,na,na,0,98,175,156
10873,r027,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,693,742,771,732,829,871,892,1704,1579,1626
10873,r028,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,208,160,163,174,190,189,189,262,299,264
10873,r029,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,8092,8642,9465,9584,10508,11370,10525,10777,11109,12309
10873,r030,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,150,139,172,151,80,202,219,157,201,235
10873,r031,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,7,7,7,9,NA,NA,NA,NA,NA,NA
10873,r032,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,65,63,69,80,94,87,78,62,61,75
10873,r033,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,540,473,576,853,1285,1270,1248,1395,679,724
10873,r034,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,16,8,10,10,13,9,7,10,12,14
10873,r035,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,162,199,231,230,662,659,679,691,559,938
10873,r036,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,2770,2705,3210,3078,2645,3670,2394,2608,2794,2988
10873,r037,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2519,2527,3010,2881,2422,3434,2155,2328,2337,2554
10873,r038,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,0,0,0,0,0,0,0,0,191,141
10873,r039,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,251,178,199,197,223,236,239,280,266,293
10873,r040,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,296,639,665,688,763,378,392,346,657,914
10873,r041,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,na,na,na,na,0,40,37,2,21,45
10873,r042,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,4085,4409,4524,4485,4968,5054,5470,5506,6124,6375
10873,r043,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,30587,30197,32129,33677,36802,38354,44234,42718,48271,49215
10873,r044,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,3,2,3,2,3,2,2,5,5,9
10873,r045,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,0,72,66,66,66,66,71,107,107,113
10873,r046,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,335,335,306,300,306,308,308,308,314,337
10873,r047,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,1,2,2,3,3,7,10,11,12,12
10873,r048,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,NA,NA,NA,NA,NA,0,0,0,2644,818
10873,r049,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,379,460,494,436,386,366,441,682,550,444
10873,r050,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,34,24,30,29,231,133,224,421,419,427
10873,r051,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,389,376,486,375,478,493,464,589,561,630
10873,r052,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,28,27,26,30,36,33,35,33,35,45
