table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_applications_total,field_applications_nonprovisional_utility_patents_total,field_applications_nonprovisional_utility_patents_to_foreign_jurisdictionsa,field_applications_nonprovisional_utility_patents_from_within_organized_r_d_activityb,field_patents_issuedc
2087,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['83', '  ']","['0 - 84', '  ']","['0 - 84', '  ']","['0 - 84', '  ']","['37', '  ']"
2087,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['17,317', '  ']","['5,492', '  ']","['1,405', '  ']","['3,898', '  ']","['12,044', '  ']"
2087,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['715 - 1,539', '  ']","['716', '  ']","['94', '  ']","['674', '  ']","['187', '  ']"
2087,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['12,981', '  ']","['1,851 - 3,011', '  ']","['333', '  ']","['740 - 1,680', '  ']","['10,305', '  ']"
2087,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['2,686', '  ']","['1,654 - 1,990', '  ']","['865', '  ']","['1,546', '  ']","['1,110', '  ']"
2087,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['387 - 722', '  ']","['388', '  ']","['0 - 283', '  ']","['27 - 364', '  ']","['0 - 167', '  ']"
2087,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['1,965', '  ']","['1,267', '  ']","['583', '  ']","['1,183', '  ']","['944', '  ']"
2087,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['0 - 335', '  ']","['0 - 335', '  ']","['0 - 283', '  ']","['0 - 335', '  ']","['0 - 167', '  ']"
2087,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['112 - 936', '  ']","['112 - 936', '  ']","['113', '  ']","['0 - 936', '  ']","['441', '  ']"
2087,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['191', '  ']","['129', '  ']","['85', '  ']","['122', '  ']","['80', '  ']"
2087,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['301', '  ']","['0 - 302', '  ']","['0 - 226', '  ']","['0 - 302', '  ']","['0 - 2,239', '  ']"
2087,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['151,928', '  ']","['100,485', '  ']","['50,572', '  ']","['79,011', '  ']","['101,607', '  ']"
2087,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2087,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>d</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>d</sup>,,,3,–,"['2,661', '  ']","['1,403', '  ']","['509', '  ']","['1,233', '  ']","['960', '  ']"
2087,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['7,489', '  ']","['4,798', '  ']","['2,499', '  ']","['4,363', '  ']","['2,412', '  ']"
2087,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2087,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['4,921', '  ']","['2,084', '  ']","['1,112', '  ']","['1,747', '  ']","['1,551', '  ']"
2087,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['5,278', '  ']","['2,989', '  ']","['1,346', '  ']","['2,669', '  ']","['2,361', '  ']"
2087,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2087,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['5,314', '  ']","['3,110', '  ']","['1,523', '  ']","['2,742', '  ']","['3,452', '  ']"
2087,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['7,222', '  ']","['3,980', '  ']","['2,201', '  ']","['3,440', '  ']","['3,778', '  ']"
2087,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['18,785', '  ']","['12,912', '  ']","['6,487', '  ']","['11,209', '  ']","['13,382', '  ']"
2087,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['14,215', '  ']","['10,692', '  ']","['4,570', '  ']","['8,218', '  ']","['10,122', '  ']"
2087,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['28,211', '  ']","['20,628', '  ']","['11,155', '  ']","['16,842', '  ']","['18,226', '  ']"
2087,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['57,831', '  ']","['37,889', '  ']","['19,169', '  ']","['26,548', '  ']","['45,363', '  ']"
